string[64]	string[64]	dword	dword	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	dword	float	float	dword	dword	string[64]	dword	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	END
0C120	Билетер	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0C121	Билетер	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0C122	Билетер	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03030	Поставщик Территории Войны	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03031	Гражданин	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03032	Гражданин	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04030	Поставщик Территории Войны	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03070	Торговец	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03071	Торговец	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03072	Торговец	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04070	Торговец	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04071	Торговец	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04072	Торговец	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05070	Торговец	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05071	Торговец	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05072	Торговец	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
030F1	Герой	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
040F1	Герой	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
050F1	Герой	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13060	Торговец	-1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03140	Хранитель Врат	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04140	Хранитель Врат	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05140	Хранитель Врат	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
06150	АБУ	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
07150	АБУ	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
08150	АБУ	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
09150	АБУ	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0A150	АБУ	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0B150	АБУ	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14160	Хранитель врат	-1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	140	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03170	Торговец Оружием	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04170	Торговец Оружием	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05170	Торговец Оружием	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03171	Торговец Редким Оружием	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04171	Торговец Редким Оружием	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05171	Торговец Редким Оружием	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03172	Торговец Улучшенным Оружием	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04172	Торговец Улучшенным Оружием	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05172	Торговец Улучшенным Оружием	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03173	Торговец Улучшенным Оружием	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04173	Торговец Улучшенным Оружием	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05173	Торговец Улучшенным Оружием	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03174	Торговец Щитами	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04174	Торговец Щитами	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05174	Торговец Щитами	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03175	Торговец Редкими Щитами	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04175	Торговец Редкими Щитами	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05175	Торговец Редкими Щитами	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03176	Торговец Улучшенными Щитами	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04176	Торговец Улучшенными Щитами	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05176	Торговец Улучшенными Щитами	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03177	Снабженец	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04177	Снабженец	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05177	Снабженец	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03178	Торговец Броней	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04178	Торговец Броней	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05178	Торговец Броней	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03179	Торговец Редкой Броней	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04179	Торговец Редкой Броней	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05179	Торговец Редкой Броней	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03180	Флем Ювелир	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04180	Флем Ювелир	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05180	Флем Ювелир	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13061	Военный Снабженец	-1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0C062	Гражданин	-1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	10	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13130	Координатор перемещений	-1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0C130	Координатор перемещений	-1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03130	Координатор перемещений	0	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04130	Координатор перемещений	1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05130	Координатор перемещений	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1E060	Сандри	-1	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	100	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05061	Рыцарь Ордена Дракона	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	120	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05062	Наемник Картелы	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	120	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05063	Наемник Картелы	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	120	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05064	Наемник Картелы	2	0	0	50	3238665	19744,23633	30	65	149	149	0	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2621	44	1310	2034	1000	1000	300	25	300	5000	1	1,5	120	0	20	3000	0	0	0	0	3	4,170000076	30000	90	60	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
