xeh	byte	string[32]	string[32]	string[32]	byte	word	float	dword	float	dword	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	store	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	dword	dword	xeh	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	store	dword	END
05178	2	Торговец Броней	AР14-31-0486	05178	23	0	0	0	1	90	ihawa53	iuawa53	ilawa53	igawa53	isawa53	ihara53	iuara53	ilara53	igara53	isara53	ihafa53	iuafa53	ilafa53	igafa53	isafa53	ihawa55	iuawa55	ilawa55	igawa55	isawa55	ihara55	iuara55	ilara55	igara55	isara55	ihafa55	iuafa55	ilafa55	igafa55	isafa55	ihawa57	iuawa57	ilawa57	igawa57	isawa57	ihara57	iuara57	ilara57	igara57	isara57	ihafa57	iuafa57	ilafa57	igafa57	isafa57	ihawa60	iuawa60	ilawa60	igawa60	isawa60	ihara60	iuara60	ilara60	igara60	isara60	ihafa60	iuafa60	ilafa60	igafa60	isafa60	ihawa63	iuawa63	ilawa63	igawa63	isawa63	ihara63	iuara63	ilara63	igara63	isara63	ihafa63	iuafa63	ilafa63	igafa63	isafa63	ihawa65	iuawa65	ilawa65	igawa65	isawa65	ihara65	iuara65	ilara65	igara65	isara65	ihafa65	iuafa65	ilafa65	igafa65	isafa65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	30	5FFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03179	0	Торговец Редкой Броней	Носта Бель	03179	23	0	0	0	1	105	ihbwb35	iubwb35	ilbwb35	igbwb35	isbwb35	ihbwb37	iubwb37	ilbwb37	igbwb37	isbwb37	ihbwb39	iubwb39	ilbwb39	igbwb39	isbwb39	ihbwb41	iubwb41	ilbwb41	igbwb41	isbwb41	ihbwb43	iubwb43	ilbwb43	igbwb43	isbwb43	ihbwb45	iubwb45	ilbwb45	igbwb45	isbwb45	ihbwb47	iubwb47	ilbwb47	igbwb47	isbwb47	ihbrb35	iubrb35	ilbrb35	igbrb35	isbrb35	ihbrb37	iubrb37	ilbrb37	igbrb37	isbrb37	ihbrb39	iubrb39	ilbrb39	igbrb39	isbrb39	ihbrb41	iubrb41	ilbrb41	igbrb41	isbrb41	ihbrb43	iubrb43	ilbrb43	igbrb43	isbrb43	ihbrb45	iubrb45	ilbrb45	igbrb45	isbrb45	ihbrb47	iubrb47	ilbrb47	igbrb47	isbrb47	ihbfb35	iubfb35	ilbfb35	igbfb35	isbfb35	ihbfb37	iubfb37	ilbfb37	igbfb37	isbfb37	ihbfb39	iubfb39	ilbfb39	igbfb39	isbfb39	ihbfb41	iubfb41	ilbfb41	igbfb41	isbfb41	ihbfb43	iubfb43	ilbfb43	igbfb43	isbfb43	ihbfb45	iubfb45	ilbfb45	igbfb45	isbfb45	ihbfb47	iubfb47	ilbfb47	igbfb47	isbfb47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	54	7FFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04179	1	Торговец Редкой Броней	Дайси	04179	23	0	0	0	1	105	ihcwb35	iucwb35	ilcwb35	igcwb35	iscwb35	ihcwb37	iucwb37	ilcwb37	igcwb37	iscwb37	ihcwb39	iucwb39	ilcwb39	igcwb39	iscwb39	ihcwb41	iucwb41	ilcwb41	igcwb41	iscwb41	ihcwb43	iucwb43	ilcwb43	igcwb43	iscwb43	ihcwb45	iucwb45	ilcwb45	igcwb45	iscwb45	ihcwb47	iucwb47	ilcwb47	igcwb47	iscwb47	ihcrb35	iucrb35	ilcrb35	igcrb35	iscrb35	ihcrb37	iucrb37	ilcrb37	igcrb37	iscrb37	ihcrb39	iucrb39	ilcrb39	igcrb39	iscrb39	ihcrb41	iucrb41	ilcrb41	igcrb41	iscrb41	ihcrb43	iucrb43	ilcrb43	igcrb43	iscrb43	ihcrb45	iucrb45	ilcrb45	igcrb45	iscrb45	ihcrb47	iucrb47	ilcrb47	igcrb47	iscrb47	ihcfb35	iucfb35	ilcfb35	igcfb35	iscfb35	ihcfb37	iucfb37	ilcfb37	igcfb37	iscfb37	ihcfb39	iucfb39	ilcfb39	igcfb39	iscfb39	ihcfb41	iucfb41	ilcfb41	igcfb41	iscfb41	ihcfb43	iucfb43	ilcfb43	igcfb43	iscfb43	ihcfb45	iucfb45	ilcfb45	igcfb45	iscfb45	ihcfb47	iucfb47	ilcfb47	igcfb47	iscfb47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	54	7FFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05179	2	Торговец Редкой Броней	AР24-33-2601	05179	23	0	0	0	1	105	ihawb35	iuawb35	ilawb35	igawb35	isawb35	ihawb37	iuawb37	ilawb37	igawb37	isawb37	ihawb39	iuawb39	ilawb39	igawb39	isawb39	ihawb41	iuawb41	ilawb41	igawb41	isawb41	ihawb43	iuawb43	ilawb43	igawb43	isawb43	ihawb45	iuawb45	ilawb45	igawb45	isawb45	ihawb47	iuawb47	ilawb47	igawb47	isawb47	iharb35	iuarb35	ilarb35	igarb35	isarb35	iharb37	iuarb37	ilarb37	igarb37	isarb37	iharb39	iuarb39	ilarb39	igarb39	isarb39	iharb41	iuarb41	ilarb41	igarb41	isarb41	iharb43	iuarb43	ilarb43	igarb43	isarb43	iharb45	iuarb45	ilarb45	igarb45	isarb45	iharb47	iuarb47	ilarb47	igarb47	isarb47	ihafb35	iuafb35	ilafb35	igafb35	isafb35	ihafb37	iuafb37	ilafb37	igafb37	isafb37	ihafb39	iuafb39	ilafb39	igafb39	isafb39	ihafb41	iuafb41	ilafb41	igafb41	isafb41	ihafb43	iuafb43	ilafb43	igafb43	isafb43	ihafb45	iuafb45	ilafb45	igafb45	isafb45	ihafb47	iuafb47	ilafb47	igafb47	isafb47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	54	7FFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03180	0	Флем Ювелир	Кайт	03180	24	0	0	0	1	3	bxgem01	bxgem02	bxgem03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	1	41	42	43	48	0	0	0	0	0	0	1000	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04180	1	Флем Ювелир	Кайс	04180	24	0	0	0	1	3	bxgem01	bxgem02	bxgem03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	1	41	42	43	48	0	0	0	0	0	0	1000	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05180	2	Флем Ювелир	Кайр	05180	24	0	0	0	1	3	bxgem01	bxgem02	bxgem03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	1	41	42	43	48	0	0	0	0	0	0	1000	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13061	-1	Военный Снабженец	Вадин	13061	0	0	0	0	1	9	tr00003	tr00004	tr00005	gtbb004	gtbb005	gtcc004	gtcc005	gtaa004	gtaa005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	53	0	0	0	0	0	0	0	0	0	0	1	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0C062	-1	Гражданин	Понти	0C062	25	0	0	0	0,100000001	26	ibbow17	ibbow24	ibbow31	ibfir17	ibfir20	ibfir21	ibfir24	ibfir25	ibfir26	ibfir27	ibfir28	ibfir29	ibfir30	ibfir31	ibfir70	ibfir73	ibfir76	ibfir32	sklu002	sklu012	tr00011	tr00021	tr00031	tr00041	ibfir82	ipgag01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	53	2	0	0	0	0	0	0	0	0	0	1	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13130	-1	Координатор перемещений	Таркес	13130	5	0	0	0	1	19	irmap01	irmap03	iqcsa53	iqcsa54	iysav01	ibcsa59	ibcsa60	ibcsa61	ibcsa62	ibcsa63	ibcsa64	ibcsa65	ibcsa66	ibcsa67	ibcsa68	ibevt01	ibevt02	ibevt03	ibevt04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0C130	-1	Координатор перемещений	Роппель	0C130	5	0	0	0	1	19	irmap01	irmap03	iqcsa53	iqcsa54	iysav01	ibcsa59	ibcsa60	ibcsa61	ibcsa62	ibcsa63	ibcsa64	ibcsa65	ibcsa66	ibcsa67	ibcsa68	ibevt01	ibevt02	ibevt03	ibevt04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03130	0	Координатор перемещений	Иштар	03130	5	0	0	0	1	31	irmap01	irmap03	iqcsa53	iqcsa54	iysav01	ibcsa59	ibcsa60	ibcsa61	ibcsa62	ibcsa63	ibcsa64	ibcsa65	ibcsa66	ibcsa67	ibcsa68	ircsa26	ircsa27	ircsa30	ircsa33	ircsa34	ircsa36	ircsa37	ircsa39	ircsa42	ircsa40	ircsa41	ibevt01	ibevt02	ibevt03	ibevt04	iyeup01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	53	0	0	0	0	0	0	0	0	0	20	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
04130	1	Координатор перемещений	Верас	04130	5	0	0	0	1	31	irmap01	irmap03	iqcsa53	iqcsa54	iysav01	ibcsa59	ibcsa60	ibcsa61	ibcsa62	ibcsa63	ibcsa64	ibcsa65	ibcsa66	ibcsa67	ibcsa68	ircsa26	ircsa27	ircsa30	ircsa33	ircsa34	ircsa35	ircsa36	ircsa37	ircsa39	ircsa42	ircsa41	ibevt01	ibevt02	ibevt03	ibevt04	iyeup01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	53	0	0	0	0	0	0	0	0	0	20	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05130	2	Координатор перемещений	CM-973M	05130	5	0	0	0	1	30	irmap01	irmap03	iqcsa53	iqcsa54	iysav01	ibcsa59	ibcsa60	ibcsa61	ibcsa62	ibcsa63	ibcsa64	ibcsa65	ibcsa66	ibcsa67	ibcsa68	ircsa26	ircsa27	ircsa30	ircsa33	ircsa34	ircsa36	ircsa37	ircsa39	ircsa42	ircsa41	ibevt01	ibevt02	ibevt03	ibevt04	iyeup01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	53	0	0	0	0	0	0	0	0	0	20	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1E060	-1	Сандри	Гарк	1E060	0	0	0	0	1	67	fibbb01	fibbb02	fibbb03	fibbb04	ipbhp07	ipbhp08	ipchp07	ipchp08	ipahp07	ipahp08	ipbfp07	ipbfp08	ipcfp07	ipcfp08	ipafp07	ipafp08	ibbow17	ibbow24	ibbow31	ibfir17	ibfir20	ibfir21	ibfir24	ibfir25	ibfir26	ibfir27	ibfir28	ibfir29	ibfir30	ibfir31	ibfir32	sklu002	sklu012	ipbad02	ipcad02	ipaad02	ipbde07	ipbde08	ipbde09	ipacu00	ipgag01	ipbcu00	ipccu00	tr00006	tr00007	gtbb006	gtbb007	gtcc006	gtcc007	gtaa006	gtaa007	gtbb014	gtbb015	gtbb016	gtbb017	gtcc014	gtcc015	gtcc016	gtcc017	gtaa014	gtaa015	gtaa016	gtaa017	tr00008	tr00009	tr00010	tr00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	53	0	0	0	0	0	0	0	0	0	1	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05061	2	Рыцарь Ордена Дракона	Имперский Рыцарь	05061	0	0	0	0	1,200000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	86	87	88	2	147	148	149	0	0	0	0	1	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05062	2	Наемник Картелы	Ландскнехт Легат	05062	0	0	0	0	1,200000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	62	63	109	120	121	122	0	0	0	0	0	1	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05063	2	Наемник Картелы	Дементор Легат	05063	0	0	0	0	1,200000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	71	72	110	129	130	131	0	0	0	0	0	1	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
05064	2	Наемник Картелы	Ракетчик Легат	05064	0	0	0	0	1,200000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	80	81	111	138	139	140	0	0	0	0	0	1	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
03061	0	Рыцарь Ордена Дракона	Рыцарь Федерации	03061	0	0	0	0	1,200000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	89	90	91	2	141	142	143	0	0	0	0	1	FFFFFFFF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
