string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	float	dword	float	dword	float	dword	float	dword	float	dword	float	dword	float	dword	float	END
setra01	00001	iharc50	iuarc50	ilarc50	isarc50	igarc50	-1	-1	-1	-1	iiaab76	iiaab76	-1	0301050306040708	7	0,200000003	4	20	29	20	34	10	34	10	6	0,100000001	7	0,100000001	5	0,100000001	
setra02	00001	iharc45	iuarc45	ilarc45	isarc45	igarc45	-1	-1	-1	-1	-1	-1	-1	0502	7	1,5	5	0,100000001	0	0	0	0	0	0	0	0	0	0	0	0	
setra03	00001	ihard45	iuard45	ilard45	isard45	igard45	-1	-1	-1	-1	-1	-1	-1	0502	7	2,5	5	0,200000003	0	0	0	0	0	0	0	0	0	0	0	0	
setra04	00001	-1	-1	-1	-1	-1	-1	-1	iadgn01	iadgn02	iidgn01	iidgn02	-1	03020405	6	0,100000001	7	0,100000001	6	0,200000003	7	0,200000003	16	0,200000003	0	0	0	0	0	0	
setra05	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra06	00001	ihacr50	iuacr50	ilacr50	isacr50	igacr50	-1	-1	-1	-1	-1	-1	-1	030204040506	6	0,349999994	4	40	12	1	3	40	20	30	17	0,150000006	0	0	0	0	
setra07	00001	iharc55	iuarc55	ilarc55	isarc55	igarc55	-1	-1	-1	-1	iiaab76	iiaab76	-1	0301050306040708	7	0,200000003	4	20	29	20	34	10	34	10	6	0,100000001	7	0,100000001	5	0,100000001	
setra08	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra09	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra10	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra11	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra12	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra13	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra14	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra15	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra16	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra17	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra18	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra19	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra20	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra21	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra22	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra23	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra24	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra25	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra26	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra27	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra28	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra29	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setra30	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb01	11000	ihbfc50	iubfc50	ilbfc50	isbfc50	igbfc50	-1	-1	-1	-1	iibba99	iibba99	-1	0301050306040708	7	0,200000003	6	0,200000003	20	20	34	10	34	10	6	0,100000001	7	0,100000001	5	0,100000001	
setfb02	11000	ihbfc45	iubfc45	ilbfc45	isbfc45	igbfc45	-1	-1	-1	-1	-1	-1	-1	0502	7	1,5	5	0,100000001	0	0	0	0	0	0	0	0	0	0	0	0	
setfb03	11000	ihbfd45	iubfd45	ilbfd45	isbfd45	igbfd45	-1	-1	-1	-1	-1	-1	-1	0502	7	2,5	5	0,200000003	0	0	0	0	0	0	0	0	0	0	0	0	
setfb04	11000	ihbcf50	iubcf50	ilbcf50	isbcf50	igbcf50	-1	-1	-1	-1	-1	-1	-1	030204040506	15	0,349999994	35	-2000	12	1	17	0,200000003	20	30	4	30	0	0	0	0	
setfb05	11000	ihbfc55	iubfc55	ilbfc55	isbfc55	igbfc55	-1	-1	-1	-1	iibba99	iibba99	-1	0301050306040708	7	0,200000003	6	0,200000003	20	20	34	10	34	10	6	0,100000001	7	0,100000001	5	0,100000001	
setfb06	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb07	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb08	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb09	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb10	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb11	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb12	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb13	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb14	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb15	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb16	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb17	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb18	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb19	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb20	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb21	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb22	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb23	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb24	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb25	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb26	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb27	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb28	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb29	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfb30	11000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc01	00110	ihcfc50	iucfc50	ilcfc50	iscfc50	igcfc50	-1	-1	iacca99	iacca99	-1	-1	-1	0301050306040708	7	0,200000003	6	0,200000003	20	20	34	10	34	10	6	0,100000001	7	0,100000001	5	0,100000001	
setfc02	00110	ihcfc45	iucfc45	ilcfc45	iscfc45	igcfc45	-1	-1	-1	-1	-1	-1	-1	0502	7	1,5	5	0,100000001	0	0	0	0	0	0	0	0	0	0	0	0	
setfc03	00110	ihcfd45	iucfd45	ilcfd45	iscfd45	igcfd45	-1	-1	-1	-1	-1	-1	-1	0502	7	2,5	5	0,200000003	0	0	0	0	0	0	0	0	0	0	0	0	
setfc04	00110	ihccf50	iuccf50	ilccf50	isccf50	igccf50	-1	-1	-1	-1	-1	-1	-1	030204040506	15	0,349999994	35	-2000	12	1	17	0,200000003	20	30	4	30	0	0	0	0	
setfc05	00110	ihcfc55	iucfc55	ilcfc55	iscfc55	igcfc55	-1	-1	iacca99	iacca99	-1	-1	-1	0301050306040708	7	0,200000003	6	0,200000003	20	20	34	10	34	10	6	0,100000001	7	0,100000001	5	0,100000001	
setfc06	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc07	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc08	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc09	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc10	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc11	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc12	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc13	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc14	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc15	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc16	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc17	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc18	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc19	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc20	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc21	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc22	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc23	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc24	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc25	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc26	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc27	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc28	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc29	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfc30	00110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa01	00001	ihafc50	iuafc50	ilafc50	isafc50	igafc50	-1	-1	-1	-1	iiaab77	iiaab77	-1	0301050306040708	7	0,200000003	25	-50	19	20	34	10	34	10	6	0,100000001	7	0,100000001	5	0,100000001	
setfa02	00001	ihafc45	iuafc45	ilafc45	isafc45	igafc45	-1	-1	-1	-1	-1	-1	-1	0502	7	1,5	5	0,100000001	0	0	0	0	0	0	0	0	0	0	0	0	
setfa03	00001	ihafd45	iuafd45	ilafd45	isafd45	igafd45	-1	-1	-1	-1	-1	-1	-1	0502	7	2,5	5	0,200000003	0	0	0	0	0	0	0	0	0	0	0	0	
setfa04	00001	ihacf50	iuacf50	ilacf50	isacf50	igacf50	-1	-1	-1	-1	-1	-1	-1	030204040506	6	0,349999994	4	40	12	1	3	40	20	30	17	0,150000006	0	0	0	0	
setfa05	00001	ihafc55	iuafc55	ilafc55	isafc55	igafc55	-1	-1	-1	-1	iiaab77	iiaab77	-1	0301050306040708	7	0,200000003	25	-50	19	20	34	10	34	10	6	0,100000001	7	0,100000001	5	0,100000001	
setfa06	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa07	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa08	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa09	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa10	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa11	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa12	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa13	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa14	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa15	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa16	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa17	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa18	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa19	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa20	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa21	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa22	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa23	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa24	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa25	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa26	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa27	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa28	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa29	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa30	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
setfa31	11111	-1	-1	-1	-1	-1	-1	-1	iaqsa01	iaqsa02	iiqsa01	iiqsa02	-1	02020403	6	0,100000001	7	0,100000001	3	20	0	0	0	0	0	0	0	0	0	0	
