string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	string[64]	dword	float	dword	string[64]	string[64]	dword	dword	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	dword	dword	dword	float	dword	float	long	float	long	dword	float	dword	float	dword	dword	dword	float	dword	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iwkna00	1	A10300	1	Кинжал Новичка	103	0	0	-1	0	0	8	-1	D	0	0	11111	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,019999981	0	0	1	-1	0	0	0	0	0,5	0	6,5	-162	30	13	60	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwkna00	1	0	
iwswa00	1	A10100	19	Меч Новичка	101	0	0	-1	0	0	100	-1	D	1	0	11111	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,034999967	0	0	1	-1	0	0	0	0	0,5	-1	9,600000381	17	30	18	63	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwswa00	1	0	
iwaxa00	1	A10600	37	Топор Новичка	106	0	0	-1	0	0	8	-1	D	2	0	11111	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,019999981	0	0	1	-1	0	0	0	0	0,5	-2	11,80000019	-162	30	14	60	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwaxa00	3	0	
iwmaa00	1	A10A00	55	Палица Новичка	266	0	0	-1	0	0	8	-1	D	3	0	11111	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,019999981	0	0	1	-1	0	0	0	0	0,5	-2	7,300000191	-162	30	14	56	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwmaa00	4	0	
iwsta00	1	910D00	73	Посох Новичка	269	0	0	-1	0	0	100	-1	D	9	0	11111	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1	0	0	1	-1	0	0	0	0	0,5	-2	12	50	30	17	50	25	0	0	30	12	60	18	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwsta00	5	0	
iwspa00	1	A10E00	91	Копье Новичка	270	0	0	-1	0	0	100	-1	D	4	0	11111	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,034999967	0	0	1	-1	0	0	0	0	0,5	-1	17,5	-62	30	15	63	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwspa00	6	0	
iwboa00	1	A10F00	109	Лук Новичка	271	0	0	-1	0	0	100	ABCD	D	5	0	11111	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,034999967	0	0	1	-1	0	0	0	0	0,5	1	180	1299	30	10	55	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwboa00	7	0	
iwfia00	1	A11100	127	Пистолет Новичка	111	0	0	-1	0	0	100	EFGH	D	6	0	11111	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,034999967	0	0	1	-1	0	0	0	0	0,5	1	180	1276	30	10	55	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwfia00	8	1	
iwmtb00	1	711C00	182	Буровая Установка Новичка 	284	0	0	-1	0	0	100	-1	D	10	0	11000	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	1000	1	0	0	1	-1	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwmtb00	0	0	
iwmtc00	1	811C01	183	Буровая Установка Новичка 	284	0	0	-1	0	0	100	-1	D	10	0	00110	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	1000	1	0	0	1	-1	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwmtc00	0	0	
iwmta00	1	411C02	184	Буровая Установка Новичка 	284	0	0	-1	0	0	100	-1	D	10	0	00001	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	1000	1	0	0	1	-1	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwmta00	0	0	
iwmas00	1	410A00	185	Палица Новичка 	266	0	0	-1	0	0	8	-1	D	3	0	00001	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,019999981	0	0	1	-1	0	0	0	0	0,5	-2	7,300000191	-162	30	14	56	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwmas00	4	0	
iwfis00	1	411100	186	Пистолет Новичка 	111	0	0	-1	0	0	100	EFGH	D	6	0	00001	1111	1	-1	0	-1	-1	-1	-1	0	10	0	0	0	0	0	0	0	1,034999967	0	0	1	-1	0	0	0	0	0,5	1	180	1276	30	10	55	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	tiwfis00	8	0	
iwgea01	1	412000	178	Гранатомет [1 	120	0	0	-1	0	0	100	L	D	11	0	00001	1111	1	-1	0	-1	-1	-1	-1	0	110	0	0	0	0	1	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	10	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea01	11	0	
iwgeb01	1	412000	178	Тип В  Гранатомет [1 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	140	0	0	0	0	1	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	13	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb01	11	0	
iwgec01	0	412002	0	Гранатомет [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	110	0	0	0	0	1	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	10	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec01	11	0	
iwged01	0	412003	0	Гранатомет [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	110	0	0	0	0	1	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	10	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged01	11	0	
iwgea02	0	412004	110	GreLauncher2 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	2	-1	0	-1	-1	-1	-1	0	280	0	0	0	0	2	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	13	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea02	11	0	
iwgeb02	0	412004	110	??? GreLauncher2 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	2	-1	0	-1	-1	-1	-1	0	350	0	0	0	0	3	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	17	10	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb02	11	0	
iwgec02	0	412006	0	GreLauncher2 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	2	-1	0	-1	-1	-1	-1	0	280	0	0	0	0	2	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	13	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec02	11	0	
iwged02	0	412007	0	GreLauncher2 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	280	0	0	0	0	2	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	13	10	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged02	11	0	
iwgea03	0	412008	111	GreLauncher3 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	3	-1	0	-1	-1	-1	-1	0	525	0	0	0	0	5	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	17	10	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea03	11	0	
iwgeb03	0	412008	111	??? GreLauncher3 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	3	-1	0	-1	-1	-1	-1	0	720	0	0	0	0	7	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	24	10	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb03	11	0	
iwgec03	0	41200A	0	GreLauncher3 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	3	-1	0	-1	-1	-1	-1	0	525	0	0	0	0	5	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	17	10	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec03	11	0	
iwged03	0	41200B	0	GreLauncher3 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	525	0	0	0	0	5	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	17	10	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged03	11	0	
iwgea04	0	41200C	0	GreLauncher4 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	4	-1	0	-1	-1	-1	-1	0	820	0	0	0	0	8	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	20	10	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea04	11	0	
iwgeb04	0	41200C	0	??? GreLauncher4 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	4	-1	0	-1	-1	-1	-1	0	820	0	0	0	0	8	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	20	10	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb04	11	0	
iwgec04	0	41200E	0	GreLauncher4 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	4	-1	0	-1	-1	-1	-1	0	820	0	0	0	0	8	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	20	10	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec04	11	0	
iwged04	0	41200F	0	GreLauncher4 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	820	0	0	0	0	8	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	20	10	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged04	11	0	
iwgea05	0	412010	112	GreLauncher5 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	5	-1	0	-1	-1	-1	-1	0	1200	0	0	0	0	12	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	24	10	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea05	11	0	
iwgeb05	0	412010	112	??? GreLauncher5 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	5	-1	0	-1	-1	-1	-1	0	1650	0	0	0	0	16	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	34	10	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb05	11	0	
iwgec05	0	412012	0	GreLauncher5 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	5	-1	0	-1	-1	-1	-1	0	1200	0	0	0	0	12	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	24	10	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec05	11	0	
iwged05	0	412013	0	GreLauncher5 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	1200	0	0	0	0	12	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	24	10	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged05	11	0	
iwgea06	0	412014	0	GreLauncher6 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	6	-1	0	-1	-1	-1	-1	0	1650	0	0	0	0	16	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	29	10	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea06	11	0	
iwgeb06	0	412014	0	??? GreLauncher6 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	6	-1	0	-1	-1	-1	-1	0	1650	0	0	0	0	16	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	29	10	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb06	11	0	
iwgec06	0	412016	0	GreLauncher6 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	6	-1	0	-1	-1	-1	-1	0	1650	0	0	0	0	16	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	29	10	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec06	11	0	
iwged06	0	412017	0	GreLauncher6 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	1650	0	0	0	0	16	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	29	10	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged06	11	0	
iwgea07	0	412018	113	GreLauncher7 [ 	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	7	-1	0	-1	-1	-1	-1	0	2310	0	0	0	0	23	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	34	10	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea07	11	0	
iwgeb07	0	412018	113	??? GreLauncher7 [  	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	7	-1	0	-1	-1	-1	-1	0	3570	0	0	0	0	35	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	54	10	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb07	11	0	
iwgec07	0	41201A	0	GreLauncher7 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	7	-1	0	-1	-1	-1	-1	0	2310	0	0	0	0	23	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	34	10	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec07	11	0	
iwged07	0	41201B	0	GreLauncher7 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	2310	0	0	0	0	23	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	34	10	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged07	11	0	
iwgea08	0	41201C	0	GreLauncher8 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	8	-1	0	-1	-1	-1	-1	0	3040	0	0	0	0	30	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	40	10	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea08	11	0	
iwgeb08	0	41201C	0	??? GreLauncher8 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	8	-1	0	-1	-1	-1	-1	0	3040	0	0	0	0	30	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	40	10	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb08	11	0	
iwgec08	0	41201E	0	GreLauncher8 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	8	-1	0	-1	-1	-1	-1	0	3040	0	0	0	0	30	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	40	10	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec08	11	0	
iwged08	0	41201F	0	GreLauncher8 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	3040	0	0	0	0	30	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	40	10	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged08	11	0	
iwgea09	0	412020	0	GreLauncher9 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	9	-1	0	-1	-1	-1	-1	0	4005	0	0	0	0	40	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	47	10	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgea09	11	0	
iwgeb09	0	412020	0	??? GreLauncher9 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	9	-1	0	-1	-1	-1	-1	0	4005	0	0	0	0	40	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	47	10	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgeb09	11	0	
iwgec09	0	412022	0	GreLauncher9 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	9	-1	0	-1	-1	-1	-1	0	4005	0	0	0	0	40	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	47	10	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwgec09	11	0	
iwged09	0	412023	0	GreLauncher9 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	4005	0	0	0	0	40	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	47	10	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	tiwged09	11	0	
iwgea10	0	412024	114	GreLauncher10 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	10	-1	0	-1	-1	-1	-1	0	4950	0	0	0	0	49	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	53	10	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgea10	11	0	
iwgeb10	0	412024	114	??? GreLauncher10 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	10	-1	0	-1	-1	-1	-1	0	6500	0	0	0	0	65	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	69	10	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgeb10	11	0	
iwgec10	0	412026	0	GreLauncher10 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	10	-1	0	-1	-1	-1	-1	0	4950	0	0	0	0	49	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	53	10	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgec10	11	0	
iwged10	0	412027	0	GreLauncher10 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	4950	0	0	0	0	49	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	53	10	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwged10	11	0	
iwgea11	0	412028	0	GreLauncher11 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	11	-1	0	-1	-1	-1	-1	0	6435	0	0	0	0	64	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	62	10	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgea11	11	0	
iwgeb11	0	412028	0	??? GreLauncher11 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	11	-1	0	-1	-1	-1	-1	0	6435	0	0	0	0	64	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	62	10	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgeb11	11	0	
iwgec11	0	41202A	0	GreLauncher11 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	11	-1	0	-1	-1	-1	-1	0	6435	0	0	0	0	64	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	62	10	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgec11	11	0	
iwged11	0	41202B	0	GreLauncher11 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	6435	0	0	0	0	64	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	62	10	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwged11	11	0	
iwgea12	0	41202C	115	GreLauncher12 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	12	-1	0	-1	-1	-1	-1	0	8040	0	0	0	0	80	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	70	10	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgea12	11	0	
iwgeb12	0	41202C	115	??? GreLauncher12 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	12	-1	0	-1	-1	-1	-1	0	11340	0	0	0	0	113	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	101	10	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgeb12	11	0	
iwgec12	0	41202E	0	GreLauncher12 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	12	-1	0	-1	-1	-1	-1	0	8040	0	0	0	0	80	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	70	10	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgec12	11	0	
iwged12	0	41202F	0	GreLauncher12 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	8040	0	0	0	0	80	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	70	10	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwged12	11	0	
iwgea13	0	412030	0	GreLauncher13 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	13	-1	0	-1	-1	-1	-1	0	9750	0	0	0	0	97	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	80	10	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgea13	11	0	
iwgeb13	0	412030	0	??? GreLauncher13 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	13	-1	0	-1	-1	-1	-1	0	9750	0	0	0	0	97	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	80	10	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgeb13	11	0	
iwgec13	0	412032	0	GreLauncher13 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	13	-1	0	-1	-1	-1	-1	0	9750	0	0	0	0	97	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	80	10	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgec13	11	0	
iwged13	0	412033	0	GreLauncher13 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	9750	0	0	0	0	97	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	80	10	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwged13	11	0	
iwgea14	0	412034	0	GreLauncher14 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	14	-1	0	-1	-1	-1	-1	0	11900	0	0	0	0	119	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	90	10	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgea14	11	0	
iwgeb14	0	412034	0	??? GreLauncher14 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	14	-1	0	-1	-1	-1	-1	0	11900	0	0	0	0	119	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	90	10	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgeb14	11	0	
iwgec14	0	412036	0	GreLauncher14 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	14	-1	0	-1	-1	-1	-1	0	11900	0	0	0	0	119	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	90	10	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgec14	11	0	
iwged14	0	412037	0	GreLauncher14 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	11900	0	0	0	0	119	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	90	10	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwged14	11	0	
iwgea15	0	412038	116	GreLauncher15 [  	120	0	0	-1	0	0	100	L	D	11	0	00001	0001	15	-1	0	-1	-1	-1	-1	0	13875	0	0	0	0	138	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	99	10	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgea15	11	0	
iwgeb15	0	412038	116	??? GreLauncher15 [ 	120	1	0	-1	0	0	100	L	D	11	0	00001	0001	15	-1	0	-1	-1	-1	-1	0	18900	0	0	0	0	189	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	135	10	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgeb15	11	0	
iwgec15	0	41203A	0	GreLauncher15 [  	120	2	0	-1	0	0	100	L	D	11	0	00001	0001	15	-1	0	-1	-1	-1	-1	0	13875	0	0	0	0	138	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	99	10	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwgec15	11	0	
iwged15	0	41203B	0	GreLauncher15 [  	120	3	0	-1	0	0	100	L	D	11	0	00001	0001	1	-1	0	-1	-1	-1	-1	0	13875	0	0	0	0	138	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	0	180	3000	45	99	10	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	tiwged15	11	0	
