clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	byte	byte	long	byte	byte	byte	byte	byte	byte	byte	byte	float	float	float	float	dword	dword	dword	dword	stb4	float	dword	dword	dword	dword	byte	bulltype	dword	xeh	dword	dword	END
iwlub41	??? Launcher41 [ 	411450	0	00001	6	0	0	260965	0	0	0	0	2609	1	1	1	1	1581	0	0	0	-1	1	0	7	0	0	41	2	-1	24	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	755	1655	0	0	-1	I	0	-1	4	0	
iwlua42	Launcher42 [  	411452	0	00001	6	0	0	280140	0	0	0	0	2801	1	1	1	1	1582	0	0	0	-1	0	0	7	0	0	42	2	-1	26	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	790	1734	0	0	-1	I	0	-1	4	0	
iwlub42	??? Launcher42 [ 	411452	0	00001	6	0	0	280140	0	0	0	0	2801	1	1	1	1	1583	0	0	0	-1	1	0	7	0	0	42	2	-1	26	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	790	1734	0	0	-1	I	0	-1	4	0	
iwlua43	Launcher43 [  	411454	0	00001	6	0	0	299065	0	0	0	0	2990	1	1	1	1	1584	0	0	0	-1	0	0	7	0	0	43	2	-1	28	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	827	1808	0	0	-1	I	0	-1	4	0	
iwlub43	??? Launcher43 [ 	411454	0	00001	6	0	0	299065	0	0	0	0	2990	1	1	1	1	1585	0	0	0	-1	1	0	7	0	0	43	2	-1	28	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	827	1808	0	0	-1	I	0	-1	4	0	
iwlua44	Launcher44 [  	411456	0	00001	6	0	0	319220	0	0	0	0	3192	1	1	1	1	1586	0	0	0	-1	0	0	7	0	0	44	2	-1	30	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	863	1886	0	0	-1	I	0	-1	4	0	
iwlub44	??? Launcher44 [ 	411456	0	00001	6	0	0	319220	0	0	0	0	3192	1	1	1	1	1587	0	0	0	-1	1	0	7	0	0	44	2	-1	30	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	863	1886	0	0	-1	I	0	-1	4	0	
iwlua45	Ракетная Установка [45 	411458	156	00001	6	0	0	339975	0	0	0	0	3399	1	1	1	1	1588	1	0	0	-1	0	0	7	0	0	45	2	-1	33	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	902	1964	0	0	-1	I	0	-1	4	0	
iwlub45	Тип В  Ракетная Установка [45 	411458	156	00001	6	0	0	522000	0	0	0	0	5220	1	1	1	1	1589	1	0	0	-1	1	0	7	0	0	45	2	-1	33	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	1265	2714	0	0	-1	I	0	-1	4	0	
iwlua46	Launcher46 [  	41145A	0	00001	6	0	0	361790	0	0	0	0	3617	1	1	1	1	1590	0	0	0	-1	0	0	7	0	0	46	2	-1	37	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	941	2045	0	0	-1	I	0	-1	4	0	
iwlub46	??? Launcher46 [ 	41145A	0	00001	6	0	0	361790	0	0	0	0	3617	1	1	1	1	1591	0	0	0	-1	1	0	7	0	0	46	2	-1	37	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	941	2045	0	0	-1	I	0	-1	4	0	
iwlua47	Launcher47 [  	41145C	0	00001	6	0	0	384460	0	0	0	0	3844	1	1	1	1	1592	0	0	0	-1	0	0	7	0	0	47	2	-1	40	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	982	2127	0	0	-1	I	0	-1	4	0	
iwlub47	??? Launcher47 [ 	41145C	0	00001	6	0	0	384460	0	0	0	0	3844	1	1	1	1	1593	0	0	0	-1	1	0	7	0	0	47	2	-1	40	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	982	2127	0	0	-1	I	0	-1	4	0	
iwlua48	Launcher48 [  	41145E	0	00001	6	0	0	408240	0	0	0	0	4082	1	1	1	1	1594	0	0	0	-1	0	0	7	0	0	48	2	-1	44	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	1022	2211	0	0	-1	I	0	-1	4	0	
iwlub48	??? Launcher48 [ 	41145E	0	00001	6	0	0	408240	0	0	0	0	4082	1	1	1	1	1595	0	0	0	-1	1	0	7	0	0	48	2	-1	44	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	1022	2211	0	0	-1	I	0	-1	4	0	
iwlua49	Launcher49 [  	411460	0	00001	6	0	0	448350	0	0	0	0	4483	1	1	1	1	1596	0	0	0	-1	0	0	7	0	0	49	2	-1	49	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	1102	2379	0	0	-1	I	0	-1	4	0	
iwlub49	??? Launcher49 [ 	411460	0	00001	6	0	0	448350	0	0	0	0	4483	1	1	1	1	1597	0	0	0	-1	1	0	7	0	0	49	2	-1	49	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	1102	2379	0	0	-1	I	0	-1	4	0	
iwlua50	Launcher50 [  	411462	0	00001	6	0	0	522000	0	0	0	0	5220	1	1	1	1	1598	1	0	0	-1	0	0	7	0	0	50	2	-1	54	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	1265	2714	0	0	-1	I	0	-1	4	0	
iwlub50	??? Launcher50 [ 	411462	0	00001	6	0	0	752125	0	0	0	0	7521	1	1	1	1	1599	1	0	0	-1	1	0	7	0	0	50	2	-1	54	-1	0	0	0	2216	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	1111	225	1671	3556	0	0	-1	I	0	-1	4	0	
iwfla01	Flamthrower1 [  	411700	0	00001	6	0	0	105	0	0	0	0	1	1	1	1	1	1600	0	0	0	-1	0	0	0	0	0	1	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	13	27	0	0	-1	J	0	-1	4	0	
iwflb01	??? Flamthrower1 [ 	411700	0	00001	6	0	0	270	0	0	0	0	2	1	1	1	1	1601	0	0	0	-1	1	0	0	0	0	1	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	16	35	0	0	-1	J	0	-1	4	0	
iwfla02	Flamthrower2 [  	411702	0	00001	6	0	0	270	0	0	0	0	2	1	1	1	1	1602	0	0	0	-1	0	0	0	0	0	2	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	16	35	0	0	-1	J	0	-1	4	0	
iwflb02	??? Flamthrower2 [ 	411702	0	00001	6	0	0	525	0	0	0	0	5	1	1	1	1	1603	0	0	0	-1	1	0	0	0	0	2	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	21	46	0	0	-1	J	0	-1	4	0	
iwfla03	Flamthrower3 [  	411704	0	00001	6	0	0	525	0	0	0	0	5	1	1	1	1	1604	0	0	0	-1	0	0	0	0	0	3	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	21	46	0	0	-1	J	0	-1	4	0	
iwflb03	??? Flamthrower3 [ 	411704	0	00001	6	0	0	1175	0	0	0	0	11	1	1	1	1	1605	0	0	0	-1	1	0	0	0	0	3	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	29	61	0	0	-1	J	0	-1	4	0	
iwfla04	Flamthrower4 [  	411706	0	00001	6	0	0	800	0	0	0	0	8	1	1	1	1	1606	0	0	0	-1	0	0	0	0	0	4	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	23	52	0	0	-1	J	0	-1	4	0	
iwflz04	Огнемет Инферно 	411707	222	00001	6	0	0	800	0	0	0	0	2193	1	1	1	1	1607	0	0	0	-1	4	0	7	0	0	45	2	-1	33	-1	0	0	0	2154	1	25	0	0	0	0	0	0	-100	0	0	0	11	0	7	1	1111	225	2434	5255	0	0	-1	J	1	950B	4	0	
iwfla05	Flamthrower5 [  	411708	0	00001	6	0	0	1175	0	0	0	0	11	1	1	1	1	1608	0	0	0	-1	0	0	0	0	0	5	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	29	61	0	0	-1	J	0	-1	4	0	
iwflz05	Огнемет Инферно Мк.II 	411707	205	00001	6	0	0	2275	0	0	0	0	2193	1	1	1	1	1609	0	0	0	-1	4	0	0	0	0	50	2	-1	33	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	2036	4408	0	0	-1	J	0	-1	4	0	
iwfla06	Flamthrower6 [  	41170A	0	00001	6	0	0	1620	0	0	0	0	16	1	1	1	1	1610	0	0	0	-1	0	0	0	0	0	6	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	35	70	0	0	-1	J	0	-1	4	0	
iwflb06	??? Flamthrower6 [ 	41170A	0	00001	6	0	0	1620	0	0	0	0	16	1	1	1	1	1611	0	0	0	-1	1	0	0	0	0	6	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	35	70	0	0	-1	J	0	-1	4	0	
iwfla07	Flamthrower7 [  	41170C	0	00001	6	0	0	2275	0	0	0	0	22	1	1	1	1	1612	0	0	0	-1	0	0	0	0	0	7	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	40	85	0	0	-1	J	0	-1	4	0	
iwflb07	??? Flamthrower7 [ 	41170C	0	00001	6	0	0	5050	0	0	0	0	50	1	1	1	1	1613	0	0	0	-1	1	0	0	0	0	7	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	65	131	0	0	-1	J	0	-1	4	0	
iwfla08	Flamthrower8 [  	41170E	0	00001	6	0	0	3000	0	0	0	0	30	1	1	1	1	1614	0	0	0	-1	0	0	0	0	0	8	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	48	98	0	0	-1	J	0	-1	4	0	
iwflb08	??? Flamthrower8 [ 	41170E	0	00001	6	0	0	3000	0	0	0	0	30	1	1	1	1	1615	0	0	0	-1	1	0	0	0	0	8	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	48	98	0	0	-1	J	0	-1	4	0	
iwfla09	Flamthrower9 [  	411710	0	00001	6	0	0	3960	0	0	0	0	39	1	1	1	1	1616	0	0	0	-1	0	0	0	0	0	9	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	56	114	0	0	-1	J	0	-1	4	0	
iwflb09	??? Flamthrower9 [ 	411710	0	00001	6	0	0	3960	0	0	0	0	39	1	1	1	1	1617	0	0	0	-1	1	0	0	0	0	9	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	56	114	0	0	-1	J	0	-1	4	0	
iwfla10	Flamthrower10 [  	411712	145	00001	6	0	0	5050	0	0	0	0	50	1	1	1	1	1618	0	0	0	-1	0	0	3	0	0	10	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	65	131	0	0	-1	J	0	-1	4	0	
iwflb10	??? Flamthrower10 [ 	411712	145	00001	6	0	0	7980	0	0	0	0	79	1	1	1	1	1619	0	0	0	-1	1	0	3	0	0	10	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	85	173	0	0	-1	J	0	-1	4	0	
iwfla11	Flamthrower11 [  	411714	0	00001	6	0	0	6380	0	0	0	0	63	1	1	1	1	1620	0	0	0	-1	0	0	3	0	0	11	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	74	151	0	0	-1	J	0	-1	4	0	
iwflb11	??? Flamthrower11 [ 	411714	0	00001	6	0	0	6380	0	0	0	0	63	1	1	1	1	1621	0	0	0	-1	1	0	3	0	0	11	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	74	151	0	0	-1	J	0	-1	4	0	
iwfla12	Flamthrower12 [  	411716	146	00001	6	0	0	7980	0	0	0	0	79	1	1	1	1	1622	0	0	0	-1	0	0	3	0	0	12	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	85	173	0	0	-1	J	0	-1	4	0	
iwflb12	??? Flamthrower12 [ 	411716	146	00001	6	0	0	14175	0	0	0	0	141	1	1	1	1	1623	0	0	0	-1	1	0	3	0	0	12	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	120	246	0	0	-1	J	0	-1	4	0	
iwfla13	Flamthrower13 [  	411718	0	00001	6	0	0	9685	0	0	0	0	96	1	1	1	1	1624	0	0	0	-1	0	0	3	0	0	13	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	95	194	0	0	-1	J	0	-1	4	0	
iwflb13	??? Flamthrower13 [ 	411718	0	00001	6	0	0	9685	0	0	0	0	96	1	1	1	1	1625	0	0	0	-1	1	0	3	0	0	13	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	95	194	0	0	-1	J	0	-1	4	0	
iwfla14	Flamthrower14 [  	41171A	0	00001	6	0	0	11830	0	0	0	0	118	1	1	1	1	1626	0	0	0	-1	0	0	3	0	0	14	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	108	220	0	0	-1	J	0	-1	4	0	
iwflb14	??? Flamthrower14 [ 	41171A	0	00001	6	0	0	11830	0	0	0	0	118	1	1	1	1	1627	0	0	0	-1	1	0	3	0	0	14	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	108	220	0	0	-1	J	0	-1	4	0	
iwfla15	Flamthrower15 [  	41171C	0	00001	6	0	0	14175	0	0	0	0	141	1	1	1	1	1628	0	0	0	-1	0	0	3	0	0	15	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	120	246	0	0	-1	J	0	-1	4	0	
iwflb15	??? Flamthrower15 [ 	41171C	0	00001	6	0	0	23130	0	0	0	0	231	1	1	1	1	1629	0	0	0	-1	1	0	3	0	0	15	2	-1	1	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	164	334	0	0	-1	J	0	-1	4	0	
iwfla16	Flamthrower16 [  	41171E	0	00001	6	0	0	16720	0	0	0	0	167	1	1	1	1	1630	0	0	0	-1	0	0	6	0	0	16	2	-1	2	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	134	272	0	0	-1	J	0	-1	4	0	
iwflb16	??? Flamthrower16 [ 	41171E	0	00001	6	0	0	16720	0	0	0	0	167	1	1	1	1	1631	0	0	0	-1	1	0	6	0	0	16	2	-1	2	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	134	272	0	0	-1	J	0	-1	4	0	
iwfla17	Flamthrower17 [  	411720	0	00001	6	0	0	19805	0	0	0	0	198	1	1	1	1	1632	0	0	0	-1	0	0	6	0	0	17	2	-1	3	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	147	303	0	0	-1	J	0	-1	4	0	
iwflb17	??? Flamthrower17 [ 	411720	0	00001	6	0	0	19805	0	0	0	0	198	1	1	1	1	1633	0	0	0	-1	1	0	6	0	0	17	2	-1	3	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	147	303	0	0	-1	J	0	-1	4	0	
iwfla18	Flamthrower18 [  	411722	0	00001	6	0	0	23130	0	0	0	0	231	1	1	1	1	1634	0	0	0	-1	0	0	6	0	0	18	2	-1	4	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	164	334	0	0	-1	J	0	-1	4	0	
iwflb18	??? Flamthrower18 [ 	411722	0	00001	6	0	0	31000	0	0	0	0	310	1	1	1	1	1635	0	0	0	-1	1	0	6	0	0	18	2	-1	4	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	195	403	0	0	-1	J	0	-1	4	0	
iwfla19	Flamthrower19 [  	411724	0	00001	6	0	0	26885	0	0	0	0	268	1	1	1	1	1636	0	0	0	-1	0	0	6	0	0	19	2	-1	4	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	179	368	0	0	-1	J	0	-1	4	0	
iwflb19	??? Flamthrower19 [ 	411724	0	00001	6	0	0	26885	0	0	0	0	268	1	1	1	1	1637	0	0	0	-1	1	0	6	0	0	19	2	-1	4	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	179	368	0	0	-1	J	0	-1	4	0	
iwfla20	Flamthrower20 [  	411726	0	00001	6	0	0	31000	0	0	0	0	310	1	1	1	1	1638	0	0	0	-1	0	0	6	0	0	20	2	-1	4	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	195	403	0	0	-1	J	0	-1	4	0	
iwflb20	??? Flamthrower20 [ 	411726	0	00001	6	0	0	40700	0	0	0	0	407	1	1	1	1	1639	0	0	0	-1	1	0	6	0	0	20	2	-1	4	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	231	481	0	0	-1	J	0	-1	4	0	
iwfla21	Flamthrower21 [  	411728	0	00001	6	0	0	35595	0	0	0	0	355	1	1	1	1	1640	0	0	0	-1	0	0	7	0	0	21	2	-1	5	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	213	441	0	0	-1	J	0	-1	4	0	
iwflb21	??? Flamthrower21 [ 	411728	0	00001	6	0	0	35595	0	0	0	0	355	1	1	1	1	1641	0	0	0	-1	1	0	7	0	0	21	2	-1	5	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	213	441	0	0	-1	J	0	-1	4	0	
iwfla22	Огнемет [22 	41172A	150	00001	6	0	0	40700	0	0	0	0	407	1	1	1	1	1642	1	0	0	-1	0	0	7	0	0	22	2	-1	5	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	231	481	0	0	-1	J	0	-1	4	0	
iwflb22	Тип В  Огнемет [22 	41172A	150	00001	6	0	0	58875	0	0	0	0	588	1	1	1	1	1643	1	0	0	-1	1	0	7	0	0	22	2	-1	5	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	291	612	0	0	-1	J	0	-1	4	0	
iwfla23	Flamthrower23 [  	41172C	0	00001	6	0	0	46345	0	0	0	0	463	1	1	1	1	1644	0	0	0	-1	0	0	7	0	0	23	2	-1	6	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	251	524	0	0	-1	J	0	-1	4	0	
iwflb23	??? Flamthrower23 [ 	41172C	0	00001	6	0	0	46345	0	0	0	0	463	1	1	1	1	1645	0	0	0	-1	1	0	7	0	0	23	2	-1	6	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	251	524	0	0	-1	J	0	-1	4	0	
iwfla24	Flamthrower24 [  	41172E	0	00001	6	0	0	52320	0	0	0	0	523	1	1	1	1	1646	0	0	0	-1	0	0	7	0	0	24	2	-1	6	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	270	567	0	0	-1	J	0	-1	4	0	
iwflb24	??? Flamthrower24 [ 	41172E	0	00001	6	0	0	52320	0	0	0	0	523	1	1	1	1	1647	0	0	0	-1	1	0	7	0	0	24	2	-1	6	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	270	567	0	0	-1	J	0	-1	4	0	
iwfla25	Flamthrower25 [  	411730	0	00001	6	0	0	58875	0	0	0	0	588	1	1	1	1	1648	0	0	0	-1	0	0	7	0	0	25	2	-1	7	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	291	612	0	0	-1	J	0	-1	4	0	
iwflb25	??? Flamthrower25 [ 	411730	0	00001	6	0	0	82040	0	0	0	0	820	1	1	1	1	1649	0	0	0	-1	1	0	7	0	0	25	2	-1	7	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	358	762	0	0	-1	J	0	-1	4	0	
iwfla26	Flamthrower26 [  	411732	0	00001	6	0	0	66040	0	0	0	0	660	1	1	1	1	1650	0	0	0	-1	0	0	7	0	0	26	2	-1	8	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	313	660	0	0	-1	J	0	-1	4	0	
iwflb26	??? Flamthrower26 [ 	411732	0	00001	6	0	0	66040	0	0	0	0	660	1	1	1	1	1651	0	0	0	-1	1	0	7	0	0	26	2	-1	8	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	313	660	0	0	-1	J	0	-1	4	0	
iwfla27	Flamthrower27 [  	411734	0	00001	6	0	0	73710	0	0	0	0	737	1	1	1	1	1652	0	0	0	-1	0	0	7	0	0	27	2	-1	8	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	335	710	0	0	-1	J	0	-1	4	0	
iwflb27	??? Flamthrower27 [ 	411734	0	00001	6	0	0	73710	0	0	0	0	737	1	1	1	1	1653	0	0	0	-1	1	0	7	0	0	27	2	-1	8	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	335	710	0	0	-1	J	0	-1	4	0	
iwfla28	Flamthrower28 [  	411736	0	00001	6	0	0	82040	0	0	0	0	820	1	1	1	1	1654	0	0	0	-1	0	0	7	0	0	28	2	-1	9	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	14	0	7	1	1111	225	358	762	0	0	-1	J	0	-1	4	0	
iwflb28	??? Flamthrower28 [ 	411736	0	00001	6	0	0	100650	0	0	0	0	1006	1	1	1	1	1655	0	0	0	-1	1	0	7	0	0	28	2	-1	9	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	408	872	0	0	-1	J	0	-1	4	0	
iwfla29	Flamthrower29 [  	411738	0	00001	6	0	0	91060	0	0	0	0	910	1	1	1	1	1656	0	0	0	-1	0	0	7	0	0	29	2	-1	10	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	382	816	0	0	-1	J	0	-1	4	0	
iwflb29	??? Flamthrower29 [ 	411738	0	00001	6	0	0	91060	0	0	0	0	910	1	1	1	1	1657	0	0	0	-1	1	0	7	0	0	29	2	-1	10	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	382	816	0	0	-1	J	0	-1	4	0	
iwfla30	Flamthrower30 [  	41173A	0	00001	6	0	0	100650	0	0	0	0	1006	1	1	1	1	1658	0	0	0	-1	0	0	7	0	0	30	2	-1	10	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	408	872	0	0	-1	J	0	-1	4	0	
iwflb30	??? Flamthrower30 [ 	41173A	0	00001	6	0	0	160125	0	0	0	0	1601	1	1	1	1	1659	0	0	0	-1	1	0	7	0	0	30	2	-1	10	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	547	1190	0	0	-1	J	0	-1	4	0	
iwfla31	Flamthrower31 [  	41173C	0	00001	6	0	0	111135	0	0	0	0	1111	1	1	1	1	1660	0	0	0	-1	0	0	7	0	0	31	2	-1	11	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	434	932	0	0	-1	J	0	-1	4	0	
iwflb31	??? Flamthrower31 [ 	41173C	0	00001	6	0	0	111135	0	0	0	0	1111	1	1	1	1	1661	0	0	0	-1	1	0	7	0	0	31	2	-1	11	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	434	932	0	0	-1	J	0	-1	4	0	
iwfla32	Flamthrower32 [  	41173E	0	00001	6	0	0	122240	0	0	0	0	1222	1	1	1	1	1662	0	0	0	-1	0	0	7	0	0	32	2	-1	12	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	462	993	0	0	-1	J	0	-1	4	0	
iwflb32	??? Flamthrower32 [ 	41173E	0	00001	6	0	0	122240	0	0	0	0	1222	1	1	1	1	1663	0	0	0	-1	1	0	7	0	0	32	2	-1	12	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	462	993	0	0	-1	J	0	-1	4	0	
iwfla33	Flamthrower33 [  	411740	0	00001	6	0	0	134310	0	0	0	0	1343	1	1	1	1	1664	0	0	0	-1	0	0	7	0	0	33	2	-1	13	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	489	1058	0	0	-1	J	0	-1	4	0	
iwflb33	??? Flamthrower33 [ 	411740	0	00001	6	0	0	134310	0	0	0	0	1343	1	1	1	1	1665	0	0	0	-1	1	0	7	0	0	33	2	-1	13	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	489	1058	0	0	-1	J	0	-1	4	0	
iwfla34	Flamthrower34 [  	411742	0	00001	6	0	0	146710	0	0	0	0	1467	1	1	1	1	1666	0	0	0	-1	0	0	7	0	0	34	2	-1	14	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	517	1122	0	0	-1	J	0	-1	4	0	
iwflb34	??? Flamthrower34 [ 	411742	0	00001	6	0	0	146710	0	0	0	0	1467	1	1	1	1	1667	0	0	0	-1	1	0	7	0	0	34	2	-1	14	-1	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1	1111	225	517	1122	0	0	-1	J	0	-1	4	0	
