string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	string[64]	dword	dword	string[64]	float	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
ipcad01	1	82056A	62	Усиленное Зелье Ярости 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	3000	0	0	0	0	300	1	1	6B	0	0	1	1	1	1	1	0	tipcad01	0	0	0	
ipaad01	1	42056B	63	Программатор Ненависти Мк.II 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	3000	0	0	0	0	300	1	1	6C	0	0	1	1	1	1	1	0	tipaad01	0	0	0	
ipeee07	1	A20068	72	Земляной Орех	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	10	0	0	0	0	1	1	1	6D	0	0	1	1	1	1	1	0	tipeee07	0	0	0	
ipeee08	1	A20068	73	Грецкий Орех	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	10	0	0	0	0	1	1	1	6E	0	0	1	1	1	1	1	0	tipeee08	0	0	0	
ipeee09	1	A20068	74	Кедровый Орех	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	10	0	0	0	0	1	1	1	6F	0	0	1	1	1	1	1	0	tipeee09	0	0	0	
ipbax01	1	72053C	99	Взрывная Микстура	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	70	0	0	1	1	1	1	1	0	tipbax01	0	0	0	
ipbax02	1	82053D	100	Взрывное Зелье	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	71	0	0	1	1	1	1	1	0	tipbax02	0	0	0	
ipbax03	1	42053E	101	Программатор Ярости	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	72	0	0	1	1	1	1	1	0	tipbax03	0	0	0	
ipbdx01	1	72053C	102	Защитная Микстура	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	73	0	0	1	1	1	1	1	0	tipbdx01	0	0	0	
ipbdx02	1	82053D	103	Защитное Зелье	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	74	0	0	1	1	1	1	1	0	tipbdx02	0	0	0	
ipbdx03	1	42053E	104	Программатор Защиты	205	200	00001	10000	3	0	-1	10000	11	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	75	0	0	1	1	1	1	1	0	tipbdx03	0	0	0	
ipbco01	1	72053C	75	Микстура Крита	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	100	1	1	76	0	0	1	1	1	1	1	0	tipbco01	0	0	0	
ipcco01	1	82053D	76	Зелье Крита	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	100	1	1	77	0	0	1	1	1	1	1	0	tipcco01	0	0	0	
ipaco01	1	42053E	77	Программатор Крита	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	100	1	1	78	0	0	1	1	1	1	1	0	tipaco01	0	0	0	
iptwe01	1	A20068	85	Конфетка	200	250	11111	10000	-1	0	-1	50	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	5000	0	0	0	0	500	1	1	79	0	0	1	1	1	1	1	0	tiptwe01	0	0	0	
iptwe02	1	A20068	86	Новогодняя Конфетка	200	250	11111	10000	-1	0	-1	1500	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	10000	0	0	0	0	1000	1	1	7A	0	0	1	1	1	1	1	0	tiptwe02	0	0	0	
ipeex01	1	A20068	91	Тортик	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	10	0	0	0	0	1	1	1	7B	0	0	1	1	1	1	1	0	tipeex01	0	0	0	
ipeex02	1	A20068	92	Восхитительная Конфетка	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	20	0	0	0	0	2	1	1	7C	0	0	1	1	1	1	1	0	tipeex02	0	0	0	
ipeex03	1	A20068	93	Восхитительная Новогодная Конфетка	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	30	0	0	0	0	3	1	1	7D	0	0	1	1	1	1	1	0	tipeex03	0	0	0	
ipeex04	1	A20068	94	Восхитительный Тортик	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	35	0	0	0	0	4	1	1	7E	0	0	1	1	1	1	1	0	tipeex04	0	0	0	
ipeex05	1	A20068	95	Новогодний Увеличитель Силы Атаки 50штук	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	45	0	0	0	0	5	1	1	7F	0	0	1	1	1	1	1	0	tipeex05	0	0	0	
ipeex06	1	A20068	96	Новогодний Увеличитель Защитной Силы 50штук	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	55	0	0	0	0	6	1	1	80	0	0	1	1	1	1	1	0	tipeex06	0	0	0	
ipeex07	1	A21368	97	Насыщенная Микстура Крита	213	200	11111	10000	-1	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	3000	0	0	0	0	300	1	1	81	0	0	1	1	1	1	1	0	tipeex07	0	0	0	
ipeex08	1	A21368	98	Усиленное Зелье Крита	213	200	11111	10000	-1	0	-1	10000	11	0	1	-1	-1	-1	-1	-1	-1	-1	0	3000	0	0	0	0	300	1	1	82	0	0	1	1	1	1	1	0	tipeex08	0	0	0	
ipbco02	1	72053C	75	Программатор Крита Mk.II	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	5000	0	0	0	0	500	1	1	83	0	0	1	1	1	1	1	0	tipbco02	0	0	0	
ipcco02	1	82053D	76	Настойка 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	5000	0	0	0	0	500	1	1	84	0	0	1	1	1	1	1	0	tipcco02	0	0	0	
ipaco02	1	42053E	77	 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	5000	0	0	0	0	500	1	1	85	0	0	1	1	1	1	1	0	tipaco02	0	0	0	
ipdbr01	1	A20068	113	Рис	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	10	0	0	0	0	1	1	1	86	0	0	1	1	1	1	1	0	tipdbr01	0	0	0	
ipdbr02	1	A20068	114	Рис	200	250	11111	10000	-1	0	-1	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	20	0	0	0	0	2	1	1	87	0	0	1	1	1	1	1	0	tipdbr02	0	0	0	
ipdbr03	0	A20568	97	Боевая Микстура	205	200	11111	10000	3	0	-1	10000	8	0	1	-1	-1	-1	-1	-1	-1	-1	0	3000	0	0	0	0	300	1	1	88	0	0	1	1	1	1	1	0	tipdbr03	0	0	0	
ipdbr04	0	A20568	98	Боевое Зелье	205	200	11111	10000	3	0	-1	10000	11	0	1	-1	-1	-1	-1	-1	-1	-1	0	3000	0	0	0	0	300	1	1	89	0	0	1	1	1	1	1	0	tipdbr04	0	0	0	
ipdbr05	0	A20568	115	Боевой Программатор	205	200	11111	10000	3	0	-1	10000	8	0	1	-1	-1	-1	-1	-1	-1	-1	0	3000	0	0	0	0	300	1	1	8A	0	0	1	1	1	1	1	0	tipdbr05	0	0	1	
ipbch01	1	72003C	117	Микстура Патриарха	200	250	11000	10000	-1	0	-1	2400	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	3900	0	0	0	0	390	1	1	8B	0	0	1	1	1	1	1	0	tipbch01	0	0	0	
ipcch01	1	82003D	118	Зелье Патриарха	200	250	00110	10000	-1	0	-1	2400	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	3900	0	0	0	0	390	1	1	8C	0	0	1	1	1	1	1	0	tipcch01	0	0	0	
ipach01	1	42003E	119	Восстановитель Патриарха	200	250	00001	10000	-1	0	-1	2400	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	3900	0	0	0	0	390	1	1	8D	0	0	1	1	1	1	1	0	tipach01	0	0	0	
ipbhp10	1	72003C	6	Целебная Микстура HP+3200 	200	250	11000	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	5	0	0	0	0	1	1	1	8E	0	0	1	1	1	1	1	0	tipbhp10	0	0	0	
ipchp10	1	82003D	14	Священное Зелье HP+3200 	200	250	00110	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	5	0	0	0	0	1	1	1	8F	0	0	1	1	1	1	1	0	tipchp10	0	0	0	
ipahp10	1	42003E	22	Восстановитель HP+3200 	200	250	00001	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	5	0	0	0	0	1	1	1	90	0	0	1	1	1	1	1	0	tipahp10	0	0	0	
ipbhp20	1	72003C	6	Целебная Микстура HP+3500 	200	250	11000	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	15	0	0	0	0	2	1	1	91	0	0	1	1	1	1	1	0	tipbhp20	0	0	0	
ipchp20	1	82003D	14	Священное Зелье HP+3500 	200	250	00110	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	15	0	0	0	0	2	1	1	92	0	0	1	1	1	1	1	0	tipchp20	0	0	0	
ipahp20	1	42003E	22	Восстановитель HP+3500 	200	250	00001	10000	-1	0	-1	2500	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	15	0	0	0	0	2	1	1	93	0	0	1	1	1	1	1	0	tipahp20	0	0	0	
ipcha01	1	72053C	125	Микстура Хаоса	205	200	11000	10000	-1	0	-1	54000	8	0	1	-1	-1	-1	-1	-1	-1	-1	1	50	0	0	0	0	5	1	1	94	0	0	1	1	1	1	1	0	tipcha01	0	0	0	
ipcha02	1	82053D	127	Зелье Хаоса	205	200	00110	10000	-1	0	-1	54000	8	0	1	-1	-1	-1	-1	-1	-1	-1	1	50	0	0	0	0	5	1	1	95	0	0	1	1	1	1	1	0	tipcha02	0	0	0	
ipcha03	1	42053E	129	Программатор Хаоса	205	200	00001	10000	-1	0	-1	54000	8	0	1	-1	-1	-1	-1	-1	-1	-1	1	50	0	0	0	0	5	1	1	96	0	0	1	1	1	1	1	0	tipcha03	0	0	0	
ipcha04	1	72053C	126	Микстура Порядка	205	200	11000	10000	-1	0	-1	0	9	0	1	-1	-1	-1	-1	-1	-1	-1	1	50	0	0	0	0	5	1	1	97	0	0	1	1	1	1	1	0	tipcha04	0	0	0	
ipcha05	1	82053D	128	Зелье Порядка	205	200	00110	10000	-1	0	-1	0	9	0	1	-1	-1	-1	-1	-1	-1	-1	1	50	0	0	0	0	5	1	1	98	0	0	1	1	1	1	1	0	tipcha05	0	0	0	
ipcha06	1	42053E	130	Программатор Порядка	205	200	00001	10000	-1	0	-1	0	9	0	1	-1	-1	-1	-1	-1	-1	-1	1	50	0	0	0	0	5	1	1	99	0	0	1	1	1	1	1	0	tipcha06	0	0	0	
ipbde04	1	72053C	102	Силовая Микстура	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	9000	0	0	0	0	900	1	1	9A	0	0	1	1	1	1	1	0	tipbde04	0	0	0	
ipbde05	1	82053D	103	Силовое Зелье	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	9000	0	0	0	0	900	1	1	9B	0	0	1	1	1	1	1	0	tipbde05	0	0	0	
ipbde06	1	42053E	104	Силовой Программатор	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	9000	0	0	0	0	900	1	1	9C	0	0	1	1	1	1	1	0	tipbde06	0	0	0	
ipbae01	1	72053C	99	Абсолютная Микстура	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	9D	0	0	1	1	1	1	1	0	tipbae01	0	0	0	
ipbae02	1	82053D	100	Абсолютное Зелье	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	9E	0	0	1	1	1	1	1	0	tipbae02	0	0	0	
ipbae03	1	42053E	101	Абсолютный Программатор	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	9F	0	0	1	1	1	1	1	0	tipbae03	0	0	0	
ipbde01	1	72053C	102	Охранная Микстура	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	A0	0	0	1	1	1	1	1	0	tipbde01	0	0	0	
ipbde02	1	82053D	103	Охранное Зелье	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	A1	0	0	1	1	1	1	1	0	tipbde02	0	0	0	
ipbde03	1	42053E	104	Программатор Брони	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1515	0	0	0	0	152	1	1	A2	0	0	1	1	1	1	1	0	tipbde03	0	0	0	
ipbhx00	1	72003C	2	Тренировочная Благословенная Микстура HP+250	200	250	11000	10000	-1	0	-1	1600	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	A3	0	0	1	0	0	1	1	0	tipbhx00	0	0	0	
ipchx00	1	82003D	10	Тренировочное Священное Зелье HP+250	200	250	00110	10000	-1	0	-1	1600	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	A4	0	0	1	0	0	1	1	0	tipchx00	0	0	0	
ipahx00	1	42003E	18	Тренировочный Восстановитель HP+250	200	250	00001	10000	-1	0	-1	1600	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	A5	0	0	1	0	0	1	1	0	tipahx00	0	0	0	
ipcsa01	1	72053C	134	Микстура Атаки 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	A6	0	0	1	1	1	1	1	0	tipcsa01	1	0	0	
ipcsa02	1	82053D	135	Зелье Атаки 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	A7	0	0	1	1	1	1	1	0	tipcsa02	1	0	0	
ipcsa03	1	42053E	136	Атакующий Восстановитель 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	A8	0	0	1	1	1	1	1	0	tipcsa03	1	0	0	
ipcsa04	1	72053C	137	Защитная Микстура [Премиум 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	A9	0	0	1	1	1	1	1	0	tipcsa04	1	0	0	
ipcsa05	1	82053D	138	Зелье защиты [Премиум 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	AA	0	0	1	1	1	1	1	0	tipcsa05	1	0	0	
ipcsa06	1	42053E	139	Защитный Восстановитель [Премиум 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	AB	0	0	1	1	1	1	1	0	tipcsa06	1	0	0	
ipcsa07	1	72053C	140	Микстура Меткости [Премиум 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	AC	0	0	1	1	1	1	1	0	tipcsa07	1	0	0	
ipcsa08	1	82053D	141	Зелье Меткости [Премиум 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	AD	0	0	1	1	1	1	1	0	tipcsa08	1	0	0	
ipcsa09	1	42053E	142	Восстановитель Меткости [Премиум 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	AE	0	0	1	1	1	1	1	0	tipcsa09	1	0	0	
ipcsa10	1	72003C	143	Микстура Восстановления Жизни HP+2500 [Премиум 	200	250	11000	10000	-1	0	-1	1800	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	AF	0	0	1	1	1	1	1	0	tipcsa10	1	0	0	
ipcsa11	1	82003D	144	Зелье Восстановления Жизни HP+2500 [Премиум 	200	250	00110	10000	-1	0	-1	1800	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B0	0	0	1	1	1	1	1	0	tipcsa11	1	0	0	
ipcsa12	1	42003E	145	Восстановитель Жизни HP+2500 [Премиум 	200	250	00001	10000	-1	0	-1	1800	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B1	0	0	1	1	1	1	1	0	tipcsa12	1	0	0	
ipcsa13	1	72003C	146	Микстура Восстановления Жизни HP+4000 [Премиум 	200	250	11000	10000	-1	0	-1	2200	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B2	0	0	1	1	1	1	1	0	tipcsa13	1	0	0	
ipcsa14	1	82003D	147	Зелье Восстановления Жизни HP+4000 [Премиум 	200	250	00110	10000	-1	0	-1	2200	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B3	0	0	1	1	1	1	1	0	tipcsa14	1	0	0	
ipcsa15	1	42003E	148	Восстановитель Жизни HP+4000 [Премиум 	200	250	00001	10000	-1	0	-1	2200	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B4	0	0	1	1	1	1	1	0	tipcsa15	1	0	0	
ipcsa16	1	72053C	152	Микстура Защиты и Атаки 	205	200	11000	10000	1	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B5	0	0	1	1	1	1	1	0	tipcsa16	1	0	0	
ipcsa17	1	82053D	153	Зелье Защиты и Атаки 	205	200	00110	10000	1	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B6	0	0	1	1	1	1	1	0	tipcsa17	1	0	0	
ipcsa18	1	42053E	154	Восстановитель Защиты и Атаки 	205	200	00001	10000	1	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B7	0	0	1	1	1	1	1	0	tipcsa18	1	0	0	
ipcsa19	1	72053C	156	Микстура Критической Атаки 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B8	0	0	1	1	1	1	1	0	tipcsa19	1	0	0	
ipcsa20	1	82053D	157	Зелье Критической Атаки 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	B9	0	0	1	1	1	1	1	0	tipcsa20	1	0	0	
ipcsa21	1	42053E	158	Восстановитель Критической Атаки 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	BA	0	0	1	1	1	1	1	0	tipcsa21	1	0	0	
ipcsa22	1	72053C	159	Микстура Увеличения Жизни 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	BB	0	0	1	1	1	1	1	0	tipcsa22	1	0	0	
ipcsa23	1	82053D	160	Зелье Увеличения Жизни 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	BC	0	0	1	1	1	1	1	0	tipcsa23	1	0	0	
ipcsa24	1	42053E	161	Восстановитель Увеличения Жизни 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	BD	0	0	1	1	1	1	1	0	tipcsa24	1	0	0	
ipcsa25	1	72053C	162	Микстура Быстрых Умений 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	BE	0	0	1	1	1	1	1	0	tipcsa25	1	0	0	
ipcsa26	1	82053D	163	Зелье Быстрых Умений 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	BF	0	0	1	1	1	1	1	0	tipcsa26	1	0	0	
ipcsa27	1	42053E	164	Восстановитель Быстрых Умений 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C0	0	0	1	1	1	1	1	0	tipcsa27	1	0	0	
ipcsa28	1	72053C	165	Микстура Невидимости 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C1	0	0	1	1	1	1	1	0	tipcsa28	1	0	0	
ipcsa29	1	82053D	166	Зелье Невидимости 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C2	0	0	1	1	1	1	1	0	tipcsa29	1	0	0	
ipcsa30	1	42053E	167	Восстановитель Невидимости 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C3	0	0	1	1	1	1	1	0	tipcsa30	1	0	0	
ipcsa31	1	72053C	168	Микстура Ловкости 	205	200	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C4	0	0	1	1	1	1	1	0	tipcsa31	1	0	0	
ipcsa32	1	82053D	169	Зелье Ловкости 	205	200	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C5	0	0	1	1	1	1	1	0	tipcsa32	1	0	0	
ipcsa33	1	42053E	170	Восстановитель Ловкости 	205	200	00001	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C6	0	0	1	1	1	1	1	0	tipcsa33	1	0	0	
ipcsa34	1	72063C	171	Микстура Очищения 	206	200	11000	10000	-1	0	-1	2500	3	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C7	0	0	1	1	1	1	1	0	tipcsa34	1	0	0	
ipcsa35	1	82063D	172	Зелье Очищения 	206	200	00110	10000	-1	0	-1	2500	3	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C8	0	0	1	1	1	1	1	0	tipcsa35	1	0	0	
ipcsa36	1	42063E	173	Восстановитель Очищения 	206	200	00001	10000	-1	0	-1	2500	3	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	C9	0	0	1	1	1	1	1	0	tipcsa36	1	0	0	
ipcsa37	1	72063C	174	Микстура Очищения [Премиум 	206	200	11000	10000	-1	0	-1	1000	3	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	CA	0	0	1	1	1	1	1	0	tipcsa37	1	0	0	
ipcsa38	1	82063D	175	Зелье Очищения [Премиум 	206	200	00110	10000	-1	0	-1	1000	3	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	CB	0	0	1	1	1	1	1	0	tipcsa38	1	0	0	
ipcsa39	1	42063E	176	Восстановитель Очищения [Премиум 	206	200	00001	10000	-1	0	-1	1000	3	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	CC	0	0	1	1	1	1	1	0	tipcsa39	1	0	0	
ipcsa40	1	72053C	177	Микстура Совершенной Атаки 	205	200	11000	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	CD	0	0	1	1	1	1	1	0	tipcsa40	1	0	0	
ipcsa41	1	82053D	178	Зелье Совершенной Атаки 	205	200	00110	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	CE	0	0	1	1	1	1	1	0	tipcsa41	1	0	0	
ipcsa42	1	42053E	179	Восстановитель Совершенной Атаки 	205	200	00001	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	CF	0	0	1	1	1	1	1	0	tipcsa42	1	0	0	
ipcsa43	1	72053C	180	Микстура Жизни и Защиты 	205	200	11000	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D0	0	0	1	1	1	1	1	0	tipcsa43	1	0	0	
ipcsa44	1	82053D	181	Зелье Жизни и Защиты 	205	200	00110	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D1	0	0	1	1	1	1	1	0	tipcsa44	1	0	0	
ipcsa45	1	42053E	182	Восстановитель Жизни и Защиты 	205	200	00001	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D2	0	0	1	1	1	1	1	0	tipcsa45	1	0	0	
ipcsa46	1	72053C	183	Микстура Быстрых Умений [Премиум 	205	200	11000	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D3	0	0	1	1	1	1	1	0	tipcsa46	1	0	0	
ipcsa47	1	82053D	184	Зелье Быстрых Умений [Премиум 	205	200	00110	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D4	0	0	1	1	1	1	1	0	tipcsa47	1	0	0	
ipcsa48	1	42053E	185	Восстановитель Быстрых Умений [Премиум 	205	200	00001	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D5	0	0	1	1	1	1	1	0	tipcsa48	1	0	0	
ipcsa49	1	72053C	186	Ударная Микстура Спокойствия 	205	200	11000	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D6	0	0	1	1	1	1	1	0	tipcsa49	1	0	0	
ipcsa50	1	82053D	187	Ударное Зелье Спокойствия 	205	200	00110	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D7	0	0	1	1	1	1	1	0	tipcsa50	1	0	0	
ipcsa51	1	42053E	188	Агрессивный Восстановитель Спокойствия 	205	200	00001	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D8	0	0	1	1	1	1	1	0	tipcsa51	1	0	0	
