clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	stb	dword	dword	dword	xeh	dword	dword	dword	dword	END
ipbhp20	Целебная Микстура HP+3500 	72003C	6	11000	13	0	0	15	0	0	0	0	2	1	1	1	1	169	1	0	0	-1	1	2500	0	10000	-1	0	0	91	0	0	0	0	
ipchp20	Священное Зелье HP+3500 	82003D	14	00110	13	0	0	15	0	0	0	0	2	1	1	1	1	170	1	0	0	-1	1	2500	0	10000	-1	0	0	92	0	0	0	0	
ipahp20	Восстановитель HP+3500 	42003E	22	00001	13	0	0	15	0	0	0	0	2	1	1	1	1	171	1	0	0	-1	1	2500	0	10000	-1	0	0	93	0	0	0	0	
ipcha01	Микстура Хаоса	72053C	125	11000	13	1	0	50	0	0	0	0	5	1	1	1	1	172	1	0	0	-1	1	54000	0	10000	-1	8	0	94	0	0	0	0	
ipcha02	Зелье Хаоса	82053D	127	00110	13	1	0	50	0	0	0	0	5	1	1	1	1	173	1	0	0	-1	1	54000	0	10000	-1	8	0	95	0	0	0	0	
ipcha03	Программатор Хаоса	42053E	129	00001	13	1	0	50	0	0	0	0	5	1	1	1	1	174	1	0	0	-1	1	54000	0	10000	-1	8	0	96	0	0	0	0	
ipcha04	Микстура Порядка	72053C	126	11000	13	1	0	50	0	0	0	0	5	1	1	1	1	175	1	0	0	-1	1	0	0	10000	-1	9	0	97	0	0	0	0	
ipcha05	Зелье Порядка	82053D	128	00110	13	1	0	50	0	0	0	0	5	1	1	1	1	176	1	0	0	-1	1	0	0	10000	-1	9	0	98	0	0	0	0	
ipcha06	Программатор Порядка	42053E	130	00001	13	1	0	50	0	0	0	0	5	1	1	1	1	177	1	0	0	-1	1	0	0	10000	-1	9	0	99	0	0	0	0	
ipbde04	Силовая Микстура	72053C	102	11000	13	0	0	9000	0	0	0	0	900	1	1	1	1	178	1	0	0	-1	1	10000	0	10000	-1	4	0	9A	0	0	0	0	
ipbde05	Силовое Зелье	82053D	103	00110	13	0	0	9000	0	0	0	0	900	1	1	1	1	179	1	0	0	-1	1	10000	0	10000	-1	4	0	9B	0	0	0	0	
ipbde06	Силовой Программатор	42053E	104	00001	13	0	0	9000	0	0	0	0	900	1	1	1	1	180	1	0	0	-1	1	10000	0	10000	-1	4	0	9C	0	0	0	0	
ipbae01	Абсолютная Микстура	72053C	99	11000	13	0	0	1515	0	0	0	0	152	1	1	1	1	181	1	0	0	-1	1	10000	0	10000	-1	4	0	9D	0	0	0	0	
ipbae02	Абсолютное Зелье	82053D	100	00110	13	0	0	1515	0	0	0	0	152	1	1	1	1	182	1	0	0	-1	1	10000	0	10000	-1	4	0	9E	0	0	0	0	
ipbae03	Абсолютный Программатор	42053E	101	00001	13	0	0	1515	0	0	0	0	152	1	1	1	1	183	1	0	0	-1	1	10000	0	10000	-1	4	0	9F	0	0	0	0	
ipbde01	Охранная Микстура	72053C	102	11000	13	0	0	1515	0	0	0	0	152	1	1	1	1	184	1	0	0	-1	1	10000	0	10000	-1	4	0	A0	0	0	0	0	
ipbde02	Охранное Зелье	82053D	103	00110	13	0	0	1515	0	0	0	0	152	1	1	1	1	185	1	0	0	-1	1	10000	0	10000	-1	4	0	A1	0	0	0	0	
ipbde03	Программатор Брони	42053E	104	00001	13	0	0	1515	0	0	0	0	152	1	1	1	1	186	1	0	0	-1	1	10000	0	10000	-1	4	0	A2	0	0	0	0	
ipbhx00	Тренировочная Благословенная Микстура HP+250	72003C	2	11000	13	0	0	1	0	0	0	0	1	0	1	0	1	187	1	0	0	-1	1	1600	0	10000	-1	0	0	A3	0	0	0	0	
ipchx00	Тренировочное Священное Зелье HP+250	82003D	10	00110	13	0	0	1	0	0	0	0	1	0	1	0	1	188	1	0	0	-1	1	1600	0	10000	-1	0	0	A4	0	0	0	0	
ipahx00	Тренировочный Восстановитель HP+250	42003E	18	00001	13	0	0	1	0	0	0	0	1	0	1	0	1	189	1	0	0	-1	1	1600	0	10000	-1	0	0	A5	0	0	0	0	
ipcsa01	Микстура_Атаки_	72053C	134	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	190	1	1	0	-1	1	10000	0	10000	-1	4	0	A6	0	0	0	0	
ipcsa02	Зелье_Атаки_	82053D	135	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	191	1	1	0	-1	1	10000	0	10000	-1	4	0	A7	0	0	0	0	
ipcsa03	Атакующий_Восстановитель_	42053E	136	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	192	1	1	0	-1	1	10000	0	10000	-1	4	0	A8	0	0	0	0	
ipcsa04	Защитная_Микстура_[Премиум_	72053C	137	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	193	1	1	0	-1	1	10000	0	10000	-1	4	0	A9	0	0	0	0	
ipcsa05	Зелье_защиты_[Премиум_	82053D	138	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	194	1	1	0	-1	1	10000	0	10000	-1	4	0	AA	0	0	0	0	
ipcsa06	Защитный_Восстановитель_[Премиум_	42053E	139	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	195	1	1	0	-1	1	10000	0	10000	-1	4	0	AB	0	0	0	0	
ipcsa07	Микстура_Меткости_[Премиум_	72053C	140	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	196	1	1	0	-1	1	10000	0	10000	-1	4	0	AC	0	0	0	0	
ipcsa08	Зелье_Меткости_[Премиум_	82053D	141	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	197	1	1	0	-1	1	10000	0	10000	-1	4	0	AD	0	0	0	0	
ipcsa09	Восстановитель_Меткости_[Премиум_	42053E	142	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	198	1	1	0	-1	1	10000	0	10000	-1	4	0	AE	0	0	0	0	
ipcsa10	Микстура_Восстановления_Жизни_HP+2500_[Премиум_	72003C	143	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	199	1	1	0	-1	1	1800	0	10000	-1	0	0	AF	0	0	0	0	
ipcsa11	Зелье_Восстановления_Жизни_HP+2500_[Премиум_	82003D	144	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	200	1	1	0	-1	1	1800	0	10000	-1	0	0	B0	0	0	0	0	
ipcsa12	Восстановитель_Жизни_HP+2500_[Премиум_	42003E	145	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	201	1	1	0	-1	1	1800	0	10000	-1	0	0	B1	0	0	0	0	
ipcsa13	Микстура_Восстановления_Жизни_HP+4000_[Премиум_	72003C	146	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	202	1	1	0	-1	1	2200	0	10000	-1	0	0	B2	0	0	0	0	
ipcsa14	Зелье_Восстановления_Жизни_HP+4000_[Премиум_	82003D	147	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	203	1	1	0	-1	1	2200	0	10000	-1	0	0	B3	0	0	0	0	
ipcsa15	Восстановитель_Жизни_HP+4000_[Премиум_	42003E	148	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	204	1	1	0	-1	1	2200	0	10000	-1	0	0	B4	0	0	0	0	
ipcsa16	Микстура_Защиты_и_Атаки_	72053C	152	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	205	1	1	0	-1	1	10000	0	10000	-1	5	0	B5	0	0	0	0	
ipcsa17	Зелье_Защиты_и_Атаки_	82053D	153	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	206	1	1	0	-1	1	10000	0	10000	-1	5	0	B6	0	0	0	0	
ipcsa18	Восстановитель_Защиты_и_Атаки_	42053E	154	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	207	1	1	0	-1	1	10000	0	10000	-1	5	0	B7	0	0	0	0	
ipcsa19	Микстура_Критической_Атаки_	72053C	156	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	208	1	1	0	-1	1	10000	0	10000	-1	4	0	B8	0	0	0	0	
ipcsa20	Зелье_Критической_Атаки_	82053D	157	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	209	1	1	0	-1	1	10000	0	10000	-1	4	0	B9	0	0	0	0	
ipcsa21	Восстановитель_Критической_Атаки_	42053E	158	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	210	1	1	0	-1	1	10000	0	10000	-1	4	0	BA	0	0	0	0	
ipcsa22	Микстура_Увеличения_Жизни_	72053C	159	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	211	1	1	0	-1	1	10000	0	10000	-1	4	0	BB	0	0	0	0	
ipcsa23	Зелье_Увеличения_Жизни_	82053D	160	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	212	1	1	0	-1	1	10000	0	10000	-1	4	0	BC	0	0	0	0	
ipcsa24	Восстановитель_Увеличения_Жизни_	42053E	161	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	213	1	1	0	-1	1	10000	0	10000	-1	4	0	BD	0	0	0	0	
ipcsa25	Микстура_Быстрых_Умений_	72053C	162	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	214	1	1	0	-1	1	10000	0	10000	-1	4	0	BE	0	0	0	0	
ipcsa26	Зелье_Быстрых_Умений_	82053D	163	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	215	1	1	0	-1	1	10000	0	10000	-1	4	0	BF	0	0	0	0	
ipcsa27	Восстановитель_Быстрых_Умений_	42053E	164	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	216	1	1	0	-1	1	10000	0	10000	-1	4	0	C0	0	0	0	0	
ipcsa28	Микстура_Невидимости_	72053C	165	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	217	1	1	0	-1	1	10000	0	10000	-1	4	0	C1	0	0	0	0	
ipcsa29	Зелье_Невидимости_	82053D	166	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	218	1	1	0	-1	1	10000	0	10000	-1	4	0	C2	0	0	0	0	
ipcsa30	Восстановитель_Невидимости_	42053E	167	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	219	1	1	0	-1	1	10000	0	10000	-1	4	0	C3	0	0	0	0	
ipcsa31	Микстура_Ловкости_	72053C	168	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	220	1	1	0	-1	1	10000	0	10000	-1	4	0	C4	0	0	0	0	
ipcsa32	Зелье_Ловкости_	82053D	169	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	221	1	1	0	-1	1	10000	0	10000	-1	4	0	C5	0	0	0	0	
ipcsa33	Восстановитель_Ловкости_	42053E	170	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	222	1	1	0	-1	1	10000	0	10000	-1	4	0	C6	0	0	0	0	
ipcsa34	Микстура_Очищения_	72063C	171	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	223	1	1	0	-1	1	2500	0	10000	-1	3	0	C7	0	0	0	0	
ipcsa35	Зелье_Очищения_	82063D	172	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	224	1	1	0	-1	1	2500	0	10000	-1	3	0	C8	0	0	0	0	
ipcsa36	Восстановитель_Очищения_	42063E	173	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	225	1	1	0	-1	1	2500	0	10000	-1	3	0	C9	0	0	0	0	
ipcsa37	Микстура_Очищения_[Премиум_	72063C	174	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	226	1	1	0	-1	1	1000	0	10000	-1	3	0	CA	0	0	0	0	
ipcsa38	Зелье_Очищения_[Премиум_	82063D	175	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	227	1	1	0	-1	1	1000	0	10000	-1	3	0	CB	0	0	0	0	
ipcsa39	Восстановитель_Очищения_[Премиум_	42063E	176	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	228	1	1	0	-1	1	1000	0	10000	-1	3	0	CC	0	0	0	0	
ipcsa40	Микстура_Совершенной_Атаки_	72053C	177	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	229	1	1	0	-1	1	10000	0	10000	-1	5	0	CD	0	0	0	0	
ipcsa41	Зелье_Совершенной_Атаки_	82053D	178	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	230	1	1	0	-1	1	10000	0	10000	-1	5	0	CE	0	0	0	0	
ipcsa42	Восстановитель_Совершенной_Атаки_	42053E	179	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	231	1	1	0	-1	1	10000	0	10000	-1	5	0	CF	0	0	0	0	
ipcsa43	Микстура_Жизни_и_Защиты_	72053C	180	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	232	1	1	0	-1	1	10000	0	10000	-1	5	0	D0	0	0	0	0	
ipcsa44	Зелье_Жизни_и_Защиты_	82053D	181	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	233	1	1	0	-1	1	10000	0	10000	-1	5	0	D1	0	0	0	0	
ipcsa45	Восстановитель_Жизни_и_Защиты_	42053E	182	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	234	1	1	0	-1	1	10000	0	10000	-1	5	0	D2	0	0	0	0	
ipcsa46	Микстура_Быстрых_Умений_[Премиум_	72053C	183	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	235	1	1	0	-1	1	10000	0	10000	-1	5	0	D3	0	0	0	0	
ipcsa47	Зелье_Быстрых_Умений_[Премиум_	82053D	184	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	236	1	1	0	-1	1	10000	0	10000	-1	5	0	D4	0	0	0	0	
ipcsa48	Восстановитель_Быстрых_Умений_[Премиум_	42053E	185	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	237	1	1	0	-1	1	10000	0	10000	-1	5	0	D5	0	0	0	0	
ipcsa49	Ударная Микстура Спокойствия 	72053C	186	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	238	1	1	0	-1	1	10000	0	10000	-1	5	0	D6	0	0	0	0	
ipcsa50	Ударное Зелье Спокойствия 	82053D	187	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	239	1	1	0	-1	1	10000	0	10000	-1	5	0	D7	0	0	0	0	
ipcsa51	Агрессивный Восстановитель Спокойствия 	42053E	188	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	240	1	1	0	-1	1	10000	0	10000	-1	5	0	D8	0	0	0	0	
ipcsa52	Ограждающая Микстура Усиления [Премиум  	72053C	189	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	241	1	1	0	-1	1	10000	0	10000	-1	5	0	D9	0	0	0	0	
ipcsa53	Ограждающее Зелье Усиления [Премиум  	82053D	190	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	242	1	1	0	-1	1	10000	0	10000	-1	5	0	DA	0	0	0	0	
ipcsa54	Укрепляющий Восстановитель Усиления [Премиум  	42053E	191	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	243	1	1	0	-1	1	10000	0	10000	-1	5	0	DB	0	0	0	0	
ipcsa55	Ударная Микстура Спокойного Времени 	72053C	192	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	244	1	1	0	-1	1	10000	0	10000	-1	6	0	DC	0	0	0	0	
ipcsa56	Ударное Зелье Спокойного Времени 	82053D	193	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	245	1	1	0	-1	1	10000	0	10000	-1	6	0	DD	0	0	0	0	
ipcsa57	Агрессивный Восстановитель Спокойного Времени 	42053E	194	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	246	1	1	0	-1	1	10000	0	10000	-1	6	0	DE	0	0	0	0	
ipcsa58	Ударная Микстура Спокойного Остроумия 	72053C	195	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	247	1	1	0	-1	1	10000	0	10000	-1	6	0	DF	0	0	0	0	
ipcsa59	Ударное Зелье Спокойного Остроумия 	82053D	196	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	248	1	1	0	-1	1	10000	0	10000	-1	6	0	E0	0	0	0	0	
ipcsa60	Агрессивный Восстановитель Спокойного Остроумия 	42053E	197	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	249	1	1	0	-1	1	10000	0	10000	-1	6	0	E1	0	0	0	0	
ipcsa61	Агресивная Ограждающая Микстура 	72053C	198	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	250	1	1	0	-1	1	10000	0	10000	-1	6	0	E2	0	0	0	0	
ipcsa62	Агресивное Ограждающее Зелье 	82053D	199	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	251	1	1	0	-1	1	10000	0	10000	-1	6	0	E3	0	0	0	0	
ipcsa63	Агресивный Ограждающий Восстановитель 	42053E	200	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	252	1	1	0	-1	1	10000	0	10000	-1	6	0	E4	0	0	0	0	
ipcsa64	Агрессивная Микстура Времени 	72053C	201	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	253	1	1	0	-1	1	10000	0	10000	-1	7	0	E5	0	0	0	0	
ipcsa65	Агрессивное Зелье Времени 	82053D	202	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	254	1	1	0	-1	1	10000	0	10000	-1	7	0	E6	0	0	0	0	
ipcsa66	Агрессивный Восстановитель Времени 	42053E	203	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	255	1	1	0	-1	1	10000	0	10000	-1	7	0	E7	0	0	0	0	
ipcsa67	Агрессивная Микстура Остроумия и Времени 	72053C	204	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	256	1	1	0	-1	1	10000	0	10000	-1	7	0	E8	0	0	0	0	
ipcsa68	Агрессивное Зелье Остроумия и Времени 	82053D	205	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	257	1	1	0	-1	1	10000	0	10000	-1	7	0	E9	0	0	0	0	
ipcsa69	Агрессивный Восстановитель Остроумия и Времени 	42053E	206	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	258	1	1	0	-1	1	10000	0	10000	-1	7	0	EA	0	0	0	0	
ipcsa70	Великая_Микстура_НР+5000_[Премиум_	72003C	207	11000	13	0	0	1	0	0	0	0	1	1	1	1	1	259	1	1	0	-1	1	2200	0	10000	-1	0	0	EB	0	0	0	0	
ipcsa71	Великое_Зелье_НР+5000_[Премиум_	82003D	208	00110	13	0	0	1	0	0	0	0	1	1	1	1	1	260	1	1	0	-1	1	2200	0	10000	-1	0	0	EC	0	0	0	0	
ipcsa72	Великий_Восстановитель_НР+5000_[Премиум_	42003E	209	00001	13	0	0	1	0	0	0	0	1	1	1	1	1	261	1	1	0	-1	1	2200	0	10000	-1	0	0	ED	0	0	0	0	
ipwem01	Одинокий Волк 	A20F01	232	11111	13	0	0	5000	0	0	0	0	500	1	1	1	1	269	1	0	0	-1	1	3000	0	10000	-1	12	0	EF	0	0	0	0	
ipwef01	Марка лисы 	A20F02	233	11111	13	0	0	5000	0	0	0	0	500	1	1	1	1	270	1	0	0	-1	1	1000	0	01000	1	12	200	F0	4	0	0	0	
ipcsa73	Капсула_Смены_Специализации	A20068	230	11111	13	0	0	1	0	0	0	0	1	0	0	0	1	262	1	1	0	-1	1	0	0	10000	-1	13	0	F1	0	0	0	0	
ipbad02	Адреналиновый Допинг 	72053C	234	11000	13	0	0	24700	0	0	0	0	2470	1	1	1	1	263	1	0	0	-1	1	8000	0	10000	-1	4	0	F2	0	0	0	0	
ipcad02	Адреналиновый Допинг 	82053D	235	00110	13	0	0	24700	0	0	0	0	2470	1	1	1	1	264	1	0	0	-1	1	8000	0	10000	-1	4	0	F3	0	0	0	0	
ipaad02	Адреналиновый Восстановитель	42053E	236	00001	13	0	0	24700	0	0	0	0	2470	1	1	1	1	265	1	0	0	-1	1	8000	0	10000	-1	4	0	F4	0	0	0	0	
ipbde07	Допинг Протекции 	72053C	237	11000	13	0	0	16300	0	0	0	0	1630	1	1	1	1	266	1	0	0	-1	1	8000	0	10000	-1	4	0	F5	0	0	0	0	
ipbde08	Допинг Протекции 	82053D	238	00110	13	0	0	16300	0	0	0	0	1630	1	1	1	1	267	1	0	0	-1	1	8000	0	10000	-1	4	0	F6	0	0	0	0	
ipbde09	Восстановитель Протекции	42053E	239	00001	13	0	0	16300	0	0	0	0	1630	1	1	1	1	268	1	0	0	-1	1	8000	0	10000	-1	4	0	F7	0	0	0	0	
ipdrw01	Концентрированный Яд	A20503	240	11111	13	0	0	1	0	0	0	0	1	0	1	0	1	283	1	0	0	-1	45	6000	0	00110	-1	4	140	F8	1	60	0	0	
ipdrw02	Допинг Берсерка	A20504	241	11111	13	0	0	1	0	0	0	0	1	0	1	0	1	284	1	0	0	-1	1	10000	0	10000	-1	4	0	F9	0	0	0	0	
ipdrw03	Сеть Гремла Шипоголова	A20505	242	11111	13	0	0	1	0	0	0	0	1	0	1	0	1	285	1	0	0	-1	45	60000	0	00110	-1	4	140	FA	0	0	0	0	
ipncl01	Капсула Антирада	A20605	261	11111	13	0	0	250000	0	0	0	0	25000	1	1	1	1	286	1	0	0	-1	1	1000	0	10000	-1	14	0	FB	0	0	0	0	
ipacu01	Восстановитель Жизни 	42064A	66	1	13	0	0	2100	0	0	0	0	97	1	1	1	1	75	1	0	0	-1	1	4000	0	10000	-1	3	0	FC	0	0	0	0	
ipbfp09	Допинг FP+50	720118	25	11000	13	0	0	120	0	0	0	0	12	1	1	1	1	76	1	0	0	-1	1	1600	0	10000	-1	1	0	FD	0	0	0	0	
ipbfp10	Допинг FP+125	720119	26	11000	13	0	0	300	0	0	0	0	30	1	1	1	1	77	1	0	0	-1	1	1600	0	10000	-1	1	0	FE	0	0	0	0	
ipbfp11	Допинг FP+250	72011A	27	11000	13	0	0	660	0	0	0	0	66	1	1	1	1	78	1	0	0	-1	1	1600	0	10000	-1	1	0	FF	0	0	0	0	
ipbfp12	Допинг FP+500	72011B	28	11000	13	0	0	1500	0	0	0	0	150	1	1	1	1	79	1	0	0	-1	1	1800	0	10000	-1	1	0	100	0	0	0	0	
ipbfp13	Допинг FP+1000	72011C	29	11000	13	0	0	3600	0	0	0	0	360	1	1	1	1	80	1	0	0	-1	1	2200	0	10000	-1	1	0	101	0	0	0	0	
ipbfp14	Допинг FP+1500	72011D	30	11000	13	0	0	6750	0	0	0	0	675	1	1	1	1	81	1	0	0	-1	1	2500	0	10000	-1	1	0	102	0	0	0	0	
ipbfp15	Допинг FP+2000	72011E	31	11000	13	0	0	11700	0	0	0	0	1170	1	1	1	1	82	1	0	0	-1	1	4000	0	10000	-1	1	0	103	0	0	0	0	
ipbfp16	Допинг FP+2500	72011F	32	11000	13	0	0	19740	0	0	0	0	1974	1	1	1	1	83	1	0	0	-1	1	5000	0	10000	-1	1	0	104	0	0	0	0	
ipcfp09	Допинг FP+50	820120	33	00110	13	0	0	120	0	0	0	0	12	1	1	1	1	84	1	0	0	-1	1	1600	0	10000	-1	1	0	105	0	0	0	0	
ipcfp10	Допинг FP+125	820121	34	00110	13	0	0	300	0	0	0	0	30	1	1	1	1	85	1	0	0	-1	1	1600	0	10000	-1	1	0	106	0	0	0	0	
ipcfp11	Допинг FP+250	820122	35	00110	13	0	0	660	0	0	0	0	66	1	1	1	1	86	1	0	0	-1	1	1600	0	10000	-1	1	0	107	0	0	0	0	
ipcfp12	Допинг FP+500	820123	36	00110	13	0	0	1500	0	0	0	0	150	1	1	1	1	87	1	0	0	-1	1	1800	0	10000	-1	1	0	108	0	0	0	0	
ipcfp13	Допинг FP+1000	820124	37	00110	13	0	0	3600	0	0	0	0	360	1	1	1	1	88	1	0	0	-1	1	2200	0	10000	-1	1	0	109	0	0	0	0	
ipcfp14	Допинг FP+1500	820125	38	00110	13	0	0	6750	0	0	0	0	675	1	1	1	1	89	1	0	0	-1	1	2500	0	10000	-1	1	0	10A	0	0	0	0	
ipcfp15	Допинг FP+2000	820126	39	00110	13	0	0	11700	0	0	0	0	1170	1	1	1	1	90	1	0	0	-1	1	4000	0	10000	-1	1	0	10B	0	0	0	0	
ipcfp16	Допинг FP+2500	820127	40	00110	13	0	0	19740	0	0	0	0	1974	1	1	1	1	91	1	0	0	-1	1	5000	0	10000	-1	1	0	10C	0	0	0	0	
ipafp09	Допинг FP+50	420128	41	00001	13	0	0	120	0	0	0	0	12	1	1	1	1	92	1	0	0	-1	1	1600	0	10000	-1	1	0	10D	0	0	0	0	
ipafp10	Допинг FP+125	420129	42	00001	13	0	0	300	0	0	0	0	30	1	1	1	1	93	1	0	0	-1	1	1600	0	10000	-1	1	0	10E	0	0	0	0	
ipafp11	Допинг FP+250	42012A	43	00001	13	0	0	660	0	0	0	0	66	1	1	1	1	94	1	0	0	-1	1	1600	0	10000	-1	1	0	10F	0	0	0	0	
ipafp12	Допинг FP+500	42012B	44	00001	13	0	0	1500	0	0	0	0	150	1	1	1	1	95	1	0	0	-1	1	1800	0	10000	-1	1	0	110	0	0	0	0	
ipafp13	Допинг FP+1000	42012C	45	00001	13	0	0	3600	0	0	0	0	360	1	1	1	1	96	1	0	0	-1	1	2200	0	10000	-1	1	0	111	0	0	0	0	
ipafp14	Допинг FP+1500	42012D	46	00001	13	0	0	6750	0	0	0	0	675	1	1	1	1	97	1	0	0	-1	1	2500	0	10000	-1	1	0	112	0	0	0	0	
ipafp15	Допинг FP+2000	42012E	47	00001	13	0	0	11700	0	0	0	0	1170	1	1	1	1	98	1	0	0	-1	1	4000	0	10000	-1	1	0	113	0	0	0	0	
ipafp16	Допинг FP+2500	42012F	48	00001	13	0	0	19740	0	0	0	0	1974	1	1	1	1	99	1	0	0	-1	1	5000	0	10000	-1	1	0	114	0	0	0	0	
ipche01	Средство_изменения_имени_персонажа	A20068	265	11111	13	0	0	1	0	0	0	0	1	0	0	0	1	288	1	1	0	-1	1	0	0	10000	-1	15	0	115	0	0	0	0	
ipcal01	Допинг_Вызывания	A20503	263	11111	13	0	0	1	0	0	0	0	1000	1	1	0	1	289	1	1	0	-1	1	10000	0	01000	-1	16	-1	116	0	0	0	0	
ipwhp01	Допинг_Телепортации	A20503	264	11111	13	0	0	1	0	0	0	0	1000	1	1	0	1	290	1	1	0	-1	1	10000	0	01000	-1	17	-1	117	0	0	0	0	
ipexp01	Допинг 1 процента опыта	A20068	241	11111	13	0	0	1	0	0	0	0	1	0	0	0	0	291	1	1	1	-1	1	0	0	10000	-1	18	0	118	0	0	0	0	
ipexp02	Допинг 100 миллионов опыта	A20068	241	11111	13	0	0	1	0	0	0	0	1	0	0	0	1	292	1	1	0	-1	1	0	0	10000	-1	18	0	119	0	0	0	0	
ipgag01	Допинг показателя защиты	A20068	268	11111	13	0	0	250000	0	0	0	0	1000	1	1	1	1	293	1	0	0	-1	1	300000	1	10000	-1	12	0	11A	0	0	0	0	
iprun01	Руна Изгнания	A2012F	276	11111	13	0	0	800	0	0	0	0	10000	1	1	1	1	294	1	0	0	-1	1	600000	0	00100	-1	19	200	11B	0	0	0	0	
iprun02	Руна разрушения	A2012F	274	11111	13	0	0	12500	0	0	0	0	10000	1	1	1	1	295	1	0	0	-1	1	300000	0	10000	-1	19	200	11C	0	0	0	0	
iprun03	Руна Забвения	A2012F	280	11111	13	0	0	400	0	0	0	0	10000	1	1	1	1	296	1	0	0	-1	1	300000	0	00100	-1	19	200	11D	0	0	0	0	
iprun04	Руна Противодействия	A2012F	279	11111	13	0	0	400	0	0	0	0	10000	1	1	1	1	297	1	0	0	-1	1	300000	0	00100	-1	19	200	11E	0	0	0	0	
iprun05	Руна Тьмы	A2012F	273	11111	13	0	0	300	0	0	0	0	10000	1	1	1	1	298	1	0	0	-1	1	600000	0	00100	-1	19	200	11F	0	0	0	0	
iprun06	Руна Вампира	A2012F	278	11111	13	0	0	50000	0	0	0	0	10000	1	1	1	1	299	1	0	0	-1	1	300000	0	00100	-1	19	200	120	0	0	0	0	
iprun07	Руна Быстроты	A2012F	277	11111	13	0	0	12500	0	0	0	0	10000	1	1	1	1	300	1	0	0	-1	1	300000	0	10000	-1	19	0	121	0	0	0	0	
