string[64]	dword	dword	dword	dword	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	END
BSF2	0	3	24	1	40	BSS2	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	Ïèëîò	DRIVER	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iwbob30	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BSS1	0	3	25	2	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	Êóçíåö	MENTALSMITH	0	7F198	7F199	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	15	0	0	0	0	0	0	180280	0	600	600	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	iaxxx09	1	irgef03	10	irgea03	10	irget03	10	irgew03	10	-1	-1	-1	-1	-1	-1	-1	-1	
BSS2	0	3	26	2	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	Òåõíîðûöàðü	ARMORRIDER	0	7F19B	7F19C	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	5	0	0	0	0	0	10000000	90140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	iaxxx09	1	irgef03	10	irgea03	10	irget03	10	irgew03	10	-1	-1	-1	-1	-1	-1	-1	-1	
BSS3	0	3	27	2	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BSS4	0	3	28	2	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BST1	0	3	53	3	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BST2	0	3	54	3	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BST3	0	3	55	3	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BST4	0	3	56	3	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BST5	0	3	57	3	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BST6	0	3	58	3	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BST7	0	3	59	3	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
BST8	0	3	60	3	100	-1	-1	-1	-1	-1	-1	-1	-1	º§¶óÅäÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWB0	1	0	29	0	30	CWF1	CWF2	CRF1	CRF2	CFF1	CFF2	CSF1	-1	ÄÚ¶óÀü»ç	Âîèí	WARRIOR	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iqccc00	10	ipchp00	50	ipcfp00	99	ipcsp00	50	ipchx00	50	-1	-1	-1	-1	-1	-1	-1	-1	
CWF1	1	0	31	1	40	CWS1	CWS2	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	×åìïèîí	CHAMPION	0	8F042	8F043	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	40	5	5	0	91714	0	0	51589	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	iwswb30	1	iwaxb30	1	iwspb30	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWF2	1	0	30	1	40	CWS2	CWS3	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	Ðûöàðü	KNIGHTS	0	8F045	8F046	8F047	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	60	0	0	0	61143	0	0	34393	34393	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	idbcb29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWS1	1	0	32	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	Õðàìîâíèê	TEMPLAR	0	80048	8F049	8F04A	8F002	80008	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	40	5	5	0	826286	0	0	300467	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ipbae02	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWS2	1	0	33	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	Õðàíèòåëü	GUARDIAN	0	8F04B	8F04C	8F002	80008	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	60	10	5	0	550857	0	0	450701	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ipbae02	99	ipbde02	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWS3	1	0	34	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	×åðíûé ðûöàðü	BLACKKNIGHTS	0	8F04E	8F04F	8F002	80008	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	80	0	0	0	413143	0	0	300467	300467	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ipbde02	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWS4	1	0	35	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWT1	1	0	68	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWT2	1	0	69	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWT3	1	0	70	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWT4	1	0	71	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWT5	1	0	72	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWT6	1	0	73	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWT7	1	0	74	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CWT8	1	0	75	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRB0	1	1	36	0	30	CWF1	CWF2	CRF1	CRF2	CFF1	CFF2	CSF1	-1	ÄÚ¶ó·¹ÀÎÀú	Ñòðåëîê	RANGER	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	5	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iqccc00	10	ipchp00	50	ipcfp00	99	ipcsp00	50	ipchx00	50	-1	-1	-1	-1	-1	-1	-1	-1	
CRF1	1	1	37	1	40	CRS1	CRS2	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	Ëó÷íèê	ARCHER	0	8F0C0	810C1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	5	0	10	0	0	122286	0	34393	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iwbob30	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRF2	1	1	38	1	40	CRS2	CRS3	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	Îõîòíèê	HUNTER	0	8F0C3	8F0C4	8F0C5	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	10	0	0	15	0	0	91714	0	51589	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iwfib30	1	tr00001	1	tr00001	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRS1	1	1	39	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	Íàåìíèê	ADVENTURER	0	8F0C6	8F0C7	8100C	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	10	0	15	0	0	944327	0	225350	0	0	0	0	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ibbow48	30000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRS2	1	1	40	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	Îòñòóïíèê	STEELER	0	8F0C9	8F0CA	8F0CB	8100C	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	5	15	5	0	0	826286	0	300467	0	0	0	0	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ibfir34	30000	ibfir36	30000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRS3	1	1	41	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	Àññàñèí	ASSASSIN	0	800CC	8F0CD	8100C	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	15	15	5	5	0	0	550857	0	450701	0	0	0	0	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iwdka40	1	tr00002	1	tr00002	1	tr00002	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRS4	1	1	42	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRT1	1	1	83	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRT2	1	1	84	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRT3	1	1	85	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRT4	1	1	86	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRT5	1	1	87	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRT6	1	1	88	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRT7	1	1	89	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CRT8	1	1	90	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶ó·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFB0	1	2	43	0	30	CWF1	CWF2	CRF1	CRF2	CFF1	CFF2	CSF1	-1	ÄÚ¶óÁ¤½Å°è	Êîëäóí	SPIRITUALIST	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iqccc00	10	ipchp00	50	ipcfp00	99	ipcsp00	50	iwsta00	1	ipchx00	50	-1	-1	-1	-1	-1	-1	
CFF1	1	2	44	1	40	CFS1	CFS2	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	Ìàã	CASTER	0	8F13E	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	10000	0	0	0	10000	0	0	0	10000	0	0	0	0	iwstb30	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFF2	1	2	45	1	40	CFS2	CFS3	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	Âûçûâàòåëü	SUMMONER	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	0	5	0	0	0	0	5415000	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ijccc01	69894	ijccc02	69894	ijccc03	1136743	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFS1	1	2	46	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	×åðíîêíèæíèê	WARLOCK	0	8F144	8F145	81146	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	15	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78262	117393	0	0	78262	117393	0	0	78262	117393	0	0	78262	117393	0	0	1	icfha01	0	icfha02	0	icfha03	0	icfha04	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFS2	1	2	47	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	Òåìíûé æðåö	DARKPRIEST	0	8F147	8F148	8F149	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58696	58696	0	0	0	0	0	0	78262	117393	0	0	78262	117393	0	0	78262	117393	0	0	78262	117393	0	0	1	icaha03	0	icaha04	0	ictha03	0	ictha04	0	icwha03	0	icwha04	0	-1	-1	-1	-1	-1	-1	
CFS3	1	2	48	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	Ïàñòûðü	GRAZIER	0	8F14A	8F14B	8F14C	8F14D	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	0	5	5	0	0	0	0	5518709	0	0	0	0	0	0	0	0	0	0	0	0	0	117393	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ijccc04	1396732	icdhs01	0	icdhs02	0	icdhs03	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFS4	1	2	49	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFT1	1	2	98	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
