string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	float	dword	dword	dword	dword	dword	float	float	dword	dword	float	dword	dword	float	float	float	float	float	dword	float	float	float	dword	dword	float	float	float	float	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	float	float	float	string[64]	float	float	string[64]	float	float	string[64]	float	float	string[64]	float	string[64]	float	dword	float	float	float	float	float	float	float	dword	dword	dword	float	float	float	float	float	float	float	dword	float	float	dword	dword	dword	string[64]	dword	string[64]	dword	string[64]	dword	float	float	dword	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	END
02A01	Гиперморф	04C	0	-1	1	31	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	31	0	27	1	2	1	85297	1229	0	-1	1	0	0	30	65	75	64	-1	0	483	0,5	0,293343008	0	0	0	0	70	0	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1654	0	0	2034	2034	2034	736	270	4	30	100	120	100	5000	3	4	100	0	40	8000	0	0	1	-1	0	-1	0	-1	0	9	0,070788004	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	16	
02A02	Гиперморф	04C	0	-1	1	31	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	31	0	27	1	2	1	85297	1229	0	-1	1	0	0	30	65	75	64	-1	0	483	0,5	0,293343008	0	0	0	0	70	0	00000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1654	0	0	2034	2034	2034	736	270	4	30	100	120	100	5000	3	4	100	0	40	8000	0	0	1	-1	0	-1	0	-1	0	9	0,070788004	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	16	
04B00	Терминал	071	0	-1	5	31	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	31	0	27	1	2	1	85297	1229	0	-1	1	0	0	30	65	75	64	-1	0	483	0,5	0,293343008	0	0	20	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	10000000	10	10850	2034	2034	2034	1000	270	4	30	100	0	150	5000	0	0	100	0	200	8000	100	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	-1	514	
04B01	Терминал	071	0	-1	5	31	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	31	0	27	1	2	1	85297	1229	0	-1	1	0	0	30	65	75	64	-1	0	483	0,5	0,293343008	0	0	20	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	10000000	10	10850	2034	2034	2034	1000	270	4	30	100	0	150	5000	0	0	100	0	200	8000	100	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	-1	514	
04B02	Терминал	071	0	-1	5	31	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	31	0	27	1	2	1	85297	1229	0	-1	1	0	0	30	65	75	64	-1	0	483	0,5	0,293343008	0	0	20	20	20	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	10000000	10	10850	2034	2034	2034	1000	270	4	30	100	0	150	5000	0	0	100	0	200	8000	100	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	-1	514	
02C00	Медведка	057	0	-1	3	32	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	32	0	28	1	2	1	110884	1385	0	-1	1	0	0	30	65	78	66	-1	0	518	0,5	0,279754996	0	0	0	70	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1710	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	2	4	100	0	40	8000	0	100	1	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
02C01	Медведка	057	0	-1	3	32	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	32	0	28	1	2	1	110884	1385	0	-1	1	0	0	30	65	78	66	-1	0	518	0,5	0,279754996	0	0	0	70	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1710	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	2	4	100	0	40	8000	0	100	1	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
02C02	Медведка	057	0	-1	3	32	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	32	0	28	1	2	1	110884	1385	0	-1	1	0	0	30	65	78	66	-1	0	518	0,5	0,279754996	0	0	0	70	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1710	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	2	4	100	0	40	8000	0	100	1	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
02D00	Взрослый Трицератопс	067	0	-1	0	32	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	32	0	28	1	2	1	110884	1385	0	-1	1	0	0	30	65	78	66	-1	0	518	0,5	0,279754996	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1710	0	0	2034	2034	2034	736	270	4	30	100	37,5	100	5000	2	4	100	0	40	8000	0	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	2049	
02D01	Взрослый Трицератопс	067	0	-1	0	32	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	32	0	28	1	2	1	110884	1385	0	-1	1	0	0	30	65	78	66	-1	0	518	0,5	0,279754996	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1710	0	0	2034	2034	2034	736	270	4	30	100	37,5	100	5000	2	4	100	0	40	8000	0	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	2049	
02D02	Взрослый Трицератопс	067	0	-1	0	32	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	32	0	28	1	2	1	110884	1385	0	-1	1	0	0	30	65	78	66	-1	0	518	0,5	0,279754996	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1710	0	0	2034	2034	2034	736	270	4	30	100	37,5	100	5000	2	4	100	0	40	8000	0	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	2049	
046A1	Воин Лазувардинов	071	0	-1	10	32	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	32	0	28	1	2	1	110884	1385	0	-1	1	0	0	30	65	78	66	-1	0	518	0,5	0,279754996	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1710	0	0	2034	2034	2034	832	270	4	30	100	56,25	100	5000	1,5	2,25	150	0	60	8000	100	0	0	-1	0	-1	0	-1	0	9	0,071351998	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	1	258	
02E00	Красный Скорпион	060	0	-1	3	33	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	33	0	29	1	2	1	144148	1564	0	-1	1	0	0	30	65	80	68	-1	0	555	0,5	0,266261011	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1762	0	0	2034	2034	2034	544	270	4	30	100	43,75	100	5000	2	4	100	0	40	8000	20	0	1	-1	0	-1	0	-1	0	2	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
02E01	Красный Скорпион	060	0	-1	3	33	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	33	0	29	1	2	1	144148	1564	0	-1	1	0	0	30	65	80	68	-1	0	555	0,5	0,266261011	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1762	0	0	2034	2034	2034	544	270	4	30	100	43,75	100	5000	2	4	100	0	40	8000	20	0	1	-1	0	-1	0	-1	0	2	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
02E02	Красный Скорпион	060	0	-1	3	33	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	33	0	29	1	2	1	144148	1564	0	-1	1	0	0	30	65	80	68	-1	0	555	0,5	0,266261011	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1762	0	0	2034	2034	2034	544	270	4	30	100	43,75	100	5000	2	4	100	0	40	8000	20	0	1	-1	0	-1	0	-1	0	2	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
02F00	Змееголов Убийца	05E	0	-1	6	33	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	33	0	29	1	2	1	144148	1564	0	-1	1	0	0	30	65	80	68	-1	0	555	0,5	0,266261011	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1762	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	3	5	100	0	40	8000	20	0	0	-1	0	-1	0	-1	0	2	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	9	0	-1	-1	0	-1	-1	2	513	
02F01	Змееголов Убийца	05E	0	-1	6	33	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	33	0	29	1	2	1	144148	1564	0	-1	1	0	0	30	65	80	68	-1	0	555	0,5	0,266261011	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1762	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	3	5	100	0	40	8000	20	0	0	-1	0	-1	0	-1	0	2	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	9	0	-1	-1	0	-1	-1	2	513	
02F02	Змееголов Убийца	05E	0	-1	6	33	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	33	0	29	1	2	1	144148	1564	0	-1	1	0	0	30	65	80	68	-1	0	555	0,5	0,266261011	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1762	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	3	5	100	0	40	8000	20	0	0	-1	0	-1	0	-1	0	2	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	9	0	-1	-1	0	-1	-1	2	513	
041A1	Богомол	075	0	-1	4	33	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	33	0	29	1	2	1	144148	1564	0	-1	1	0	0	30	65	80	68	-1	0	555	0,5	0,266261011	0	0	0	0	0	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1762	0	0	2034	2034	2034	1408	270	4	30	100	43,75	100	5000	3	5	100	0	40	8000	100	100	1	-1	0	-1	0	-1	0	9	0,071902998	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	8	
03200	Шипоголов Лучник	065	0	-1	6	34	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	1	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	800	270	4	30	100	120	100	5000	3	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	7	513	
03201	Шипоголов Лучник	065	0	-1	6	34	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	1	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	800	270	4	30	100	120	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	7	513	
03202	Шипоголов Лучник	065	0	-1	6	34	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	1	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	800	270	4	30	100	120	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	7	513	
03500	Шипоголов Копейщик	068	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	800	270	4	30	100	31,25	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,072442003	0	1	20000	50	30	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	513	
03501	Шипоголов Копейщик	068	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	800	270	4	30	100	31,25	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,072442003	0	1	20000	50	30	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	513	
03502	Шипоголов Копейщик	068	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	800	270	4	30	100	31,25	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,072442003	0	1	20000	50	30	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	513	
03000	Культист Воин	063	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	832	270	4	30	100	43,75	100	5000	3	4	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	10	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	19	513	
03001	Культист Воин	063	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	832	270	4	30	100	43,75	100	5000	3	4	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	10	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	19	513	
03002	Культист Воин	063	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	832	270	4	30	100	43,75	100	5000	3	4	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	10	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	19	513	
03100	Змееголов Ракетчик	073	0	-1	6	34	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	1	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	55	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	928	270	4	30	100	120	100	5000	3	5	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	11	513	
03101	Змееголов Ракетчик	073	0	-1	6	34	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	1	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	55	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	928	270	4	30	100	120	100	5000	3	5	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	11	513	
03102	Змееголов Ракетчик	073	0	-1	6	34	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	1	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	55	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	928	270	4	30	100	120	100	5000	3	5	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	11	513	
03400	Змееголов Берсерк	064	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	3	5	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,072442003	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	2	513	
03401	Змееголов Берсерк	064	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	3	5	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,072442003	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	2	513	
03402	Змееголов Берсерк	064	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	3	5	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,072442003	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	2	513	
03301	Русалка	08B	0	-1	7	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	50	0	0	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	800	270	4	30	100	31,25	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	258	
03302	Русалка	08B	0	-1	7	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	50	0	0	00001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	800	270	4	30	100	31,25	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	258	
