byte	byte	word	dword	ccode	string[32]	ccode	ccode	ccode	ccode	ccode	ccode	ccode	ccode	dword	string[32]	string[32]	string[32]	dword	xeh	xeh	xeh	xeh	xeh	xeh	xeh	xeh	xeh	xeh	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	hex	hex	hex	hex	hex	hex	hex	hex	hex	clcode	clcode	clcode	clcode	clcode	clcode	clcode	clcode	clcode	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	dword	string[1024]	END
Class	Grade	none	Count	Code	Code	Ch_Class1	Ch_Class2	Ch_Class3	Ch_Class4	Ch_Class5	Ch_Class6	Ch_Class7	Ch_Class8	Icon	some name	somename	EngName	Race	LinkSkill1	LinkSkill2	LinkSkill3	LinkSkill4	LinkSkill5	LinkSkill6	LinkSkill7	LinkSkill8	LinkSkill9	LinkSkill10	TrapMaxNum	BnsHP	BnsFP	BnsSP	MeleMastery	RangeMastery2	SpecialMastery	none	ShieldMastery	DefMastery	MakeMastery1	MakeMastery2	MakeMastery3	DarkYch	DarkExp	DarkEl	DarkMag	HolyYch	HolyExp	HolyEl	HolyMag	Fire1	Fire2	Fire3	Fire4	Aqua1	Aqua2	Aqua3	Aqua4	Soil1	Soil2	Soil3	Soil4	Wind1	Wind2	Wind3	Wind4	none	none	none	none	none	none	none	none	none	none	none	none	IsSelectReward	type1	type2	type3	type4	type5	type6	type7	type8	type9	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Reward9	Amount1	Amount2	Amount3	Amount4	Amount5	Amount6	Amount7	Amount8	Amount9	nnone	none	ProfFeatures	desc
2	2	0	34	BFS2	BFS2	-1	-1	-1	-1	-1	-1	-1	-1	19	є§¶уЕдБ¤ЅЕ°и	Медиум	ASTRAL	0	7F11D	7F11E	7F11F	-1	-1	-1	-1	-1	-1	-1	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58696	58696	0	0	78262	117393	0	0	78262	117393	0	0	78262	117393	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12000000	12000000	12000000	12000000	12000000	12000000	ff000000	ff000000	ff000000	icaha03	icaha04	ictha03	ictha04	icwha03	icwha04	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	0	0	Медиум скорее поддерживает своих союзников, чем ведет борьбу на передовой линии. Этот Тип обладает специальным навыком переносить своих братьев по оружию в безопасное место.
2	2	0	35	BFS3	BFS3	-1	-1	-1	-1	-1	-1	-1	-1	20	є§¶уЕдБ¤ЅЕ°и	Чудотворец	HOLYCANDRA	0	7F120	7F121	7F122	-1	-1	-1	-1	-1	-1	-1	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117393	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12000000	12000000	12000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ichhs01	ichhs02	ichhs03	-1	-1	-1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	0	Чудотворец – мастер Светлой магии наивысшего уровня. Этот тип обладает даром полного исцеления и специальным Умением ослеплять противника.
2	2	0	36	BFS4	BFS4	-1	-1	-1	-1	-1	-1	-1	-1	21	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	3	0	37	BFT1	BFT1	-1	-1	-1	-1	-1	-1	-1	-1	38	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	3	0	38	BFT2	BFT2	-1	-1	-1	-1	-1	-1	-1	-1	39	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	3	0	39	BFT3	BFT3	-1	-1	-1	-1	-1	-1	-1	-1	40	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	3	0	40	BFT4	BFT4	-1	-1	-1	-1	-1	-1	-1	-1	41	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	3	0	41	BFT5	BFT5	-1	-1	-1	-1	-1	-1	-1	-1	42	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	3	0	42	BFT6	BFT6	-1	-1	-1	-1	-1	-1	-1	-1	43	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	3	0	43	BFT7	BFT7	-1	-1	-1	-1	-1	-1	-1	-1	44	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
2	3	0	44	BFT8	BFT8	-1	-1	-1	-1	-1	-1	-1	-1	45	є§¶уЕдБ¤ЅЕ°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
3	0	0	45	BSB0	BSB0	BWF1	BWF2	BRF1	BRF2	BFF1	BFF2	BSF1	BSF2	22	є§¶уЕдЖЇјц°и	Специалист	SPECIALIST	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16000000	06000000	0f000000	0d000000	0d000000	0d000000	0d000000	ff000000	ff000000	iqbbb00	iwmtb00	itttt00	ipbhp00	ipbfp00	ipbsp00	ipbhx00	-1	-1	10	1	254	50	99	50	50	-1	-1	0	0	56	Специалисты в большой степени производители, а не воины. Обычно Специалисты охотятся за монстрами лишь для того, чтобы добыть трофеи, которые они используют для производства высококачественного оружия и доспехов. После первого продвижения игрок может выбрать один из Типов Класса Специалистов. Тип Ремесленник - это профессиональный производитель, Тип Пилот – единственный Тип, который может управлять MAU, доступными только Федерации Беллато наступательными роботами.
3	1	0	46	BSF1	BSF1	BSS1	-1	-1	-1	-1	-1	-1	-1	23	є§¶уЕдЖЇјц°и	Ремесленник	CRAFTSMAN	0	7F192	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	500	500	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19000000	19000000	19000000	11000000	11000000	ff000000	ff000000	ff000000	ff000000	gtbb001	gtbb001	gtbb001	irgef01	irgea01	-1	-1	-1	-1	254	254	254	6	6	-1	-1	-1	-1	0	0	56	Ремесленники специализируются на добыче и обработке материалов, производстве, а также усовершенствовании брони и вооружения. Ремесленники - не воины, но они как воздух необходимы Федерации Беллато.
3	1	0	47	BSF2	BSF2	BSS2	-1	-1	-1	-1	-1	-1	-1	24	є§¶уЕдЖЇјц°и	Пилот	DRIVER	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	06000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	iwbob30	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	Пилот специализируется на управлении смертоносными наступательными роботами Беллато MAU. Когда он не управляет MAU, он более приспособлен к ведению дальнего боя, как Стрелок.
3	2	0	48	BSS1	BSS1	-1	-1	-1	-1	-1	-1	-1	-1	25	є§¶уЕдЖЇјц°и	Кузнец	MENTALSMITH	0	7F198	7F199	-1	-1	-1	-1	-1	-1	-1	-1	0	15	0	0	0	0	0	0	0	180280	600	600	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0a000000	11000000	11000000	11000000	11000000	ff000000	ff000000	ff000000	ff000000	iaxxx09	irgef03	irgea03	irget03	irgew03	-1	-1	-1	-1	1	10	10	10	10	-1	-1	-1	-1	0	0	56	Кузнец - исключительно опытный производитель. Он играет важнейшую роль в снабжении войск доспехами. Этот Тип способен также улучшать способность союзников обороняться или лечить при помощи медицинских инструментов тех, кто не способен вести борьбу.
3	2	0	49	BSS2	BSS2	-1	-1	-1	-1	-1	-1	-1	-1	26	є§¶уЕдЖЇјц°и	Технорыцарь	ARMORRIDER	0	7F19B	7F19C	-1	-1	-1	-1	-1	-1	-1	-1	0	5	0	0	0	0	10000000	0	0	90140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0a000000	11000000	11000000	11000000	11000000	ff000000	ff000000	ff000000	ff000000	iaxxx09	irgef03	irgea03	irget03	irgew03	-1	-1	-1	-1	1	10	10	10	10	-1	-1	-1	-1	0	0	1	Технорыцарь – член специального подразделения пилотов MAU. Только самые лучшие Пилоты могут стать Технорыцарями. При управлении MAU Технорыцарь намного эффективнее Пилота. Технорыцари критически важны для Федерации Беллато.
3	2	0	50	BSS3	BSS3	-1	-1	-1	-1	-1	-1	-1	-1	27	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	_
3	2	0	51	BSS4	BSS4	-1	-1	-1	-1	-1	-1	-1	-1	28	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	_
3	3	0	52	BST1	BST1	-1	-1	-1	-1	-1	-1	-1	-1	53	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	56	_
3	3	0	53	BST2	BST2	-1	-1	-1	-1	-1	-1	-1	-1	54	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	56	_
3	3	0	54	BST3	BST3	-1	-1	-1	-1	-1	-1	-1	-1	55	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	56	_
3	3	0	55	BST4	BST4	-1	-1	-1	-1	-1	-1	-1	-1	56	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	56	_
3	3	0	56	BST5	BST5	-1	-1	-1	-1	-1	-1	-1	-1	57	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	_
3	3	0	57	BST6	BST6	-1	-1	-1	-1	-1	-1	-1	-1	58	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	_
3	3	0	58	BST7	BST7	-1	-1	-1	-1	-1	-1	-1	-1	59	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	_
3	3	0	59	BST8	BST8	-1	-1	-1	-1	-1	-1	-1	-1	60	є§¶уЕдЖЇјц°и	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	_
0	0	0	60	CWB0	CWB0	CWF1	CWF2	CRF1	CRF2	CFF1	CFF2	CSF1	-1	29	ДЪ¶уАь»з	Воин	WARRIOR	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16000000	0d000000	0d000000	0d000000	0d000000	ff000000	ff000000	ff000000	ff000000	iqccc00	ipchp00	ipcfp00	ipcsp00	ipchx00	-1	-1	-1	-1	10	50	99	50	50	-1	-1	-1	-1	0	0	0	Воины обладают исключительными навыками ведения ближнего боя. Они физически сильнее, чем другие Классы. В битве Воины специализируются на двуручных мечах или одноручных мечах в сочетании со щитом. После первого продвижения игрок может выбрать один из Типов Класса Воинов. Тип Чемпион хорош в атаке, Тип Рыцарь специализируется на обороне.
0	1	0	61	CWF1	CWF1	CWS1	CWS2	-1	-1	-1	-1	-1	-1	31	ДЪ¶уАь»з	Чемпион	CHAMPION	1	8F042	8F043	-1	-1	-1	-1	-1	-1	-1	-1	0	40	5	5	91714	0	0	0	0	51589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	06000000	06000000	06000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	iwswb30	iwaxb30	iwspb30	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	Тип Чемпион - ядро пехотных войск Коритского Альянса. Чемпионы сильны и выносливы. Их задачей является грубое истребление врага.
0	1	0	62	CWF2	CWF2	CWS2	CWS3	-1	-1	-1	-1	-1	-1	30	ДЪ¶уАь»з	Рыцарь	KNIGHTS	1	8F045	8F046	8F047	-1	-1	-1	-1	-1	-1	-1	0	60	0	0	61143	0	0	0	34393	34393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	07000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	idbcb29	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	Рыцари обладают лучшими оборонительными Умениями в Коритском Альянсе. Как в одиночку, так и в составе группы Рыцарь - ценный воин на передовой линии.
0	2	0	63	CWS1	CWS1	-1	-1	-1	-1	-1	-1	-1	-1	32	ДЪ¶уАь»з	Храмовник	TEMPLAR	1	80048	8F049	8F04A	8F002	80008	-1	-1	-1	-1	-1	0	40	5	5	826286	0	0	0	0	300467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0d000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ipbae02	-1	-1	-1	-1	-1	-1	-1	-1	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	Храмовник - воин благословленный Дайсемом и обладающий огромной физической мощью. Этот священный боец непревзойден в атаке и вселяет трепет во врагов на поле битвы.
0	2	0	64	CWS2	CWS2	-1	-1	-1	-1	-1	-1	-1	-1	33	ДЪ¶уАь»з	Хранитель	GUARDIAN	1	8F04B	8F04C	8F002	80008	-1	-1	-1	-1	-1	-1	0	60	10	5	550857	0	0	0	0	450701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0d000000	0d000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ipbae02	ipbde02	-1	-1	-1	-1	-1	-1	-1	99	99	-1	-1	-1	-1	-1	-1	-1	0	0	0	Хранители – стражи святилища Дайсема. Этот Тип обладает способностью делать врага слабым и славится невообразимой скоростью,  позволяющей совершать молниеносную атаку.
0	2	0	65	CWS3	CWS3	-1	-1	-1	-1	-1	-1	-1	-1	34	ДЪ¶уАь»з	Черный рыцарь	BLACKKNIGHTS	1	8F04E	8F04F	8F002	80008	-1	-1	-1	-1	-1	-1	0	80	0	0	413143	0	0	0	300467	300467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0d000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ipbde02	-1	-1	-1	-1	-1	-1	-1	-1	99	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	Черные рыцари благословлены Темными силами. Этот тип использует Темную магию для самозащиты и сводит противника с ума, насылая на него фантазмы.
0	2	0	66	CWS4	CWS4	-1	-1	-1	-1	-1	-1	-1	-1	35	ДЪ¶уАь»з	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	67	CWT1	CWT1	-1	-1	-1	-1	-1	-1	-1	-1	68	ДЪ¶уАь»з	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	68	CWT2	CWT2	-1	-1	-1	-1	-1	-1	-1	-1	69	ДЪ¶уАь»з	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	69	CWT3	CWT3	-1	-1	-1	-1	-1	-1	-1	-1	70	ДЪ¶уАь»з	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	70	CWT4	CWT4	-1	-1	-1	-1	-1	-1	-1	-1	71	ДЪ¶уАь»з	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
0	3	0	71	CWT5	CWT5	-1	-1	-1	-1	-1	-1	-1	-1	72	ДЪ¶уАь»з	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	ff000000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	_
