string[64]	dword	dword	dword	double	dword	dword	dword	dword	dword	string[64]	string[64]	string[64]	dword	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	dword	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	dword	dword	string[64]	dword	dword	double	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	string[64]	dword	string[64]	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	string[64]	dword	string[64]	dword	string[64]	string[64]	dword	string[64]	string[64]	dword	string[64]	dword	string[64]	END
Q004501	-1	0	0	-1	50	0	0	0	3	08423	-1	-1	3	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	0	0	0	0	0	0	ipbae01	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q004509	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004501	
Q004502	-1	0	0	-1	50	0	0	0	3	0B30B	-1	-1	50	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	0	0	0	0	0	0	ipbch01	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q004503	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004502	
Q004503	-1	1	0	-1	50	0	0	0	3	06B23	-1	-1	30	100	-1	0	3	06C0B	-1	-1	30	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	0	0	0	0	0	0	ipbde01	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q004504	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004503	
Q004504	-1	1	0	-1	50	0	0	0	3	08113	-1	-1	10	100	-1	0	3	08423	-1	-1	10	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	0	0	0	0	0	0	ipbae01	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q004505	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004504	
Q004505	-1	1	0	-1	50	0	0	0	3	0B403	-1	-1	3	30	QI01126	0	3	0821B	-1	-1	5	100	-1	0	3	0831B	-1	-1	5	100	-1	0	-1	0	0	1000000	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q004506	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004505	
Q004506	-1	0	0	-1	50	0	0	0	3	0190B	-1	-1	10	100	-1	0	3	0CA03	-1	-1	10	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	0	0	1000000	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q004507	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004506	
Q004507	-1	0	0	-1	50	0	0	0	3	13503	-1	-1	1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	0	0	1500000	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q004508	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004507	
Q004508	-1	1	0	-1	50	0	0	0	4	iymrk01	-1	-1	1	100	-1	0	4	iymrk02	-1	-1	1	100	-1	0	4	iymrk03	-1	-1	1	100	-1	0	56	2827446160925	1500	3500000	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004508	
Q004509	-1	1	0	-1	50	0	0	0	3	06D07	-1	-1	1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	2827446160924	2000	2437500	0	0	0	iyscr01	1	-1	iaqsa02	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q004509	
Q034010	-1	0	0	-1	1	1	0	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	ieccs00	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034010	
Q034011	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034011	
Q034012	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034012	
Q034013	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034013	
Q034014	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034014	
Q034015	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034015	
Q034016	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034016	
Q034017	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034017	
Q034018	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034018	
Q034019	-1	0	0	-1	1	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	70	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034019	
Q034020	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034020	
Q034021	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034021	
Q034022	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034022	
Q034023	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034023	
Q034024	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034024	
Q034025	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034025	
Q034026	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034026	
Q034027	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034027	
Q034028	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034028	
Q034029	-1	0	0	-1	2	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	105	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034029	
Q034030	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034030	
Q034031	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034031	
Q034032	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034032	
Q034033	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034033	
Q034034	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034034	
Q034035	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034035	
Q034036	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034036	
Q034037	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034037	
Q034038	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034038	
Q034039	-1	0	0	-1	3	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	158	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	Q034039	
Q034040	-1	0	0	-1	4	1	0	0	3	00D02	-1	-1	5	50	QI00500	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	0	0	8949	0	0	0	ieccs00	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	Q034040	
Q034041	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034041	
Q034042	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034042	
Q034043	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034043	
Q034044	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034044	
Q034045	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034045	
Q034046	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034046	
Q034047	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034047	
Q034048	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034048	
Q034049	-1	0	0	-1	4	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	239	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034049	
Q034050	-1	0	0	-1	5	1	0	0	3	00F02	-1	-1	20	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	362	500	9784	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034050	
Q034051	-1	0	0	-1	5	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	362	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034051	
Q034052	-1	0	0	-1	5	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	362	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034052	
Q034053	-1	0	0	-1	5	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	362	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034053	
Q034054	-1	0	0	-1	5	1	0	1	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	-1	-1	-1	-1	100	-1	0	-1	362	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	Q034054	
