xeh	string[128]	string[64]	string[64]	END
000080b3	.\CHARACTER\NPC\BONE\	NEUTRALCS1_STORE_003.BN	NEUTRALCS1_STORE_003.BBX	
00009150	.\CHARACTER\NPC\BONE\	NEUTRALCS2_BORING_000.BN	NEUTRALCS2_BORING_000.BBX	
00009110	.\CHARACTER\NPC\BONE\	NEUTRALCS2_GUARD_000.BN	NEUTRALCS2_GUARD_000.BBX	
00009060	.\CHARACTER\NPC\BONE\	NEUTRALCS2_LOOT_000.BN	NEUTRALCS2_LOOT_000.BBX	
000091a0	.\CHARACTER\NPC\BONE\	NEUTRALCS2_QUEST_000.BN	NEUTRALCS2_QUEST_000.BBX	
00009030	.\CHARACTER\NPC\BONE\	NEUTRALCS2_SPECIAL_000.BN	NEUTRALCS2_SPECIAL_000.BBX	
00009031	.\CHARACTER\NPC\BONE\	NEUTRALCS2_SPECIAL_001.BN	NEUTRALCS2_SPECIAL_001.BBX	
000040a0	.\CHARACTER\NPC\BONE\	NEUTRALC_COINEXCHANGE_000.BN	NEUTRALC_COINEXCHANGE_000.BBX	
00004020	.\CHARACTER\NPC\BONE\	NEUTRALC_DEFENCE_000.BN	NEUTRALC_DEFENCE_000.BBX	
00004021	.\CHARACTER\NPC\BONE\	NEUTRALC_DEFENCE_001.BN	NEUTRALC_DEFENCE_001.BBX	
00004022	.\CHARACTER\NPC\BONE\	NEUTRALC_DEFENCE_002.BN	NEUTRALC_DEFENCE_002.BBX	
00004130	.\CHARACTER\NPC\BONE\	NEUTRALC_EVENTNPC_000.BN	NEUTRALC_EVENTNPC_000.BBX	
00004132	.\CHARACTER\NPC\BONE\	NEUTRALC_EVENTNPC_002.BN	NEUTRALC_EVENTNPC_002.BBX	
00004133	.\CHARACTER\NPC\BONE\	NEUTRALC_EVENTNPC_003.BN	NEUTRALC_EVENTNPC_003.BBX	
00004134	.\CHARACTER\NPC\BONE\	NEUTRALC_EVENTNPC_004.BN	NEUTRALC_EVENTNPC_004.BBX	
00004135	.\CHARACTER\NPC\BONE\	NEUTRALC_EVENTNPC_005.BN	NEUTRALC_EVENTNPC_005.BBX	
00004136	.\CHARACTER\NPC\BONE\	NEUTRALC_EVENTNPC_006.BN	NEUTRALC_EVENTNPC_006.BBX	
00004170	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_000.BN	NEUTRALC_EXPENSIVE_000.BBX	
00004171	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_001.BN	NEUTRALC_EXPENSIVE_001.BBX	
00004172	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_002.BN	NEUTRALC_EXPENSIVE_002.BBX	
00004173	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_003.BN	NEUTRALC_EXPENSIVE_003.BBX	
00004174	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_004.BN	NEUTRALC_EXPENSIVE_004.BBX	
00004175	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_005.BN	NEUTRALC_EXPENSIVE_005.BBX	
00004176	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_006.BN	NEUTRALC_EXPENSIVE_006.BBX	
00004177	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_007.BN	NEUTRALC_EXPENSIVE_007.BBX	
00004178	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_008.BN	NEUTRALC_EXPENSIVE_008.BBX	
00004179	.\CHARACTER\NPC\BONE\	NEUTRALC_EXPENSIVE_009.BN	NEUTRALC_EXPENSIVE_009.BBX	
00004100	.\CHARACTER\NPC\BONE\	NEUTRALC_FORCE_000.BN	NEUTRALC_FORCE_000.BBX	
00004140	.\CHARACTER\NPC\BONE\	NEUTRALC_GATE_000.BN	NEUTRALC_GATE_000.BBX	
000040c0	.\CHARACTER\NPC\BONE\	NEUTRALC_GUILDMANAGER_000.BN	NEUTRALC_GUILDMANAGER_000.BBX	
00004180	.\CHARACTER\NPC\BONE\	NEUTRALC_JEWEL_000.BN	NEUTRALC_JEWEL_000.BBX	
00004060	.\CHARACTER\NPC\BONE\	NEUTRALC_LOOT_000.BN	NEUTRALC_LOOT_000.BBX	
00004061	.\CHARACTER\NPC\BONE\	NEUTRALC_LOOT_001.BN	NEUTRALC_LOOT_001.BBX	
00004062	.\CHARACTER\NPC\BONE\	NEUTRALC_LOOT_002.BN	NEUTRALC_LOOT_002.BBX	
00004063	.\CHARACTER\NPC\BONE\	NEUTRALC_LOOT_003.BN	NEUTRALC_LOOT_003.BBX	
00004064	.\CHARACTER\NPC\BONE\	NEUTRALC_LOOT_004.BN	NEUTRALC_LOOT_004.BBX	
00004050	.\CHARACTER\NPC\BONE\	NEUTRALC_ORE_000.BN	NEUTRALC_ORE_000.BBX	
00004120	.\CHARACTER\NPC\BONE\	NEUTRALC_PAYBOX_000.BN	NEUTRALC_PAYBOX_000.BBX	
00004010	.\CHARACTER\NPC\BONE\	NEUTRALC_POTION_000.BN	NEUTRALC_POTION_000.BBX	
00004011	.\CHARACTER\NPC\BONE\	NEUTRALC_POTION_001.BN	NEUTRALC_POTION_001.BBX	
00004012	.\CHARACTER\NPC\BONE\	NEUTRALC_POTION_002.BN	NEUTRALC_POTION_002.BBX	
000041a0	.\CHARACTER\NPC\BONE\	NEUTRALC_QUEST_000.BN	NEUTRALC_QUEST_000.BBX	
000041a1	.\CHARACTER\NPC\BONE\	NEUTRALC_QUEST_001.BN	NEUTRALC_QUEST_001.BBX	
000041a2	.\CHARACTER\NPC\BONE\	NEUTRALC_QUEST_002.BN	NEUTRALC_QUEST_002.BBX	
000041a3	.\CHARACTER\NPC\BONE\	NEUTRALC_QUEST_003.BN	NEUTRALC_QUEST_003.BBX	
000041a4	.\CHARACTER\NPC\BONE\	NEUTRALC_QUEST_004.BN	NEUTRALC_QUEST_004.BBX	
000041a5	.\CHARACTER\NPC\BONE\	NEUTRALC_QUEST_005.BN	NEUTRALC_QUEST_005.BBX	
000041a6	.\CHARACTER\NPC\BONE\	NEUTRALC_QUEST_006.BN	NEUTRALC_QUEST_006.BBX	
000041a7	.\CHARACTER\NPC\BONE\	NEUTRALC_QUEST_007.BN	NEUTRALC_QUEST_007.BBX	
000040f0	.\CHARACTER\NPC\BONE\	NEUTRALC_RACEMANAGER_000.BN	NEUTRALC_RACEMANAGER_000.BBX	
000040f1	.\CHARACTER\NPC\BONE\	NEUTRALC_RACEMANAGER_001.BN	NEUTRALC_RACEMANAGER_001.BBX	
00004070	.\CHARACTER\NPC\BONE\	NEUTRALC_SHA_000.BN	NEUTRALC_SHA_000.BBX	
00004071	.\CHARACTER\NPC\BONE\	NEUTRALC_SHA_001.BN	NEUTRALC_SHA_001.BBX	
00004072	.\CHARACTER\NPC\BONE\	NEUTRALC_SHA_002.BN	NEUTRALC_SHA_002.BBX	
00004030	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_000.BN	NEUTRALC_SPECIAL_000.BBX	
00004031	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_001.BN	NEUTRALC_SPECIAL_001.BBX	
00004032	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_002.BN	NEUTRALC_SPECIAL_002.BBX	
00004033	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_003.BN	NEUTRALC_SPECIAL_003.BBX	
00004034	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_004.BN	NEUTRALC_SPECIAL_004.BBX	
00004035	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_005.BN	NEUTRALC_SPECIAL_005.BBX	
00004036	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_006.BN	NEUTRALC_SPECIAL_006.BBX	
00004037	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_007.BN	NEUTRALC_SPECIAL_007.BBX	
00004038	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_008.BN	NEUTRALC_SPECIAL_008.BBX	
00004039	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_009.BN	NEUTRALC_SPECIAL_009.BBX	
0000403a	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_010.BN	NEUTRALC_SPECIAL_010.BBX	
0000403b	.\CHARACTER\NPC\BONE\	NEUTRALC_SPECIAL_011.BN	NEUTRALC_SPECIAL_011.BBX	
00004000	.\CHARACTER\NPC\BONE\	NEUTRALC_WEAPON_000.BN	NEUTRALC_WEAPON_000.BBX	
00004001	.\CHARACTER\NPC\BONE\	NEUTRALC_WEAPON_001.BN	NEUTRALC_WEAPON_001.BBX	
00004002	.\CHARACTER\NPC\BONE\	NEUTRALC_WEAPON_002.BN	NEUTRALC_WEAPON_002.BBX	
00004003	.\CHARACTER\NPC\BONE\	NEUTRALC_WEAPON_003.BN	NEUTRALC_WEAPON_003.BBX	
0000c0a0	.\CHARACTER\NPC\BONE\	PLATFORM01_COINEXCHANGE_000.BN	PLATFORM01_COINEXCHANGE_000.BBX	
0000c130	.\CHARACTER\NPC\BONE\	PLATFORM01_EVENTNPC_000.BN	PLATFORM01_EVENTNPC_000.BBX	
0000c100	.\CHARACTER\NPC\BONE\	PLATFORM01_FORCE_000.BN	PLATFORM01_FORCE_000.BBX	
0000c062	.\CHARACTER\NPC\BONE\	PLATFORM01_LOOT_002.BN	PLATFORM01_LOOT_002.BBX	
0000c120	.\CHARACTER\NPC\BONE\	PLATFORM01_PAYBOX_000.BN	PLATFORM01_PAYBOX_000.BBX	
0000c121	.\CHARACTER\NPC\BONE\	PLATFORM01_PAYBOX_001.BN	PLATFORM01_PAYBOX_001.BBX	
0000c122	.\CHARACTER\NPC\BONE\	PLATFORM01_PAYBOX_002.BN	PLATFORM01_PAYBOX_002.BBX	
0000c010	.\CHARACTER\NPC\BONE\	PLATFORM01_POTION_000.BN	PLATFORM01_POTION_000.BBX	
0000c1a0	.\CHARACTER\NPC\BONE\	PLATFORM01_QUEST_000.BN	PLATFORM01_QUEST_000.BBX	
0000c1a1	.\CHARACTER\NPC\BONE\	PLATFORM01_QUEST_001.BN	PLATFORM01_QUEST_001.BBX	
0000c040	.\CHARACTER\NPC\BONE\	PLATFORM01_REQUEST_000.BN	PLATFORM01_REQUEST_000.BBX	
000221a0	.\CHARACTER\NPC\BONE\	RESOURCE_QUEST_000.BN	RESOURCE_QUEST_000.BBX	
000221a1	.\CHARACTER\NPC\BONE\	RESOURCE_QUEST_001.BN	RESOURCE_QUEST_001.BBX	
000221a2	.\CHARACTER\NPC\BONE\	RESOURCE_QUEST_002.BN	RESOURCE_QUEST_002.BBX	
000221a3	.\CHARACTER\NPC\BONE\	RESOURCE_QUEST_003.BN	RESOURCE_QUEST_003.BBX	
00014160	.\CHARACTER\NPC\BONE\	SETTE_PORTAL_000.BN	SETTE_PORTAL_000.BBX	
000141a0	.\CHARACTER\NPC\BONE\	SETTE_QUEST_000.BN	SETTE_QUEST_000.BBX	
000141a1	.\CHARACTER\NPC\BONE\	SETTE_QUEST_001.BN	SETTE_QUEST_001.BBX	
000141a2	.\CHARACTER\NPC\BONE\	SETTE_QUEST_002.BN	SETTE_QUEST_002.BBX	
000141a3	.\CHARACTER\NPC\BONE\	SETTE_QUEST_003.BN	SETTE_QUEST_003.BBX	
000141a4	.\CHARACTER\NPC\BONE\	SETTE_QUEST_004.BN	SETTE_QUEST_004.BBX	
000141a5	.\CHARACTER\NPC\BONE\	SETTE_QUEST_005.BN	SETTE_QUEST_005.BBX	
000141a6	.\CHARACTER\NPC\BONE\	SETTE_QUEST_006.BN	SETTE_QUEST_006.BBX	
000141a7	.\CHARACTER\NPC\BONE\	SETTE_QUEST_007.BN	SETTE_QUEST_007.BBX	
00014030	.\CHARACTER\NPC\BONE\	SETTE_SPECIAL_000.BN	SETTE_SPECIAL_000.BBX	
000201a0	.\CHARACTER\NPC\BONE\	WOUNDED_QUEST_000.BN	WOUNDED_QUEST_000.BBX	
000201a1	.\CHARACTER\NPC\BONE\	WOUNDED_QUEST_001.BN	WOUNDED_QUEST_001.BBX	
000201a2	.\CHARACTER\NPC\BONE\	WOUNDED_QUEST_002.BN	WOUNDED_QUEST_002.BBX	
00020030	.\CHARACTER\NPC\BONE\	WOUNDED_SPECIAL_000.BN	WOUNDED_SPECIAL_000.BBX	
00020031	.\CHARACTER\NPC\BONE\	WOUNDED_SPECIAL_001.BN	WOUNDED_SPECIAL_001.BBX	
00020032	.\CHARACTER\NPC\BONE\	WOUNDED_SPECIAL_002.BN	WOUNDED_SPECIAL_002.BBX	
00020033	.\CHARACTER\NPC\BONE\	WOUNDED_SPECIAL_003.BN	WOUNDED_SPECIAL_003.BBX	
00020034	.\CHARACTER\NPC\BONE\	WOUNDED_SPECIAL_004.BN	WOUNDED_SPECIAL_004.BBX	
