string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	dword	dword	float	float	float	float	float	long	dword	float	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	float	END
ikcc001	1	800600	155	Силовой Левитатор 	6	5	6	0	00110	40	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	10	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc001	-1	0	8	
ikcc002	1	800600	155	Силовой Левитатор Огня 	6	5	6	0	00110	40	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc002	-1	0	8	
ikcc003	1	800600	155	Силовой Левитатор Воды 	6	5	6	0	00110	40	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc003	-1	0	8	
ikcc004	1	800600	155	Силовой Левитатор Земли 	6	5	6	0	00110	40	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc004	-1	0	8	
ikcc005	1	800600	155	Силовой Левитатор Воздуха 	6	5	6	0	00110	40	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc005	-1	0	8	
ikcc006	1	800600	155	Улучшеный Силовой Левитатор 	6	5	6	0	00110	50	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	15	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc006	-1	0	9	
ikcc007	1	800600	155	Улучшеный Силовой Левитатор Огня 	6	5	6	0	00110	50	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc007	-1	0	9	
ikcc008	1	800600	155	Улучшеный Силовой Левитатор Воды 	6	5	6	0	00110	50	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc008	-1	0	9	
ikcc009	1	800600	155	Улучшеный Силовой Левитатор Земли 	6	5	6	0	00110	50	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc009	-1	0	9	
ikcc010	1	800600	155	Улучшеный Силовой Левитатор Воздуха 	6	5	6	0	00110	50	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	7	tikcc010	-1	0	9	
ikcpc01	1	800600	203	Премиум Антиграв	6	5	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	10	0	0	0	0	0	0	0	1	0	0	0	1	0	tikcpc01	-1	0	9	
ikcc012	1	800601	219	Золотой Силовой Левитатор 	6	0	6	0	00110	40	-1	0	-1	-1	-1	-1	0	100	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	tikcc012	-1	0	9	
ikcc013	0	80060C	0	Мантия Слуги Альянса13	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc013	-1	0	0	
ikcc014	0	80060D	0	Мантия Слуги Альянса14	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc014	-1	0	0	
ikcc015	0	80060E	0	Мантия Слуги Альянса15	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc015	-1	0	0	
ikcc016	0	80060F	0	Мантия Слуги Альянса16	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc016	-1	0	0	
ikcc017	0	800610	0	Мантия Слуги Альянса17	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc017	-1	0	0	
ikcc018	0	800611	0	Мантия Слуги Альянса18	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc018	-1	0	0	
ikcc019	0	800612	0	Мантия Слуги Альянса19	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc019	-1	0	0	
ikcc020	0	800613	0	Мантия Слуги Альянса20	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc020	-1	0	0	
ikcc021	0	800614	0	Мантия Слуги Альянса21	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc021	-1	0	0	
ikcc022	0	800615	0	Мантия Слуги Альянса22	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc022	-1	0	0	
ikcc023	0	800616	0	Мантия Слуги Альянса23	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc023	-1	0	0	
ikcc024	0	800617	0	Мантия Слуги Альянса24	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc024	-1	0	0	
ikcc025	0	800618	0	Мантия Слуги Альянса25	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc025	-1	0	0	
ikcc026	0	800619	0	Мантия Слуги Альянса26	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc026	-1	0	0	
ikcc027	0	80061A	0	Мантия Слуги Альянса27	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc027	-1	0	0	
ikcc028	0	80061B	0	Мантия Слуги Альянса28	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc028	-1	0	0	
ikcc029	0	80061C	0	Мантия Слуги Альянса29	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc029	-1	0	0	
ikcc030	0	80061D	0	Мантия Слуги Альянса30	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc030	-1	0	0	
ikcc031	0	80061E	0	Мантия Слуги Альянса31	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc031	-1	0	0	
ikcc032	0	80061F	0	Мантия Слуги Альянса32	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc032	-1	0	0	
ikcc033	0	800620	0	Мантия Слуги Альянса33	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc033	-1	0	0	
ikcc034	0	800621	0	Мантия Слуги Альянса34	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc034	-1	0	0	
ikcc035	0	800622	0	Мантия Слуги Альянса35	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc035	-1	0	0	
ikcc036	0	800623	0	Мантия Слуги Альянса36	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc036	-1	0	0	
ikcc037	0	800624	0	Мантия Слуги Альянса37	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc037	-1	0	0	
ikcc038	0	800625	0	Мантия Слуги Альянса38	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc038	-1	0	0	
ikcc039	0	800626	0	Мантия Слуги Альянса39	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc039	-1	0	0	
ikcc040	0	800627	0	Мантия Слуги Альянса40	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc040	-1	0	0	
ikcc041	0	800628	0	Мантия Слуги Альянса41	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc041	-1	0	0	
ikcc042	0	800629	0	Мантия Слуги Альянса42	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc042	-1	0	0	
ikcc043	0	80062A	0	Мантия Слуги Альянса43	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc043	-1	0	0	
ikcc044	0	80062B	0	Мантия Слуги Альянса44	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc044	-1	0	0	
ikcc045	0	80062C	0	Мантия Слуги Альянса45	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc045	-1	0	0	
ikcc046	0	80062D	0	Мантия Слуги Альянса46	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc046	-1	0	0	
ikcc047	0	80062E	0	Мантия Слуги Альянса47	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc047	-1	0	0	
ikcc048	0	80062F	0	Мантия Слуги Альянса48	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc048	-1	0	0	
ikcc049	0	800630	0	Мантия Слуги Альянса49	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc049	-1	0	0	
ikcc050	0	800631	0	Мантия Слуги Альянса50	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc050	-1	0	0	
ikcc051	0	800632	0	Мантия Слуги Альянса51	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc051	-1	0	0	
ikcc052	0	800633	0	Мантия Слуги Альянса52	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc052	-1	0	0	
ikcc053	0	800634	0	Мантия Слуги Альянса53	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc053	-1	0	0	
ikcc054	0	800635	0	Мантия Слуги Альянса54	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc054	-1	0	0	
ikcc055	0	800636	0	Мантия Слуги Альянса55	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc055	-1	0	0	
ikcc056	0	800637	0	Мантия Слуги Альянса56	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc056	-1	0	0	
ikcc057	0	800638	0	Мантия Слуги Альянса57	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc057	-1	0	0	
ikcc058	0	800639	0	Мантия Слуги Альянса58	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc058	-1	0	0	
ikcc059	0	80063A	0	Мантия Слуги Альянса59	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc059	-1	0	0	
ikcc060	0	80063B	0	Мантия Слуги Альянса60	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc060	-1	0	0	
ikcc061	0	80063C	0	Мантия Слуги Альянса61	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc061	-1	0	0	
ikcc062	0	80063D	0	Мантия Слуги Альянса62	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc062	-1	0	0	
ikcc063	0	80063E	0	Мантия Слуги Альянса63	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc063	-1	0	0	
ikcc064	0	80063F	0	Мантия Слуги Альянса64	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc064	-1	0	0	
ikcc065	0	800640	0	Мантия Слуги Альянса65	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc065	-1	0	0	
ikcc066	0	800641	0	Мантия Слуги Альянса66	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc066	-1	0	0	
ikcc067	0	800642	0	Мантия Слуги Альянса67	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc067	-1	0	0	
ikcc068	0	800643	0	Мантия Слуги Альянса68	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc068	-1	0	0	
ikcc069	0	800644	0	Мантия Слуги Альянса69	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc069	-1	0	0	
ikcc070	0	800645	0	Мантия Слуги Альянса70	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc070	-1	0	0	
ikcc071	0	800646	0	Мантия Слуги Альянса71	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc071	-1	0	0	
ikcc072	0	800647	0	Мантия Слуги Альянса72	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc072	-1	0	0	
ikcc073	0	800648	0	Мантия Слуги Альянса73	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc073	-1	0	0	
ikcc074	0	800649	0	Мантия Слуги Альянса74	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc074	-1	0	0	
ikcc075	0	80064A	0	Мантия Слуги Альянса75	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc075	-1	0	0	
ikcc076	0	80064B	0	Мантия Слуги Альянса76	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc076	-1	0	0	
ikcc077	0	80064C	0	Мантия Слуги Альянса77	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc077	-1	0	0	
ikcc078	0	80064D	0	Мантия Слуги Альянса78	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc078	-1	0	0	
ikcc079	0	80064E	0	Мантия Слуги Альянса79	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc079	-1	0	0	
ikcc080	0	80064F	0	Мантия Слуги Альянса80	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc080	-1	0	0	
ikcc081	0	800650	0	Мантия Слуги Альянса81	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc081	-1	0	0	
ikcc082	0	800651	0	Мантия Слуги Альянса82	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc082	-1	0	0	
ikcc083	0	800652	0	Мантия Слуги Альянса83	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc083	-1	0	0	
ikcc084	0	800653	0	Мантия Слуги Альянса84	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc084	-1	0	0	
ikcc085	0	800654	0	Мантия Слуги Альянса85	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc085	-1	0	0	
ikcc086	0	800655	0	Мантия Слуги Альянса86	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc086	-1	0	0	
ikcc087	0	800656	0	Мантия Слуги Альянса87	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc087	-1	0	0	
ikcc088	0	800657	0	Мантия Слуги Альянса88	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc088	-1	0	0	
ikcc089	0	800658	0	Мантия Слуги Альянса89	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc089	-1	0	0	
ikcc090	0	800659	0	Мантия Слуги Альянса90	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc090	-1	0	0	
ikcc091	0	80065A	0	Мантия Слуги Альянса91	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc091	-1	0	0	
ikcc092	0	80065B	0	Мантия Слуги Альянса92	6	0	6	0	00110	1	-1	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	tikcc092	-1	0	0	
