clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	byte	byte	long	byte	byte	byte	byte	byte	byte	byte	byte	float	float	float	float	dword	dword	dword	word	word	word	word	float	float	float	dword	END
ikcc142	Мантия Слуги Альянса142	80068D	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	297	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc143	Мантия Слуги Альянса143	80068E	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	298	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc144	Мантия Слуги Альянса144	80068F	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	299	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc145	Мантия Слуги Альянса145	800690	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	300	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc146	Мантия Слуги Альянса146	800691	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	301	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc147	Мантия Слуги Альянса147	800692	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	302	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc148	Мантия Слуги Альянса148	800693	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	303	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc149	Мантия Слуги Альянса149	800694	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	304	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc150	Мантия Слуги Альянса150	800695	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	305	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc151	Мантия Слуги Альянса151	800696	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	306	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc152	Мантия Слуги Альянса152	800697	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	307	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc153	Мантия Слуги Альянса153	800698	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	308	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc154	Мантия Слуги Альянса154	800699	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	309	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc155	Мантия Слуги Альянса155	80069A	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	310	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc156	Мантия Слуги Альянса156	80069B	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	311	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc157	Мантия Слуги Альянса157	80069C	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	312	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc158	Мантия Слуги Альянса158	80069D	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	313	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc159	Мантия Слуги Альянса159	80069E	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	314	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc160	Мантия Слуги Альянса160	80069F	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	315	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc161	Мантия Слуги Альянса161	8006A0	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	316	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc162	Мантия Слуги Альянса162	8006A1	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	317	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc163	Мантия Слуги Альянса163	8006A2	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	318	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc164	Мантия Слуги Альянса164	8006A3	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	319	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc165	Мантия Слуги Альянса165	8006A4	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	320	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc166	Мантия Слуги Альянса166	8006A5	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	321	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc167	Мантия Слуги Альянса167	8006A6	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	322	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc168	Мантия Слуги Альянса168	8006A7	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	323	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc169	Мантия Слуги Альянса169	8006A8	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	324	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc170	Мантия Слуги Альянса170	8006A9	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	325	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc171	Мантия Слуги Альянса171	8006AA	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	326	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc172	Мантия Слуги Альянса172	8006AB	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	327	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc173	Мантия Слуги Альянса173	8006AC	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	328	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc174	Мантия Слуги Альянса174	8006AD	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	329	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc175	Мантия Слуги Альянса175	8006AE	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	330	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc176	Мантия Слуги Альянса176	8006AF	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	331	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc177	Мантия Слуги Альянса177	8006B0	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	332	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc178	Мантия Слуги Альянса178	8006B1	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	333	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc179	Мантия Слуги Альянса179	8006B2	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	334	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc180	Мантия Слуги Альянса180	8006B3	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	335	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc181	Мантия Слуги Альянса181	8006B4	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	336	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc182	Мантия Слуги Альянса182	8006B5	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	337	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc183	Мантия Слуги Альянса183	8006B6	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	338	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc184	Мантия Слуги Альянса184	8006B7	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	339	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc185	Мантия Слуги Альянса185	8006B8	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	340	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc186	Мантия Слуги Альянса186	8006B9	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	341	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc187	Мантия Слуги Альянса187	8006BA	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	342	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc188	Мантия Слуги Альянса188	8006BB	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	343	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc189	Мантия Слуги Альянса189	8006BC	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	344	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc190	Мантия Слуги Альянса190	8006BD	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	345	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc191	Мантия Слуги Альянса191	8006BE	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	346	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc192	Мантия Слуги Альянса192	8006BF	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	347	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc193	Мантия Слуги Альянса193	8006C0	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	348	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc194	Мантия Слуги Альянса194	8006C1	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	349	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc195	Мантия Слуги Альянса195	8006C2	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	350	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc196	Мантия Слуги Альянса196	8006C3	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	351	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc197	Мантия Слуги Альянса197	8006C4	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	352	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc198	Мантия Слуги Альянса198	8006C5	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	353	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc199	Мантия Слуги Альянса199	8006C6	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	354	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc200	Мантия Слуги Альянса200	8006C7	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	355	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc201	Мантия Слуги Альянса201	8006C8	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	256	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc202	Мантия Слуги Альянса202	8006C9	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	257	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc203	Мантия Слуги Альянса203	8006CA	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	258	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc204	Мантия Слуги Альянса204	8006CB	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	259	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc205	Мантия Слуги Альянса205	8006CC	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	260	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc206	Мантия Слуги Альянса206	8006CD	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	261	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc207	Мантия Слуги Альянса207	8006CE	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	262	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc208	Мантия Слуги Альянса208	8006CF	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	263	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc209	Мантия Слуги Альянса209	8006D0	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	264	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc210	Мантия Слуги Альянса210	8006D1	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	265	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc211	Мантия Слуги Альянса211	8006D2	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	266	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc212	Мантия Слуги Альянса212	8006D3	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	267	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc213	Мантия Слуги Альянса213	8006D4	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	268	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc214	Мантия Слуги Альянса214	8006D5	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	269	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc215	Мантия Слуги Альянса215	8006D6	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	270	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc216	Мантия Слуги Альянса216	8006D7	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	271	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc217	Мантия Слуги Альянса217	8006D8	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	272	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc218	Мантия Слуги Альянса218	8006D9	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	273	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc219	Мантия Слуги Альянса219	8006DA	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	274	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc220	Мантия Слуги Альянса220	8006DB	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	275	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc221	Мантия Слуги Альянса221	8006DC	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	276	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc222	Мантия Слуги Альянса222	8006DD	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	277	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc223	Мантия Слуги Альянса223	8006DE	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	278	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc224	Мантия Слуги Альянса224	8006DF	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	279	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc225	Мантия Слуги Альянса225	8006E0	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	280	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc226	Мантия Слуги Альянса226	8006E1	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	281	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc227	Мантия Слуги Альянса227	8006E2	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	282	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc228	Мантия Слуги Альянса228	8006E3	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	283	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc229	Мантия Слуги Альянса229	8006E4	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	284	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc230	Мантия Слуги Альянса230	8006E5	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	285	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc231	Мантия Слуги Альянса231	8006E6	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	286	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc232	Мантия Слуги Альянса232	8006E7	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	287	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc233	Мантия Слуги Альянса233	8006E8	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	288	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc234	Мантия Слуги Альянса234	8006E9	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	289	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
ikcc235	Мантия Слуги Альянса235	8006EA	0	00110	8	0	0	0	0	0	0	0	0	1	1	1	0	290	0	0	0	-1	0	0	0	0	0	1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	
