xeh	xeh	string[128]	string[64]	string[128]	END
00000047	00000047	.\CHARACTER\MONSTER\MESH\	LAZHUWARDIAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000046	00000046	.\CHARACTER\MONSTER\MESH\	LAZHUWARDIANWARRIOR.MSH	.\CHARACTER\MONSTER\TEX\	
00000091	00000091	.\CHARACTER\MONSTER\MESH\	LAZUILTOWER.MSH	.\CHARACTER\MONSTER\TEX\	
00000023	00000023	.\CHARACTER\MONSTER\MESH\	LIZARD.MSH	.\CHARACTER\MONSTER\TEX\	
0000003a	0000003a	.\CHARACTER\MONSTER\MESH\	LOBUSTLAVA.MSH	.\CHARACTER\MONSTER\TEX\	
000000ab	000000ab	.\CHARACTER\MONSTER\MESH\	LOCKJAW.MSH	.\CHARACTER\MONSTER\TEX\	
00000144	00000144	.\CHARACTER\MONSTER\MESH\	LOSSMUTANT.MSH	.\CHARACTER\MONSTER\TEX\	
0000000d	0000000d	.\CHARACTER\MONSTER\MESH\	LUNKER.MSH	.\CHARACTER\MONSTER\TEX\	
00000009	00000009	.\CHARACTER\MONSTER\MESH\	MAHR.MSH	.\CHARACTER\MONSTER\TEX\	
000000ed	000000ed	.\CHARACTER\MONSTER\MESH\	MARINEBUILDER.MSH	.\CHARACTER\MONSTER\TEX\	
000000b7	000000b7	.\CHARACTER\MONSTER\MESH\	MARSHSCUD.MSH	.\CHARACTER\MONSTER\TEX\	
000000e4	000000e4	.\CHARACTER\MONSTER\MESH\	MARWING.MSH	.\CHARACTER\MONSTER\TEX\	
0000003e	0000003e	.\CHARACTER\MONSTER\MESH\	MASSSANDWORM.MSH	.\CHARACTER\MONSTER\TEX\	
0000017a	0000017a	.\CHARACTER\MONSTER\MESH\	MASSSANDWORMHERO.MSH	.\CHARACTER\MONSTER\TEX\	
00000098	00000098	.\CHARACTER\MONSTER\MESH\	MATY.MSH	.\CHARACTER\MONSTER\TEX\	
00000042	00000042	.\CHARACTER\MONSTER\MESH\	MEATCLOD.MSH	.\CHARACTER\MONSTER\TEX\	
0000012d	0000012d	.\CHARACTER\MONSTER\MESH\	MEIBUSHATE.MSH	.\CHARACTER\MONSTER\TEX\	
000000a7	000000a7	.\CHARACTER\MONSTER\MESH\	MEMORIAGEM.MSH	.\CHARACTER\MONSTER\TEX\	
0000014e	0000014e	.\CHARACTER\MONSTER\MESH\	METALELFARCHER.MSH	.\CHARACTER\MONSTER\TEX\	
0000018f	0000018f	.\CHARACTER\MONSTER\MESH\	METALELFASSASSIN.MSH	.\CHARACTER\MONSTER\TEX\	
00000151	00000151	.\CHARACTER\MONSTER\MESH\	METALELFBERSERKER.MSH	.\CHARACTER\MONSTER\TEX\	
00000194	00000194	.\CHARACTER\MONSTER\MESH\	METALELFDEMOLISHER.MSH	.\CHARACTER\MONSTER\TEX\	
00000190	00000190	.\CHARACTER\MONSTER\MESH\	METALELFDESTROYER.MSH	.\CHARACTER\MONSTER\TEX\	
0000014f	0000014f	.\CHARACTER\MONSTER\MESH\	METALELFGUNER.MSH	.\CHARACTER\MONSTER\TEX\	
00000150	00000150	.\CHARACTER\MONSTER\MESH\	METALELFKNIGHT.MSH	.\CHARACTER\MONSTER\TEX\	
00000195	00000195	.\CHARACTER\MONSTER\MESH\	METALELFMECHANICMASTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000196	00000196	.\CHARACTER\MONSTER\MESH\	METALELFSHIELDGUARD.MSH	.\CHARACTER\MONSTER\TEX\	
0000018b	0000018b	.\CHARACTER\MONSTER\MESH\	METALELFSNIPER.MSH	.\CHARACTER\MONSTER\TEX\	
00000197	00000197	.\CHARACTER\MONSTER\MESH\	METALELFWARLORD.MSH	.\CHARACTER\MONSTER\TEX\	
0000007b	0000007b	.\CHARACTER\MONSTER\MESH\	MILER.MSH	.\CHARACTER\MONSTER\TEX\	
00000121	00000121	.\CHARACTER\MONSTER\MESH\	MIROKU.MSH	.\CHARACTER\MONSTER\TEX\	
000000c5	000000c5	.\CHARACTER\MONSTER\MESH\	MOZEL.MSH	.\CHARACTER\MONSTER\TEX\	
000000c2	000000c2	.\CHARACTER\MONSTER\MESH\	MOZELSSTINGBUG.MSH	.\CHARACTER\MONSTER\TEX\	
000000c7	000000c7	.\CHARACTER\MONSTER\MESH\	MRK.MSH	.\CHARACTER\MONSTER\TEX\	
000000e3	000000e3	.\CHARACTER\MONSTER\MESH\	MUSCLEDANCE.MSH	.\CHARACTER\MONSTER\TEX\	
00000039	00000039	.\CHARACTER\MONSTER\MESH\	NAIADHELLER.MSH	.\CHARACTER\MONSTER\TEX\	
00000161	00000161	.\CHARACTER\MONSTER\MESH\	NARUMCHIEF.MSH	.\CHARACTER\MONSTER\TEX\	
00000152	00000152	.\CHARACTER\MONSTER\MESH\	NARWINIDISIL.MSH	.\CHARACTER\MONSTER\TEX\	
00000064	00000064	.\CHARACTER\MONSTER\MESH\	NECROMETAL.MSH	.\CHARACTER\MONSTER\TEX\	
00000012	00000012	.\CHARACTER\MONSTER\MESH\	NEOWARBEAST.MSH	.\CHARACTER\MONSTER\TEX\	
00000114	00000114	.\CHARACTER\MONSTER\MESH\	NIGHTHUNTER.MSH	.\CHARACTER\MONSTER\TEX\	
000000df	000000df	.\CHARACTER\MONSTER\MESH\	NINETAILSNATCHERCHEAT.MSH	.\CHARACTER\MONSTER\TEX\	
000000bf	000000bf	.\CHARACTER\MONSTER\MESH\	NINJAFLEM.MSH	.\CHARACTER\MONSTER\TEX\	
0000017f	0000017f	.\CHARACTER\MONSTER\MESH\	NUBOMB.MSH	.\CHARACTER\MONSTER\TEX\	
000000a0	000000a0	.\CHARACTER\MONSTER\MESH\	NUTY.MSH	.\CHARACTER\MONSTER\TEX\	
00000186	00000186	.\CHARACTER\MONSTER\MESH\	OBELISK.MSH	.\CHARACTER\MONSTER\TEX\	
00000026	00000026	.\CHARACTER\MONSTER\MESH\	OPSLAVA.MSH	.\CHARACTER\MONSTER\TEX\	
000000e1	000000e1	.\CHARACTER\MONSTER\MESH\	ORCURAS.MSH	.\CHARACTER\MONSTER\TEX\	
00000146	00000146	.\CHARACTER\MONSTER\MESH\	PACHI.MSH	.\CHARACTER\MONSTER\TEX\	
00000051	00000051	.\CHARACTER\MONSTER\MESH\	PASSER-A.MSH	.\CHARACTER\MONSTER\TEX\	
00000054	00000054	.\CHARACTER\MONSTER\MESH\	PASSER-B.MSH	.\CHARACTER\MONSTER\TEX\	
0000009d	0000009d	.\CHARACTER\MONSTER\MESH\	POTY.MSH	.\CHARACTER\MONSTER\TEX\	
00000063	00000063	.\CHARACTER\MONSTER\MESH\	PRAYMOLE.MSH	.\CHARACTER\MONSTER\TEX\	
00000073	00000073	.\CHARACTER\MONSTER\MESH\	PSYPER.MSH	.\CHARACTER\MONSTER\TEX\	
000000bc	000000bc	.\CHARACTER\MONSTER\MESH\	QADASHAYONGFLEM.MSH	.\CHARACTER\MONSTER\TEX\	
0000003f	0000003f	.\CHARACTER\MONSTER\MESH\	QUEENCROOK.MSH	.\CHARACTER\MONSTER\TEX\	
00000147	00000147	.\CHARACTER\MONSTER\MESH\	QURIAN.MSH	.\CHARACTER\MONSTER\TEX\	
0000000f	0000000f	.\CHARACTER\MONSTER\MESH\	RATMOTH.MSH	.\CHARACTER\MONSTER\TEX\	
00000025	00000025	.\CHARACTER\MONSTER\MESH\	RIGORLAPIS.MSH	.\CHARACTER\MONSTER\TEX\	
00000124	00000124	.\CHARACTER\MONSTER\MESH\	RIONSGUARDS.MSH	.\CHARACTER\MONSTER\TEX\	
00000127	00000127	.\CHARACTER\MONSTER\MESH\	RIONVOLKOB.MSH	.\CHARACTER\MONSTER\TEX\	
000000c8	000000c8	.\CHARACTER\MONSTER\MESH\	ROCKEYE.MSH	.\CHARACTER\MONSTER\TEX\	
00000185	00000185	.\CHARACTER\MONSTER\MESH\	ROCKTWEEZER.MSH	.\CHARACTER\MONSTER\TEX\	
000000a6	000000a6	.\CHARACTER\MONSTER\MESH\	ROD.MSH	.\CHARACTER\MONSTER\TEX\	
00000139	00000139	.\CHARACTER\MONSTER\MESH\	ROSETTA.MSH	.\CHARACTER\MONSTER\TEX\	
00000148	00000148	.\CHARACTER\MONSTER\MESH\	RUST.MSH	.\CHARACTER\MONSTER\TEX\	
0000017c	0000017c	.\CHARACTER\MONSTER\MESH\	SANDSTINKBUG.MSH	.\CHARACTER\MONSTER\TEX\	
0000002b	0000002b	.\CHARACTER\MONSTER\MESH\	SANDWORM.MSH	.\CHARACTER\MONSTER\TEX\	
00000179	00000179	.\CHARACTER\MONSTER\MESH\	SANDWORMHERO.MSH	.\CHARACTER\MONSTER\TEX\	
00000070	00000070	.\CHARACTER\MONSTER\MESH\	SCOUTER.MSH	.\CHARACTER\MONSTER\TEX\	
000000b5	000000b5	.\CHARACTER\MONSTER\MESH\	SCUD.MSH	.\CHARACTER\MONSTER\TEX\	
000000cd	000000cd	.\CHARACTER\MONSTER\MESH\	SEAHULALABTWEEZER.MSH	.\CHARACTER\MONSTER\TEX\	
000000a1	000000a1	.\CHARACTER\MONSTER\MESH\	SHUTY.MSH	.\CHARACTER\MONSTER\TEX\	
0000005e	0000005e	.\CHARACTER\MONSTER\MESH\	SIZZLER.MSH	.\CHARACTER\MONSTER\TEX\	
00000032	00000032	.\CHARACTER\MONSTER\MESH\	SNATCHERBITE.MSH	.\CHARACTER\MONSTER\TEX\	
00000011	00000011	.\CHARACTER\MONSTER\MESH\	SNATCHERCHEAT.MSH	.\CHARACTER\MONSTER\TEX\	
00000035	00000035	.\CHARACTER\MONSTER\MESH\	SNATCHERHORN.MSH	.\CHARACTER\MONSTER\TEX\	
0000001e	0000001e	.\CHARACTER\MONSTER\MESH\	SNATCHERHURL.MSH	.\CHARACTER\MONSTER\TEX\	
00000045	00000045	.\CHARACTER\MONSTER\MESH\	SNATCHERREX.MSH	.\CHARACTER\MONSTER\TEX\	
000000d5	000000d5	.\CHARACTER\MONSTER\MESH\	SNATCHERSCOUT.MSH	.\CHARACTER\MONSTER\TEX\	
00000171	00000171	.\CHARACTER\MONSTER\MESH\	SNATCHNECRO.MSH	.\CHARACTER\MONSTER\TEX\	
00000075	00000075	.\CHARACTER\MONSTER\MESH\	SNIPER.MSH	.\CHARACTER\MONSTER\TEX\	
000000aa	000000aa	.\CHARACTER\MONSTER\MESH\	SOULBRAZIER.MSH	.\CHARACTER\MONSTER\TEX\	
000000ad	000000ad	.\CHARACTER\MONSTER\MESH\	SOULCINDER.MSH	.\CHARACTER\MONSTER\TEX\	
00000048	00000048	.\CHARACTER\MONSTER\MESH\	SPELLLAZHUWARDIAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000010	00000010	.\CHARACTER\MONSTER\MESH\	SPLINTER.MSH	.\CHARACTER\MONSTER\TEX\	
0000000a	0000000a	.\CHARACTER\MONSTER\MESH\	SPLINTERBRAT.MSH	.\CHARACTER\MONSTER\TEX\	
0000017b	0000017b	.\CHARACTER\MONSTER\MESH\	STALKERLAVA.MSH	.\CHARACTER\MONSTER\TEX\	
000000cb	000000cb	.\CHARACTER\MONSTER\MESH\	STINGBLOCKLUNKER.MSH	.\CHARACTER\MONSTER\TEX\	
00000005	00000005	.\CHARACTER\MONSTER\MESH\	STINKBUG.MSH	.\CHARACTER\MONSTER\TEX\	
0000006a	0000006a	.\CHARACTER\MONSTER\MESH\	STONEBLOCK.MSH	.\CHARACTER\MONSTER\TEX\	
00000069	00000069	.\CHARACTER\MONSTER\MESH\	STONEKNIGHT.MSH	.\CHARACTER\MONSTER\TEX\	
000000d7	000000d7	.\CHARACTER\MONSTER\MESH\	STUCKSNATCHERBITE.MSH	.\CHARACTER\MONSTER\TEX\	
000000dc	000000dc	.\CHARACTER\MONSTER\MESH\	STUCKSNATCHERHORN.MSH	.\CHARACTER\MONSTER\TEX\	
000000d8	000000d8	.\CHARACTER\MONSTER\MESH\	STUCKSNATCHERHURL.MSH	.\CHARACTER\MONSTER\TEX\	
000000da	000000da	.\CHARACTER\MONSTER\MESH\	STUCKSNATCHERREX.MSH	.\CHARACTER\MONSTER\TEX\	
00000079	00000079	.\CHARACTER\MONSTER\MESH\	SUMMONER.MSH	.\CHARACTER\MONSTER\TEX\	
000000fd	000000fd	.\CHARACTER\MONSTER\MESH\	SYLISGEIL.MSH	.\CHARACTER\MONSTER\TEX\	
000000fb	000000fb	.\CHARACTER\MONSTER\MESH\	SYLISGUARDER.MSH	.\CHARACTER\MONSTER\TEX\	
000000dd	000000dd	.\CHARACTER\MONSTER\MESH\	TAIPAN.MSH	.\CHARACTER\MONSTER\TEX\	
000000af	000000af	.\CHARACTER\MONSTER\MESH\	TALAVEN.MSH	.\CHARACTER\MONSTER\TEX\	
000000fe	000000fe	.\CHARACTER\MONSTER\MESH\	TEMPESTASSASSIN.MSH	.\CHARACTER\MONSTER\TEX\	
000000f4	000000f4	.\CHARACTER\MONSTER\MESH\	TEMPESTBLACKKNIGHTS.MSH	.\CHARACTER\MONSTER\TEX\	
000000ef	000000ef	.\CHARACTER\MONSTER\MESH\	TEMPESTGRAIZER.MSH	.\CHARACTER\MONSTER\TEX\	
000000f8	000000f8	.\CHARACTER\MONSTER\MESH\	TEMPESTGUARDIAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000060	00000060	.\CHARACTER\MONSTER\MESH\	THORNASH.MSH	.\CHARACTER\MONSTER\TEX\	
0000009a	0000009a	.\CHARACTER\MONSTER\MESH\	TITY.MSH	.\CHARACTER\MONSTER\TEX\	
0000013d	0000013d	.\CHARACTER\MONSTER\MESH\	TOMBSTONEARMSMAN.MSH	.\CHARACTER\MONSTER\TEX\	
00000126	00000126	.\CHARACTER\MONSTER\MESH\	TOMBSTONEBERSERKER.MSH	.\CHARACTER\MONSTER\TEX\	
0000012c	0000012c	.\CHARACTER\MONSTER\MESH\	TOMBSTONEHIDDENSOLDIER.MSH	.\CHARACTER\MONSTER\TEX\	
00000120	00000120	.\CHARACTER\MONSTER\MESH\	TOMBSTONEHOLYCHANDRA.MSH	.\CHARACTER\MONSTER\TEX\	
00000129	00000129	.\CHARACTER\MONSTER\MESH\	TOMBSTONEINFILTRATOR.MSH	.\CHARACTER\MONSTER\TEX\	
0000012a	0000012a	.\CHARACTER\MONSTER\MESH\	TOMBSTONESENTINEL.MSH	.\CHARACTER\MONSTER\TEX\	
00000130	00000130	.\CHARACTER\MONSTER\MESH\	TOMBSTONESHIELDMILER.MSH	.\CHARACTER\MONSTER\TEX\	
0000013a	0000013a	.\CHARACTER\MONSTER\MESH\	TOR.MSH	.\CHARACTER\MONSTER\TEX\	
000000c3	000000c3	.\CHARACTER\MONSTER\MESH\	TORBA.MSH	.\CHARACTER\MONSTER\TEX\	
0000010f	0000010f	.\CHARACTER\MONSTER\MESH\	TORHAMMER.MSH	.\CHARACTER\MONSTER\TEX\	
00000108	00000108	.\CHARACTER\MONSTER\MESH\	TORHAMMERASSAULTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000117	00000117	.\CHARACTER\MONSTER\MESH\	TORHAMMERMERCENARY.MSH	.\CHARACTER\MONSTER\TEX\	
00000125	00000125	.\CHARACTER\MONSTER\MESH\	TOWERSBERSERKER.MSH	.\CHARACTER\MONSTER\TEX\	
00000131	00000131	.\CHARACTER\MONSTER\MESH\	TOWERSDEVASTATOR.MSH	.\CHARACTER\MONSTER\TEX\	
0000011f	0000011f	.\CHARACTER\MONSTER\MESH\	TOWERSHOLYCHANDRA.MSH	.\CHARACTER\MONSTER\TEX\	
0000012f	0000012f	.\CHARACTER\MONSTER\MESH\	TOWERSSHIELDMILER.MSH	.\CHARACTER\MONSTER\TEX\	
00000109	00000109	.\CHARACTER\MONSTER\MESH\	TOYFELLASSULTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000105	00000105	.\CHARACTER\MONSTER\MESH\	TOYFELLFUNISHER.MSH	.\CHARACTER\MONSTER\TEX\	
00000116	00000116	.\CHARACTER\MONSTER\MESH\	TOYFELLMERCENARY.MSH	.\CHARACTER\MONSTER\TEX\	
0000011c	0000011c	.\CHARACTER\MONSTER\MESH\	TOYFELLPHANTOMSHADOW.MSH	.\CHARACTER\MONSTER\TEX\	
0000010c	0000010c	.\CHARACTER\MONSTER\MESH\	TOYFELLSTRIKER.MSH	.\CHARACTER\MONSTER\TEX\	
00000155	00000155	.\CHARACTER\MONSTER\MESH\	TPACTCRAWLERMAUL.MSH	.\CHARACTER\MONSTER\TEX\	
00000158	00000158	.\CHARACTER\MONSTER\MESH\	TPACTCRAWLERREX.MSH	.\CHARACTER\MONSTER\TEX\	
00000156	00000156	.\CHARACTER\MONSTER\MESH\	TPACTSNATCHERBITE.MSH	.\CHARACTER\MONSTER\TEX\	
00000159	00000159	.\CHARACTER\MONSTER\MESH\	TPACTSNATCHERREX.MSH	.\CHARACTER\MONSTER\TEX\	
00000157	00000157	.\CHARACTER\MONSTER\MESH\	TPACTVAFERBARBAR.MSH	.\CHARACTER\MONSTER\TEX\	
0000015a	0000015a	.\CHARACTER\MONSTER\MESH\	TPACTVAFERREX.MSH	.\CHARACTER\MONSTER\TEX\	
00000115	00000115	.\CHARACTER\MONSTER\MESH\	TRESHU.MSH	.\CHARACTER\MONSTER\TEX\	
00000149	00000149	.\CHARACTER\MONSTER\MESH\	TRIFEAD.MSH	.\CHARACTER\MONSTER\TEX\	
0000009c	0000009c	.\CHARACTER\MONSTER\MESH\	TTOTY.MSH	.\CHARACTER\MONSTER\TEX\	
0000007f	0000007f	.\CHARACTER\MONSTER\MESH\	TURNCOATARCHER.MSH	.\CHARACTER\MONSTER\TEX\	
0000008c	0000008c	.\CHARACTER\MONSTER\MESH\	TURNCOATCANDRA.MSH	.\CHARACTER\MONSTER\TEX\	
00000082	00000082	.\CHARACTER\MONSTER\MESH\	TURNCOATCASTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000086	00000086	.\CHARACTER\MONSTER\MESH\	TURNCOATCHAMPION.MSH	.\CHARACTER\MONSTER\TEX\	
00000084	00000084	.\CHARACTER\MONSTER\MESH\	TURNCOATCOMMANDO.MSH	.\CHARACTER\MONSTER\TEX\	
00000081	00000081	.\CHARACTER\MONSTER\MESH\	TURNCOATDESPERADO.MSH	.\CHARACTER\MONSTER\TEX\	
0000008a	0000008a	.\CHARACTER\MONSTER\MESH\	TURNCOATDESTROYER.MSH	.\CHARACTER\MONSTER\TEX\	
0000008e	0000008e	.\CHARACTER\MONSTER\MESH\	TURNCOATGLADIUS.MSH	.\CHARACTER\MONSTER\TEX\	
00000088	00000088	.\CHARACTER\MONSTER\MESH\	TURNCOATGUNNER.MSH	.\CHARACTER\MONSTER\TEX\	
00000087	00000087	.\CHARACTER\MONSTER\MESH\	TURNCOATHUNTER.MSH	.\CHARACTER\MONSTER\TEX\	
0000008d	0000008d	.\CHARACTER\MONSTER\MESH\	TURNCOATKNIGHTS.MSH	.\CHARACTER\MONSTER\TEX\	
0000008b	0000008b	.\CHARACTER\MONSTER\MESH\	TURNCOATMILER.MSH	.\CHARACTER\MONSTER\TEX\	
00000083	00000083	.\CHARACTER\MONSTER\MESH\	TURNCOATPSYPER.MSH	.\CHARACTER\MONSTER\TEX\	
00000080	00000080	.\CHARACTER\MONSTER\MESH\	TURNCOATSCOUTER.MSH	.\CHARACTER\MONSTER\TEX\	
00000085	00000085	.\CHARACTER\MONSTER\MESH\	TURNCOATSNIPER.MSH	.\CHARACTER\MONSTER\TEX\	
00000089	00000089	.\CHARACTER\MONSTER\MESH\	TURNCOATSUMMONER.MSH	.\CHARACTER\MONSTER\TEX\	
00000020	00000020	.\CHARACTER\MONSTER\MESH\	TWEEZER.MSH	.\CHARACTER\MONSTER\TEX\	
000000a4	000000a4	.\CHARACTER\MONSTER\MESH\	TWOTOWER.MSH	.\CHARACTER\MONSTER\TEX\	
00000034	00000034	.\CHARACTER\MONSTER\MESH\	VAFERBARBAR.MSH	.\CHARACTER\MONSTER\TEX\	
00000031	00000031	.\CHARACTER\MONSTER\MESH\	VAFERMORTAR.MSH	.\CHARACTER\MONSTER\TEX\	
00000017	00000017	.\CHARACTER\MONSTER\MESH\	VAFERNIPPER.MSH	.\CHARACTER\MONSTER\TEX\	
000000e7	000000e7	.\CHARACTER\MONSTER\MESH\	VAFERRANGER.MSH	.\CHARACTER\MONSTER\TEX\	
00000044	00000044	.\CHARACTER\MONSTER\MESH\	VAFERREX.MSH	.\CHARACTER\MONSTER\TEX\	
00000022	00000022	.\CHARACTER\MONSTER\MESH\	VAFERRUDER.MSH	.\CHARACTER\MONSTER\TEX\	
00000170	00000170	.\CHARACTER\MONSTER\MESH\	VAFERSHAMAN.MSH	.\CHARACTER\MONSTER\TEX\	
0000002f	0000002f	.\CHARACTER\MONSTER\MESH\	VAFERSLY.MSH	.\CHARACTER\MONSTER\TEX\	
00000097	00000097	.\CHARACTER\MONSTER\MESH\	VARAS.MSH	.\CHARACTER\MONSTER\TEX\	
0000002d	0000002d	.\CHARACTER\MONSTER\MESH\	VILLAINCANNIBAL.MSH	.\CHARACTER\MONSTER\TEX\	
00000138	00000138	.\CHARACTER\MONSTER\MESH\	VIORABELTIN.MSH	.\CHARACTER\MONSTER\TEX\	
0000005a	0000005a	.\CHARACTER\MONSTER\MESH\	VOLCANICDEMOLIS.MSH	.\CHARACTER\MONSTER\TEX\	
0000005d	0000005d	.\CHARACTER\MONSTER\MESH\	VOLCANICGRUMBLE.MSH	.\CHARACTER\MONSTER\TEX\	
0000005b	0000005b	.\CHARACTER\MONSTER\MESH\	VOLCANICLAVA.MSH	.\CHARACTER\MONSTER\TEX\	
000000ba	000000ba	.\CHARACTER\MONSTER\MESH\	WALNUT.MSH	.\CHARACTER\MONSTER\TEX\	
0000000c	0000000c	.\CHARACTER\MONSTER\MESH\	WARBEAST.MSH	.\CHARACTER\MONSTER\TEX\	
00000099	00000099	.\CHARACTER\MONSTER\MESH\	WATY.MSH	.\CHARACTER\MONSTER\TEX\	
000000c6	000000c6	.\CHARACTER\MONSTER\MESH\	WIGUL.MSH	.\CHARACTER\MONSTER\TEX\	
00000001	00000001	.\CHARACTER\MONSTER\MESH\	WING.MSH	.\CHARACTER\MONSTER\TEX\	
00000180	00000180	.\CHARACTER\MONSTER\MESH\	WINGBOX.MSH	.\CHARACTER\MONSTER\TEX\	
0000015f	0000015f	.\CHARACTER\MONSTER\MESH\	YGGDRASILSTRIP.MSH	.\CHARACTER\MONSTER\TEX\	
00000000	00000000	.\CHARACTER\MONSTER\MESH\	YOUNGFLEM.MSH	.\CHARACTER\MONSTER\TEX\	
000000ce	000000ce	.\CHARACTER\MONSTER\MESH\	ZAKAN.MSH	.\CHARACTER\MONSTER\TEX\	
0000010e	0000010e	.\CHARACTER\MONSTER\MESH\	ZAPIKER.MSH	.\CHARACTER\MONSTER\TEX\	
0000010d	0000010d	.\CHARACTER\MONSTER\MESH\	ZAPIKERGUARD.MSH	.\CHARACTER\MONSTER\TEX\	
00000133	00000133	.\CHARACTER\MONSTER\MESH\	ZELNAKAN.MSH	.\CHARACTER\MONSTER\TEX\	
000000e2	000000e2	.\CHARACTER\MONSTER\MESH\	ZELNAKANVAFERNIPPER.MSH	.\CHARACTER\MONSTER\TEX\	
00000153	00000153	.\CHARACTER\MONSTER\MESH\	ZETSO.MSH	.\CHARACTER\MONSTER\TEX\	
