xeh	string[128]	string[64]	string[64]	END
00000051	.\CHARACTER\MONSTER\BONE\	PASSER-A.BN	PASSER-A.BBX	
00000054	.\CHARACTER\MONSTER\BONE\	PASSER-B.BN	PASSER-B.BBX	
0000009d	.\CHARACTER\MONSTER\BONE\	POTY.BN	POTY.BBX	
00000063	.\CHARACTER\MONSTER\BONE\	PRAYMOLE.BN	PRAYMOLE.BBX	
00000073	.\CHARACTER\MONSTER\BONE\	PSYPER.BN	PSYPER.BBX	
000000bc	.\CHARACTER\MONSTER\BONE\	QADASHAYONGFLEM.BN	QADASHAYONGFLEM.BBX	
0000003f	.\CHARACTER\MONSTER\BONE\	QUEENCROOK.BN	QUEENCROOK.BBX	
00000147	.\CHARACTER\MONSTER\BONE\	QURIAN.BN	QURIAN.BBX	
0000000f	.\CHARACTER\MONSTER\BONE\	RATMOTH.BN	RATMOTH.BBX	
00000025	.\CHARACTER\MONSTER\BONE\	RIGORLAPIS.BN	RIGORLAPIS.BBX	
00000124	.\CHARACTER\MONSTER\BONE\	RIONSGUARDS.BN	RIONSGUARDS.BBX	
00000127	.\CHARACTER\MONSTER\BONE\	RIONVOLKOB.BN	RIONVOLKOB.BBX	
000000c8	.\CHARACTER\MONSTER\BONE\	ROCKEYE.BN	ROCKEYE.BBX	
00000185	.\CHARACTER\MONSTER\BONE\	ROCKTWEEZER.BN	ROCKTWEEZER.BBX	
000000a6	.\CHARACTER\MONSTER\BONE\	ROD.BN	ROD.BBX	
00000139	.\CHARACTER\MONSTER\BONE\	ROSETTA.BN	ROSETTA.BBX	
00000148	.\CHARACTER\MONSTER\BONE\	RUST.BN	RUST.BBX	
0000017c	.\CHARACTER\MONSTER\BONE\	SANDSTINKBUG.BN	SANDSTINKBUG.BBX	
0000002b	.\CHARACTER\MONSTER\BONE\	SANDWORM.BN	SANDWORM.BBX	
00000179	.\CHARACTER\MONSTER\BONE\	SANDWORMHERO.BN	SANDWORMHERO.BBX	
00000070	.\CHARACTER\MONSTER\BONE\	SCOUTER.BN	SCOUTER.BBX	
000000b5	.\CHARACTER\MONSTER\BONE\	SCUD.BN	SCUD.BBX	
000000cd	.\CHARACTER\MONSTER\BONE\	SEAHULALABTWEEZER.BN	SEAHULALABTWEEZER.BBX	
000000a1	.\CHARACTER\MONSTER\BONE\	SHUTY.BN	SHUTY.BBX	
0000005e	.\CHARACTER\MONSTER\BONE\	SIZZLER.BN	SIZZLER.BBX	
00000032	.\CHARACTER\MONSTER\BONE\	SNATCHERBITE.BN	SNATCHERBITE.BBX	
00000011	.\CHARACTER\MONSTER\BONE\	SNATCHERCHEAT.BN	SNATCHERCHEAT.BBX	
00000035	.\CHARACTER\MONSTER\BONE\	SNATCHERHORN.BN	SNATCHERHORN.BBX	
0000001e	.\CHARACTER\MONSTER\BONE\	SNATCHERHURL.BN	SNATCHERHURL.BBX	
00000045	.\CHARACTER\MONSTER\BONE\	SNATCHERREX.BN	SNATCHERREX.BBX	
000000d5	.\CHARACTER\MONSTER\BONE\	SNATCHERSCOUT.BN	SNATCHERSCOUT.BBX	
00000171	.\CHARACTER\MONSTER\BONE\	SNATCHNECRO.BN	SNATCHNECRO.BBX	
00000075	.\CHARACTER\MONSTER\BONE\	SNIPER.BN	SNIPER.BBX	
000000aa	.\CHARACTER\MONSTER\BONE\	SOULBRAZIER.BN	SOULBRAZIER.BBX	
000000ad	.\CHARACTER\MONSTER\BONE\	SOULCINDER.BN	SOULCINDER.BBX	
00000048	.\CHARACTER\MONSTER\BONE\	SPELLLAZHUWARDIAN.BN	SPELLLAZHUWARDIAN.BBX	
00000010	.\CHARACTER\MONSTER\BONE\	SPLINTER.BN	SPLINTER.BBX	
0000000a	.\CHARACTER\MONSTER\BONE\	SPLINTERBRAT.BN	SPLINTERBRAT.BBX	
0000017b	.\CHARACTER\MONSTER\BONE\	STALKERLAVA.BN	STALKERLAVA.BBX	
000000cb	.\CHARACTER\MONSTER\BONE\	STINGBLOCKLUNKER.BN	STINGBLOCKLUNKER.BBX	
00000005	.\CHARACTER\MONSTER\BONE\	STINKBUG.BN	STINKBUG.BBX	
0000006a	.\CHARACTER\MONSTER\BONE\	STONEBLOCK.BN	STONEBLOCK.BBX	
00000069	.\CHARACTER\MONSTER\BONE\	STONEKNIGHT.BN	STONEKNIGHT.BBX	
000000d7	.\CHARACTER\MONSTER\BONE\	STUCKSNATCHERBITE.BN	STUCKSNATCHERBITE.BBX	
000000dc	.\CHARACTER\MONSTER\BONE\	STUCKSNATCHERHORN.BN	STUCKSNATCHERHORN.BBX	
000000d8	.\CHARACTER\MONSTER\BONE\	STUCKSNATCHERHURL.BN	STUCKSNATCHERHURL.BBX	
000000da	.\CHARACTER\MONSTER\BONE\	STUCKSNATCHERREX.BN	STUCKSNATCHERREX.BBX	
00000079	.\CHARACTER\MONSTER\BONE\	SUMMONER.BN	SUMMONER.BBX	
000000fd	.\CHARACTER\MONSTER\BONE\	SYLISGEIL.BN	SYLISGEIL.BBX	
000000fb	.\CHARACTER\MONSTER\BONE\	SYLISGUARDER.BN	SYLISGUARDER.BBX	
000000dd	.\CHARACTER\MONSTER\BONE\	TAIPAN.BN	TAIPAN.BBX	
000000af	.\CHARACTER\MONSTER\BONE\	TALAVEN.BN	TALAVEN.BBX	
000000fe	.\CHARACTER\MONSTER\BONE\	TEMPESTASSASSIN.BN	TEMPESTASSASSIN.BBX	
000000f4	.\CHARACTER\MONSTER\BONE\	TEMPESTBLACKKNIGHTS.BN	TEMPESTBLACKKNIGHTS.BBX	
000000ef	.\CHARACTER\MONSTER\BONE\	TEMPESTGRAIZER.BN	TEMPESTGRAIZER.BBX	
000000f8	.\CHARACTER\MONSTER\BONE\	TEMPESTGUARDIAN.BN	TEMPESTGUARDIAN.BBX	
00000060	.\CHARACTER\MONSTER\BONE\	THORNASH.BN	THORNASH.BBX	
0000009a	.\CHARACTER\MONSTER\BONE\	TITY.BN	TITY.BBX	
0000013d	.\CHARACTER\MONSTER\BONE\	TOMBSTONEARMSMAN.BN	TOMBSTONEARMSMAN.BBX	
00000126	.\CHARACTER\MONSTER\BONE\	TOMBSTONEBERSERKER.BN	TOMBSTONEBERSERKER.BBX	
0000012c	.\CHARACTER\MONSTER\BONE\	TOMBSTONEHIDDENSOLDIER.BN	TOMBSTONEHIDDENSOLDIER.BBX	
00000120	.\CHARACTER\MONSTER\BONE\	TOMBSTONEHOLYCHANDRA.BN	TOMBSTONEHOLYCHANDRA.BBX	
00000129	.\CHARACTER\MONSTER\BONE\	TOMBSTONEINFILTRATOR.BN	TOMBSTONEINFILTRATOR.BBX	
0000012a	.\CHARACTER\MONSTER\BONE\	TOMBSTONESENTINEL.BN	TOMBSTONESENTINEL.BBX	
00000130	.\CHARACTER\MONSTER\BONE\	TOMBSTONESHIELDMILER.BN	TOMBSTONESHIELDMILER.BBX	
0000013a	.\CHARACTER\MONSTER\BONE\	TOR.BN	TOR.BBX	
000000c3	.\CHARACTER\MONSTER\BONE\	TORBA.BN	TORBA.BBX	
0000010f	.\CHARACTER\MONSTER\BONE\	TORHAMMER.BN	TORHAMMER.BBX	
00000108	.\CHARACTER\MONSTER\BONE\	TORHAMMERASSAULTER.BN	TORHAMMERASSAULTER.BBX	
00000117	.\CHARACTER\MONSTER\BONE\	TORHAMMERMERCENARY.BN	TORHAMMERMERCENARY.BBX	
00000125	.\CHARACTER\MONSTER\BONE\	TOWERSBERSERKER.BN	TOWERSBERSERKER.BBX	
00000131	.\CHARACTER\MONSTER\BONE\	TOWERSDEVASTATOR.BN	TOWERSDEVASTATOR.BBX	
0000011f	.\CHARACTER\MONSTER\BONE\	TOWERSHOLYCHANDRA.BN	TOWERSHOLYCHANDRA.BBX	
0000012f	.\CHARACTER\MONSTER\BONE\	TOWERSSHIELDMILER.BN	TOWERSSHIELDMILER.BBX	
00000109	.\CHARACTER\MONSTER\BONE\	TOYFELLASSULTER.BN	TOYFELLASSULTER.BBX	
00000105	.\CHARACTER\MONSTER\BONE\	TOYFELLFUNISHER.BN	TOYFELLFUNISHER.BBX	
00000116	.\CHARACTER\MONSTER\BONE\	TOYFELLMERCENARY.BN	TOYFELLMERCENARY.BBX	
0000011c	.\CHARACTER\MONSTER\BONE\	TOYFELLPHANTOMSHADOW.BN	TOYFELLPHANTOMSHADOW.BBX	
0000010c	.\CHARACTER\MONSTER\BONE\	TOYFELLSTRIKER.BN	TOYFELLSTRIKER.BBX	
00000155	.\CHARACTER\MONSTER\BONE\	TPACTCRAWLERMAUL.BN	TPACTCRAWLERMAUL.BBX	
00000158	.\CHARACTER\MONSTER\BONE\	TPACTCRAWLERREX.BN	TPACTCRAWLERREX.BBX	
00000156	.\CHARACTER\MONSTER\BONE\	TPACTSNATCHERBITE.BN	TPACTSNATCHERBITE.BBX	
00000159	.\CHARACTER\MONSTER\BONE\	TPACTSNATCHERREX.BN	TPACTSNATCHERREX.BBX	
00000157	.\CHARACTER\MONSTER\BONE\	TPACTVAFERBARBAR.BN	TPACTVAFERBARBAR.BBX	
0000015a	.\CHARACTER\MONSTER\BONE\	TPACTVAFERREX.BN	TPACTVAFERREX.BBX	
00000115	.\CHARACTER\MONSTER\BONE\	TRESHU.BN	TRESHU.BBX	
00000149	.\CHARACTER\MONSTER\BONE\	TRIFEAD.BN	TRIFEAD.BBX	
0000009c	.\CHARACTER\MONSTER\BONE\	TTOTY.BN	TTOTY.BBX	
0000007f	.\CHARACTER\MONSTER\BONE\	TURNCOATARCHER.BN	TURNCOATARCHER.BBX	
0000008c	.\CHARACTER\MONSTER\BONE\	TURNCOATCANDRA.BN	TURNCOATCANDRA.BBX	
00000082	.\CHARACTER\MONSTER\BONE\	TURNCOATCASTER.BN	TURNCOATCASTER.BBX	
00000086	.\CHARACTER\MONSTER\BONE\	TURNCOATCHAMPION.BN	TURNCOATCHAMPION.BBX	
00000084	.\CHARACTER\MONSTER\BONE\	TURNCOATCOMMANDO.BN	TURNCOATCOMMANDO.BBX	
00000081	.\CHARACTER\MONSTER\BONE\	TURNCOATDESPERADO.BN	TURNCOATDESPERADO.BBX	
0000008a	.\CHARACTER\MONSTER\BONE\	TURNCOATDESTROYER.BN	TURNCOATDESTROYER.BBX	
0000008e	.\CHARACTER\MONSTER\BONE\	TURNCOATGLADIUS.BN	TURNCOATGLADIUS.BBX	
00000088	.\CHARACTER\MONSTER\BONE\	TURNCOATGUNNER.BN	TURNCOATGUNNER.BBX	
00000087	.\CHARACTER\MONSTER\BONE\	TURNCOATHUNTER.BN	TURNCOATHUNTER.BBX	
0000008d	.\CHARACTER\MONSTER\BONE\	TURNCOATKNIGHTS.BN	TURNCOATKNIGHTS.BBX	
0000008b	.\CHARACTER\MONSTER\BONE\	TURNCOATMILER.BN	TURNCOATMILER.BBX	
00000083	.\CHARACTER\MONSTER\BONE\	TURNCOATPSYPER.BN	TURNCOATPSYPER.BBX	
00000080	.\CHARACTER\MONSTER\BONE\	TURNCOATSCOUTER.BN	TURNCOATSCOUTER.BBX	
00000085	.\CHARACTER\MONSTER\BONE\	TURNCOATSNIPER.BN	TURNCOATSNIPER.BBX	
00000089	.\CHARACTER\MONSTER\BONE\	TURNCOATSUMMONER.BN	TURNCOATSUMMONER.BBX	
00000020	.\CHARACTER\MONSTER\BONE\	TWEEZER.BN	TWEEZER.BBX	
000000a4	.\CHARACTER\MONSTER\BONE\	TWOTOWER.BN	TWOTOWER.BBX	
00000034	.\CHARACTER\MONSTER\BONE\	VAFERBARBAR.BN	VAFERBARBAR.BBX	
00000031	.\CHARACTER\MONSTER\BONE\	VAFERMORTAR.BN	VAFERMORTAR.BBX	
00000017	.\CHARACTER\MONSTER\BONE\	VAFERNIPPER.BN	VAFERNIPPER.BBX	
000000e7	.\CHARACTER\MONSTER\BONE\	VAFERRANGER.BN	VAFERRANGER.BBX	
00000044	.\CHARACTER\MONSTER\BONE\	VAFERREX.BN	VAFERREX.BBX	
00000022	.\CHARACTER\MONSTER\BONE\	VAFERRUDER.BN	VAFERRUDER.BBX	
00000170	.\CHARACTER\MONSTER\BONE\	VAFERSHAMAN.BN	VAFERSHAMAN.BBX	
0000002f	.\CHARACTER\MONSTER\BONE\	VAFERSLY.BN	VAFERSLY.BBX	
00000097	.\CHARACTER\MONSTER\BONE\	VARAS.BN	VARAS.BBX	
0000002d	.\CHARACTER\MONSTER\BONE\	VILLAINCANNIBAL.BN	VILLAINCANNIBAL.BBX	
00000138	.\CHARACTER\MONSTER\BONE\	VIORABELTIN.BN	VIORABELTIN.BBX	
0000005a	.\CHARACTER\MONSTER\BONE\	VOLCANICDEMOLIS.BN	VOLCANICDEMOLIS.BBX	
0000005d	.\CHARACTER\MONSTER\BONE\	VOLCANICGRUMBLE.BN	VOLCANICGRUMBLE.BBX	
0000005b	.\CHARACTER\MONSTER\BONE\	VOLCANICLAVA.BN	VOLCANICLAVA.BBX	
000000ba	.\CHARACTER\MONSTER\BONE\	WALNUT.BN	WALNUT.BBX	
0000000c	.\CHARACTER\MONSTER\BONE\	WARBEAST.BN	WARBEAST.BBX	
00000099	.\CHARACTER\MONSTER\BONE\	WATY.BN	WATY.BBX	
000000c6	.\CHARACTER\MONSTER\BONE\	WIGUL.BN	WIGUL.BBX	
00000001	.\CHARACTER\MONSTER\BONE\	WING.BN	WING.BBX	
00000180	.\CHARACTER\MONSTER\BONE\	WINGBOX.BN	WINGBOX.BBX	
0000015f	.\CHARACTER\MONSTER\BONE\	YGGDRASILSTRIP.BN	YGGDRASILSTRIP.BBX	
00000000	.\CHARACTER\MONSTER\BONE\	YOUNGFLEM.BN	YOUNGFLEM.BBX	
000000ce	.\CHARACTER\MONSTER\BONE\	ZAKAN.BN	ZAKAN.BBX	
0000010e	.\CHARACTER\MONSTER\BONE\	ZAPIKER.BN	ZAPIKER.BBX	
0000010d	.\CHARACTER\MONSTER\BONE\	ZAPIKERGUARD.BN	ZAPIKERGUARD.BBX	
00000133	.\CHARACTER\MONSTER\BONE\	ZELNAKAN.BN	ZELNAKAN.BBX	
000000e2	.\CHARACTER\MONSTER\BONE\	ZELNAKANVAFERNIPPER.BN	ZELNAKANVAFERNIPPER.BBX	
00000153	.\CHARACTER\MONSTER\BONE\	ZETSO.BN	ZETSO.BBX	
