string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	float	float	float	float	float	string[64]	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
ibfir31	1	420382	31	Баллон Жидкого Топлива	203	200	00001	J	-1	1	-1	0	12500	0	0	0	0	625	500	1	6	0	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibfir31	0	0	0	
ibfir32	1	420383	32	Блок Керамитовых Ракет	203	200	00001	IK	-1	1	-1	0	10000	0	0	0	0	500	500	1	0	-1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibfir32	0	0	0	
ibfir33	1	A20384	17	Ящик Магазинов	203	200	11111	E	-1	1	-1	0	120000	0	0	0	0	6000	30000	1	0	-1	0	0	0	0	1	-1	1	1	1	0	1	0	tibfir33	0	0	0	
ibfir34	1	A20385	18	Ящик Циклонных Магазинов	203	200	11111	E	-1	1	-1	0	100794	0	0	0	0	5039	30000	1	0	3	0	0	0	0	1	-1	1	1	1	0	1	0	tibfir34	0	0	0	
ibfir35	1	A20386	19	Насыщенный Энергомагазин	203	200	11111	H	-1	1	-1	0	100794	0	0	0	0	5039	30000	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir35	0	0	0	
ibfir36	1	A20387	20	Насыщенный Лазерный Магазин	203	200	11111	H	-1	1	-1	0	120000	0	0	0	0	6000	30000	1	0	-1	0	0	0	0	1	-1	1	1	1	0	1	0	tibfir36	0	0	0	
ibfir37	1	A20388	21	Ящик Ленточных Магазинов	203	200	11111	FG	-1	1	-1	0	120000	0	0	0	0	6000	30000	1	0	-1	0	0	0	0	1	-1	1	1	1	0	1	0	tibfir37	0	0	0	
ibfir38	1	A20389	22	Ящик Сланцевых Магазинов	203	200	11111	E	-1	1	-1	0	103175	0	0	0	0	5158	30000	1	6	2	0	0	0	0	1	-1	1	1	1	0	1	0	tibfir38	0	0	1	
ibfir39	1	A2038A	23	Ящик Разрывных Магазинов	203	200	11111	E	-1	1	-1	0	103175	0	0	0	0	5158	30000	1	6	0	0	0	0	0	1	-1	1	1	1	0	1	0	tibfir39	0	0	0	
ibfir40	1	42038B	24	Контейнер Ядерных Ракет	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	7499	30000	1	6	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir40	0	0	0	
ibfir41	1	42038C	25	Контейнер Магнитных Ракет	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	7499	30000	1	6	3	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir41	0	0	0	
ibfir42	1	42038D	26	Контейнер Гибридных Ракет	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	7499	30000	1	6	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir42	0	0	0	
ibfir43	1	42038E	27	Контейнер Токсичных Ракет	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	7499	30000	1	6	2	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir43	0	0	0	
ibfir44	1	42038F	28	Контейнер Ураганных Ракет	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	7499	30000	1	6	1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir44	0	0	0	
ibfir45	1	420390	29	Контейнер Световых Ракет	203	200	00001	IK	-1	1	-1	0	138095	0	0	0	0	6904	30000	1	0	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir45	0	0	0	
ibfir46	1	420391	30	Контейнер Самонаводящихся Ракет	203	200	00001	IK	-1	1	-1	0	138095	0	0	0	0	6904	30000	1	0	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir46	0	0	0	
ibfir47	1	420392	31	Танк Жидкого Топлива	203	200	00001	J	-1	1	-1	0	145238	0	0	0	0	7261	30000	1	5	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir47	0	0	0	
ibfir48	1	420393	32	Контейнер Керамитовых Ракет	203	200	00001	IK	-1	1	-1	0	138095	0	0	0	0	6904	30000	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir48	0	0	0	
ibfir49	1	A20394	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir49	0	0	0	
ibfir50	1	A20395	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir50	0	0	0	
ibfir51	1	420396	33	Кислотная Граната	203	200	00001	LMNO	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1	1	1	1	1	1	1	0	tibfir51	0	0	0	
ibfir52	1	420397	34	Вакуумная Граната	203	200	00001	LMNO	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1	2	1	1	1	1	1	0	tibfir52	0	0	0	
ibfir53	1	420398	35	Дымовая Граната	203	200	00001	LMNO	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1	3	1	1	1	1	1	0	tibfir53	0	0	0	
ibfir54	1	420399	36	Шоковая Граната	203	200	00001	LMNO	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1	4	1	1	1	1	1	0	tibfir54	0	0	0	
ibfir55	1	42039A	37	Ментальная Граната	203	200	00001	MNO	-1	1	-1	0	1000	0	0	0	0	50	100	1	0	-1	0	0	0	0	1	5	1	1	1	1	1	0	tibfir55	0	0	0	
ibfir56	1	42039B	38	Оглушающая Граната	203	200	00001	MNO	-1	1	-1	0	1000	0	0	0	0	50	100	1	0	-1	0	0	0	0	1	6	1	1	1	1	1	0	tibfir56	0	0	0	
ibfir57	1	42039C	39	Разъедающая Граната	203	200	00001	MNO	-1	1	-1	0	1000	0	0	0	0	50	100	1	0	-1	0	0	0	0	1	7	1	1	1	1	1	0	tibfir57	0	0	0	
ibfir58	1	42039D	40	Ослабляющая Граната	203	200	00001	MNO	-1	1	-1	0	1000	0	0	0	0	50	100	1	0	-1	0	0	0	0	1	8	1	1	1	1	1	0	tibfir58	0	0	0	
ibfir59	1	42039E	41	Паралитическая Граната	203	200	00001	NO	-1	1	-1	0	3000	0	0	0	0	150	100	1	0	-1	0	0	0	0	1	9	1	1	1	1	1	0	tibfir59	0	0	0	
ibfir60	1	42039F	42	Стихийная Граната	203	200	00001	NO	-1	1	-1	0	3000	0	0	0	0	150	100	1	0	-1	0	0	0	0	1	A	1	1	1	1	1	0	tibfir60	0	0	0	
ibfir61	1	4203A0	43	Антимагическая Граната	203	200	00001	NO	-1	1	-1	0	3000	0	0	0	0	150	100	1	0	-1	0	0	0	0	1	B	1	1	1	1	1	0	tibfir61	0	0	0	
ibfir62	1	4203A1	44	Волновая Граната	203	200	00001	NO	-1	1	-1	0	3000	0	0	0	0	150	100	1	0	-1	0	0	0	0	1	C	1	1	1	1	1	0	tibfir62	0	0	0	
ibfir63	1	4203A2	45	Ослепляющая Граната	203	200	00001	O	-1	1	-1	0	5000	0	0	0	0	250	100	1	0	-1	0	0	0	0	1	D	1	1	1	1	1	0	tibfir63	0	0	0	
ibfir64	1	4203A3	46	Паутинная Граната	203	200	00001	O	-1	1	-1	0	5000	0	0	0	0	250	100	1	0	-1	0	0	0	0	1	E	1	1	1	1	1	0	tibfir64	0	0	0	
ibfir65	1	4203A4	47	Вирусная Граната	203	200	00001	O	-1	1	-1	0	5000	0	0	0	0	250	100	1	0	-1	0	0	0	0	1	F	1	1	1	1	1	0	tibfir65	0	0	0	
ibfir66	1	4203A5	48	Псионическая Граната	203	200	00001	O	-1	1	-1	0	5000	0	0	0	0	250	100	1	0	-1	0	0	0	0	1	10	1	1	1	1	1	0	tibfir66	0	0	0	
ibfir67	1	A203A6	49	Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	500	0	0	0	0	25	100	1	6	-1	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibfir67	0	0	0	
ibfir68	1	A203A7	49	Цинк Коробчатых Магазинов	203	200	11111	FG	-1	1	-1	0	2500	0	0	0	0	125	500	1	6	-1	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibfir68	0	0	0	
ibfir69	1	4203A8	50	Ледяное Топливо	203	200	00001	J	-1	1	-1	0	2500	0	0	0	0	125	100	1	6	1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibfir69	0	0	0	
ibfir70	1	4203A9	50	Баллон Ледяного Топлива	203	200	00001	J	-1	1	-1	0	12500	0	0	0	0	625	500	1	6	1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibfir70	0	0	0	
ibfir71	1	4203AA	50	Танк Ледяного Топлива	203	200	00001	J	-1	1	-1	0	150000	0	0	0	0	7499	30000	1	6	1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir71	0	0	0	
ibfir72	1	4203AB	51	Сланцевое Топливо	203	200	00001	J	-1	1	-1	0	2500	0	0	0	0	125	100	1	6	2	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibfir72	0	0	0	
ibfir73	1	4203AC	51	Баллон Сланцевого Топлива	203	200	00001	J	-1	1	-1	0	12500	0	0	0	0	625	500	1	6	2	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibfir73	0	0	0	
ibfir74	1	4203AD	51	Танк Сланцевого Топлива	203	200	00001	J	-1	1	-1	0	150000	0	0	0	0	7499	30000	1	6	2	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir74	0	0	0	
ibfir75	1	4203AE	52	Летучее Топливо	203	200	00001	J	-1	1	-1	0	2500	0	0	0	0	125	100	1	6	3	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibfir75	0	0	0	
ibfir76	1	4203AF	52	Баллон Летучего Топлива	203	200	00001	J	-1	1	-1	0	12500	0	0	0	0	625	500	1	6	3	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibfir76	0	0	0	
ibfir77	1	4203B0	52	Танк Летучего Топлива	203	200	00001	J	-1	1	-1	0	150000	0	0	0	0	7499	30000	1	6	3	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir77	0	0	0	
ibfir78	1	A203B1	53	Фрионный Магазин	203	200	11111	E	-1	1	-1	0	400	0	0	0	0	20	100	1	0	1	0	0	0	0	1	-1	1	1	1	1	1	0	tibfir78	0	0	0	
ibfir79	1	A203B2	53	Цинк Фрионных Магазинов	203	200	11111	E	-1	1	-1	0	2000	0	0	0	0	100	500	1	0	1	0	0	0	0	1	-1	1	1	1	1	1	0	tibfir79	0	0	0	
ibfir80	1	A203B3	53	Ящик Фрионных Магазинов	203	200	11111	E	-1	1	-1	0	100794	0	0	0	0	5039	30000	1	0	1	0	0	0	0	1	-1	1	1	1	0	1	0	tibfir80	0	0	0	
ibfir81	1	A203B3	54	Очищающая Граната	203	200	00001	LMNO	-1	1	-1	0	800	0	0	0	0	40	100	1	6	-1	0	0	0	0	1	13	1	1	1	1	1	0	tibfir81	0	0	0	
ibfir82	1	A203B3	55	Восстанавливающая Граната	203	200	00001	MNO	-1	1	-1	0	5000	0	0	0	0	250	100	1	6	-1	0	0	0	0	1	14	1	1	1	1	1	0	tibfir82	0	0	0	
ibfir83	0	A203B6	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir83	0	0	0	
ibfir84	0	A203B7	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir84	0	0	0	
ibfir85	0	A203B8	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir85	0	0	0	
ibfir86	0	A203B9	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir86	0	0	0	
ibfir87	0	A203BA	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir87	0	0	0	
ibfir88	0	A203BB	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir88	0	0	0	
ibfir89	0	A203BC	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir89	0	0	0	
ibfir90	0	A203BD	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir90	0	0	0	
ibfir91	0	A203BE	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir91	0	0	0	
ibfir92	0	A203BF	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir92	0	0	0	
ibfir93	0	A203C0	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir93	0	0	0	
ibfir94	0	A203C1	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir94	0	0	0	
ibfir95	0	A203C2	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir95	0	0	0	
ibfir96	0	A203C3	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir96	0	0	0	
ibfir97	0	A203C4	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir97	0	0	0	
ibfir98	0	A203C5	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir98	0	0	0	
ibfir99	0	A203C6	0	Снаряд	203	200	11111	A	-1	1	-1	0	400	0	0	0	0	20	100	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibfir99	0	0	0	
ibfir00	0	A20364	17	Магазин Новичка	203	200	11111	EFGH	-1	1	-1	0	10	0	0	0	0	0	500	1	0	-1	0	0	0	0	1	-1	1	0	0	0	1	0	tibfir00	0	0	0	
ibxxx00	0	A20364	17	Тренировочный Боеприпас	203	200	11111	EFGH	-1	1	-1	0	10	0	0	0	0	0	1	1	0	-1	0	0	0	0	1	-1	1	0	0	0	1	0	tibxxx00	0	0	0	
ibxxx01	1	A20364	17	Тренировочный Боеприпас	203	200	11111	EFGH	-1	1	-1	0	10	0	0	0	0	0	30000	1	0	-1	0	0	0	0	1	-1	1	0	0	0	1	0	tibxxx01	0	0	0	
ibxxx02	0	A20400	1	Тренировочные Стрелы	204	200	11111	ABCD	-1	1	-1	0	10	0	0	0	0	0	1	1	0	-1	0	0	0	0	1	-1	1	0	0	0	1	0	tibxxx02	0	0	0	
ibxxx03	1	A20400	1	Тренировочные Стрелы	204	200	11111	ABCD	-1	1	-1	0	10	0	0	0	0	0	30000	1	0	-1	0	0	0	0	1	-1	1	0	0	0	1	0	tibxxx03	0	0	0	
ibdbr01	1	A204CC	1	Стрела	204	200	11111	A	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr01	0	0	0	
ibdbr02	1	A204CD	2	Огненная Стрела	204	200	11111	A	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	0	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr02	0	0	0	
ibdbr03	1	A204CE	3	Ледяная Стрела	204	200	11111	A	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr03	0	0	0	
ibdbr04	1	A204CF	4	Отравленная Стрела	204	200	11111	A	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	2	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr04	0	0	0	
ibdbr05	1	A204D0	6	Искусственная Стрела	204	200	11111	A	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	3	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr05	0	0	0	
ibdbr06	1	A204D1	7	Разрывная Стрела	204	200	11111	A	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	0	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr06	0	0	0	
ibdbr07	1	A204D2	8	Болт	204	200	11111	B	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr07	0	0	0	
ibdbr08	1	A204D3	9	Огненный Болт	204	200	11111	B	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	0	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr08	0	0	0	
ibdbr09	1	A204D4	10	Ледяной Болт	204	200	11111	B	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr09	0	0	0	
ibdbr10	1	A204D5	11	Отравленный Болт	204	200	11111	B	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	2	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr10	0	0	0	
ibdbr11	1	A204D6	13	Искусственный Болт	204	200	11111	B	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	3	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr11	0	0	0	
ibdbr12	1	A204D7	14	Разрывной Болт	204	200	11111	B	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	0	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr12	0	0	0	
ibdbr13	1	A204D8	15	Энергетический Элемент	204	200	11111	CD	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr13	0	0	0	
ibdbr14	1	A204D9	16	Усовершенствованный Энергетический Элемент	204	200	11111	CD	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr14	0	0	0	
ibdbr15	1	A203DA	17	Боеприпас	203	200	11111	E	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr15	0	0	0	
ibdbr16	1	A203DB	18	Искусственный Боеприпас	203	200	11111	E	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	3	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr16	0	0	0	
ibdbr17	1	A203DC	19	Энергетический Боеприпас	203	200	11111	H	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr17	0	0	0	
ibdbr18	1	A203DD	20	Лазерный Боеприпас	203	200	11111	H	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr18	0	0	0	
ibdbr19	1	A203DE	21	Боеприпас Вулкана	203	200	11111	FG	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr19	0	0	0	
ibdbr20	1	A203EF	22	Отравляющий Боеприпас	203	200	11111	E	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	2	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr20	0	0	0	
ibdbr21	1	A203E0	23	Разрывной Боеприпас	203	200	11111	E	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	0	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr21	0	0	0	
ibdbr22	1	4203E1	24	Ядерная Ракета	203	200	00001	IK	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	0	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr22	0	0	0	
ibdbr23	1	4203E2	25	Магнитная Ракета	203	200	00001	IK	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	3	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr23	0	0	0	
ibdbr24	1	4203E3	26	Гибридная Ракета	203	200	00001	IK	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	0	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr24	0	0	0	
ibdbr25	1	4203E4	27	Токсичная Ракета	203	200	00001	IK	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	2	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr25	0	0	0	
ibdbr26	1	4203E5	28	Ураганная Ракета	203	200	00001	IK	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr26	0	0	0	
ibdbr27	1	4203E6	29	Световая Ракета	203	200	00001	IK	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	0	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr27	0	0	0	
ibdbr28	1	4203E7	30	Самонаводящаяся Ракета	203	200	00001	IK	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	0	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr28	0	0	0	
ibdbr29	1	4203E8	31	Прожигающее Жидкое Топливо	203	200	00001	J	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	0	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr29	0	0	0	
ibdbr30	1	4203E9	32	Ракета с Керамитовым Наконечником	203	200	00001	IK	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr30	0	0	0	
ibdbr31	1	4203EA	33	Кислотная Граната	203	200	00001	LMNO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	1	1	1	1	1	1	0	tibdbr31	0	0	0	
ibdbr32	1	4203EB	34	Вакуумная Граната	203	200	00001	LMNO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	2	1	1	1	1	1	0	tibdbr32	0	0	0	
ibdbr33	1	4203EC	35	Дымовая Граната	203	200	00001	LMNO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	3	1	1	1	1	1	0	tibdbr33	0	0	0	
ibdbr34	1	4203ED	36	Шоковая Граната	203	200	00001	LMNO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	4	1	1	1	1	1	0	tibdbr34	0	0	0	
ibdbr35	1	4203EE	37	Ментальный Шип	203	200	00001	MNO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	5	1	1	1	1	1	0	tibdbr35	0	0	0	
ibdbr36	1	4203EF	38	Оглушающая Граната	203	200	00001	MNO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	6	1	1	1	1	1	0	tibdbr36	0	0	0	
ibdbr37	1	4203F0	39	Кислотный Дождь	203	200	00001	MNO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	7	1	1	1	1	1	0	tibdbr37	0	0	0	
ibdbr38	1	4203F1	40	Ослабляющий Силу	203	200	00001	MNO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	8	1	1	1	1	1	0	tibdbr38	0	0	0	
ibdbr39	1	4203F2	41	Паралитический Газ	203	200	00001	NO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	9	1	1	1	1	1	0	tibdbr39	0	0	0	
ibdbr40	1	4203F3	42	Ослабляющий Сопротивление	203	200	00001	NO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	A	1	1	1	1	1	0	tibdbr40	0	0	0	
ibdbr41	1	4203F4	43	Ограничивающий Силы	203	200	00001	NO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	B	1	1	1	1	1	0	tibdbr41	0	0	0	
ibdbr42	1	4203F5	44	Динамический Взрыв	203	200	00001	NO	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	C	1	1	1	1	1	0	tibdbr42	0	0	0	
ibdbr43	1	4203F6	45	Вспышка	203	200	00001	O	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	D	1	1	1	1	1	0	tibdbr43	0	0	0	
ibdbr44	1	4203F7	46	Удерживающая Сеть	203	200	00001	O	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	E	1	1	1	1	1	0	tibdbr44	0	0	0	
ibdbr45	1	4203F8	47	Ввести Вирус	203	200	00001	O	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	F	1	1	1	1	1	0	tibdbr45	0	0	0	
ibdbr46	1	4203F9	48	Подавление Рассудка	203	200	00001	O	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	-1	0	0	0	0	1	10	1	1	1	1	1	0	tibdbr46	0	0	0	
ibdbr47	1	A203FA	49	Разрывное Боеприпас Вуклан	203	200	11111	FG	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	-1	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibdbr47	0	0	0	
ibdbr48	1	4203FB	50	Замораживающее Жидкое Топливо	203	200	00001	J	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr48	0	0	0	
ibdbr49	1	4203FC	51	Отравляющее Жидкое топливо	203	200	00001	J	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	2	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr49	0	0	0	
ibdbr50	1	4203FD	52	Минеральное Жидкое топливо	203	200	00001	J	-1	1	-1	0	100	0	0	0	0	100	3000	1	6	3	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibdbr50	0	0	0	
ibdbr51	1	A203FE	53	Замораживающий Боеприпас	203	200	11111	E	-1	1	-1	0	100	0	0	0	0	100	3000	1	0	1	0	0	0	0	1	-1	1	1	1	1	1	0	tibdbr51	0	0	0	
ibxxx04	1	A20421	2	Огненная Стрела 	204	200	11111	A	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	0	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx04	0	0	0	
ibxxx05	1	A20422	3	Ледяная Стрела 	204	200	11111	A	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	1	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx05	0	0	0	
ibxxx06	1	A20423	4	Сланцевая Стрела 	204	200	11111	A	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	2	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx06	0	0	0	
ibxxx07	1	A20425	6	Ураганная Стрела 	204	200	11111	A	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	3	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx07	0	0	0	
ibxxx08	1	A20426	7	Взрывная Стрела 	204	200	11111	A	-1	1	-1	0	103175	0	0	0	0	10317460	30000	1	6	0	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx08	0	0	0	
