clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	byte	byte	dword	byte	byte	byte	byte	byte	byte	byte	byte	float	float	float	float	dword	dword	word	word	word	word	dword	END
iacca01	Плоские Серьги Огня Гамма(1)	800800	21	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	256	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
iacca02	Плоские Серьги Огня Бета	800801	21	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	257	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
iacca03	Плоские Серьги Огня Сигма(3)	800802	21	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	258	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
iacca04	Плоские Серьги Огня Дельта	800803	21	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	259	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
iacca05	Плоские Серьги Огня Эта(5)	800804	21	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	260	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	
iacca06	Плоские Серьги Огня Тета	800805	21	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	261	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	
iacca07	Плоские Серьги Огня Гамма(7)	800806	21	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	262	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	
iacca08	Плоские Серьги Воды Гамма(1)	800807	22	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	263	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
iacca09	Плоские Серьги Воды Бета	800808	22	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	264	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
iacca10	Плоские Серьги Воды Сигма(3)	800809	22	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	265	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
iacca11	Плоские Серьги Воды Дельта	80080A	22	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	266	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
iacca12	Плоские Серьги Воды Эта(5)	80080B	22	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	267	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
iacca13	Плоские Серьги Воды Тета	80080C	22	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	268	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	
iacca14	Плоские Серьги Воды Гамма(7)	80080D	22	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	269	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	
iacca15	Плоские Серьги Земли Гамма(1)	80080E	23	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	270	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
iacca16	Плоские Серьги Земли Бета	80080F	23	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	271	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
iacca17	Плоские Серьги Земли Сигма(3)	800810	23	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	272	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
iacca18	Плоские Серьги Земли Дельта	800811	23	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	273	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
iacca19	Плоские Серьги Земли Эта(5)	800812	23	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	274	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	
iacca20	Плоские Серьги Земли Тета	800813	23	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	275	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	
iacca21	Плоские Серьги Земли Гамма(7)	800814	23	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	276	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	
iacca22	Плоские Серьги Ветра Гамма(1)	800815	24	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	277	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
iacca23	Плоские Серьги Ветра Бета	800816	24	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	278	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
iacca24	Плоские Серьги Ветра Сигма(3)	800817	24	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	279	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
iacca25	Плоские Серьги Ветра Дельта	800818	24	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	280	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
iacca26	Плоские Серьги Ветра Эта(5)	800819	24	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	281	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
iacca27	Плоские Серьги Ветра Тета	80081A	24	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	282	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
iacca28	Плоские Серьги Ветра Гамма(7)	80081B	24	00110	10	1	0	60	0	0	0	0	1200	1	1	1	1	283	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
iacca29	Мягкие Серьги Огня Гамма(1)	80081C	25	00110	10	1	0	80	0	0	0	0	1600	1	1	1	1	284	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	
iacca30	Мягкие Серьги Огня Бета	80081D	25	00110	10	1	0	80	0	0	0	0	1600	1	1	1	1	285	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	
iacca31	Мягкие Серьги Огня Сигма(3)	80081E	25	00110	10	1	0	80	0	0	0	0	1600	1	1	1	1	286	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	
iacca32	Мягкие Серьги Огня Дельта	80081F	25	00110	10	1	0	80	0	0	0	0	1600	1	1	1	1	287	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	
iacca33	Мягкие Серьги Огня Эта(5)	800820	25	00110	10	1	0	80	0	0	0	0	1600	1	1	1	1	288	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	
iacca34	Мягкие Серьги Огня Тета	800821	25	00110	10	1	0	80	0	0	0	0	1600	1	1	1	1	289	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	
iacca35	Мягкие Серьги Огня Гамма(7)	800822	25	00110	10	1	0	80	0	0	0	0	1600	1	1	1	1	290	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	
iacca36	Проклятые Серьги Воды Гамма(1)	800823	30	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	291	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	0	2	0	0	0	
iacca37	Проклятые Серьги Воды Бета	800824	30	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	292	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	0	3	0	0	0	
iacca38	Проклятые Серьги Воды Сигма(3)	800825	30	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	293	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	0	4	0	0	0	
iacca39	Проклятые Серьги Воды Дельта	800826	30	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	294	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	0	5	0	0	0	
iacca40	Проклятые Серьги Воды Эта(5)	800827	30	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	295	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	0	6	0	0	0	
iacca41	Проклятые Серьги Воды Тета	800828	30	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	296	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	0	7	0	0	0	
iacca42	Проклятые Серьги Воды Гамма(7)	800829	30	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	297	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	0	8	0	0	0	
iacca43	Проклятые Серьги Огня Гамма(1)	80082A	29	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	298	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,050000001	0	0	0	0	0	2	0	0	0	0	
iacca44	Проклятые Серьги Огня Бета	80082B	29	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	299	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,050000001	0	0	0	0	0	3	0	0	0	0	
iacca45	Проклятые Серьги Огня Сигма(3)	80082C	29	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	300	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,079999998	0	0	0	0	0	3	0	0	0	0	
iacca46	Проклятые Серьги Огня Дельта	80082D	29	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	301	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,100000001	0	0	0	0	0	4	0	0	0	0	
iacca47	Проклятые Серьги Огня Эта(5)	80082E	29	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	302	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,050000001	0	0	0	0	0	5	0	0	0	0	
iacca48	Проклятые Серьги Огня Тета	80082F	29	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	303	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,079999998	0	0	0	0	0	6	0	0	0	0	
iacca49	Проклятые Серьги Огня Гамма(7)	800830	29	00110	10	1	0	100	0	0	0	0	2000	1	1	1	1	304	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	-0,100000001	0	0	0	0	0	7	0	0	0	0	
iacca50	Сияющие Серьги Огня Гамма(1)	800831	37	00110	10	1	0	150	0	0	0	0	3000	1	1	1	1	305	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	
iacca51	Сияющие Серьги Огня Бета	800832	37	00110	10	1	0	150	0	0	0	0	3000	1	1	1	1	306	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	
iacca52	Сияющие Серьги Огня Сигма(3)	800833	37	00110	10	1	0	150	0	0	0	0	3000	1	1	1	1	307	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	
iacca53	Сияющие Серьги Огня Дельта	800834	37	00110	10	1	0	150	0	0	0	0	3000	1	1	1	1	308	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	3	0	
iacca54	Сияющие Серьги Огня Эта(5)	800835	37	00110	10	1	0	150	0	0	0	0	3000	1	1	1	1	309	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	4	0	
iacca55	Сияющие Серьги Огня Тета	800836	37	00110	10	1	0	150	0	0	0	0	3000	1	1	1	1	310	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	3	0	
iacca56	Сияющие Серьги Огня Гамма(7)	800837	37	00110	10	1	0	150	0	0	0	0	3000	1	1	1	1	311	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	5	0	
iacca57	Стихийные Плоские Серьги	800838	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	312	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,25	0	0	0	0	0	4	3	3	2	0	
iacca58	Стихийные Плоские Серьги	800839	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	313	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,25	0	0	0	0	0	3	3	2	4	0	
iacca59	Стихийные Плоские Серьги	80083A	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	314	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,25	0	0	0	0	0	3	2	4	3	0	
iacca60	Стихийные Плоские Серьги	80083B	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	315	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,25	0	0	0	0	0	2	4	3	3	0	
iacca61	Стихийные Плоские Серьги	80083C	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	316	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,25	0	0	0	0	0	2	2	2	2	0	
iacca62	Стихийные Плоские Серьги	80083D	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	317	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,300000012	0	0	0	0	0	3	3	3	3	0	
iacca63	Стихийные Плоские Серьги	80083E	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	318	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,400000006	0	0	0	0	0	3	3	3	3	0	
iacca64	Стихийные Плоские Серьги	80083F	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	319	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0,5	0	0	0	0	0	4	4	4	4	0	
iacca65	Стихийные Мягкие Серьги	800840	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	320	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,100000001	5	0	0	0	0	4	3	3	2	0	
iacca66	Стихийные Мягкие Серьги	800841	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	321	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,150000006	10	0	0	0	0	3	3	2	4	0	
iacca67	Стихийные Мягкие Серьги	800842	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	322	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,150000006	10	0	0	0	0	3	2	4	3	0	
iacca68	Стихийные Мягкие Серьги	800843	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	323	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,150000006	10	0	0	0	0	2	4	3	3	0	
iacca69	Стихийные Мягкие Серьги	800844	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	324	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,200000003	15	0	0	0	0	2	2	2	2	0	
iacca70	Стихийные Мягкие Серьги	800845	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	325	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,200000003	15	0	0	0	0	3	3	3	3	0	
iacca71	Стихийные Мягкие Серьги	800846	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	326	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,200000003	15	0	0	0	0	3	3	3	3	0	
iacca72	Стихийные Мягкие Серьги	800847	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	327	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	4	0	0	0	0	0	0,200000003	20	0	0	0	0	4	4	4	4	0	
iacca73	Стихийные Проклятые Серьги	800848	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	328	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,100000001	0,100000001	0	0	0	0	4	3	3	2	0	
iacca74	Стихийные Проклятые Серьги	800849	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	329	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,150000006	0,150000006	0	0	0	0	3	3	2	4	0	
iacca75	Стихийные Проклятые Серьги	80084A	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	330	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,150000006	0,150000006	0	0	0	0	3	2	4	3	0	
iacca76	Стихийные Проклятые Серьги	80084B	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	331	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,150000006	0,150000006	0	0	0	0	2	4	3	3	0	
iacca77	Стихийные Проклятые Серьги	80084C	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	332	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,200000003	0,200000003	0	0	0	0	2	2	2	2	0	
iacca78	Стихийные Проклятые Серьги	80084D	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	333	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,200000003	0,200000003	0	0	0	0	3	3	3	3	0	
iacca79	Стихийные Проклятые Серьги	80084E	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	334	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,200000003	0,200000003	0	0	0	0	3	3	3	3	0	
iacca80	Стихийные Проклятые Серьги	80084F	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	335	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,200000003	0,25	0	0	0	0	4	4	4	4	0	
iacca81	Стихийные Сияющие Серьги	800850	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	336	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	8	0	0	0	0	0	0,100000001	1	0	0	0	0	4	3	3	2	0	
iacca82	Стихийные Сияющие Серьги	800851	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	337	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	8	0	0	0	0	0	0,150000006	1	0	0	0	0	3	3	2	4	0	
iacca83	Стихийные Сияющие Серьги	800852	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	338	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	8	0	0	0	0	0	0,150000006	1	0	0	0	0	3	2	4	3	0	
iacca84	Стихийные Сияющие Серьги	800853	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	339	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	8	0	0	0	0	0	0,150000006	1	0	0	0	0	2	4	3	3	0	
iacca85	Стихийные Сияющие Серьги	800854	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	340	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	8	0	0	0	0	0	0,200000003	1	0	0	0	0	2	2	2	2	0	
iacca86	Стихийные Сияющие Серьги	800855	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	341	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	8	0	0	0	0	0	0,200000003	1	0	0	0	0	3	3	3	3	0	
iacca87	Стихийные Сияющие Серьги	800856	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	342	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	8	0	0	0	0	0	0,200000003	1	0	0	0	0	3	3	3	3	0	
iacca88	Стихийные Сияющие Серьги	800857	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	343	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	8	0	0	0	0	0	0,200000003	1	0	0	0	0	4	4	4	4	0	
iacca89	Стихийные Могильные Серьги	800858	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	344	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,100000001	5	0	0	0	0	4	3	3	2	0	
iacca90	Стихийные Могильные Серьги	800859	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	345	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,150000006	10	0	0	0	0	3	3	2	4	0	
iacca91	Стихийные Могильные Серьги	80085A	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	346	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,150000006	10	0	0	0	0	3	2	4	3	0	
iacca92	Стихийные Могильные Серьги	80085B	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	347	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,150000006	10	0	0	0	0	2	4	3	3	0	
iacca93	Стихийные Могильные Серьги	80085C	37	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	348	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,200000003	15	0	0	0	0	2	2	2	2	0	
iacca94	Стихийные Могильные Серьги	80085D	40	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	349	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,200000003	15	0	0	0	0	3	3	3	3	0	
iacca95	Стихийные Могильные Серьги	80085E	39	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	350	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,200000003	15	0	0	0	0	3	3	3	3	0	
iacca96	Стихийные Могильные Серьги	80085F	38	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	351	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,25	20	0	0	0	0	4	4	4	4	0	
iacca97	Серьги Штурмовика Омега(SET1-M)	800860	146	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	352	1	0	0	-1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,25	0,25	0	0	0	0	4	4	4	4	0	
iacca98	Серьги Штурмовика Эпсилон(SET1-R)	800861	147	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	353	1	0	0	-1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0,25	20	0	0	0	0	4	4	4	4	0	
iacca99	Серьги Штурмовика Омикрон(SET1-F)	800862	148	00110	10	1	0	500	0	0	0	0	10000	1	1	1	1	354	1	0	0	-1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0,25	0,25	0	0	0	0	4	4	4	4	0	
iacpc01	Амулет, только для компьютерных клубов	800863	208	00110	10	1	0	0	0	0	0	0	0	0	1	0	0	1094	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0,25	0	0	0	0	0	4	4	4	4	0	
