dword	dword	clcode	xeh	dword	byte	stb	byte	byte	byte	byte	byte	byte	byte	dword	dword	dword	dword	dword	hex	hex	hex	hex	hex	dword	dword	dword	dword	dword	dword	END
newType	bewIndex	Code	NewModel	Exp	MakeMastery	Civil	NeedNum	NeedType1	NeedType2	NeedType3	NeedType4	NeedType5	none	NeedIndex1	NeedIndex2	NeedIndex3	NeedIndex4	NeedIndex5	NeedCode1	NeedCode2	NeedCode3	NeedCode4	NeedCode5	NeedNum1	NeedNum2	NeedNum3	NeedNum4	NeedNum5	hz
6	1798	iwfaa50	411562	163	99	00001	5	17	17	17	17	20	0	17	12	7	2	23	030008d1	031214d1	030e08d1	031408d1	241818d8	18	18	18	53	9	0
6	1809	iwdka50	A10509	164	99	11111	5	17	17	17	17	20	0	18	13	8	3	23	040008d1	041214d1	040e08d1	041408d1	241818d8	14	14	14	41	7	0
6	8491	iwlua51	411462	165	99	00001	5	17	17	17	17	20	0	17	12	7	2	23	030008d1	031214d1	030e08d1	031408d1	241818d8	18	18	18	53	9	0
6	8500	iwkna55	A10366	166	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	19	19	19	56	9	0
6	8502	iwswa55	A1016A	167	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	22	22	22	65	11	0
6	8504	iwaxa55	A1076E	168	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	30	30	30	89	15	0
6	8506	iwmaa55	A10B72	169	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	22	22	22	66	11	0
6	8517	iwsta55	910D87	170	99	11110	5	17	17	17	17	20	0	15	10	5	0	23	010008d1	011214d1	010e08d1	011408d1	241818d8	28	28	28	82	13	0
6	8508	iwspa55	A10E76	171	99	11111	5	17	17	17	17	20	0	19	14	9	4	23	050008d1	051214d1	050e08d1	051408d1	241818d8	23	23	23	69	11	0
6	8510	iwboa55	A10F7A	172	99	11111	5	17	17	17	17	20	0	18	13	8	3	23	040008d1	041214d1	040e08d1	041408d1	241818d8	25	25	25	74	12	0
6	8512	iwfia55	A1167E	173	99	11111	5	17	17	17	17	20	0	16	11	6	1	23	020008d1	021214d1	020e08d1	021408d1	241818d8	25	25	25	74	12	0
6	8514	iwlua55	411782	174	99	00001	5	17	17	17	17	20	0	17	12	7	2	23	030008d1	031214d1	030e08d1	031408d1	241818d8	26	26	26	76	12	0
6	8516	iwdaa55	A10586	175	99	11111	5	17	17	17	17	20	0	18	13	8	3	23	040008d1	041214d1	040e08d1	041408d1	241818d8	20	20	20	59	10	0
7	0	idbca04	900700	176	1	11110	2	17	20	0	0	0	0	2	19	0	0	0	031408d1	201818d8	00000000	00000000	00000000	1	4	0	0	0	0
7	84	idaaa04	400754	177	1	00001	2	17	20	0	0	0	0	2	19	0	0	0	031408d1	201818d8	00000000	00000000	00000000	1	4	0	0	0	0
7	4	idbca07	900704	178	3	11110	2	17	20	0	0	0	0	2	19	0	0	0	031408d1	201818d8	00000000	00000000	00000000	1	6	0	0	0	0
7	88	idaaa07	400758	179	3	00001	2	17	20	0	0	0	0	2	19	0	0	0	031408d1	201818d8	00000000	00000000	00000000	1	6	0	0	0	0
7	8	idbca10	900708	180	7	11110	2	17	20	0	0	0	0	2	19	0	0	0	031408d1	201818d8	00000000	00000000	00000000	1	10	0	0	0	0
7	92	idaaa10	40075C	181	7	00001	2	17	20	0	0	0	0	2	19	0	0	0	031408d1	201818d8	00000000	00000000	00000000	1	10	0	0	0	0
7	12	idbca13	90070C	182	11	11110	2	17	20	0	0	0	0	2	19	0	0	0	031408d1	201818d8	00000000	00000000	00000000	1	16	0	0	0	0
7	96	idaaa13	400760	183	11	00001	2	17	20	0	0	0	0	2	19	0	0	0	031408d1	201818d8	00000000	00000000	00000000	1	16	0	0	0	0
7	16	idbca16	900710	184	15	11110	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	1	4	0	0	0
7	100	idaaa16	400764	185	15	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	1	4	0	0	0
7	20	idbca19	900714	186	20	11110	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	2	5	0	0	0
7	104	idaaa19	400768	187	20	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	2	5	0	0	0
7	24	idbca21	900718	188	24	11110	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	2	6	0	0	0
7	108	idaaa21	40076C	189	24	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	2	6	0	0	0
7	28	idbca23	90071C	190	27	11110	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	3	8	0	0	0
7	112	idaaa23	400770	191	27	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	3	8	0	0	0
7	32	idbca25	900720	192	31	11110	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	3	9	0	0	0
7	116	idaaa25	400774	193	31	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	1	3	9	0	0	0
7	36	idbca27	900724	194	36	11110	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	2	4	11	0	0	0
7	120	idaaa27	400778	195	36	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	2	4	11	0	0	0
7	40	idbca29	900728	196	40	11110	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	2	4	13	0	0	0
7	124	idaaa29	40077C	197	40	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	2	4	13	0	0	0
7	44	idbca31	90072C	198	45	11110	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	2	5	15	0	0	0
7	128	idaaa31	400780	199	45	00001	3	17	17	20	0	0	0	7	2	20	0	0	030e08d1	031408d1	211818d8	00000000	00000000	2	5	15	0	0	0
7	48	idbca33	900730	200	49	11110	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	2	2	4	3	0	0
7	132	idaaa33	400784	201	49	00001	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	2	2	4	3	0	0
7	52	idbca35	900734	202	55	11110	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	2	2	5	4	0	0
7	136	idaaa35	400788	203	55	00001	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	2	2	5	4	0	0
7	56	idbca37	900738	204	60	11110	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	2	2	6	4	0	0
7	140	idaaa37	40078C	205	60	00001	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	2	2	6	4	0	0
7	60	idbca39	90073C	206	65	11110	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	2	2	6	5	0	0
7	144	idaaa39	400790	207	65	00001	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	2	2	6	5	0	0
7	64	idbca41	900740	208	71	11110	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	3	3	8	6	0	0
7	148	idaaa41	400794	209	71	00001	4	17	17	17	20	0	0	12	7	2	21	0	031214d1	030e08d1	031408d1	221818d8	00000000	3	3	8	6	0	0
7	68	idbca43	900744	210	77	11110	5	17	17	17	17	20	0	17	12	7	2	22	030008d1	031214d1	030e08d1	031408d1	231818d8	3	3	3	7	2	0
7	152	idaaa43	400798	211	77	00001	5	17	17	17	17	20	0	17	12	7	2	22	030008d1	031214d1	030e08d1	031408d1	231818d8	3	3	3	7	2	0
7	72	idbca45	900748	212	83	11110	5	17	17	17	17	20	0	17	12	7	2	22	030008d1	031214d1	030e08d1	031408d1	231818d8	3	3	3	8	2	0
7	156	idaaa45	40079C	213	83	00001	5	17	17	17	17	20	0	17	12	7	2	22	030008d1	031214d1	030e08d1	031408d1	231818d8	3	3	3	8	2	0
7	76	idbca47	90074C	214	89	11110	5	17	17	17	17	20	0	17	12	7	2	23	030008d1	031214d1	030e08d1	031408d1	241818d8	3	3	3	8	2	0
7	160	idaaa47	4007A0	215	89	00001	5	17	17	17	17	20	0	17	12	7	2	23	030008d1	031214d1	030e08d1	031408d1	241818d8	3	3	3	8	2	0
7	80	idbca50	900750	216	99	11110	5	17	17	17	17	20	0	17	12	7	2	23	030008d1	031214d1	030e08d1	031408d1	241818d8	4	4	4	11	2	0
7	164	idaaa50	4007A4	217	99	00001	5	17	17	17	17	20	0	17	12	7	2	23	030008d1	031214d1	030e08d1	031408d1	241818d8	4	4	4	11	2	0
5	80	ihbwa04	700000	218	1	11000	2	20	20	0	0	0	0	11	0	0	0	0	121818d8	011818d8	00000000	00000000	00000000	2	1	0	0	0	0
5	332	ihcwa04	800000	219	1	00110	2	20	20	0	0	0	0	11	0	0	0	0	121818d8	011818d8	00000000	00000000	00000000	2	1	0	0	0	0
5	584	ihawa04	400000	220	1	00001	2	20	20	0	0	0	0	4	0	0	0	0	051818d8	011818d8	00000000	00000000	00000000	1	1	0	0	0	0
5	84	ihbwa07	700004	221	3	11000	2	20	20	0	0	0	0	11	0	0	0	0	121818d8	011818d8	00000000	00000000	00000000	5	3	0	0	0	0
5	336	ihcwa07	800004	222	3	00110	2	20	20	0	0	0	0	11	0	0	0	0	121818d8	011818d8	00000000	00000000	00000000	5	3	0	0	0	0
5	588	ihawa07	400004	223	3	00001	2	20	20	0	0	0	0	4	0	0	0	0	051818d8	011818d8	00000000	00000000	00000000	3	3	0	0	0	0
5	88	ihbwa10	700008	224	7	11000	2	20	20	0	0	0	0	11	0	0	0	0	121818d8	011818d8	00000000	00000000	00000000	14	6	0	0	0	0
5	340	ihcwa10	800008	225	7	00110	2	20	20	0	0	0	0	11	0	0	0	0	121818d8	011818d8	00000000	00000000	00000000	14	6	0	0	0	0
5	592	ihawa10	400008	226	7	00001	2	20	20	0	0	0	0	4	0	0	0	0	051818d8	011818d8	00000000	00000000	00000000	7	7	0	0	0	0
5	92	ihbwa13	70000C	227	11	11000	2	20	20	0	0	0	0	12	0	0	0	0	131818d8	011818d8	00000000	00000000	00000000	6	14	0	0	0	0
5	176	ihbra13	700060	228	11	11000	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	5	14	0	0	0	0
5	260	ihbfa13	7000B4	229	11	11000	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	5	14	0	0	0	0
5	344	ihcwa13	80000C	230	11	00110	2	20	20	0	0	0	0	12	0	0	0	0	131818d8	011818d8	00000000	00000000	00000000	6	14	0	0	0	0
5	428	ihcra13	800060	231	11	00110	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	5	14	0	0	0	0
5	512	ihcfa13	8000B4	232	11	00110	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	5	14	0	0	0	0
5	596	ihawa13	40000C	233	11	00001	2	20	20	0	0	0	0	4	0	0	0	0	051818d8	011818d8	00000000	00000000	00000000	14	16	0	0	0	0
5	680	ihara13	400060	234	11	00001	2	20	20	0	0	0	0	16	0	0	0	0	171818d8	011818d8	00000000	00000000	00000000	8	16	0	0	0	0
5	96	ihbwa16	700010	235	15	11000	2	20	20	0	0	0	0	12	0	0	0	0	131818d8	011818d8	00000000	00000000	00000000	11	27	0	0	0	0
5	180	ihbra16	700064	236	15	11000	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	9	27	0	0	0	0
5	264	ihbfa16	7000B8	237	15	11000	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	9	27	0	0	0	0
5	348	ihcwa16	800010	238	15	00110	2	20	20	0	0	0	0	12	0	0	0	0	131818d8	011818d8	00000000	00000000	00000000	11	27	0	0	0	0
5	432	ihcra16	800064	239	15	00110	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	9	27	0	0	0	0
5	516	ihcfa16	8000B8	240	15	00110	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	9	27	0	0	0	0
5	600	ihawa16	400010	241	15	00001	2	20	20	0	0	0	0	4	0	0	0	0	051818d8	011818d8	00000000	00000000	00000000	28	31	0	0	0	0
5	684	ihara16	400064	242	15	00001	2	20	20	0	0	0	0	16	0	0	0	0	171818d8	011818d8	00000000	00000000	00000000	15	31	0	0	0	0
5	768	ihafa16	4000B8	243	15	00001	2	20	20	0	0	0	0	16	0	0	0	0	171818d8	011818d8	00000000	00000000	00000000	15	31	0	0	0	0
5	100	ihbwa19	700014	244	20	11000	2	20	20	0	0	0	0	12	0	0	0	0	131818d8	011818d8	00000000	00000000	00000000	19	46	0	0	0	0
5	184	ihbra19	700068	245	20	11000	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	16	46	0	0	0	0
5	268	ihbfa19	7000BC	246	20	11000	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	16	46	0	0	0	0
5	352	ihcwa19	800014	247	20	00110	2	20	20	0	0	0	0	12	0	0	0	0	131818d8	011818d8	00000000	00000000	00000000	19	46	0	0	0	0
5	436	ihcra19	800068	248	20	00110	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	16	46	0	0	0	0
5	520	ihcfa19	8000BC	249	20	00110	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	16	46	0	0	0	0
5	604	ihawa19	400014	250	20	00001	2	20	20	0	0	0	0	4	0	0	0	0	051818d8	011818d8	00000000	00000000	00000000	48	53	0	0	0	0
5	688	ihara19	400068	251	20	00001	2	20	20	0	0	0	0	16	0	0	0	0	171818d8	011818d8	00000000	00000000	00000000	25	53	0	0	0	0
5	772	ihafa19	4000BC	252	20	00001	2	20	20	0	0	0	0	16	0	0	0	0	171818d8	011818d8	00000000	00000000	00000000	25	53	0	0	0	0
5	104	ihbwa21	700018	253	24	11000	2	20	20	0	0	0	0	12	0	0	0	0	131818d8	011818d8	00000000	00000000	00000000	27	66	0	0	0	0
5	188	ihbra21	70006C	254	24	11000	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	22	66	0	0	0	0
5	272	ihbfa21	7000C0	255	24	11000	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	22	66	0	0	0	0
5	356	ihcwa21	800018	256	24	00110	2	20	20	0	0	0	0	12	0	0	0	0	131818d8	011818d8	00000000	00000000	00000000	27	66	0	0	0	0
5	440	ihcra21	80006C	257	24	00110	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	22	66	0	0	0	0
5	524	ihcfa21	8000C0	258	24	00110	2	20	20	0	0	0	0	8	0	0	0	0	091818d8	011818d8	00000000	00000000	00000000	22	66	0	0	0	0
5	608	ihawa21	400018	259	24	00001	2	20	20	0	0	0	0	4	0	0	0	0	051818d8	011818d8	00000000	00000000	00000000	69	76	0	0	0	0
5	692	ihara21	40006C	260	24	00001	2	20	20	0	0	0	0	16	0	0	0	0	171818d8	011818d8	00000000	00000000	00000000	36	76	0	0	0	0
5	776	ihafa21	4000C0	261	24	00001	2	20	20	0	0	0	0	16	0	0	0	0	171818d8	011818d8	00000000	00000000	00000000	36	76	0	0	0	0
5	108	ihbwa23	70001C	262	27	11000	3	20	20	17	0	0	0	12	1	1	0	0	131818d8	021818d8	021408d1	00000000	00000000	25	14	3	0	0	0
5	192	ihbra23	700070	263	27	11000	3	20	20	17	0	0	0	8	1	1	0	0	091818d8	021818d8	021408d1	00000000	00000000	21	14	3	0	0	0
5	276	ihbfa23	7000C4	264	27	11000	3	20	20	17	0	0	0	8	1	1	0	0	091818d8	021818d8	021408d1	00000000	00000000	21	14	3	0	0	0
5	360	ihcwa23	80001C	265	27	00110	3	20	20	17	0	0	0	12	1	1	0	0	131818d8	021818d8	021408d1	00000000	00000000	25	14	3	0	0	0
5	444	ihcra23	800070	266	27	00110	3	20	20	17	0	0	0	8	1	1	0	0	091818d8	021818d8	021408d1	00000000	00000000	21	14	3	0	0	0
5	528	ihcfa23	8000C4	267	27	00110	3	20	20	17	0	0	0	8	1	1	0	0	091818d8	021818d8	021408d1	00000000	00000000	21	14	3	0	0	0
5	612	ihawa23	40001C	268	27	00001	3	20	20	17	0	0	0	5	1	1	0	0	061818d8	021818d8	021408d1	00000000	00000000	14	16	4	0	0	0
5	696	ihara23	400070	269	27	00001	3	20	20	17	0	0	0	16	1	1	0	0	171818d8	021818d8	021408d1	00000000	00000000	34	16	4	0	0	0
5	780	ihafa23	4000C4	270	27	00001	3	20	20	17	0	0	0	16	1	1	0	0	171818d8	021818d8	021408d1	00000000	00000000	34	16	4	0	0	0
5	112	ihbwa25	700020	271	31	11000	3	20	20	17	0	0	0	12	1	1	0	0	131818d8	021818d8	021408d1	00000000	00000000	34	19	4	0	0	0
5	196	ihbra25	700074	272	31	11000	3	20	20	17	0	0	0	8	1	1	0	0	091818d8	021818d8	021408d1	00000000	00000000	28	19	4	0	0	0
5	280	ihbfa25	7000C8	273	31	11000	3	20	20	17	0	0	0	8	1	1	0	0	091818d8	021818d8	021408d1	00000000	00000000	28	19	4	0	0	0
5	364	ihcwa25	800020	274	31	00110	3	20	20	17	0	0	0	12	1	1	0	0	131818d8	021818d8	021408d1	00000000	00000000	34	19	4	0	0	0
5	448	ihcra25	800074	275	31	00110	3	20	20	17	0	0	0	8	1	1	0	0	091818d8	021818d8	021408d1	00000000	00000000	28	19	4	0	0	0
5	532	ihcfa25	8000C8	276	31	00110	3	20	20	17	0	0	0	8	1	1	0	0	091818d8	021818d8	021408d1	00000000	00000000	28	19	4	0	0	0
5	616	ihawa25	400020	277	31	00001	3	20	20	17	0	0	0	5	1	1	0	0	061818d8	021818d8	021408d1	00000000	00000000	18	21	5	0	0	0
5	700	ihara25	400074	278	31	00001	3	20	20	17	0	0	0	16	1	1	0	0	171818d8	021818d8	021408d1	00000000	00000000	45	21	5	0	0	0
5	784	ihafa25	4000C8	279	31	00001	3	20	20	17	0	0	0	16	1	1	0	0	171818d8	021818d8	021408d1	00000000	00000000	45	21	5	0	0	0
5	116	ihbwa27	700024	280	36	11000	3	20	20	17	0	0	0	13	1	1	0	0	141818d8	021818d8	021408d1	00000000	00000000	8	24	5	0	0	0
5	200	ihbra27	700078	281	36	11000	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	11	24	5	0	0	0
5	284	ihbfa27	7000CC	282	36	11000	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	11	24	5	0	0	0
5	368	ihcwa27	800024	283	36	00110	3	20	20	17	0	0	0	13	1	1	0	0	141818d8	021818d8	021408d1	00000000	00000000	8	24	5	0	0	0
5	452	ihcra27	800078	284	36	00110	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	11	24	5	0	0	0
5	536	ihcfa27	8000CC	285	36	00110	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	11	24	5	0	0	0
5	620	ihawa27	400024	286	36	00001	3	20	20	17	0	0	0	5	1	1	0	0	061818d8	021818d8	021408d1	00000000	00000000	23	28	6	0	0	0
5	704	ihara27	400078	287	36	00001	3	20	20	17	0	0	0	17	1	1	0	0	181818d8	021818d8	021408d1	00000000	00000000	11	28	6	0	0	0
5	788	ihafa27	4000CC	288	36	00001	3	20	20	17	0	0	0	17	1	1	0	0	181818d8	021818d8	021408d1	00000000	00000000	11	28	6	0	0	0
5	120	ihbwa29	700028	289	40	11000	3	20	20	17	0	0	0	13	1	1	0	0	141818d8	021818d8	021408d1	00000000	00000000	10	31	7	0	0	0
5	204	ihbra29	70007C	290	40	11000	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	14	31	7	0	0	0
5	288	ihbfa29	7000D0	291	40	11000	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	14	31	7	0	0	0
5	372	ihcwa29	800028	292	40	00110	3	20	20	17	0	0	0	13	1	1	0	0	141818d8	021818d8	021408d1	00000000	00000000	10	31	7	0	0	0
5	456	ihcra29	80007C	293	40	00110	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	14	31	7	0	0	0
5	540	ihcfa29	8000D0	294	40	00110	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	14	31	7	0	0	0
5	624	ihawa29	400028	295	40	00001	3	20	20	17	0	0	0	5	1	1	0	0	061818d8	021818d8	021408d1	00000000	00000000	29	35	7	0	0	0
5	708	ihara29	40007C	296	40	00001	3	20	20	17	0	0	0	17	1	1	0	0	181818d8	021818d8	021408d1	00000000	00000000	14	35	7	0	0	0
5	792	ihafa29	4000D0	297	40	00001	3	20	20	17	0	0	0	17	1	1	0	0	181818d8	021818d8	021408d1	00000000	00000000	14	35	7	0	0	0
5	124	ihbwa31	70002C	298	45	11000	3	20	20	17	0	0	0	13	1	1	0	0	141818d8	021818d8	021408d1	00000000	00000000	12	38	8	0	0	0
5	208	ihbra31	700080	299	45	11000	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	18	38	8	0	0	0
5	292	ihbfa31	7000D4	300	45	11000	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	18	38	8	0	0	0
5	376	ihcwa31	80002C	301	45	00110	3	20	20	17	0	0	0	13	1	1	0	0	141818d8	021818d8	021408d1	00000000	00000000	12	38	8	0	0	0
5	460	ihcra31	800080	302	45	00110	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	18	38	8	0	0	0
5	544	ihcfa31	8000D4	303	45	00110	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	18	38	8	0	0	0
5	628	ihawa31	40002C	304	45	00001	3	20	20	17	0	0	0	5	1	1	0	0	061818d8	021818d8	021408d1	00000000	00000000	36	44	9	0	0	0
5	712	ihara31	400080	305	45	00001	3	20	20	17	0	0	0	17	1	1	0	0	181818d8	021818d8	021408d1	00000000	00000000	17	44	9	0	0	0
5	796	ihafa31	4000D4	306	45	00001	3	20	20	17	0	0	0	17	1	1	0	0	181818d8	021818d8	021408d1	00000000	00000000	17	44	9	0	0	0
5	128	ihbwa33	700030	307	49	11000	3	20	20	17	0	0	0	13	1	1	0	0	141818d8	021818d8	021408d1	00000000	00000000	15	47	10	0	0	0
5	212	ihbra33	700084	308	49	11000	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	22	47	10	0	0	0
5	296	ihbfa33	7000D8	309	49	11000	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	22	47	10	0	0	0
5	380	ihcwa33	800030	310	49	00110	3	20	20	17	0	0	0	13	1	1	0	0	141818d8	021818d8	021408d1	00000000	00000000	15	47	10	0	0	0
5	464	ihcra33	800084	311	49	00110	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	22	47	10	0	0	0
5	548	ihcfa33	8000D8	312	49	00110	3	20	20	17	0	0	0	9	1	1	0	0	101818d8	021818d8	021408d1	00000000	00000000	22	47	10	0	0	0
5	632	ihawa33	400030	313	49	00001	3	20	20	17	0	0	0	5	1	1	0	0	061818d8	021818d8	021408d1	00000000	00000000	45	53	11	0	0	0
5	716	ihara33	400084	314	49	00001	3	20	20	17	0	0	0	17	1	1	0	0	181818d8	021818d8	021408d1	00000000	00000000	21	53	11	0	0	0
5	800	ihafa33	4000D8	315	49	00001	3	20	20	17	0	0	0	17	1	1	0	0	181818d8	021818d8	021408d1	00000000	00000000	21	53	11	0	0	0
5	132	ihbwa35	700034	316	55	11000	4	20	20	17	17	0	0	13	2	1	6	0	141818d8	031818d8	021408d1	020e08d1	00000000	14	9	9	3	0	0
5	216	ihbra35	700088	317	55	11000	4	20	20	17	17	0	0	9	2	1	6	0	101818d8	031818d8	021408d1	020e08d1	00000000	20	9	9	3	0	0
5	300	ihbfa35	7000DC	318	55	11000	4	20	20	17	17	0	0	9	2	1	6	0	101818d8	031818d8	021408d1	020e08d1	00000000	20	9	9	3	0	0
5	384	ihcwa35	800034	319	55	00110	4	20	20	17	17	0	0	13	2	1	11	0	141818d8	031818d8	021408d1	021214d1	00000000	14	9	9	3	0	0
5	468	ihcra35	800088	320	55	00110	4	20	20	17	17	0	0	9	2	1	11	0	101818d8	031818d8	021408d1	021214d1	00000000	20	9	9	3	0	0
5	552	ihcfa35	8000DC	321	55	00110	4	20	20	17	17	0	0	9	2	1	11	0	101818d8	031818d8	021408d1	021214d1	00000000	20	9	9	3	0	0
5	636	ihawa35	400034	322	55	00001	4	20	20	17	17	0	0	6	2	1	16	0	071818d8	031818d8	021408d1	020008d1	00000000	9	11	10	4	0	0
5	720	ihara35	400088	323	55	00001	4	20	20	17	17	0	0	17	2	1	16	0	181818d8	031818d8	021408d1	020008d1	00000000	19	11	10	4	0	0
5	804	ihafa35	4000DC	324	55	00001	4	20	20	17	17	0	0	17	2	1	16	0	181818d8	031818d8	021408d1	020008d1	00000000	19	11	10	4	0	0
5	136	ihbwa37	700038	325	60	11000	4	20	20	17	17	0	0	13	2	1	6	0	141818d8	031818d8	021408d1	020e08d1	00000000	17	11	11	4	0	0
5	220	ihbra37	70008C	326	60	11000	4	20	20	17	17	0	0	9	2	1	6	0	101818d8	031818d8	021408d1	020e08d1	00000000	24	11	11	4	0	0
5	304	ihbfa37	7000E0	327	60	11000	4	20	20	17	17	0	0	9	2	1	6	0	101818d8	031818d8	021408d1	020e08d1	00000000	24	11	11	4	0	0
5	388	ihcwa37	800038	328	60	00110	4	20	20	17	17	0	0	13	2	1	11	0	141818d8	031818d8	021408d1	021214d1	00000000	17	11	11	4	0	0
5	472	ihcra37	80008C	329	60	00110	4	20	20	17	17	0	0	9	2	1	11	0	101818d8	031818d8	021408d1	021214d1	00000000	24	11	11	4	0	0
5	556	ihcfa37	8000E0	330	60	00110	4	20	20	17	17	0	0	9	2	1	11	0	101818d8	031818d8	021408d1	021214d1	00000000	24	11	11	4	0	0
5	640	ihawa37	400038	331	60	00001	4	20	20	17	17	0	0	6	2	1	16	0	071818d8	031818d8	021408d1	020008d1	00000000	11	13	12	4	0	0
5	724	ihara37	40008C	332	60	00001	4	20	20	17	17	0	0	17	2	1	16	0	181818d8	031818d8	021408d1	020008d1	00000000	23	13	12	4	0	0
