string[64]	dword	string[64]	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	END
idaaa29	40	00001	irrio03	2	irriu03	4	0	0	0	0	iyyyy21	13	idaaa29	8090	idaha29	100	idahb29	100	idahc29	100	idahd29	100	idahe29	100	idahf29	100	idahg29	100	idahh29	100	idahi29	100	idahj29	100	idahk29	100	idahl29	100	idaab29	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca31	45	11110	irrio03	2	irriu03	5	0	0	0	0	iyyyy21	15	idbca31	8433	idbha31	86	idbhb31	86	idbhc31	86	idbhd31	86	idbhe31	86	idbhf31	86	idbhg31	86	idbhh31	86	idbhi31	86	idbhj31	86	idbhk31	86	idbhl31	86	idbcb31	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa31	45	00001	irrio03	2	irriu03	5	0	0	0	0	iyyyy21	15	idaaa31	8433	idaha31	86	idahb31	86	idahc31	86	idahd31	86	idahe31	86	idahf31	86	idahg31	86	idahh31	86	idahi31	86	idahj31	86	idahk31	86	idahl31	86	idaab31	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca33	49	11110	irrus03	2	irrio03	2	irriu03	4	0	0	iyyyy22	3	idbca33	8499	idbha33	83	idbhb33	83	idbhc33	83	idbhd33	83	idbhe33	83	idbhf33	83	idbhg33	83	idbhh33	83	idbhi33	83	idbhj33	83	idbhk33	83	idbhl33	83	idbcb33	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa33	49	00001	irrus03	2	irrio03	2	irriu03	4	0	0	iyyyy22	3	idaaa33	8499	idaha33	83	idahb33	83	idahc33	83	idahd33	83	idahe33	83	idahf33	83	idahg33	83	idahh33	83	idahi33	83	idahj33	83	idahk33	83	idahl33	83	idaab33	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca35	55	11110	irrus03	2	irrio03	2	irriu03	5	0	0	iyyyy22	4	idbca35	8553	idbha35	81	idbhb35	81	idbhc35	81	idbhd35	81	idbhe35	81	idbhf35	81	idbhg35	81	idbhh35	81	idbhi35	81	idbhj35	81	idbhk35	81	idbhl35	81	idbcb35	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa35	55	00001	irrus03	2	irrio03	2	irriu03	5	0	0	iyyyy22	4	idaaa35	8553	idaha35	81	idahb35	81	idahc35	81	idahd35	81	idahe35	81	idahf35	81	idahg35	81	idahh35	81	idahi35	81	idahj35	81	idahk35	81	idahl35	81	idaab35	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca37	60	11110	irrus03	2	irrio03	2	irriu03	6	0	0	iyyyy22	4	idbca37	8619	idbha37	78	idbhb37	78	idbhc37	78	idbhd37	78	idbhe37	78	idbhf37	78	idbhg37	78	idbhh37	78	idbhi37	78	idbhj37	78	idbhk37	78	idbhl37	78	idbcb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa37	60	00001	irrus03	2	irrio03	2	irriu03	6	0	0	iyyyy22	4	idaaa37	8619	idaha37	78	idahb37	78	idahc37	78	idahd37	78	idahe37	78	idahf37	78	idahg37	78	idahh37	78	idahi37	78	idahj37	78	idahk37	78	idahl37	78	idaab37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca39	65	11110	irrus03	2	irrio03	2	irriu03	6	0	0	iyyyy22	5	idbca39	8673	idbha39	76	idbhb39	76	idbhc39	76	idbhd39	76	idbhe39	76	idbhf39	76	idbhg39	76	idbhh39	76	idbhi39	76	idbhj39	76	idbhk39	76	idbhl39	76	idbcb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa39	65	00001	irrus03	2	irrio03	2	irriu03	6	0	0	iyyyy22	5	idaaa39	8673	idaha39	76	idahb39	76	idahc39	76	idahd39	76	idahe39	76	idahf39	76	idahg39	76	idahh39	76	idahi39	76	idahj39	76	idahk39	76	idahl39	76	idaab39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca41	71	11110	irrus03	3	irrio03	3	irriu03	8	0	0	iyyyy22	6	idbca41	8739	idbha41	73	idbhb41	73	idbhc41	73	idbhd41	73	idbhe41	73	idbhf41	73	idbhg41	73	idbhh41	73	idbhi41	73	idbhj41	73	idbhk41	73	idbhl41	73	idbcb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa41	71	00001	irrus03	3	irrio03	3	irriu03	8	0	0	iyyyy22	6	idaaa41	8739	idaha41	73	idahb41	73	idahc41	73	idahd41	73	idahe41	73	idahf41	73	idahg41	73	idahh41	73	idahi41	73	idahj41	73	idahk41	73	idahl41	73	idaab41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca43	77	11110	irria03	3	irrus03	3	irrio03	3	irriu03	7	iyyyy23	2	idbca43	8793	idbha43	71	idbhb43	71	idbhc43	71	idbhd43	71	idbhe43	71	idbhf43	71	idbhg43	71	idbhh43	71	idbhi43	71	idbhj43	71	idbhk43	71	idbhl43	71	idbcb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa43	77	00001	irria03	3	irrus03	3	irrio03	3	irriu03	7	iyyyy23	2	idaaa43	8793	idaha43	71	idahb43	71	idahc43	71	idahd43	71	idahe43	71	idahf43	71	idahg43	71	idahh43	71	idahi43	71	idahj43	71	idahk43	71	idahl43	71	idaab43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca45	83	11110	irria03	3	irrus03	3	irrio03	3	irriu03	8	iyyyy23	2	idbca45	8859	idbha45	68	idbhb45	68	idbhc45	68	idbhd45	68	idbhe45	68	idbhf45	68	idbhg45	68	idbhh45	68	idbhi45	68	idbhj45	68	idbhk45	68	idbhl45	68	idbcb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa45	83	00001	irria03	3	irrus03	3	irrio03	3	irriu03	8	iyyyy23	2	idaaa45	8859	idaha45	68	idahb45	68	idahc45	68	idahd45	68	idahe45	68	idahf45	68	idahg45	68	idahh45	68	idahi45	68	idahj45	68	idahk45	68	idahl45	68	idaab45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca47	89	11110	irria03	3	irrus03	3	irrio03	3	irriu03	8	iyyyy24	2	idbca47	8913	idbha47	66	idbhb47	66	idbhc47	66	idbhd47	66	idbhe47	66	idbhf47	66	idbhg47	66	idbhh47	66	idbhi47	66	idbhj47	66	idbhk47	66	idbhl47	66	idbcb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa47	89	00001	irria03	3	irrus03	3	irrio03	3	irriu03	8	iyyyy24	2	idaaa47	8913	idaha47	66	idahb47	66	idahc47	66	idahd47	66	idahe47	66	idahf47	66	idahg47	66	idahh47	66	idahi47	66	idahj47	66	idahk47	66	idahl47	66	idaab47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idbca50	99	11110	irria03	4	irrus03	4	irrio03	4	irriu03	11	iyyyy24	2	idbca50	9006	idbha50	62	idbhb50	62	idbhc50	62	idbhd50	62	idbhe50	62	idbhf50	62	idbhg50	62	idbhh50	62	idbhi50	62	idbhj50	62	idbhk50	62	idbhl50	62	idbcb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
idaaa50	99	00001	irria03	4	irrus03	4	irrio03	4	irriu03	11	iyyyy24	2	idaaa50	9006	idaha50	62	idahb50	62	idahc50	62	idahd50	62	idahe50	62	idahf50	62	idahg50	62	idahh50	62	idahi50	62	idahj50	62	idahk50	62	idahl50	62	idaab50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbwa04	1	11000	iyyyy12	2	iyyyy01	1	0	0	0	0	0	0	ihbwa04	9040	ihbwb04	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcwa04	1	00110	iyyyy12	2	iyyyy01	1	0	0	0	0	0	0	ihcwa04	9040	ihcwb04	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihawa04	1	00001	iyyyy05	1	iyyyy01	1	0	0	0	0	0	0	ihawa04	9040	ihawb04	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbwa07	3	11000	iyyyy12	5	iyyyy01	3	0	0	0	0	0	0	ihbwa07	9070	ihbwb07	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcwa07	3	00110	iyyyy12	5	iyyyy01	3	0	0	0	0	0	0	ihcwa07	9070	ihcwb07	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihawa07	3	00001	iyyyy05	3	iyyyy01	3	0	0	0	0	0	0	ihawa07	9070	ihawb07	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbwa10	7	11000	iyyyy12	14	iyyyy01	6	0	0	0	0	0	0	ihbwa10	9100	ihbwb10	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcwa10	7	00110	iyyyy12	14	iyyyy01	6	0	0	0	0	0	0	ihcwa10	9100	ihcwb10	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihawa10	7	00001	iyyyy05	7	iyyyy01	7	0	0	0	0	0	0	ihawa10	9100	ihawb10	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbwa13	11	11000	iyyyy13	6	iyyyy01	14	0	0	0	0	0	0	ihbwa13	9130	ihbwb13	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbra13	11	11000	iyyyy09	5	iyyyy01	14	0	0	0	0	0	0	ihbra13	9130	ihbrb13	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbfa13	11	11000	iyyyy09	5	iyyyy01	14	0	0	0	0	0	0	ihbfa13	9130	ihbfb13	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcwa13	11	00110	iyyyy13	6	iyyyy01	14	0	0	0	0	0	0	ihcwa13	9130	ihcwb13	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcra13	11	00110	iyyyy09	5	iyyyy01	14	0	0	0	0	0	0	ihcra13	9130	ihcrb13	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcfa13	11	00110	iyyyy09	5	iyyyy01	14	0	0	0	0	0	0	ihcfa13	9130	ihcfb13	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihawa13	11	00001	iyyyy05	14	iyyyy01	16	0	0	0	0	0	0	ihawa13	9130	ihawb13	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihara13	11	00001	iyyyy17	8	iyyyy01	16	0	0	0	0	0	0	ihara13	9130	iharb13	870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbwa16	15	11000	iyyyy13	11	iyyyy01	27	0	0	0	0	0	0	ihbwa16	9160	ihbwb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbra16	15	11000	iyyyy09	9	iyyyy01	27	0	0	0	0	0	0	ihbra16	9160	ihbrb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbfa16	15	11000	iyyyy09	9	iyyyy01	27	0	0	0	0	0	0	ihbfa16	9160	ihbfb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcwa16	15	00110	iyyyy13	11	iyyyy01	27	0	0	0	0	0	0	ihcwa16	9160	ihcwb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcra16	15	00110	iyyyy09	9	iyyyy01	27	0	0	0	0	0	0	ihcra16	9160	ihcrb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcfa16	15	00110	iyyyy09	9	iyyyy01	27	0	0	0	0	0	0	ihcfa16	9160	ihcfb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihawa16	15	00001	iyyyy05	28	iyyyy01	31	0	0	0	0	0	0	ihawa16	9160	ihawb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihara16	15	00001	iyyyy17	15	iyyyy01	31	0	0	0	0	0	0	ihara16	9160	iharb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihafa16	15	00001	iyyyy17	15	iyyyy01	31	0	0	0	0	0	0	ihafa16	9160	ihafb16	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbwa19	20	11000	iyyyy13	19	iyyyy01	46	0	0	0	0	0	0	ihbwa19	9190	ihbwb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbra19	20	11000	iyyyy09	16	iyyyy01	46	0	0	0	0	0	0	ihbra19	9190	ihbrb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbfa19	20	11000	iyyyy09	16	iyyyy01	46	0	0	0	0	0	0	ihbfa19	9190	ihbfb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcwa19	20	00110	iyyyy13	19	iyyyy01	46	0	0	0	0	0	0	ihcwa19	9190	ihcwb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcra19	20	00110	iyyyy09	16	iyyyy01	46	0	0	0	0	0	0	ihcra19	9190	ihcrb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcfa19	20	00110	iyyyy09	16	iyyyy01	46	0	0	0	0	0	0	ihcfa19	9190	ihcfb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihawa19	20	00001	iyyyy05	48	iyyyy01	53	0	0	0	0	0	0	ihawa19	9190	ihawb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihara19	20	00001	iyyyy17	25	iyyyy01	53	0	0	0	0	0	0	ihara19	9190	iharb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihafa19	20	00001	iyyyy17	25	iyyyy01	53	0	0	0	0	0	0	ihafa19	9190	ihafb19	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbwa21	24	11000	iyyyy13	27	iyyyy01	66	0	0	0	0	0	0	ihbwa21	9210	ihbwb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbra21	24	11000	iyyyy09	22	iyyyy01	66	0	0	0	0	0	0	ihbra21	9210	ihbrb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbfa21	24	11000	iyyyy09	22	iyyyy01	66	0	0	0	0	0	0	ihbfa21	9210	ihbfb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcwa21	24	00110	iyyyy13	27	iyyyy01	66	0	0	0	0	0	0	ihcwa21	9210	ihcwb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcra21	24	00110	iyyyy09	22	iyyyy01	66	0	0	0	0	0	0	ihcra21	9210	ihcrb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcfa21	24	00110	iyyyy09	22	iyyyy01	66	0	0	0	0	0	0	ihcfa21	9210	ihcfb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihawa21	24	00001	iyyyy05	69	iyyyy01	76	0	0	0	0	0	0	ihawa21	9210	ihawb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihara21	24	00001	iyyyy17	36	iyyyy01	76	0	0	0	0	0	0	ihara21	9210	iharb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihafa21	24	00001	iyyyy17	36	iyyyy01	76	0	0	0	0	0	0	ihafa21	9210	ihafb21	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbwa23	27	11000	iyyyy13	25	iyyyy02	14	irriu02	3	0	0	0	0	ihbwa23	9230	ihbwb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbra23	27	11000	iyyyy09	21	iyyyy02	14	irriu02	3	0	0	0	0	ihbra23	9230	ihbrb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihbfa23	27	11000	iyyyy09	21	iyyyy02	14	irriu02	3	0	0	0	0	ihbfa23	9230	ihbfb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcwa23	27	00110	iyyyy13	25	iyyyy02	14	irriu02	3	0	0	0	0	ihcwa23	9230	ihcwb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcra23	27	00110	iyyyy09	21	iyyyy02	14	irriu02	3	0	0	0	0	ihcra23	9230	ihcrb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihcfa23	27	00110	iyyyy09	21	iyyyy02	14	irriu02	3	0	0	0	0	ihcfa23	9230	ihcfb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihawa23	27	00001	iyyyy06	14	iyyyy02	16	irriu02	4	0	0	0	0	ihawa23	9230	ihawb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihara23	27	00001	iyyyy17	34	iyyyy02	16	irriu02	4	0	0	0	0	ihara23	9230	iharb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ihafa23	27	00001	iyyyy17	34	iyyyy02	16	irriu02	4	0	0	0	0	ihafa23	9230	ihafb23	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
