clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	END
iycjh02	Увеличение Точности	A30245	274	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	452	1	0	0	0	0	
iycjh03	Увеличение Атаки	A30247	275	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	453	1	0	0	0	0	
iycjh04	Крепкая Защита	A30248	276	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	454	1	0	0	0	0	
iycjh05	Силовая Защита	A30249	277	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	455	1	0	0	0	0	
iycjh06	Усиливающая Защита	A3024A	278	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	456	1	0	0	0	0	
iycjh07	Броня Вампира	A3024B	279	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	457	1	0	0	0	0	
iycjh08	Броня Стража	A3024C	280	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	458	1	0	0	0	0	
iycjh09	Улучшение Крита	A3024D	281	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	459	1	0	0	0	0	
iycjh10	Великая Защита	A3024E	282	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	460	1	0	0	0	0	
iycjh11	Непробиваемая Защита	A30259	283	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	461	1	0	0	0	0	
iycjh12	Динамическая Защита	A30259	284	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	462	1	0	0	0	0	
iycjh13	Ограждающая Защита	A30259	285	11111	20	0	0	100	0	0	0	0	1	0	1	0	1	463	1	0	0	0	0	
iycsa14	Хрупкий модификатор покровительства [3-4  [Тип-B	A30237	719	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	464	1	1	0	0	0	
iycsa15	Хрупкий модификатор покровительства [3-4  [Тип-B	A30237	720	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	465	1	1	0	0	0	
iycsa16	Хрупкий модификатор покровительства [3-4  [Тип-B	A30237	721	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	466	1	1	0	0	0	
iycsa17	Хрупкий модификатор покровительства [3-4  [Тип-B	A30237	722	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	467	1	1	0	0	0	
iycsa18	Хрупкий модификатор покровительства [3-4  [Тип-B	A30237	723	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	468	1	1	0	0	0	
iycsa19	Хрупкий модификатор покровительства [3-5  [Тип-B	A30237	724	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	469	1	1	0	0	0	
iycsa20	Хрупкий модификатор покровительства [3-5  [Тип-B	A30237	725	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	470	1	1	0	0	0	
iycsa21	Хрупкий модификатор покровительства [3-5  [Тип-B	A30237	726	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	471	1	1	0	0	0	
iycsa22	Хрупкий модификатор покровительства [3-5  [Тип-B	A30237	727	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	472	1	1	0	0	0	
iycsa23	Хрупкий модификатор покровительства [3-5  [Тип-B	A30237	728	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	473	1	1	0	0	0	
iycsa24	Хрупкий модификатор покровительства [4-6  [Тип-B	A30237	729	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	474	1	1	0	0	0	
iycsa25	Хрупкий модификатор покровительства [4-6  [Тип-B	A30237	730	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	475	1	1	0	0	0	
iycsa26	Хрупкий модификатор покровительства [4-6  [Тип-B	A30237	731	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	476	1	1	0	0	0	
iycsa27	Хрупкий модификатор покровительства [4-6  [Тип-B	A30237	732	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	477	1	1	0	0	0	
iycsa28	Хрупкий модификатор покровительства [4-6  [Тип-B	A30237	733	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	478	1	1	0	0	0	
iycsa29	Хрупкий модификатор покровительства [3-7  [Тип-B	A30237	734	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	479	1	1	0	0	0	
iycsa30	Хрупкий модификатор покровительства [3-7  [Тип-B	A30237	735	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	480	1	1	0	0	0	
iycsa31	Хрупкий модификатор покровительства [3-7  [Тип-B	A30237	736	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	481	1	1	0	0	0	
iycsa32	Хрупкий модификатор покровительства [3-7  [Тип-B	A30237	737	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	482	1	1	0	0	0	
iycsa33	Хрупкий модификатор покровительства [3-7  [Тип-B	A30237	738	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	483	1	1	0	0	0	
iycsa34	Хрупкий модификатор покровительства [4-7  [Тип-B	A30237	739	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	484	1	1	0	0	0	
iycsa35	Хрупкий модификатор покровительства [4-7  [Тип-B	A30237	740	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	485	1	1	0	0	0	
iycsa36	Хрупкий модификатор покровительства [4-7  [Тип-B	A30237	741	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	486	1	1	0	0	0	
iycsa37	Хрупкий модификатор покровительства [4-7  [Тип-B	A30237	742	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	487	1	1	0	0	0	
iycsa38	Хрупкий модификатор покровительства [4-7  [Тип-B	A30237	743	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	488	1	1	0	0	0	
iycsa39	Хрупкий модификатор покровительства [5-7  [Тип-B	A30237	744	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	489	1	1	0	0	0	
iycsa40	Хрупкий модификатор покровительства [5-7  [Тип-B	A30237	745	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	490	1	1	0	0	0	
iycsa41	Хрупкий модификатор покровительства [5-7  [Тип-B	A30237	746	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	491	1	1	0	0	0	
iycsa42	Хрупкий модификатор покровительства [5-7  [Тип-B	A30237	747	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	492	1	1	0	0	0	
iycsa43	Хрупкий модификатор покровительства [5-7  [Тип-B	A30237	748	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	493	1	1	0	0	0	
iycsa44	Хрупкий модификатор покровительства [3-4  [Тип-B	A30237	749	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	494	1	1	0	0	0	
iycsa45	Хрупкий модификатор покровительства [3-5  [Тип-B	A30237	750	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	495	1	1	0	0	0	
iycsa46	Хрупкий модификатор покровительства [3-6  [Тип-B	A30237	751	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	496	1	1	0	0	0	
iycsa47	Хрупкий модификатор покровительства [3-7  [Тип-B	A30237	752	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	497	1	1	0	0	0	
iycsa48	Хрупкий модификатор покровительства [4-7  [Тип-B	A30237	753	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	498	1	1	0	0	0	
iycsa49	Хрупкий модификатор покровительства [5-7  [Тип-B	A30237	754	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	499	1	1	0	0	0	
iycsa50	Набор Микстур Атаки(Bellato)	A30237	322	11000	20	1	0	1	0	0	0	0	20	1	1	1	1	500	1	1	0	0	0	
iycsa51	Набор Зелий Атаки(Cora)	A30237	323	00110	20	1	0	1	0	0	0	0	20	1	1	1	1	501	1	1	0	0	0	
iycsa52	Набор Восстановителей Атаки(Accretia)	A30237	324	00001	20	1	0	1	0	0	0	0	20	1	1	1	1	502	1	1	0	0	0	
iycsa53	Модификатор_слотов_оружия_	A30237	325	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	503	1	1	0	0	0	
iycsa54	Модификатор_слотов_оружия_[Тип-A	A30237	326	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	504	1	1	0	0	0	
iycsa55	Модификатор_слотов_оружия_[Тип-B	A30237	327	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	505	1	1	0	0	0	
iycsa56	Модификатор_слотов_оружия_[Тип-C	A30237	328	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	506	1	1	0	0	0	
iycsa57	Модификатор_слотов_брони_	A30237	329	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	507	1	1	0	0	0	
iycsa58	Модификатор_слотов_брони_[Тип-B	A30237	330	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	508	1	1	0	0	0	
iycsa59	Хрупкий модификатор невежества [3-4  [Тип-B	A30237	331	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	509	1	1	0	0	0	
iycsa60	Хрупкий модификатор невежества [3-5  [Тип-B	A30237	332	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	510	1	1	0	0	0	
iycsa61	Хрупкий модификатор невежества [4-6  [Тип-B	A30237	333	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	511	1	1	0	0	0	
iycsa62	Хрупкий модификатор невежества [3-7  [Тип-B	A30237	334	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	512	1	1	0	0	0	
iycsa63	Хрупкий модификатор невежества [4-7  [Тип-B	A30237	335	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	513	1	1	0	0	0	
iycsa64	Хрупкий модификатор невежества [5-7  [Тип-B	A30237	336	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	514	1	1	0	0	0	
iycsa65	Хрупкий модификатор невежества [3-4  [Тип-С	A30237	337	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	515	1	1	0	0	0	
iycsa66	Хрупкий модификатор невежества [3-5  [Тип-С	A30237	338	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	516	1	1	0	0	0	
iycsa67	Хрупкий модификатор невежества [4-6  [Тип-С	A30237	339	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	517	1	1	0	0	0	
iycsa68	Хрупкий модификатор невежества [3-7  [Тип-С	A30237	340	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	518	1	1	0	0	0	
iycsa69	Хрупкий модификатор невежества [4-7  [Тип-С	A30237	341	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	519	1	1	0	0	0	
iycsa70	Хрупкий модификатор невежества [5-7  [Тип-С	A30237	342	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	520	1	1	0	0	0	
iycsa71	Хрупкий модификатор невежества [3-4	A30237	343	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	521	1	1	0	0	0	
iycsa72	Хрупкий модификатор невежества [3-5	A30237	344	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	522	1	1	0	0	0	
iycsa73	Хрупкий модификатор невежества [4-6	A30237	345	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	523	1	1	0	0	0	
iycsa74	Хрупкий модификатор невежества [3-7	A30237	346	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	524	1	1	0	0	0	
iycsa75	Хрупкий модификатор невежества [4-7	A30237	347	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	525	1	1	0	0	0	
iycsa76	Хрупкий модификатор невежества [5-7	A30237	348	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	526	1	1	0	0	0	
iycsa77	Хрупкий модификатор покровительства [3-4	A30237	755	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	527	1	1	0	0	0	
iycsa78	Хрупкий модификатор покровительства [3-4	A30237	756	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	528	1	1	0	0	0	
iycsa79	Хрупкий модификатор покровительства [3-4	A30237	757	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	529	1	1	0	0	0	
iycsa80	Хрупкий модификатор покровительства [3-4	A30237	758	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	530	1	1	0	0	0	
iycsa81	Хрупкий модификатор покровительства [3-4	A30237	759	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	531	1	1	0	0	0	
iycsa82	Хрупкий модификатор покровительства [3-5	A30237	760	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	532	1	1	0	0	0	
iycsa83	Хрупкий модификатор покровительства [3-5	A30237	761	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	533	1	1	0	0	0	
iycsa84	Хрупкий модификатор покровительства [3-5	A30237	762	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	534	1	1	0	0	0	
iycsa85	Хрупкий модификатор покровительства [3-5	A30237	763	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	535	1	1	0	0	0	
iycsa86	Хрупкий модификатор покровительства [3-5	A30237	764	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	536	1	1	0	0	0	
iycsa87	Хрупкий модификатор покровительства [4-6	A30237	765	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	537	1	1	0	0	0	
iycsa88	Хрупкий модификатор покровительства [4-6	A30237	766	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	538	1	1	0	0	0	
iycsa89	Хрупкий модификатор покровительства [4-6	A30237	767	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	539	1	1	0	0	0	
iycsa90	Хрупкий модификатор покровительства [4-6	A30237	768	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	540	1	1	0	0	0	
iycsa91	Хрупкий модификатор покровительства [4-6	A30237	769	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	541	1	1	0	0	0	
iycsa92	Хрупкий модификатор покровительства [3-7	A30237	770	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	542	1	1	0	0	0	
iycsa93	Хрупкий модификатор покровительства [3-7	A30237	771	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	543	1	1	0	0	0	
iycsa94	Хрупкий модификатор покровительства [3-7	A30237	772	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	544	1	1	0	0	0	
iycsa95	Хрупкий модификатор покровительства [3-7	A30237	773	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	545	1	1	0	0	0	
iycsa96	Хрупкий модификатор покровительства [3-7	A30237	774	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	546	1	1	0	0	0	
iycsa97	Хрупкий модификатор покровительства [4-7	A30237	775	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	547	1	1	0	0	0	
iycsa98	Хрупкий модификатор покровительства [4-7	A30237	776	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	548	1	1	0	0	0	
iycsa99	Хрупкий модификатор покровительства [4-7	A30237	777	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	549	1	1	0	0	0	
iycsb01	Хрупкий модификатор покровительства [4-7	A30237	778	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	550	1	1	0	0	0	
iycsb02	Хрупкий модификатор покровительства [4-7	A30237	779	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	551	1	1	0	0	0	
iycsb03	Хрупкий модификатор покровительства [5-7	A30237	780	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	552	1	1	0	0	0	
iycsb04	Хрупкий модификатор покровительства [5-7	A30237	781	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	553	1	1	0	0	0	
iycsb05	Хрупкий модификатор покровительства [5-7	A30237	782	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	554	1	1	0	0	0	
iycsb06	Хрупкий модификатор покровительства [5-7	A30237	783	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	555	1	1	0	0	0	
iycsb07	Хрупкий модификатор покровительства [5-7	A30237	784	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	556	1	1	0	0	0	
iycsb08	Хрупкий модификатор покровительства [3-4	A30237	785	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	557	1	1	0	0	0	
iycsb09	Хрупкий модификатор покровительства [3-5	A30237	786	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	558	1	1	0	0	0	
iycsb10	Хрупкий модификатор покровительства [3-6	A30237	787	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	559	1	1	0	0	0	
iycsb11	Хрупкий модификатор покровительства [3-7	A30237	788	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	560	1	1	0	0	0	
iycsb12	Хрупкий модификатор покровительства [4-7	A30237	789	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	561	1	1	0	0	0	
iycsb13	Хрупкий модификатор покровительства [5-7	A30237	790	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	562	1	1	0	0	0	
iycsb14	Модификатор_слотов_щита_	A30237	385	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	674	1	1	0	0	0	
iycsb15	Модификатор_слотов_щита_[Тип-B	A30237	386	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	675	1	1	0	0	0	
iycsb16	Модификатор_слотов_щита_[Тип-А	A30237	387	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	676	1	1	0	0	0	
iybox01	Маленькая Пустая Коробочка	A30237	388	11111	20	0	0	1000	0	0	0	0	10	0	1	0	1	677	1	1	0	0	0	
iybox02	Средняя Пустая Коробочка	A30237	389	11111	20	0	0	7000	0	0	0	0	70	0	1	0	1	678	1	1	0	0	0	
iybox03	Большая Пустая Коробочка	A30237	390	11111	20	0	0	14000	0	0	0	0	140	0	1	0	1	679	1	1	0	0	0	
iyeee31	Платиновая Свинка	A30237	391	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	680	1	1	0	0	0	
iyevt01	Компрессор распылителя снега.	A30237	392	11111	20	0	0	1000	0	0	0	0	10	1	1	1	1	681	1	0	0	0	0	
iyevt02	Держатель распылителя снега.	A30237	393	11111	20	0	0	1000	0	0	0	0	10	1	1	1	1	682	1	0	0	0	0	
iyevt03	Устройство запуска распылителя снега.	A30237	394	11111	20	0	0	1000	0	0	0	0	10	1	1	1	1	683	1	0	0	0	0	
iyevt04	Фризерное устройство распылителя снега.	A30237	395	11111	20	0	0	1000	0	0	0	0	10	1	1	1	1	684	1	0	0	0	0	
iynwb00	Ядерная Ракета 	A30237	396	11000	20	0	0	1000	0	0	0	0	10	1	1	1	1	706	1	0	0	0	0	
iynwc00	Ядерная Ракета 	A30237	397	00110	20	0	0	1000	0	0	0	0	10	1	1	1	1	707	1	0	0	0	0	
iynwa00	Ядерная Ракета 	A30237	398	00001	20	0	0	1000	0	0	0	0	10	1	1	1	1	708	1	0	0	0	0	
iydrk01	Знак Цитадели	A30237	399	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	685	1	0	0	0	0	
iyyyy27	Острый клык	A30237	400	11111	20	0	0	13140	0	0	0	0	131	1	1	1	1	686	1	0	0	0	0	
iyyyy28	Кровавый клык	A30237	401	11111	20	0	0	13640	0	0	0	0	136	1	1	1	1	687	1	0	0	0	0	
iyyyy29	Вялый язык	A30237	402	11111	20	0	0	14140	0	0	0	0	141	1	1	1	1	688	1	0	0	0	0	
iyyyy30	Мешочек яда 	A30237	403	11111	20	0	0	14640	0	0	0	0	146	1	1	1	1	689	1	0	0	0	0	
iyyyy31	Треснувший панцирь	A30237	404	11111	20	0	0	15140	0	0	0	0	151	1	1	1	1	690	1	0	0	0	0	
iyyyy32	Ремень убийцы	A30237	405	11111	20	0	0	22455	0	0	0	0	224	1	1	1	1	691	1	0	0	0	0	
iyyyy33	Голова Шипоголова	A30237	406	11111	20	0	0	31266	0	0	0	0	312	1	1	1	1	692	1	0	0	0	0	
iyyyy34	Носовое украшение Культиста	A30237	407	11111	20	0	0	21753	0	0	0	0	217	1	1	1	1	693	1	0	0	0	0	
iyyyy35	Голова вожака Культиста	A30237	408	11111	20	0	0	33482	0	0	0	0	334	1	1	1	1	694	1	0	0	0	0	
iyyyy36	Глаз Охотника	A30237	409	11111	20	0	0	24753	0	0	0	0	247	1	1	1	1	695	1	0	0	0	0	
iyyyy37	Голова вожака Змееголова	A30237	410	11111	20	0	0	35138	0	0	0	0	351	1	1	1	1	696	1	0	0	0	0	
iymrk01	Печать Крови	A30237	411	11111	20	0	0	68422	0	0	0	0	684	1	1	1	1	697	1	0	0	0	0	
iymrk02	Печать Разрушений	A30237	412	11111	20	0	0	68422	0	0	0	0	684	1	1	1	1	698	1	0	0	0	0	
iymrk03	Печать души	A30237	413	11111	20	0	0	68422	0	0	0	0	684	1	1	1	1	699	1	0	0	0	0	
iyhmr01	Мешок яда Ядовитого Стригоя	A30237	414	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	700	1	0	0	0	0	
iymap02	Голограмма карты Элана	A30237	416	11111	20	0	0	18450	0	0	0	0	184	1	1	1	1	701	1	0	0	0	0	
iymas01	Маленькая талика Мастера	A30237	417	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	702	1	0	0	0	0	
iymas02	Средняя талика Мастера	A30237	418	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	703	1	0	0	0	0	
iymas03	Большая талика Мастера	A30237	419	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	704	1	0	0	0	0	
iymas04	Гигантская талика Мастера	A30237	420	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	705	1	0	0	0	0	
iyrel01	Грубая Реликтовая Печать	A30237	421	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	801	1	0	0	0	0	
iyrel02	Реликтовая Печать	A30237	422	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	802	1	0	0	0	0	
iyrel03	Сияющая Реликтовая Печать	A30237	423	11111	20	0	0	1	0	0	0	0	1	1	1	1	1	803	1	0	0	0	0	
iycsb17	Модификатор невежества [1-2	A30237	424	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	563	1	1	0	0	0	
iycsb18	Модификатор невежества [1-3	A30237	425	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	564	1	1	0	0	0	
iycsb19	Модификатор невежества [1-4	A30237	426	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	565	1	1	0	0	0	
iycsb20	Модификатор невежества [1-5	A30237	427	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	566	1	1	0	0	0	
iycsb21	Модификатор невежества [2-3	A30237	428	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	567	1	1	0	0	0	
iycsb22	Модификатор невежества [2-4	A30237	429	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	568	1	1	0	0	0	
iycsb23	Модификатор невежества [2-5	A30237	430	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	569	1	1	0	0	0	
iycsb24	Модификатор невежества [2-6	A30237	431	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	570	1	1	0	0	0	
iycsb25	Модификатор невежества [3-4	A30237	432	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	571	1	1	0	0	0	
iycsb26	Модификатор невежества [3-5	A30237	433	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	572	1	1	0	0	0	
iycsb27	Модификатор невежества [3-6	A30237	434	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	573	1	1	0	0	0	
iycsb28	Модификатор невежества [3-7	A30237	435	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	574	1	1	0	0	0	
iycsb29	Модификатор невежества [4-5	A30237	436	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	575	1	1	0	0	0	
iycsb30	Модификатор невежества [4-6	A30237	437	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	576	1	1	0	0	0	
iycsb31	Модификатор невежества [4-7	A30237	438	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	577	1	1	0	0	0	
iycsb32	Модификатор невежества [5-6	A30237	439	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	578	1	1	0	0	0	
iycsb33	Модификатор невежества [5-7	A30237	440	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	579	1	1	0	0	0	
iycsb34	Модификатор невежества [6-7	A30237	441	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	580	1	1	0	0	0	
iycsb35	Модификатор невежества [1-2  [Тип-B	A30237	442	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	581	1	1	0	0	0	
iycsb36	Модификатор невежества [1-3  [Тип-B	A30237	443	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	582	1	1	0	0	0	
iycsb37	Модификатор невежества [1-4  [Тип-B	A30237	444	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	583	1	1	0	0	0	
iycsb38	Модификатор невежества [1-5  [Тип-B	A30237	445	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	584	1	1	0	0	0	
iycsb39	Модификатор невежества [2-3  [Тип-B	A30237	446	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	585	1	1	0	0	0	
iycsb40	Модификатор невежества [2-4  [Тип-B	A30237	447	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	586	1	1	0	0	0	
iycsb41	Модификатор невежества [2-5  [Тип-B	A30237	448	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	587	1	1	0	0	0	
iycsb42	Модификатор невежества [2-6  [Тип-B	A30237	449	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	588	1	1	0	0	0	
iycsb43	Модификатор невежества [3-6  [Тип-B	A30237	450	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	589	1	1	0	0	0	
iycsb44	Модификатор невежества [4-5  [Тип-B	A30237	451	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	590	1	1	0	0	0	
iycsb46	Модификатор невежества [5-6  [Тип-B	A30237	452	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	591	1	1	0	0	0	
iycsb47	Модификатор невежества [6-7  [Тип-B	A30237	453	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	592	1	1	0	0	0	
iycsb48	Модификатор невежества [1-2  [Тип-С	A30237	454	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	593	1	1	0	0	0	
iycsb49	Модификатор невежества [1-3  [Тип-С	A30237	455	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	594	1	1	0	0	0	
iycsb50	Модификатор невежества [1-4  [Тип-С	A30237	456	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	595	1	1	0	0	0	
iycsb51	Модификатор невежества [1-5  [Тип-С	A30237	457	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	596	1	1	0	0	0	
iycsb52	Модификатор невежества [2-3  [Тип-С	A30237	458	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	597	1	1	0	0	0	
iycsb53	Модификатор невежества [2-4  [Тип-С	A30237	459	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	598	1	1	0	0	0	
iycsb54	Модификатор невежества [2-5  [Тип-С	A30237	460	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	599	1	1	0	0	0	
iycsb55	Модификатор невежества [2-6  [Тип-С	A30237	461	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	600	1	1	0	0	0	
iycsb56	Модификатор невежества [3-6  [Тип-С	A30237	462	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	601	1	1	0	0	0	
iycsb57	Модификатор невежества [4-5  [Тип-С	A30237	463	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	602	1	1	0	0	0	
iycsb59	Модификатор невежества [5-6  [Тип-С	A30237	464	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	603	1	1	0	0	0	
iycsb60	Модификатор невежества [6-7  [Тип-С	A30237	465	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	604	1	1	0	0	0	
iycsb61	Хрупкий модификатор невежества [1-2 	A30237	466	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	605	1	1	0	0	0	
