string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iysst07	1	A30237	255	Рецепт Ступней Мистического Камня [В	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiysst07	1	0	
iysst08	1	A30237	256	Рецепт Ступней Мистического Камня [С	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiysst08	1	0	
iysst09	1	A30237	257	4-мерный Базальт [Часть Ступней	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiysst09	1	0	
iysst10	1	A30237	258	Рецепт Абразивных Ступней [А	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiysst10	1	0	
iysst11	1	A30237	259	Рецепт Абразивных Ступней [В	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiysst11	1	0	
iysst12	1	A30237	260	Рецепт Абразивных Ступней [С	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiysst12	1	0	
iyast01	1	A30237	261	4-мерная Сталь [Часть Аксессуаров	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast01	1	0	
iyast02	1	A30237	262	Рецепт Металлокаменных Аксессуаров [А	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast02	1	0	
iyast03	1	A30237	263	Рецепт Металлокаменных Аксессуаров [В	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast03	1	0	
iyast04	1	A30237	264	Рецепт Металлокаменных Аксессуаров [С	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast04	1	0	
iyast05	1	A30237	265	4-мерная Мистическая Руда [Часть Аксессуаров	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast05	1	0	
iyast06	1	A30237	266	Рецепт Аксессуара Мистического Камня [А	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast06	1	0	
iyast07	1	A30237	267	Рецепт Аксессуара Мистического Камня [В	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast07	1	0	
iyast08	1	A30237	268	Рецепт Аксессуара Мистического Камня [С	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast08	1	0	
iyast09	1	A30237	269	4-мерный Базальт [Часть Аксессуаров	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast09	1	0	
iyast10	1	A30237	270	Рецепт Абразивных Аксессуаров [А	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast10	1	0	
iyast11	1	A30237	271	Рецепт Абразивных Аксессуаров [В	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast11	1	0	
iyast12	1	A30237	272	Рецепт Абразивных Аксессуаров [С	302	300	11111	1	100	0	0	0	0	2000	1	1	1	1	1	tiyast12	1	0	
iycjh01	1	A30244	273	Стойкая Защита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh01	0	0	
iycjh02	1	A30245	274	Увеличение Точности	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh02	0	0	
iycjh03	1	A30247	275	Увеличение Атаки	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh03	0	0	
iycjh04	1	A30248	276	Крепкая Защита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh04	0	0	
iycjh05	1	A30249	277	Силовая Защита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh05	0	0	
iycjh06	1	A3024A	278	Усиливающая Защита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh06	0	0	
iycjh07	1	A3024B	279	Броня Вампира	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh07	0	0	
iycjh08	1	A3024C	280	Броня Стража	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh08	0	0	
iycjh09	1	A3024D	281	Улучшение Крита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh09	0	0	
iycjh10	1	A3024E	282	Великая Защита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh10	0	0	
iycjh11	1	A30259	283	Непробиваемая Защита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh11	0	0	
iycjh12	1	A30259	284	Динамическая Защита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh12	0	0	
iycjh13	1	A30259	285	Ограждающая Защита	302	300	11111	0	100	0	0	0	0	1	1	0	0	1	1	tiycjh13	0	0	
iycsa14	1	A30237	719	Хрупкий модификатор покровительства [3-4  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa14	1	0	
iycsa15	1	A30237	720	Хрупкий модификатор покровительства [3-4  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa15	1	0	
iycsa16	1	A30237	721	Хрупкий модификатор покровительства [3-4  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa16	1	0	
iycsa17	1	A30237	722	Хрупкий модификатор покровительства [3-4  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa17	1	0	
iycsa18	1	A30237	723	Хрупкий модификатор покровительства [3-4  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa18	1	0	
iycsa19	1	A30237	724	Хрупкий модификатор покровительства [3-5  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa19	1	0	
iycsa20	1	A30237	725	Хрупкий модификатор покровительства [3-5  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa20	1	0	
iycsa21	1	A30237	726	Хрупкий модификатор покровительства [3-5  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa21	1	0	
iycsa22	1	A30237	727	Хрупкий модификатор покровительства [3-5  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa22	1	0	
iycsa23	1	A30237	728	Хрупкий модификатор покровительства [3-5  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa23	1	0	
iycsa24	1	A30237	729	Хрупкий модификатор покровительства [4-6  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa24	1	0	
iycsa25	1	A30237	730	Хрупкий модификатор покровительства [4-6  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa25	1	0	
iycsa26	1	A30237	731	Хрупкий модификатор покровительства [4-6  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa26	1	0	
iycsa27	1	A30237	732	Хрупкий модификатор покровительства [4-6  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa27	1	0	
iycsa28	1	A30237	733	Хрупкий модификатор покровительства [4-6  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa28	1	0	
iycsa29	1	A30237	734	Хрупкий модификатор покровительства [3-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa29	1	0	
iycsa30	1	A30237	735	Хрупкий модификатор покровительства [3-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa30	1	0	
iycsa31	1	A30237	736	Хрупкий модификатор покровительства [3-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa31	1	0	
iycsa32	1	A30237	737	Хрупкий модификатор покровительства [3-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa32	1	0	
iycsa33	1	A30237	738	Хрупкий модификатор покровительства [3-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa33	1	0	
iycsa34	1	A30237	739	Хрупкий модификатор покровительства [4-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa34	1	0	
iycsa35	1	A30237	740	Хрупкий модификатор покровительства [4-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa35	1	0	
iycsa36	1	A30237	741	Хрупкий модификатор покровительства [4-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa36	1	0	
iycsa37	1	A30237	742	Хрупкий модификатор покровительства [4-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa37	1	0	
iycsa38	1	A30237	743	Хрупкий модификатор покровительства [4-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa38	1	0	
iycsa39	1	A30237	744	Хрупкий модификатор покровительства [5-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa39	1	0	
iycsa40	1	A30237	745	Хрупкий модификатор покровительства [5-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa40	1	0	
iycsa41	1	A30237	746	Хрупкий модификатор покровительства [5-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa41	1	0	
iycsa42	1	A30237	747	Хрупкий модификатор покровительства [5-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa42	1	0	
iycsa43	1	A30237	748	Хрупкий модификатор покровительства [5-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa43	1	0	
iycsa44	1	A30237	749	Хрупкий модификатор покровительства [3-4  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa44	1	0	
iycsa45	1	A30237	750	Хрупкий модификатор покровительства [3-5  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa45	1	0	
iycsa46	1	A30237	751	Хрупкий модификатор покровительства [3-6  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa46	1	0	
iycsa47	1	A30237	752	Хрупкий модификатор покровительства [3-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa47	1	0	
iycsa48	1	A30237	753	Хрупкий модификатор покровительства [4-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa48	1	0	
iycsa49	1	A30237	754	Хрупкий модификатор покровительства [5-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa49	1	0	
iycsa50	1	A30237	322	Набор Микстур Атаки(Bellato)	302	300	11000	1	1	0	0	0	0	20	1	1	1	1	1	tiycsa50	1	0	
iycsa51	1	A30237	323	Набор Зелий Атаки(Cora)	302	300	00110	1	1	0	0	0	0	20	1	1	1	1	1	tiycsa51	1	0	
iycsa52	1	A30237	324	Набор Восстановителей Атаки(Accretia)	302	300	00001	1	1	0	0	0	0	20	1	1	1	1	1	tiycsa52	1	0	
iycsa53	1	A30237	325	Модификатор_слотов_оружия_	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa53	1	0	
iycsa54	1	A30237	326	Модификатор_слотов_оружия_[Тип-A	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa54	1	0	
iycsa55	1	A30237	327	Модификатор_слотов_оружия_[Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa55	1	0	
iycsa56	1	A30237	328	Модификатор_слотов_оружия_[Тип-C	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa56	1	0	
iycsa57	1	A30237	329	Модификатор_слотов_брони_	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa57	1	0	
iycsa58	1	A30237	330	Модификатор_слотов_брони_[Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa58	1	0	
iycsa59	1	A30237	331	Хрупкий модификатор невежества [3-4  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa59	1	0	
iycsa60	1	A30237	332	Хрупкий модификатор невежества [3-5  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa60	1	0	
iycsa61	1	A30237	333	Хрупкий модификатор невежества [4-6  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa61	1	0	
iycsa62	1	A30237	334	Хрупкий модификатор невежества [3-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa62	1	0	
iycsa63	1	A30237	335	Хрупкий модификатор невежества [4-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa63	1	0	
iycsa64	1	A30237	336	Хрупкий модификатор невежества [5-7  [Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa64	1	0	
iycsa65	1	A30237	337	Хрупкий модификатор невежества [3-4  [Тип-С	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa65	1	0	
iycsa66	1	A30237	338	Хрупкий модификатор невежества [3-5  [Тип-С	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa66	1	0	
iycsa67	1	A30237	339	Хрупкий модификатор невежества [4-6  [Тип-С	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa67	1	0	
iycsa68	1	A30237	340	Хрупкий модификатор невежества [3-7  [Тип-С	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa68	1	0	
iycsa69	1	A30237	341	Хрупкий модификатор невежества [4-7  [Тип-С	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa69	1	0	
iycsa70	1	A30237	342	Хрупкий модификатор невежества [5-7  [Тип-С	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa70	1	0	
iycsa71	1	A30237	343	Хрупкий модификатор невежества [3-4	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa71	1	0	
iycsa72	1	A30237	344	Хрупкий модификатор невежества [3-5	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa72	1	0	
iycsa73	1	A30237	345	Хрупкий модификатор невежества [4-6	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa73	1	0	
iycsa74	1	A30237	346	Хрупкий модификатор невежества [3-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa74	1	0	
iycsa75	1	A30237	347	Хрупкий модификатор невежества [4-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa75	1	0	
iycsa76	1	A30237	348	Хрупкий модификатор невежества [5-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa76	1	0	
iycsa77	1	A30237	755	Хрупкий модификатор покровительства [3-4	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa77	1	0	
iycsa78	1	A30237	756	Хрупкий модификатор покровительства [3-4	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa78	1	0	
iycsa79	1	A30237	757	Хрупкий модификатор покровительства [3-4	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa79	1	0	
iycsa80	1	A30237	758	Хрупкий модификатор покровительства [3-4	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa80	1	0	
iycsa81	1	A30237	759	Хрупкий модификатор покровительства [3-4	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa81	1	0	
iycsa82	1	A30237	760	Хрупкий модификатор покровительства [3-5	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa82	1	0	
iycsa83	1	A30237	761	Хрупкий модификатор покровительства [3-5	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa83	1	0	
iycsa84	1	A30237	762	Хрупкий модификатор покровительства [3-5	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa84	1	0	
iycsa85	1	A30237	763	Хрупкий модификатор покровительства [3-5	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa85	1	0	
iycsa86	1	A30237	764	Хрупкий модификатор покровительства [3-5	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa86	1	0	
iycsa87	1	A30237	765	Хрупкий модификатор покровительства [4-6	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa87	1	0	
iycsa88	1	A30237	766	Хрупкий модификатор покровительства [4-6	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa88	1	0	
iycsa89	1	A30237	767	Хрупкий модификатор покровительства [4-6	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa89	1	0	
iycsa90	1	A30237	768	Хрупкий модификатор покровительства [4-6	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa90	1	0	
iycsa91	1	A30237	769	Хрупкий модификатор покровительства [4-6	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa91	1	0	
iycsa92	1	A30237	770	Хрупкий модификатор покровительства [3-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa92	1	0	
iycsa93	1	A30237	771	Хрупкий модификатор покровительства [3-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa93	1	0	
iycsa94	1	A30237	772	Хрупкий модификатор покровительства [3-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa94	1	0	
iycsa95	1	A30237	773	Хрупкий модификатор покровительства [3-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa95	1	0	
iycsa96	1	A30237	774	Хрупкий модификатор покровительства [3-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa96	1	0	
iycsa97	1	A30237	775	Хрупкий модификатор покровительства [4-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa97	1	0	
iycsa98	1	A30237	776	Хрупкий модификатор покровительства [4-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa98	1	0	
iycsa99	1	A30237	777	Хрупкий модификатор покровительства [4-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsa99	1	0	
iycsb01	1	A30237	778	Хрупкий модификатор покровительства [4-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb01	1	0	
iycsb02	1	A30237	779	Хрупкий модификатор покровительства [4-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb02	1	0	
iycsb03	1	A30237	780	Хрупкий модификатор покровительства [5-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb03	1	0	
iycsb04	1	A30237	781	Хрупкий модификатор покровительства [5-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb04	1	0	
iycsb05	1	A30237	782	Хрупкий модификатор покровительства [5-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb05	1	0	
iycsb06	1	A30237	783	Хрупкий модификатор покровительства [5-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb06	1	0	
iycsb07	1	A30237	784	Хрупкий модификатор покровительства [5-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb07	1	0	
iycsb08	1	A30237	785	Хрупкий модификатор покровительства [3-4	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb08	1	0	
iycsb09	1	A30237	786	Хрупкий модификатор покровительства [3-5	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb09	1	0	
iycsb10	1	A30237	787	Хрупкий модификатор покровительства [3-6	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb10	1	0	
iycsb11	1	A30237	788	Хрупкий модификатор покровительства [3-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb11	1	0	
iycsb12	1	A30237	789	Хрупкий модификатор покровительства [4-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb12	1	0	
iycsb13	1	A30237	790	Хрупкий модификатор покровительства [5-7	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb13	1	0	
iycsb14	1	A30237	385	Модификатор_слотов_щита_	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb14	1	0	
iycsb15	1	A30237	386	Модификатор_слотов_щита_[Тип-B	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb15	1	0	
iycsb16	1	A30237	387	Модификатор_слотов_щита_[Тип-А	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsb16	1	0	
iybox01	1	A30237	388	Маленькая Пустая Коробочка	302	300	11111	0	1000	0	0	0	0	10	1	0	0	1	1	tiybox01	1	0	
iybox02	1	A30237	389	Средняя Пустая Коробочка	302	300	11111	0	7000	0	0	0	0	70	1	0	0	1	1	tiybox02	1	0	
iybox03	1	A30237	390	Большая Пустая Коробочка	302	300	11111	0	14000	0	0	0	0	140	1	0	0	1	1	tiybox03	1	0	
iyeee31	1	A30237	391	Платиновая Свинка	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiyeee31	1	0	
iyevt01	1	A30237	392	Компрессор распылителя снега.	302	300	11111	0	1000	0	0	0	0	10	1	1	1	1	1	tiyevt01	0	0	
iyevt02	1	A30237	393	Держатель распылителя снега.	302	300	11111	0	1000	0	0	0	0	10	1	1	1	1	1	tiyevt02	0	0	
iyevt03	1	A30237	394	Устройство запуска распылителя снега.	302	300	11111	0	1000	0	0	0	0	10	1	1	1	1	1	tiyevt03	0	0	
iyevt04	1	A30237	395	Фризерное устройство распылителя снега.	302	300	11111	0	1000	0	0	0	0	10	1	1	1	1	1	tiyevt04	0	0	
iynwb00	1	A30237	396	Ядерная Ракета 	302	300	11000	0	1000	0	0	0	0	10	1	1	1	1	1	tiynwb00	0	0	
iynwc00	1	A30237	397	Ядерная Ракета 	302	300	00110	0	1000	0	0	0	0	10	1	1	1	1	1	tiynwc00	0	0	
iynwa00	1	A30237	398	Ядерная Ракета 	302	300	00001	0	1000	0	0	0	0	10	1	1	1	1	1	tiynwa00	0	0	
iydrk01	1	A30237	399	Знак Цитадели	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiydrk01	0	0	
iyyyy27	1	A30237	400	Острый клык	302	300	11111	0	13140	0	0	0	0	131	1	1	1	1	1	tiyyyy27	0	0	
iyyyy28	1	A30237	401	Кровавый клык	302	300	11111	0	13640	0	0	0	0	136	1	1	1	1	1	tiyyyy28	0	0	
iyyyy29	1	A30237	402	Вялый язык	302	300	11111	0	14140	0	0	0	0	141	1	1	1	1	1	tiyyyy29	0	0	
iyyyy30	1	A30237	403	Мешочек яда 	302	300	11111	0	14640	0	0	0	0	146	1	1	1	1	1	tiyyyy30	0	0	
iyyyy31	1	A30237	404	Треснувший панцирь	302	300	11111	0	15140	0	0	0	0	151	1	1	1	1	1	tiyyyy31	0	0	
iyyyy32	1	A30237	405	Ремень убийцы	302	300	11111	0	22455	0	0	0	0	224	1	1	1	1	1	tiyyyy32	0	0	
iyyyy33	1	A30237	406	Голова Шипоголова	302	300	11111	0	31266	0	0	0	0	312	1	1	1	1	1	tiyyyy33	0	0	
iyyyy34	1	A30237	407	Носовое украшение Культиста	302	300	11111	0	21753	0	0	0	0	217	1	1	1	1	1	tiyyyy34	0	0	
iyyyy35	1	A30237	408	Голова вожака Культиста	302	300	11111	0	33482	0	0	0	0	334	1	1	1	1	1	tiyyyy35	0	0	
iyyyy36	1	A30237	409	Глаз Охотника	302	300	11111	0	24753	0	0	0	0	247	1	1	1	1	1	tiyyyy36	0	0	
iyyyy37	1	A30237	410	Голова вожака Змееголова	302	300	11111	0	35138	0	0	0	0	351	1	1	1	1	1	tiyyyy37	0	0	
iymrk01	1	A30237	411	Печать Крови	302	300	11111	0	68422	0	0	0	0	684	1	1	1	1	1	tiymrk01	0	0	
iymrk02	1	A30237	412	Печать Разрушений	302	300	11111	0	68422	0	0	0	0	684	1	1	1	1	1	tiymrk02	0	0	
iymrk03	1	A30237	413	Печать души	302	300	11111	0	68422	0	0	0	0	684	1	1	1	1	1	tiymrk03	0	0	
iyhmr01	1	A30237	414	Мешок яда Ядовитого Стригоя	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiyhmr01	0	0	
iymap02	1	A30237	416	Голограмма карты Элана	302	300	11111	0	18450	0	0	0	0	184	1	1	1	1	1	tiymap02	0	0	
iymas01	1	A30237	417	Маленькая талика Мастера	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiymas01	0	0	
iymas02	1	A30237	418	Средняя талика Мастера	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiymas02	0	0	
iymas03	1	A30237	419	Большая талика Мастера	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiymas03	0	0	
iymas04	1	A30237	420	Гигантская талика Мастера	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiymas04	0	0	
iyrel01	1	A30237	421	Грубая Реликтовая Печать	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiyrel01	0	0	
iyrel02	1	A30237	422	Реликтовая Печать	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiyrel02	0	0	
iyrel03	1	A30237	423	Сияющая Реликтовая Печать	302	300	11111	0	1	0	0	0	0	1	1	1	1	1	1	tiyrel03	0	0	
iycsb17	1	A30237	424	Модификатор невежества [1-2	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb17	1	0	
iycsb18	1	A30237	425	Модификатор невежества [1-3	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb18	1	0	
iycsb19	1	A30237	426	Модификатор невежества [1-4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb19	1	0	
iycsb20	1	A30237	427	Модификатор невежества [1-5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb20	1	0	
iycsb21	1	A30237	428	Модификатор невежества [2-3	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb21	1	0	
iycsb22	1	A30237	429	Модификатор невежества [2-4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb22	1	0	
iycsb23	1	A30237	430	Модификатор невежества [2-5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb23	1	0	
iycsb24	1	A30237	431	Модификатор невежества [2-6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb24	1	0	
iycsb25	1	A30237	432	Модификатор невежества [3-4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb25	1	0	
iycsb26	1	A30237	433	Модификатор невежества [3-5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb26	1	0	
iycsb27	1	A30237	434	Модификатор невежества [3-6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb27	1	0	
iycsb28	1	A30237	435	Модификатор невежества [3-7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb28	1	0	
iycsb29	1	A30237	436	Модификатор невежества [4-5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb29	1	0	
iycsb30	1	A30237	437	Модификатор невежества [4-6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb30	1	0	
iycsb31	1	A30237	438	Модификатор невежества [4-7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb31	1	0	
iycsb32	1	A30237	439	Модификатор невежества [5-6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb32	1	0	
iycsb33	1	A30237	440	Модификатор невежества [5-7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsb33	1	0	
