string[64]	string[64]	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
cash301	iycsb14	1250	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash302	iyspa01	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash303	iyses02	5600	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash304	iycsa58	3700	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash305	iycsa57	950	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash306	iywsu01	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash307	iywsu02	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash308	iycsa56	6500	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash309	iycsa55	4500	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash310	iycsa54	2500	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash311	iycsa53	1100	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash312	iycsc42	2900	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash313	iycsc43	7000	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash314	iycsc44	7000	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash315	iycsc45	7000	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash316	iycsc46	6500	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash317	iycsc47	9000	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash318	iycsc48	5250	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash319	iycsc49	7000	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash320	iycsc50	9900	0	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash321	iyses03	5500	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash322	iyses04	8300	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash323	iyses05	14500	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash324	iyses06	5900	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash325	iyses07	8900	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash326	iyses08	15600	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash327	iyses09	6500	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash328	iyses10	9500	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash329	iyses11	16700	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash330	iycsa50	3550	0	0/0/hi/0/0	-1	0	1	0	0	0	0	0	0	
cash331	iycsa51	3550	0	0/0/hi/0/0	-1	0	1	0	0	0	0	0	0	
cash332	iycsa52	17500	0	0/0/hi/0/0	-1	0	1	0	0	0	0	0	0	
cash333	iypco01	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash334	iypco02	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash335	iypco03	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash336	iypco04	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash337	iypco05	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash338	iypco06	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash339	iypco07	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash340	iypco08	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash341	iypco09	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash342	iypco10	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash343	iypco11	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash344	iypco12	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash345	iypco13	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash346	iypco14	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash347	iypco15	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash348	iypco16	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash349	iypco17	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash350	iypco18	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash351	iypco19	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash352	iypco20	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash353	iypco21	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash354	iypco22	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash355	iypco23	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash356	iypco24	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash357	iypco25	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash358	iypco26	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash359	iypco27	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash360	iypco28	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash361	iypco29	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash362	iypco30	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash363	iypco31	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash364	iypco32	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash365	iypco33	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash366	iypco34	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash367	iypco35	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash368	iypco36	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash369	bxsau03	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash370	bxsau02	9999999	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash371	bxsau01	9999999	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash372	bxsau06	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash373	bxsau05	9999999	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash374	bxsau04	9999999	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash375	bxsau09	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash376	bxsau08	9999999	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash377	bxsau07	9999999	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash378	bxeup01	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash379	bxeup02	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash380	bxeup03	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash381	bxcsa03	21000	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash382	bxcsa02	27000	1	0/be/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash383	bxcsa01	27000	1	0/be/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash384	bxcsa06	21000	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash385	bxcsa05	10000	1	0/be/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash386	bxcsa04	7500	1	0/be/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash387	bxcsa09	21000	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash388	bxcsa08	10000	1	0/be/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash389	bxcsa07	11000	1	0/be/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash390	bxcsa37	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash391	bxcsa36	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash392	bxcsa35	4900	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash393	bxcsa34	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash394	bxcsa33	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash395	bxcsa32	4900	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash396	bxcsa31	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash397	bxcsa30	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash398	bxcsa29	4900	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash399	bxcsa38	200	1	ne/0/0/0/li	-1	2	0	0	0	0	0	0	0	
cash400	bxcsa39	200	1	ne/0/0/0/li	-1	2	0	0	0	0	0	0	0	
cash401	bxcsa40	200	1	ne/0/0/0/li	-1	2	0	0	0	0	0	0	0	
cash402	bxspr50	19500	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash403	bxspr53	22500	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash404	bxspr55	26900	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash405	bxcsa94	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash406	bxcsa93	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash407	bxcsa92	27000	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash408	bxcsa91	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash409	bxcsa90	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash410	bxcsa89	3450	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash411	bxcsa88	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash412	bxcsa87	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash413	bxcsa86	3450	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash414	bxcsa76	4080	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash415	bxcsa75	4080	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash416	bxcsa74	4080	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash417	bxcsa73	4080	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash418	bxcsa72	4080	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash419	bxcsa71	4080	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash420	bxcsa70	4080	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash421	bxcsa69	4080	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash422	bxcsa68	4080	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash423	bxcsa67	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash424	bxcsa66	4080	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash425	bxcsa65	27000	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash426	bxcsa64	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash427	bxcsa63	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash428	bxcsa62	27000	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash429	bxcsa61	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash430	bxcsa60	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash431	bxcsa59	27000	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash432	bxcsa58	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash433	bxcsa57	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash434	bxcsa56	26000	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash435	bxcsa55	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash436	bxcsa54	7000	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash437	bxcsa53	27000	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash438	bxcsa52	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash439	bxcsa51	7500	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash440	bxcsa50	27000	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash441	bxcsa27	10000	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash442	bxcsa26	5000	1	0/be/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash443	bxcsa25	2000	1	0/be/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash444	bxcsa24	8000	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash445	bxcsa23	4000	1	0/be/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash446	bxcsa22	4080	1	0/be/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash447	bxcsa21	6000	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash448	bxcsa20	3000	1	0/be/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash449	bxcsa19	4080	1	0/be/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash450	bxcsa83	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash451	bxcsa84	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash452	bxcsa85	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash453	bxcsa95	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash454	bxcsa96	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash455	bxcsa97	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash456	bxcsa98	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash457	bxcsa99	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash458	bxcsb00	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash459	bxcjh04	5200	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash460	bxcsc09	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash461	bxcsc08	7800	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash462	bxcsc07	5200	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash463	bxcsc06	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash464	bxcsc05	7800	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash465	bxcsc04	5200	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash466	bxcsc03	11000	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash467	bxcsc02	7800	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash468	bxcsc01	5200	1	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash469	bxron09	9999999	0	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash470	bxron08	9999999	0	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash471	bxron07	9999999	0	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash472	bxron06	9999999	0	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash473	bxron05	9999999	0	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash474	bxron04	9999999	0	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash475	bxron03	9999999	0	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash476	bxron02	9999999	0	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash477	bxron01	9999999	0	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash478	bxcsa18	1180	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash479	bxcsa17	1180	1	0/0/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash480	bxcsa16	1180	1	0/0/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash481	bxcsa15	1180	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash482	bxcsa14	1180	1	0/0/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash483	bxcsa13	1180	1	0/0/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash484	bxcsa12	1180	1	0/be/hi/0/0	-1	3	0	0	0	0	0	0	0	
cash485	bxcsa11	1180	1	0/0/hi/0/0	-1	2	0	0	0	0	0	0	0	
cash486	bxcsa10	1180	1	0/0/hi/0/0	-1	1	0	0	0	0	0	0	0	
cash487	lknpc18	500	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash488	lknpc19	500	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash489	lknpc20	500	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash490	ircsa05	4500	1	0/be/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash491	ircsa06	13000	1	0/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash492	ircsa07	24000	1	0/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash493	ircsa08	36000	1	0/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash494	ircsa09	9500	1	0/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash495	ircsa10	26000	1	0/be/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash496	ircsa11	51000	1	0/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash497	ircsa12	76000	1	0/be/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash498	ircsa13	5500	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash499	ircsa14	14000	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash500	ircsa15	26000	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash501	ircsa16	38000	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash502	ircsa17	8500	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash503	ircsa18	18000	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash504	ircsa19	32000	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash505	ircsa20	48000	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash506	ircsa21	8500	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash507	ircsa22	2000	1	ne/0/hi/0/0	-1	0	0	0	0	0	0	0	0	
cash508	irbud01	0	0	0/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash509	irbud02	0	0	0/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash510	irbud03	0	0	0/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash511	irbud04	0	0	0/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash512	irbud05	0	0	0/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash513	irbud06	0	0	0/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash514	irbud07	0	0	0/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash515	irsry01	0	0	0/0/0/0/0	0	0	0	0	0	0	0	0	0	
cash516	irwav01	0	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash517	ircsa23	1180	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash518	irchm34	6000	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash519	irchm35	10000	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash520	irchm36	15000	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash521	irchm37	20000	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash522	ircha01	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash523	ircha02	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash524	ircha03	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash525	ircha04	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash526	ircha05	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash527	ircha06	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash528	ircha07	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash529	ircha08	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash530	ircha09	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash531	ircha10	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash532	ircha11	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash533	ircha12	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash534	bxbbb01	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash535	bxbbb02	9999999	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash536	bxbbb03	9999999	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash537	bxbbb04	9999999	1	ne/0/0/0/0	-1	2	0	0	0	0	0	0	0	
cash538	bxbbb05	9999999	0	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash539	bxbbb05	9999999	0	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash540	bxbbb05	9999999	0	ne/0/0/0/0	-1	1	0	0	0	0	0	0	0	
cash541	bxeup04	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash542	bxeup05	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash543	bxeup06	9999999	1	ne/0/0/0/0	-1	3	0	0	0	0	0	0	0	
cash544	ipcal03	9999999	1	ne/0/0/0/0	-1	0	1	0	0	0	0	0	0	
cash545	ipwhp03	9999999	1	ne/0/0/0/0	-1	0	1	0	0	0	0	0	0	
cash546	ipwed01	9999999	0	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash547	ipfhp01	9999999	1	ne/0/0/0/0	-1	0	1	0	0	0	0	0	0	
cash548	ipcur01	9999999	1	ne/0/0/0/0	-1	0	1	0	0	0	0	0	0	
cash549	ircja09	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash550	ircja10	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
cash551	ircja11	9999999	1	ne/0/0/0/0	-1	0	0	0	0	0	0	0	0	
