string[64]	dword	string[64]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	END
Code	IsUse	Name	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmSelect1	itmSelect2	itmSelect3	itmSelect4	itmSelect5	itmSelect6	itmSelect7	itmSelect8	itmSelect9	itmSelect10	SelNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	itmFix	FixNum	
as19	1	아크 스페(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as20	1	아크 스페(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as21	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as22	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as23	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as24	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as25	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as26	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as27	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as28	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as29	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as30	1	아크 스페(21-30)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as31	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as32	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as33	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as34	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as35	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as36	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as37	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as38	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as39	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
as40	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc32	1	iuapc32	1	ilapc32	1	igapc32	1	isapc32	1	-1	-1	-1	-1	-1	-1
as41	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc32	1	iuapc32	1	ilapc32	1	igapc32	1	isapc32	1	-1	-1	-1	-1	-1	-1
as42	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc32	1	iuapc32	1	ilapc32	1	igapc32	1	isapc32	1	-1	-1	-1	-1	-1	-1
as43	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc32	1	iuapc32	1	ilapc32	1	igapc32	1	isapc32	1	-1	-1	-1	-1	-1	-1
as44	1	아크 스페(31-55)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc32	1	iuapc32	1	ilapc32	1	igapc32	1	isapc32	1	-1	-1	-1	-1	-1	-1
as45	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc42	1	iuapc42	1	ilapc42	1	igapc42	1	isapc42	1	-1	-1	-1	-1	-1	-1
as46	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc42	1	iuapc42	1	ilapc42	1	igapc42	1	isapc42	1	-1	-1	-1	-1	-1	-1
as47	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc42	1	iuapc42	1	ilapc42	1	igapc42	1	isapc42	1	-1	-1	-1	-1	-1	-1
as48	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc42	1	iuapc42	1	ilapc42	1	igapc42	1	isapc42	1	-1	-1	-1	-1	-1	-1
as49	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	ihapc42	1	iuapc42	1	ilapc42	1	igapc42	1	isapc42	1	-1	-1	-1	-1	-1	-1
as50	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	iharp53	1	iuarp53	1	ilarp53	1	igarp53	1	isarp53	1	-1	-1	-1	-1	-1	-1
as51	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	iharp53	1	iuarp53	1	ilarp53	1	igarp53	1	isarp53	1	-1	-1	-1	-1	-1	-1
as52	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	iharp53	1	iuarp53	1	ilarp53	1	igarp53	1	isarp53	1	-1	-1	-1	-1	-1	-1
as53	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	iharp55	1	iuarp55	1	ilarp55	1	igarp55	1	isarp55	1	-1	-1	-1	-1	-1	-1
as54	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	iharp55	1	iuarp55	1	ilarp55	1	igarp55	1	isarp55	1	-1	-1	-1	-1	-1	-1
as55	1	아크 스페(31-55)	iaapc01	iaapc02	iaapc03	-1	-1	-1	-1	-1	-1	-1	1	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikapc01	1	iwepc01	1	iharp57	1	iuarp57	1	ilarp57	1	igarp57	1	isarp57	1	-1	-1	-1	-1	-1	-1
bw01	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw02	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw03	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw04	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw05	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw06	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw07	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw08	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw09	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw10	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw11	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
bw12	1	벨라토 워리어(1-20)	ircpc01	ircpc02	irpch01	irpch03	irpch04	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	ikbpc01	1	iwepc01	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
