string[64]	dword	dword	dword	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	string[64]	string[64]	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	string[8]	dword	string[8]	dword	string[8]	dword	float	dword	dword	dword	string[64]	dword	dword	dword	float	long	string[64]	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	dword	END
9301	3	42	12	ѕЖДнѕЖ&ѕЖАМЅє	Aqua&Ice	Гейзер	Spout Mist	0	1	1	111100	00110	100000000000	-1	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	1	1	5	1,25	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	2	
9302	3	43	12	ѕЖДнѕЖ&ѕЖАМЅє	Aqua&Ice	Ослепление	Blind Sight	0	1	1	111100	00100	100000000000	-1	0000000001000000	0	-1	-1	0	30	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	1	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	1	26	-200	-230	-260	-290	-310	-350	-400	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9303	3	44	12	ѕЖДнѕЖ&ѕЖАМЅє	Aqua&Ice	Ослабление	Weakness	0	1	1	111100	00110	100000000000	-1	0000000001000000	0	-1	-1	0	30	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	1	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	6	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9304	3	45	13	ЖшЖч&ЗБ·ОЅєЖ®	Waterfall&Frost	Ледяная Стрела	Frost Arrow	1	1	1	111100	00110	100000000000	12	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	1	1	0	1,5625	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
9305	3	46	13	ЖшЖч&ЗБ·ОЅєЖ®	Waterfall&Frost	Ледяной клинок	Aqua Blade	1	1	1	111100	00110	100000000000	12	0000000001000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	1	1	5	1,5625	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	8	
9306	3	47	13	ЖшЖч&ЗБ·ОЅєЖ®	Waterfall&Frost	Стихийная немощь	Reduce Resist	1	1	1	111100	00110	100000000000	12	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	0	1	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	1	15	-25	-35	-45	-55	-65	-75	-100	1	16	-25	-35	-45	-55	-65	-75	-100	1	17	-25	-35	-45	-55	-65	-75	-100	1	18	-25	-35	-45	-55	-65	-75	-100	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9307	3	48	13	ЖшЖч&ЗБ·ОЅєЖ®	Waterfall&Frost	Поглощение Силы	Seeling	1	1	1	111100	00110	100000000000	12	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	0	1	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	3	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	0	2	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	0	0	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	0	1	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	0	4	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	30	36	45	54	63	75	90	6	
9308	3	49	14	їюАМєк&єнё®АЪµе	Wave&Blizzard	Ледяная Ярость	Rage Of Wave	2	1	1	111100	00110	100000000000	13	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	1	1	0	1,953125	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
9309	3	50	14	їюАМєк&єнё®АЪµе	Wave&Blizzard	Ледяные шипы	Frost Nova	2	1	1	111100	00110	100000000000	13	0000000001000000	0	-1	-1	0	225	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	1	1	4	2,109375	10	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	
930A	3	51	14	їюАМєк&єнё®АЪµе	Wave&Blizzard	Растерянность	Block	2	1	1	111100	00110	100000000000	13	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	0	1	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	-10	-12	-15	-20	-25	-30	-50	1	1	-10	-12	-15	-20	-25	-30	-50	1	3	-5	-7	-10	-12	-15	-18	-20	1	30	-10	-12	-15	-20	-25	-30	-50	1	31	-10	-12	-15	-20	-25	-30	-50	30	36	45	54	63	75	90	6	
930B	3	52	14	їюАМєк&єнё®АЪµе	Wave&Blizzard	Усталость	Dulling	2	1	1	111100	00110	100000000000	13	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	0	1	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	1	9	100	120	150	180	210	250	300	1	10	100	120	150	180	210	250	300	1	11	500	700	900	1100	1300	1500	2000	1	12	500	700	900	1100	1300	1500	2000	1	13	500	700	900	1100	1300	1500	2000	30	36	45	54	63	75	90	6	
930C	3	53	15	ЗГ·Їµе&іл№Щ	Flood&Nova	Облако пара	Lava Aqua	3	1	0	111100	00110	100000000000	14	0000000001000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	24000	0	-1	-1	-1	1	1	0	2,441406012	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
930D	3	54	15	ЗГ·Їµе&іл№Щ	Flood&Nova	Метель	Snow Drift	3	1	0	111100	00110	100000000000	14	0000000001000000	0	-1	-1	0	300	0	-1	-1	-1	-1	-1	-1	24000	0	-1	-1	-1	1	1	4	2,636718988	10	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	
930E	3	55	15	ЗГ·Їµе&іл№Щ	Flood&Nova	Ледяной Плен	Counteraction	3	1	0	111100	00100	100000000000	14	0000000001000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	1	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	15	-0,5	-0,550000012	-0,600000024	-0,649999976	-0,699999988	-0,800000012	-0,899999976	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
930F	3	56	15	ЗГ·Їµе&іл№Щ	Flood&Nova	Оковы	Limit Critical	3	1	0	111100	00100	100000000000	14	0000000001000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	1	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	1	14	-10	-12	-15	-18	-21	-25	-30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9400	4	57	16	ѕоЅє&ЖчАМБр	Earth&Poison	Земляной Ком	Vain Fall	0	1	1	111100	00110	100000000000	-1	0000000001000000	0	-1	-1	0	30	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	1	2	0	1,25	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
9401	4	58	16	ѕоЅє&ЖчАМБр	Earth&Poison	Ядовитый газ	Poison Stinking	0	1	1	111100	00110	100000000000	-1	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	1	2	6	1,25	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	5	
9402	4	59	16	ѕоЅє&ЖчАМБр	Earth&Poison	Безмолвие	Blind Soul	0	1	1	111100	00100	100000000000	-1	0000000001000000	0	-1	-1	0	30	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	2	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9403	4	60	16	ѕоЅє&ЖчАМБр	Earth&Poison	Слабодушие	Mute Soul	0	1	1	111100	00110	100000000000	-1	0000000001000000	0	-1	-1	0	30	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	2	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9404	4	61	17	ЅєЕж&єЈіС	Stone&Venom	Каменный клинок	Rock Blade	1	1	1	111100	00110	100000000000	16	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	1	2	0	1,5625	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	4	
9405	4	62	17	ЅєЕж&єЈіС	Stone&Venom	Ядовитое дыхание	Poison Breath	1	1	1	111100	00110	100000000000	16	0000000001000000	0	-1	-1	0	180	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	1	2	6	1,5625	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	5	
9406	4	63	17	ЅєЕж&єЈіС	Stone&Venom	Забытье	Desolate	1	1	1	111100	00100	100000000000	16	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	0	2	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9407	4	64	17	ЅєЕж&єЈіС	Stone&Venom	Зыбучие Пески	Spin A Web	1	1	1	111100	00110	100000000000	16	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	0	2	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9408	4	65	18	Ѕ¦АМЕ©&ЕОЅЕ	Shake&Toxin	Отравление	Fuse Venom Breath	2	1	1	111100	00110	100000000000	17	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	1	2	0	1,953125	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
9409	4	66	18	Ѕ¦АМЕ©&ЕОЅЕ	Shake&Toxin	Песчаная Буря	Sand Storm	2	1	1	111100	00110	100000000000	17	0000000001000000	0	-1	-1	0	180	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	1	2	5	1,953125	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	2	
940A	4	67	18	Ѕ¦АМЕ©&ЕОЅЕ	Shake&Toxin	Путы	Dismantle	2	1	1	111100	00100	100000000000	17	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	0	2	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
940B	4	68	18	Ѕ¦АМЕ©&ЕОЅЕ	Shake&Toxin	Изоляция	Grow Lax	2	1	1	111100	00110	100000000000	17	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	0	2	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
940C	4	69	19	ЅМЕ·&№ЩАМ·ЇЅє	Shinking&Virus	Болезненный вирус	Virus Disease	3	1	0	111100	00110	100000000000	18	0000000001000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	24000	0	-1	-1	-1	1	2	0	2,441406012	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
940D	4	70	19	ЅМЕ·&№ЩАМ·ЇЅє	Shinking&Virus	Каменная лавина	Gravel Rain	3	1	0	111100	00110	100000000000	18	0000000001000000	0	-1	-1	0	240	0	-1	-1	-1	-1	-1	-1	24000	0	-1	-1	-1	1	2	5	2,441406012	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	2	
940E	4	71	19	ЅМЕ·&№ЩАМ·ЇЅє	Shinking&Virus	Удушье	Bleeding	3	1	0	111100	00100	100000000000	18	0000000001000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	2	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	18	-0,200000003	-0,300000012	-0,400000006	-0,5	-0,600000024	-0,699999988	-0,800000012	0	19	-0,200000003	-0,300000012	-0,400000006	-0,5	-0,600000024	-0,699999988	-0,800000012	0	20	-0,200000003	-0,300000012	-0,400000006	-0,5	-0,600000024	-0,699999988	-0,800000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
940F	4	72	19	ЅМЕ·&№ЩАМ·ЇЅє	Shinking&Virus	Сеть охотника	Immobility	3	1	0	111100	00100	100000000000	18	0000000001000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	2	8	-1	120	-1	-1	-1	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	36	45	54	63	75	90	6	
9500	5	73	20	їЎѕо&АП·єЖ®ёЇ	Air&Electric	Электрический шар	Electric Ball	0	1	1	111100	00110	100000000000	-1	0000000001000000	0	-1	-1	0	30	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	1	3	0	1,25	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	
9501	5	74	20	їЎѕо&АП·єЖ®ёЇ	Air&Electric	Ураган	Air Splinter	0	1	1	111100	00110	100000000000	-1	0000000001000000	0	-1	-1	0	75	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	1	3	4	1,350000024	10	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	
9502	5	75	20	їЎѕо&АП·єЖ®ёЇ	Air&Electric	Усмирение	Thawing	0	1	1	111100	00100	100000000000	-1	0000000001000000	0	-1	-1	0	30	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	3	8	-1	120	-1	7	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	6	
9503	5	76	20	їЎѕо&АП·єЖ®ёЇ	Air&Electric	Подавление	Release	0	1	1	111100	00100	100000000000	-1	0000000001000000	0	-1	-1	0	30	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	3	8	-1	120	-1	8	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	6	
9504	5	77	21	єн·ЎЅєЖ®&¶уАМЖ®ґЧ	Blast&Lighting	Молния	Electric Bolt	1	1	1	111100	00110	100000000000	20	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	1	3	0	1,5625	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	4	
9505	5	78	21	єн·ЎЅєЖ®&¶уАМЖ®ґЧ	Blast&Lighting	Тайфун	Air Blast	1	1	1	111100	00110	100000000000	20	0000000001000000	0	-1	-1	0	150	0	-1	-1	-1	-1	-1	-1	12000	0	-1	-1	-1	1	3	4	1,6875	10	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	
9506	5	79	21	єн·ЎЅєЖ®&¶уАМЖ®ґЧ	Blast&Lighting	Очищение	Refreshing	1	1	1	111100	01000	100000000000	20	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	2000	0	-1	-1	-1	0	3	8	-1	165	-1	9	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	6	
9507	5	80	21	єн·ЎЅєЖ®&¶уАМЖ®ґЧ	Blast&Lighting	Взгляд Истины	Detect	1	1	1	111100	01000	100000000000	20	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	3	8	-1	165	-1	-1	-1	0	0	0	0	0	0	0	1	0	1	22	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	6	
9508	5	81	22	ЕдіЧАМµµ&Ѕгґх	Tornado&Thunder	Штормовой Ветер	Gust Of Blast	2	1	1	111100	00110	100000000000	21	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	1	3	0	1,953125	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	4	
9509	5	82	22	ЕдіЧАМµµ&Ѕгґх	Tornado&Thunder	Цепная Молния	Chain Lightning	2	1	1	111100	00110	100000000000	21	0000000001000000	0	-1	-1	0	270	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	1	3	6	1,953125	120	-1	-1	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	5	
950A	5	83	22	ЕдіЧАМµµ&Ѕгґх	Tornado&Thunder	Ревокация	Individual Cancellation	2	1	1	111100	00100	100000000000	21	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	0	3	8	-1	120	-1	10	1	100	200	300	400	500	600	700	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	6	
950B	5	84	22	ЕдіЧАМµµ&Ѕгґх	Tornado&Thunder	Вето	Offensive Cancellation	2	1	1	111100	00100	100000000000	21	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	-1	-1	-1	0	3	8	-1	120	-1	11	1	100	200	300	400	500	600	700	-1	0	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	6	
