string[64]	dword	dword	dword	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	string[64]	string[64]	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	string[8]	dword	string[8]	dword	string[8]	dword	float	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	long	string[64]	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	dword	float	float	float	float	dword	END
FF011	1	36	5	·№АОБц АНЅєЖЫЖ®	Range Expert	Blank	Blank	1	1	0	111110	10000	100000000000	4	0000000000000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	1000	1	8	0	0	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	-1	
A1012	1	37	6	·№АОБц ё¶ЅєЕН	Range Master	Мастер-атака	Destructive Shot	2	1	1	111110	00110	100000000000	5	0000010010000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	18000	0	0	788	788	1	0	0	0	0	0	0	0	788	788	788	788	788	788	788	1,953125	1	0	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	14	0	0	0	0	0	
A1013	1	38	6	·№АОБц ё¶ЅєЕН	Range Master	Бешенная стрельба	Wild Shot	2	1	1	111110	00110	100000000000	5	0000001000000000	0	-1	-1	0	180	0	-1	-1	-1	-1	-1	-1	18000	1	6	788	788	1	6	6	6	6	6	6	6	788	788	788	788	788	788	788	1,953125	5	0	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	15	0	0	0	0	1	
FF014	1	39	6	·№АОБц ё¶ЅєЕН	Range Master	Blank	Blank	2	1	0	111110	10000	100000000000	5	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	1000	1	8	788	788	0	8	8	8	8	8	8	8	788	788	788	788	788	788	788	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	-1	
AF012	1	40	6	·№АОБц ё¶ЅєЕН	Range Master	Прицеливание	Clinching	2	1	1	111110	10000	100000000000	5	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	1000	1	8	0	0	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	1	14	10	12	15	18	21	25	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	6	
FF013	1	41	6	·№АОБц ё¶ЅєЕН	Range Master	Демаскировка	Inquiry	2	1	0	111110	10000	100000000000	5	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	1000	1	8	0	0	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	1	22	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	6	
FF014	1	42	6	·№АОБц ё¶ЅєЕН	Range Master	Blank	Blank	2	1	0	111110	10000	100000000000	5	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	1000	1	8	0	0	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	-1	
FF015	1	43	7	·№АОБц ±Ч·ЈБ®	Range Granduer	Blank	Blank	3	1	0	111110	10000	100000000000	6	0000000000000000	0	1	-1	0	120	0	-1	-1	-1	-1	-1	-1	1000	1	8	788	788	0	8	8	8	8	8	8	8	788	788	788	788	788	788	788	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	-1	
FF016	1	44	7	·№АОБц ±Ч·ЈБ®	Range Granduer	Blank	Blank	3	1	0	111110	10000	100000000000	6	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	1000	1	8	788	788	0	8	8	8	8	8	8	8	788	788	788	788	788	788	788	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	-1	
FF017	1	45	7	·№АОБц ±Ч·ЈБ®	Range Granduer	Blank	Blank	3	1	0	111110	10000	100000000000	6	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	1000	1	8	788	788	0	8	8	8	8	8	8	8	788	788	788	788	788	788	788	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	-1	
AF015	1	46	7	·№АОБц ±Ч·ЈБ®	Range Granduer	Маскировка	Conceal	3	1	0	111110	10000	100000000000	6	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	1000	1	8	0	0	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	1	21	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	6	
FF016	1	47	7	·№АОБц ±Ч·ЈБ®	Range Granduer	Blank	Blank	3	1	0	111110	10000	100000000000	6	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	1000	1	8	0	0	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	-1	
FF017	1	48	7	·№АОБц ±Ч·ЈБ®	Range Granduer	Blank	Blank	3	1	0	111110	10000	100000000000	6	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	1000	1	8	0	0	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	140	210	320	480	720	1080	0	0	0	0	0	-1	
AF1F2	2	49	0	ѕЖАМЕЫ ЅєЕі	Item Skill	Антиграв	Booster	0	1	1	111110	10000	100000000000	-1	0000000000001000	0	-1	-1	0	0	120	-1	-1	-1	-1	-1	-1	180000	1	8	0	0	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	1	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	120	120	120	120	120	120	0	0	0	0	0	1	
AF1F7	4	56	0	Б·Ае АУїш ЅєЕі	Leader Effect	Защита Федерации 	Protection wave	0	1	1	110000	10000	000000001100	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF1F8	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF1F8	4	56	0	Б·Ае АУїш ЅєЕі	Link Effect	Защита Федерации 	Protection wave	0	1	1	110000	01000	000000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
AF1F9	4	57	0	Б·Ае АУїш ЅєЕі	Leader Effect	Мощь Федерации 	Strengtn wave	0	1	1	110000	10000	000000001100	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF1FA	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	9	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF1FA	4	57	0	Б·Ае АУїш ЅєЕі	Link Effect	Мощь Федерации 	Strengtn wave	0	1	1	110000	01000	000000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	9	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
AF1FB	4	56	0	Б·Ае АУїш ЅєЕі	Leader Effect	Защита Дайсема 	Fine wave	0	1	1	001100	10000	000000001100	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF1FC	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF1FC	4	56	0	Б·Ае АУїш ЅєЕі	Link Effect	Защита Дайсема 	Fine wave	0	1	1	001100	01000	000000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
AF1FD	4	57	0	Б·Ае АУїш ЅєЕі	Leader Effect	Защита Дайсема 	Indurance wave	0	1	1	001100	10000	000000001100	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF1FE	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	9	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF1FE	4	57	0	Б·Ае АУїш ЅєЕі	Link Effect	Защита Дайсема 	Indurance wave	0	1	1	001100	01000	000000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	9	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
AF1FF	4	56	0	Б·Ае АУїш ЅєЕі	Leader Effect	Защита Захватчика 	Offence wave	0	1	1	000010	10000	000000001100	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF200	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF200	4	56	0	Б·Ае АУїш ЅєЕі	Link Effect	Защита Захватчика 	Offence wave	0	1	1	000010	01000	000000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
AF201	4	57	0	Б·Ае АУїш ЅєЕі	Leader Effect	Клич Захватчика 	Offence wave	0	1	1	000010	10000	000000001100	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF202	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	9	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF202	4	57	0	Б·Ае АУїш ЅєЕі	Link Effect	Клич Захватчика 	Offence wave	0	1	1	000010	01000	000000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	9	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
AF1F3	5	50	0	БѕБ· єёБ¶Иї°ъ	Race Effect	Клич Героя	Howl of hero	0	1	1	111110	10000	000000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	32	0,050000001	0,100000001	0,150000006	-1	-1	-1	-1	0	33	0,050000001	0,050000001	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18000	18000	18000	0	0	0	0	0	0	0	0	0	1	
AF1F4	5	51	0	БѕБ· єёБ¶Иї°ъ	Race Effect	Энергия победы	Spirit of Victory	0	1	1	111110	10000	000000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	32	0,050000001	0,100000001	0,150000006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18000	18000	18000	0	0	0	0	0	0	0	0	0	1	
AF1F5	5	52	0	БѕБ· єёБ¶Иї°ъ	Race Effect	Шрам поражения	Hurts of Defeat	0	1	1	111110	10000	000000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	33	-0,050000001	-0,100000001	-0,150000006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18000	18000	18000	0	0	0	0	0	0	0	0	0	1	
AF1F6	5	53	0	БѕБ· єёБ¶Иї°ъ	Race Effect	Клеймо позора	Stigma	0	1	1	111110	10000	000000000000	-1	0000000000000000	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	0	0	32	-0,050000001	-0,100000001	-0,200000003	-1	-1	-1	-1	0	33	-0,050000001	-0,100000001	-0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18000	18000	18000	0	0	0	0	0	0	0	0	0	1	
AF203	6	56	0	ёуЅєЕН ЅєЕі	Monster Skill	Покровительство Дагана 	Protection wave(monster)	0	1	1	000001	11111	100000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF204	-1	-1	0	0	0	0	0	0	0	1	-1	-1	1	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF204	6	56	0	ёуЅєЕН ЅєЕі	Monster Skill	Покровительство Дагана 	Protection wave(monster)	0	1	1	000001	11111	100000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	1	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
AF205	6	57	0	ёуЅєЕН ЅєЕі	Monster Skill	Касание Дагана 	Strengtn wave(monster)	0	1	1	000001	11111	100000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF206	-1	-1	0	0	0	0	0	0	0	1	-1	-1	1	0	9	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF206	6	57	0	ёуЅєЕН ЅєЕі	Monster Skill	Касание Дагана 	Strengtn wave(monster)	0	1	1	000001	11111	100000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	1	0	9	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
AF207	6	56	0	ёуЅєЕН ЅєЕі	Monster Skill	Покровительство Дагона 	Fine wave(monster)	0	1	1	000001	11111	100000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	180	AF208	-1	-1	0	0	0	0	0	0	0	1	-1	-1	1	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	1	33	-200	-200	-200	-200	-200	-200	-200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	1200	1200	1200	1200	1200	1200	0	0	0	0	0	1	
AF208	6	56	0	ёуЅєЕН ЅєЕі	Monster Skill	Покровительство Дагона 	Fine wave(monster)	0	1	1	000001	11111	100000000000	-1	0000000000000000	0	-1	-1	0	300	300	-1	-1	-1	-1	-1	-1	1000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	1	-1	-1	1	0	33	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0	32	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	10	10	10	10	10	10	0	0	0	0	0	1	
