string[64]	dword	dword	dword	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	string[64]	string[64]	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	string[8]	dword	string[8]	dword	string[8]	dword	float	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	string[64]	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	dword	float	float	float	float	dword	END
6D	-1	72	-1	-1	-1	Земляной Орех	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	1300	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
6E	-1	73	-1	-1	-1	Грецкий Орех	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	1300	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
6F	-1	74	-1	-1	-1	Кедровый Орех	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	2500	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,550000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
70	-1	99	-1	-1	-1	Взрывная Микстура	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
71	-1	100	-1	-1	-1	Взрывное Зелье	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
72	-1	101	-1	-1	-1	Программатор Ярости	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
73	-1	102	-1	-1	-1	Защитная Микстура	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	2	-1	0	0	33	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
74	-1	103	-1	-1	-1	Защитное Зелье	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	2	-1	0	0	33	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
75	-1	104	-1	-1	-1	Программатор Защиты	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	2	-1	0	0	33	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
76	-1	75	-1	-1	-1	Микстура Крита	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	3	-1	0	1	40	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
77	-1	76	-1	-1	-1	Зелье Крита	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	3	-1	0	1	40	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
78	-1	77	-1	-1	-1	Программатор Крита	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	3	-1	0	1	40	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
79	-1	85	-1	-1	-1	Конфетка	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	420	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
7A	-1	86	-1	-1	-1	Новогодняя Конфетка	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	7000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
7B	-1	91	-1	-1	-1	Тортик	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	1000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
7C	-1	92	-1	-1	-1	Восхитительная Конфетка	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	1200	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
7D	-1	93	-1	-1	-1	Восхитительная Новогодная Конфет	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	1500	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
7E	-1	94	-1	-1	-1	Восхитительный Тортик	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	2000	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
7F	-1	95	-1	-1	-1	Новогодний Увеличитель Силы Атак	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	2500	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
80	-1	96	-1	-1	-1	Новогодний Увеличитель Защитной 	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3500	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,550000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
81	-1	97	-1	-1	-1	Насыщенная Микстура Крита	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
82	-1	98	-1	-1	-1	Усиленное Зелье Крита	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	2	-1	0	0	33	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
83	-1	75	-1	-1	-1	Программатор Крита Mk.II	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	3	-1	0	1	40	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
84	-1	76	-1	-1	-1	Настойка 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	3	-1	0	1	40	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
85	-1	77	-1	-1	-1	 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	3	-1	0	1	40	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
86	-1	113	-1	-1	-1	Рис	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	1000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
87	-1	114	-1	-1	-1	Рис	0	0	1	0	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	2000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
88	-1	97	-1	-1	-1	Боевая Микстура	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	32	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
89	-1	98	-1	-1	-1	Боевое Зелье	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	2	-1	0	0	33	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
8A	-1	115	-1	-1	-1	Боевой Программатор	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	3	-1	0	1	40	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	300	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
8B	-1	117	-1	-1	-1	Микстура Патриарха	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
8C	-1	118	-1	-1	-1	Зелье Патриарха	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
8D	-1	119	-1	-1	-1	Восстановитель Патриарха	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	4000	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
8E	-1	6	-1	-1	-1	Целебная Микстура HP+3200 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3200	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
8F	-1	14	-1	-1	-1	Священное Зелье HP+3200 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3200	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
90	-1	22	-1	-1	-1	Восстановитель HP+3200 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3200	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
91	-1	6	-1	-1	-1	Целебная Микстура HP+3500 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3500	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
92	-1	14	-1	-1	-1	Священное Зелье HP+3500 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3500	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
93	-1	22	-1	-1	-1	Восстановитель HP+3500 	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	37	1	3500	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
94	-1	125	-1	-1	-1	Микстура Хаоса	0	0	1	1	111110	10000	100000000000	-1	1111111111111111	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	-1	43	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	600	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	
