xeh	dword	byte	byte	byte	byte	string[32]	string[32]	string[32]	string[32]	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	stb	byte	stb	byte	stb16	word	dword	dword	dword	dword	dword	byte	byte	word	word	word	float	float	string[512]	byte	byte	word	dword	dword	dword	xeh	stb12	xeh	byte	byte	byte	byte	hex	hex	hex	byte	byte	byte	byte	dword	dword	float	float	dword	float	float	END
Code	Icon	Class	IsActive	MastIndex	Lv	MastEngName	MastKorName	EngName	Name	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	ContEffSec1	ContEffSec2	ContEffSec3	ContEffSec4	ContEffSec5	ContEffSec6	ContEffSec7	UsableRace	Class	ActableDst	NeedMastIndex	FixWeapon	none	none	none	none	none	IsFixShield	SpecialType	NeedSpecialType	NeedHP	NeedFP	NeedSP	ActDealy	BonusDistance	Description	EffectClass	none	none	IsCumulType	CumulCounter	NewEffCOunt	EffectCode	GradeLimit	RangeEffCode	none	none	none	none	none	none	none	none	none	none	none	AttNeedBt	none	1_2speed	2_3speed	none	1_2distance	2_3distance
19	117	0	1	0	0	-1	-1	0	Уменьшает точность противника	2	40	40	40	40	40	40	40	1	0	0	-200	-200	-200	-200	-200	-200	-200	2	20	20	20	20	20	20	20	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	30000	30000	30000	30000	30000	30000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Уровень точности снизился	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	5	0	-1	-1	0	-1	-1
1A	117	0	1	0	0	-1	-1	0	Уменьшает скорость восстановлени	2	6	6	6	6	6	6	6	2	0	0	1	1	1	1	1	1	1	2	32	32	32	32	32	32	32	1	0	0	-300	-300	-300	-300	-300	-300	-300	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	30000	30000	30000	30000	30000	30000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Вы обездвижены и уровень восстановления снижен	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	3	0	-1	-1	0	-1	-1
1B	117	0	1	0	0	-1	-1	0	Противник не может использовать 	1	7	7	7	7	7	7	7	2	0	0	1	1	1	1	1	1	1	2	10	10	10	10	10	10	10	0	0	0	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	40000	40000	40000	40000	40000	40000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Вы не можете использовать свои умения	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	4	0	-1	-1	0	-1	-1
1C	117	0	1	0	0	-1	-1	0	Уменьшает скорость восстановлени	2	18	18	18	18	18	18	18	0	0	0	-0,800000012	-0,800000012	-0,800000012	-0,800000012	-0,800000012	-0,800000012	-0,800000012	2	19	19	19	19	19	19	19	0	0	0	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	40000	40000	40000	40000	40000	40000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Уровень восстановления зелий снижен	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	4	0	-1	-1	0	-1	-1
1D	117	0	1	0	0	-1	-1	0	Изоляция противника	2	6	6	6	6	6	6	6	2	0	0	1	1	1	1	1	1	1	2	40	40	40	40	40	40	40	1	0	0	-300	-300	-300	-300	-300	-300	-300	2	18	18	18	18	18	18	18	2	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	60000	60000	60000	60000	60000	60000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Вы не можете передвигаться	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	3	0	-1	-1	0	-1	-1
1E	118	0	1	0	0	-1	-1	0	Противник не может уклониться от	2	3	3	3	3	3	3	3	1	0	0	-300	-300	-300	-300	-300	-300	-300	2	18	18	18	18	18	18	18	0	0	0	-0,5	-0,5	-0,5	-0,5	-0,5	-0,5	-0,5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	30000	30000	30000	30000	30000	30000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Вы не можете увернуться	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	5	0	-1	-1	0	-1	-1
1F	118	0	1	0	0	-1	-1	0	Уменьшает уровень защиты противн	2	33	33	33	33	33	33	33	0	0	0	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	2	32	32	32	32	32	32	32	1	0	0	-500	-500	-500	-500	-500	-500	-500	2	18	18	18	18	18	18	18	0	0	0	-0,5	-0,5	-0,5	-0,5	-0,5	-0,5	-0,5	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	30000	30000	30000	30000	30000	30000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Уровень защиты снижен	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	5	0	-1	-1	0	-1	-1
20	118	0	1	0	0	-1	-1	0	Уменьшает скорость передвижения 	2	20	20	20	20	20	20	20	1	0	0	-4	-4	-4	-4	-4	-4	-4	2	7	7	7	7	7	7	7	2	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	30000	30000	30000	30000	30000	30000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Скорость перемещения низка	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	5	0	-1	-1	0	-1	-1
21	118	0	1	0	0	-1	-1	0	Отключает функции FP,SP противни	2	11	11	11	11	11	11	11	0	0	0	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	2	10	10	10	10	10	10	10	0	0	0	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	-0,699999988	2	19	19	19	19	19	19	19	0	0	0	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	2	20	20	20	20	20	20	20	0	0	0	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-0,899999976	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	40000	40000	40000	40000	40000	40000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Функции FP,SP отключены	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	4	0	-1	-1	0	-1	-1
22	118	0	1	0	0	-1	-1	0	Противник не может использовать 	2	10	10	10	10	10	10	10	0	0	0	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-0,99000001	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40000	40000	40000	40000	40000	40000	40000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Вы не можете использовать свои умения	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	4	0	-1	-1	0	-1	-1
23	118	0	1	0	0	-1	-1	0	Изоляция противника	2	6	6	6	6	6	6	6	2	0	0	1	1	1	1	1	1	1	2	40	40	40	40	40	40	40	1	0	0	-300	-300	-300	-300	-300	-300	-300	2	18	18	18	18	18	18	18	2	0	0	1	1	1	1	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	60000	60000	60000	60000	60000	60000	000010	1	00100	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Ваши движения ограничены	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	3	0	-1	-1	0	-1	-1
24	118	0	1	0	0	-1	-1	0	Уменьшает возможность уклонения 	2	3	3	3	3	3	3	3	1	0	0	-20	-20	-20	-20	-20	-20	-20	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	60000	60000	60000	60000	60000	60000	111110	1	00110	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Снижен уровень увертливости	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
25	101	0	1	0	0	-1	-1	0	Уменьшает возможность блока	2	29	29	29	29	29	29	29	1	0	0	-10	-10	-10	-10	-10	-10	-10	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	60000	60000	60000	60000	60000	60000	111110	1	00110	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Вы не можете поставить блок	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
26	103	0	1	0	0	-1	-1	0	Уменьшает уровень точности	2	0	0	0	0	0	0	0	1	0	0	-20	-20	-20	-20	-20	-20	-20	2	1	1	1	1	1	1	1	1	0	0	-20	-20	-20	-20	-20	-20	-20	2	2	2	2	2	2	2	2	1	0	0	-20	-20	-20	-20	-20	-20	-20	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	60000	60000	60000	60000	60000	60000	111110	1	00110	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Снижен уровень меткости	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
27	110	0	1	0	0	-1	-1	0	Снижает иммунитет	2	25	25	25	25	25	25	25	0	0	0	-20	-20	-20	-20	-20	-20	-20	2	26	26	26	26	26	26	26	0	0	0	-20	-20	-20	-20	-20	-20	-20	2	27	27	27	27	27	27	27	0	0	0	-20	-20	-20	-20	-20	-20	-20	2	28	28	28	28	28	28	28	0	0	0	-20	-20	-20	-20	-20	-20	-20	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60000	60000	60000	60000	60000	60000	60000	111110	1	00110	-1	1111111111111111	0	0	0	0	0	0	-1	-1	0	0	0	0	0	Низкий уровень иммунитета	6	0	0	0	-1	-1	-1	100000000000	-1	0	0	0	0	00000000	00000000	00000000	0	0	0	0	1	0	-1	-1	0	-1	-1
