xeh	dword	byte	byte	byte	byte	string[32]	string[32]	string[32]	string[32]	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	stb	byte	stb	byte	stb16	word	dword	dword	dword	dword	dword	byte	byte	word	word	word	float	float	string[512]	byte	byte	word	dword	dword	dword	xeh	stb12	xeh	byte	byte	byte	byte	hex	hex	hex	byte	byte	byte	byte	byte	byte	word	END
Code	Icon	Class	IsActive	MastIndex	Lv	MastEngName	MastKorName	EngName	Name	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	unit1	unit2	unit3	unit4	unit5	unit6	unit7	Hz1	Hz2	Hz3	Hz4	Hz5	Hz6	Hz7	Hz8	Hz9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	unit1	unit2	unit3	unit4	unit5	unit6	unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	ContEffSec1	ContEffSec2	ContEffSec3	ContEffSec4	ContEffSec5	ContEffSec6	ContEffSec7	UsableRace	Class	ActableDst	NeedMastIndex	FixWeapon	none	none	none	none	none	IsFixShield	SpecialType	NeedSpecialType	NeedHP	NeedFP	NeedSP	ActDealy	ActDistance	Description	EffectClass	none	none	IsCumulType	CumulCounter	NewEffCOunt	EffectCode	GradeLimit	RangeEffCode	none	none	none	none	none	none	none	none	none	none	none	Property	none	none
710B	24	1	1	7	3	Revival	ё®№ЩАМ№ъ	Over Healing	Восстановление	1	6	6	6	6	6	6	6	0	0	0	0,200000003	0,25	0,300000012	0,400000006	0,600000024	0,699999988	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110000	2	01000	6	0000000000000000	0	0	0	0	0	0	-1	-1	0	120	0	1000	165	Восстанавливает HP/FP объекта до максимума	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	-1	0	0
9200	25	2	1	8	0	Fire&Light	ЖДАМѕо&¶уАМЖ®	Prism Beam	Призматический Луч	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Поражает цель мощным лучом	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9201	26	2	1	8	0	Fire&Light	ЖДАМѕо&¶уАМЖ®	Fire Piece	Звезда Огня	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	75	0	6000	10	Массовое поражение огненной атакой	1	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9202	27	2	1	8	0	Fire&Light	ЖДАМѕо&¶уАМЖ®	Fire Ball	Огненный Шар	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	6000	120	Атакует цели огненным шаром	2	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9203	28	2	1	8	0	Fire&Light	ЖДАМѕо&¶уАМЖ®	Flash Beam	Луч Света	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	6000	120	Атакует цель световым лучом	5	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9204	29	2	1	9	1	Flame&Swarm	ЗГ·№АУ&Ѕєїъ	Flame Arrow	Огненная Стрела	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	8	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	12000	120	Поражает цель стрелой огня	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9205	30	2	1	9	1	Flame&Swarm	ЗГ·№АУ&Ѕєїъ	Circle Flame	Огненный круг	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	8	0000000001000000	0	0	0	0	0	0	-1	-1	0	150	0	12000	10	Поражает всех противников попавших в огненный круг	1	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9206	31	2	1	9	1	Flame&Swarm	ЗГ·№АУ&Ѕєїъ	Flame Explosion	Огненный шквал	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	8	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	12000	120	Поражает цели волной огня	2	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9207	32	2	1	9	1	Flame&Swarm	ЗГ·№АУ&Ѕєїъ	Mirror Swarm	Сила света	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	8	0000000001000000	0	0	0	0	0	0	-1	-1	0	180	0	12000	120	Атакует цели множеством световых лучей	5	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9208	33	2	1	10	2	Blaze&Bright	єн·№АМБо&єк¶уАМЖ®	Blaze Pearl	Огненный Дождь	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	9	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Атакует цель дождем из огненных шаров	4	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9209	34	2	1	10	2	Blaze&Bright	єн·№АМБо&єк¶уАМЖ®	Solar Blade	Солнечный Клинок	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	9	0000000001000000	0	0	0	0	0	0	-1	-1	0	225	0	18000	10	Массовое поражение взрывающимися огненными клинками	1	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
920A	35	2	1	10	2	Blaze&Bright	єн·№АМБо&єк¶уАМЖ®	Blaze Lance	Сияющее Копье	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	9	0000000001000000	0	0	0	0	0	0	-1	-1	0	180	0	18000	120	Массовое поражение огненным копьем	2	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
920B	36	2	1	10	2	Blaze&Bright	єн·№АМБо&єк¶уАМЖ®	Meteor Swarm	Метеорит	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	9	0000000001000000	0	0	0	0	0	0	-1	-1	0	270	0	18000	120	Массовое поражение метеоритным дождем	5	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
920C	37	2	1	11	3	Hellfire&Solar	ЗпЖДАМѕо&јЦ¶у	Solar Of Power	Вспышка света	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	10	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	24000	120	Поражает цель священным пламенем	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
920D	38	2	1	11	3	Hellfire&Solar	ЗпЖДАМѕо&јЦ¶у	Hell Soul	Извержение	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	10	0000000001000000	0	0	0	0	0	0	-1	-1	0	300	0	24000	10	Раскаленная магма вырывается из под ног цели, повреждая всех противников в округе	1	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
920E	39	2	1	11	3	Hellfire&Solar	ЗпЖДАМѕо&јЦ¶у	Hell Fire	Огненная Птица	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	10	0000000001000000	0	0	0	0	0	0	-1	-1	0	240	0	24000	120	Атакует цель и окружающих врагов несущей смерть Огненной Птицей	2	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
920F	40	2	1	11	3	Hellfire&Solar	ЗпЖДАМѕо&јЦ¶у	Benediction Of Solar	Священная вспышка	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	10	0000000001000000	0	0	0	0	0	0	-1	-1	0	360	0	24000	120	Атакует цель вспышкой ослепительного света	5	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	0	0	0
9300	41	3	1	12	0	Aqua&Ice	ѕЖДнѕЖ&ѕЖАМЅє	Ice Beam	Осколок Льда	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Атакует цель осколком льда	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9301	42	3	1	12	0	Aqua&Ice	ѕЖДнѕЖ&ѕЖАМЅє	Spout Mist	Гейзер	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	6000	120	Потоки извергающейся воды поражают цель и всех врагов находящихся рядом с ней	2	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9302	43	3	1	12	0	Aqua&Ice	ѕЖДнѕЖ&ѕЖАМЅє	Blind Sight	Ослепление	2	26	26	26	26	26	26	26	1	0	0	-200	-230	-260	-290	-310	-350	-400	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00100	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	На время ослепляет цель	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9303	44	3	1	12	0	Aqua&Ice	ѕЖДнѕЖ&ѕЖАМЅє	Weakness	Ослабление	2	6	6	6	6	6	6	6	0	0	0	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Уменьшает защиту цели	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9304	45	3	1	13	1	Waterfall&Frost	ЖшЖч&ЗБ·ОЅєЖ®	Frost Arrow	Ледяная Стрела	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	12	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	12000	120	Атакует цель Ледяной стрелой	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9305	46	3	1	13	1	Waterfall&Frost	ЖшЖч&ЗБ·ОЅєЖ®	Aqua Blade	Ледяной клинок	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	12	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	12000	120	Атакует цели мощным ледяным клинком	8	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9306	47	3	1	13	1	Waterfall&Frost	ЖшЖч&ЗБ·ОЅєЖ®	Reduce Resist	Стихийная немощь	2	15	15	15	15	15	15	15	1	0	0	-25	-35	-45	-55	-65	-75	-100	2	16	16	16	16	16	16	16	1	0	0	-25	-35	-45	-55	-65	-75	-100	2	17	17	17	17	17	17	17	1	0	0	-25	-35	-45	-55	-65	-75	-100	2	18	18	18	18	18	18	18	1	0	0	-25	-35	-45	-55	-65	-75	-100	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00110	12	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	12000	120	Уменьшает сопротивляемость объекта к элементальным атакам	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9307	48	3	1	13	1	Waterfall&Frost	ЖшЖч&ЗБ·ОЅєЖ®	Seeling	Поглощение Силы	2	3	3	3	3	3	3	3	0	0	0	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	2	2	2	2	2	2	2	2	0	0	0	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	2	0	0	0	0	0	0	0	0	0	0	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	2	1	1	1	1	1	1	1	0	0	0	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	2	4	4	4	4	4	4	4	0	0	0	-0,125	-0,25	-0,375	-0,5	-0,625	-0,75	-0,875	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00110	12	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	12000	120	Уменьшает мощь атаки и Сил объекта	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9308	49	3	1	14	2	Wave&Blizzard	їюАМєк&єнё®АЪµе	Rage Of Wave	Ледяная Ярость	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	13	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Атакует цель множеством ледяных шаров	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
