string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	float	float	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iicca47	1	80092E	90	Проклятый Перстень Воды Эта 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	4	0	0	2	-0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiicca47	0	0	
iicca48	1	80092F	90	Проклятый Перстень Воды Тета 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	4	0	0	2	-0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiicca48	0	0	
iicca49	1	800930	90	Проклятый Перстень Воды Гамма 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	5	0	0	2	-0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiicca49	0	0	
iicca50	1	800931	92	Проклятый Перстень Ветра Альфа 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	2	3	5	0	0	0	0	0	0	1	1	1	1	1	tiicca50	0	0	
iicca51	1	800932	92	Проклятый Перстень Ветра Бета 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	2	3	5	0	0	0	0	0	0	1	1	1	1	1	tiicca51	0	0	
iicca52	1	800933	92	Проклятый Перстень Ветра Сигма 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	2	3	5	0	0	0	0	0	0	1	1	1	1	1	tiicca52	0	0	
iicca53	1	800934	92	Проклятый Перстень Ветра Дельта 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	3	3	10	0	0	0	0	0	0	1	1	1	1	1	tiicca53	0	0	
iicca54	1	800935	92	Проклятый Перстень Ветра Эта 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	4	3	10	0	0	0	0	0	0	1	1	1	1	1	tiicca54	0	0	
iicca55	1	800936	92	Проклятый Перстень Ветра Тета 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	4	3	10	0	0	0	0	0	0	1	1	1	1	1	tiicca55	0	0	
iicca56	1	800937	92	Проклятый Перстень Ветра Гамма 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	0	0	0	5	3	10	0	0	0	0	0	0	1	1	1	1	1	tiicca56	0	0	
iicca57	1	800938	89	Проклятый Перстень Огня Альфа 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	2	0	0	0	6	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiicca57	0	0	
iicca58	1	800939	89	Проклятый Перстень Огня Бета 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	2	0	0	0	6	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiicca58	0	0	
iicca59	1	80093A	89	Проклятый Перстень Огня Сигма 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	2	0	0	0	6	0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiicca59	0	0	
iicca60	1	80093B	89	Проклятый Перстень Огня Дельта 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	3	0	0	0	6	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiicca60	0	0	
iicca61	1	80093C	89	Проклятый Перстень Огня Эта 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	4	0	0	0	6	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiicca61	0	0	
iicca62	1	80093D	89	Проклятый Перстень Огня Тета 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	4	0	0	0	6	0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiicca62	0	0	
iicca63	1	80093E	89	Проклятый Перстень Огня Гамма 	9	0	12	00110	1	-1	0	1	100	0	0	0	0	2000	0	1	5	0	0	0	6	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiicca63	0	0	
iicca64	1	80093F	93	Сияющий Перстень Огня Альфа 	9	0	12	00110	1	-1	0	1	120	0	0	0	0	2400	0	1	2	0	0	2	6	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiicca64	0	0	
iicca65	1	800940	93	Сияющий Перстень Огня Бета 	9	0	12	00110	1	-1	0	1	120	0	0	0	0	2400	0	1	2	0	0	2	6	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiicca65	0	0	
iicca66	1	800941	93	Сияющий Перстень Огня Сигма 	9	0	12	00110	1	-1	0	1	120	0	0	0	0	2400	0	1	2	0	0	2	6	0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiicca66	0	0	
iicca67	1	800942	93	Сияющий Перстень Огня Дельта 	9	0	12	00110	1	-1	0	1	120	0	0	0	0	2400	0	1	2	0	0	2	6	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiicca67	0	0	
iicca68	1	800943	93	Сияющий Перстень Огня Эта 	9	0	12	00110	1	-1	0	1	120	0	0	0	0	2400	0	1	3	0	0	2	6	0,050000001	0	0	0	0	0	0	1	1	1	1	1	tiicca68	0	0	
iicca69	1	800944	93	Сияющий Перстень Огня Тета 	9	0	12	00110	1	-1	0	1	120	0	0	0	0	2400	0	1	2	0	0	3	6	0,079999998	0	0	0	0	0	0	1	1	1	1	1	tiicca69	0	0	
iicca70	1	800945	93	Сияющий Перстень Огня Гамма 	9	0	12	00110	1	-1	0	1	120	0	0	0	0	2400	0	1	3	0	0	3	6	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiicca70	0	0	
iicca71	1	800946	98	Сияющий Перстень Воды Альфа 	9	0	12	00110	1	-1	0	1	150	0	0	0	0	3000	0	1	0	2	2	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiicca71	0	0	
iicca72	1	800947	98	Сияющий Перстень Воды Бета 	9	0	12	00110	1	-1	0	1	150	0	0	0	0	3000	0	1	0	3	2	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiicca72	0	0	
iicca73	1	800948	98	Сияющий Перстень Воды Сигма 	9	0	12	00110	1	-1	0	1	150	0	0	0	0	3000	0	1	0	2	3	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiicca73	0	0	
iicca74	1	800949	98	Сияющий Перстень Воды Дельта 	9	0	12	00110	1	-1	0	1	150	0	0	0	0	3000	0	1	0	3	3	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiicca74	0	0	
iicca75	1	80094A	98	Сияющий Перстень Воды Эта 	9	0	12	00110	1	-1	0	1	150	0	0	0	0	3000	0	1	0	3	3	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiicca75	0	0	
iicca76	1	80094B	98	Сияющий Перстень Воды Тета 	9	0	12	00110	1	-1	0	1	150	0	0	0	0	3000	0	1	0	3	3	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiicca76	0	0	
iicca77	1	80094C	98	Сияющий Перстень Воды Гамма 	9	0	12	00110	1	-1	0	1	150	0	0	0	0	3000	0	1	0	3	3	0	8	1	0	0	0	0	0	0	1	1	1	1	1	tiicca77	0	0	
iicca78	1	80094D	97	Стихийный Плоский Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	8	6	5	4	0	0	0	0	0	0	0	0	1	1	1	1	1	tiicca78	0	0	
iicca79	1	80094E	100	Стихийный Плоский Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	6	5	4	8	0	0	0	0	0	0	0	0	1	1	1	1	1	tiicca79	0	0	
iicca80	1	80094F	99	Стихийный Плоский Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	5	4	8	6	0	0	0	0	0	0	0	0	1	1	1	1	1	tiicca80	0	0	
iicca81	1	800950	98	Стихийный Плоский Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	8	6	5	0	0	0	0	0	0	0	0	1	1	1	1	1	tiicca81	0	0	
iicca82	1	800951	97	Стихийный Плоский Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	0	0	0	0	0	0	0	0	1	1	1	1	1	tiicca82	0	0	
iicca83	1	800952	100	Стихийный Плоский Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	5	5	5	5	0	0	0	0	0	0	0	0	1	1	1	1	1	tiicca83	0	0	
iicca84	1	800953	99	Стихийный Плоский Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	6	6	6	6	0	0	0	0	0	0	0	0	1	1	1	1	1	tiicca84	0	0	
iicca85	1	800954	98	Стихийный Плоский Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	8	8	8	8	0	0	0	0	0	0	0	0	1	1	1	1	1	tiicca85	0	0	
iicca86	1	800955	97	Стихийный Мягкий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	3	3	2	4	5	0	0	0	0	0	0	1	1	1	1	1	tiicca86	0	0	
iicca87	1	800956	100	Стихийный Мягкий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	2	4	4	10	0	0	0	0	0	0	1	1	1	1	1	tiicca87	0	0	
iicca88	1	800957	99	Стихийный Мягкий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	2	4	3	4	10	0	0	0	0	0	0	1	1	1	1	1	tiicca88	0	0	
iicca89	1	800958	98	Стихийный Мягкий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	2	4	3	3	4	10	0	0	0	0	0	0	1	1	1	1	1	tiicca89	0	0	
iicca90	1	800959	97	Стихийный Мягкий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	4	15	0	0	0	0	0	0	1	1	1	1	1	tiicca90	0	0	
iicca91	1	80095A	100	Стихийный Мягкий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	4	15	0	0	0	0	0	0	1	1	1	1	1	tiicca91	0	0	
iicca92	1	80095B	99	Стихийный Мягкий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	4	15	0	0	0	0	0	0	1	1	1	1	1	tiicca92	0	0	
iicca93	1	80095C	98	Стихийный Мягкий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	4	20	0	0	0	0	0	0	1	1	1	1	1	tiicca93	0	0	
iicca94	1	80095D	97	Стихийный Проклятый Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	3	3	2	6	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiicca94	0	0	
iicca95	1	80095E	100	Стихийный Проклятый Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	2	4	6	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiicca95	0	0	
iicca96	1	80095F	99	Стихийный Проклятый Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	2	4	3	6	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiicca96	0	0	
iicca97	1	800960	98	Стихийный Проклятый Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	2	4	3	3	6	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiicca97	0	0	
iicca98	1	800961	97	Стихийный Проклятый Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	6	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiicca98	0	0	
iicca99	1	800962	100	Стихийный Проклятый Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiicca99	0	0	
iiccb01	1	800963	99	Стихийный Проклятый Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	6	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiiccb01	0	0	
iiccb02	1	800964	98	Стихийный Проклятый Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	6	0,25	0	0	0	0	0	0	1	1	1	1	1	tiiccb02	0	0	
iiccb03	1	800965	97	Стихийный Сияющий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	3	3	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiiccb03	0	0	
iiccb04	1	800966	100	Стихийный Сияющий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	2	4	8	1	0	0	0	0	0	0	1	1	1	1	1	tiiccb04	0	0	
iiccb05	1	800967	99	Стихийный Сияющий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	2	4	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiiccb05	0	0	
iiccb06	1	800968	98	Стихийный Сияющий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	2	4	3	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiiccb06	0	0	
iiccb07	1	800969	97	Стихийный Сияющий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	8	1	0	0	0	0	0	0	1	1	1	1	1	tiiccb07	0	0	
iiccb08	1	80096A	100	Стихийный Сияющий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiiccb08	0	0	
iiccb09	1	80096B	99	Стихийный Сияющий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	8	1	0	0	0	0	0	0	1	1	1	1	1	tiiccb09	0	0	
iiccb10	1	80096C	98	Стихийный Сияющий Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	4	4	4	8	1	0	0	0	0	0	0	1	1	1	1	1	tiiccb10	0	0	
iiccb11	1	80096D	99	Стихийный Могильный Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	4	3	3	2	7	0,100000001	0	0	0	0	0	0	1	1	1	1	1	tiiccb11	0	0	
iiccb12	1	80096E	98	Стихийный Могильный Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	2	4	7	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiiccb12	0	0	
iiccb13	1	80096F	98	Стихийный Могильный Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	2	4	3	7	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiiccb13	0	0	
iiccb14	1	800970	98	Стихийный Могильный Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	2	4	3	3	7	0,150000006	0	0	0	0	0	0	1	1	1	1	1	tiiccb14	0	0	
iiccb15	1	800971	97	Стихийный Могильный Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	2	2	2	2	7	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiiccb15	0	0	
iiccb16	1	800972	97	Стихийный Могильный Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	7	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiiccb16	0	0	
iiccb17	1	800973	97	Стихийный Могильный Перстень 	9	0	12	00110	1	-1	0	1	500	0	0	0	0	10000	0	1	3	3	3	3	7	0,200000003	0	0	0	0	0	0	1	1	1	1	1	tiiccb17	0	0	
iicpc01	1	800974	208	Кольцо для компьютерных клубов.	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	4	4	4	4	6	0,25	0	0	0	0	0	0	1	0	0	0	1	tiicpc01	0	0	
iicpc02	1	800975	209	Кольцо для компьютерных клубов.	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	4	4	4	4	7	0,200000003	0	0	0	0	0	0	1	0	0	0	1	tiicpc02	0	0	
iicpc03	1	800976	210	Кольцо для компьютерных клубов.	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	4	4	4	4	4	20	0	0	0	0	0	0	1	0	0	0	1	tiicpc03	0	0	
iiccb21	0	800977	0	Перстень Альянса120	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb21	0	0	
iiccb22	0	800978	0	Перстень Альянса121	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb22	0	0	
iiccb23	0	800979	0	Перстень Альянса122	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb23	0	0	
iiccb24	0	80097A	0	Перстень Альянса123	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb24	0	0	
iiccb25	0	80097B	0	Перстень Альянса124	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb25	0	0	
iiccb26	0	80097C	0	Перстень Альянса125	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb26	0	0	
iiccb27	0	80097D	0	Перстень Альянса126	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb27	0	0	
iiccb28	0	80097E	0	Перстень Альянса127	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb28	0	0	
iiccb29	0	80097F	0	Перстень Альянса128	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb29	0	0	
iiccb30	0	800980	0	Перстень Альянса129	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb30	0	0	
iiccb31	0	800981	0	Перстень Альянса130	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb31	0	0	
iiccb32	0	800982	0	Перстень Альянса131	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb32	0	0	
iiccb33	0	800983	0	Перстень Альянса132	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb33	0	0	
iiccb34	0	800984	0	Перстень Альянса133	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb34	0	0	
iiccb35	0	800985	0	Перстень Альянса134	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb35	0	0	
iiccb36	0	800986	0	Перстень Альянса135	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb36	0	0	
iiccb37	0	800987	0	Перстень Альянса136	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb37	0	0	
iiccb38	0	800988	0	Перстень Альянса137	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb38	0	0	
iiccb39	0	800989	0	Перстень Альянса138	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb39	0	0	
iiccb40	0	80098A	0	Перстень Альянса139	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb40	0	0	
iiccb41	0	80098B	0	Перстень Альянса140	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb41	0	0	
iiccb42	0	80098C	0	Перстень Альянса141	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb42	0	0	
iiccb43	0	80098D	0	Перстень Альянса142	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb43	0	0	
iiccb44	0	80098E	0	Перстень Альянса143	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb44	0	0	
iiccb45	0	80098F	0	Перстень Альянса144	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb45	0	0	
iiccb46	0	800990	0	Перстень Альянса145	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb46	0	0	
iiccb47	0	800991	0	Перстень Альянса146	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb47	0	0	
iiccb48	0	800992	0	Перстень Альянса147	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb48	0	0	
iiccb49	0	800993	0	Перстень Альянса148	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb49	0	0	
iiccb50	0	800994	0	Перстень Альянса149	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb50	0	0	
iiccb51	0	800995	0	Перстень Альянса150	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb51	0	0	
iiccb52	0	800996	0	Перстень Альянса151	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb52	0	0	
iiccb53	0	800997	0	Перстень Альянса152	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb53	0	0	
iiccb54	0	800998	0	Перстень Альянса153	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb54	0	0	
iiccb55	0	800999	0	Перстень Альянса154	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb55	0	0	
iiccb56	0	80099A	0	Перстень Альянса155	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb56	0	0	
iiccb57	0	80099B	0	Перстень Альянса156	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb57	0	0	
iiccb58	0	80099C	0	Перстень Альянса157	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb58	0	0	
iiccb59	0	80099D	0	Перстень Альянса158	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb59	0	0	
iiccb60	0	80099E	0	Перстень Альянса159	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb60	0	0	
iiccb61	0	80099F	0	Перстень Альянса160	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb61	0	0	
iiccb62	0	8009A0	0	Перстень Альянса161	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb62	0	0	
iiccb63	0	8009A1	0	Перстень Альянса162	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb63	0	0	
iiccb64	0	8009A2	0	Перстень Альянса163	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb64	0	0	
iiccb65	0	8009A3	0	Перстень Альянса164	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb65	0	0	
iiccb66	0	8009A4	0	Перстень Альянса165	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb66	0	0	
iiccb67	0	8009A5	0	Перстень Альянса166	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb67	0	0	
iiccb68	0	8009A6	0	Перстень Альянса167	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb68	0	0	
iiccb69	0	8009A7	0	Перстень Альянса168	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb69	0	0	
iiccb70	0	8009A8	0	Перстень Альянса169	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb70	0	0	
iiccb71	0	8009A9	0	Перстень Альянса170	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb71	0	0	
iiccb72	0	8009AA	0	Перстень Альянса171	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb72	0	0	
iiccb73	0	8009AB	0	Перстень Альянса172	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb73	0	0	
iiccb74	0	8009AC	0	Перстень Альянса173	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb74	0	0	
iiccb75	0	8009AD	0	Перстень Альянса174	9	0	12	00110	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	tiiccb75	0	0	
