clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
bxqsa07	Коробка с броней 	A20812	305	00110	31	1	0	10	0	0	0	0	50	0	1	0	0	158	1	0	0	-1	1	0	0	0	
bxbsh50	Коробка Вознаграждения Альянс Щит 50лвл	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	159	1	0	0	-1	1	0	0	0	
bxbsh53	Коробка Вознаграждения Альянс Щит 53лвл	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	160	1	0	0	-1	1	0	0	0	
bxbsh55	Коробка Вознаграждения Альянс Щит 55лвл	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	161	1	0	0	-1	1	0	0	0	
bxcsh50	Коробка Вознаграждения Федерация Щит 50лвл	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	162	1	0	0	-1	1	0	0	0	
bxcsh53	Коробка Вознаграждения Федерация Щит 53лвл	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	163	1	0	0	-1	1	0	0	0	
bxcsh55	Коробка Вознаграждения Федерация Щит 55лвл	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	164	1	0	0	-1	1	0	0	0	
bxash50	Коробка Вознаграждения Империя Щит 50лвл	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	165	1	0	0	-1	1	0	0	0	
bxash53	Коробка Вознаграждения Империя Щит 53лвл	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	166	1	0	0	-1	1	0	0	0	
bxash55	Коробка Империя Щит 55лвл	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	167	1	0	0	-1	1	0	0	0	
bxcsa29	Малый_Набор_Модификации_Брони	A20812	317	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	168	1	1	0	-1	1	0	0	0	
bxcsa30	Средний_Набор_Модификации_Брони	A20812	318	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	169	1	1	0	-1	1	0	0	0	
bxcsa31	Большой_Набор_Модификации_Брони	A20812	319	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	170	1	1	0	-1	1	0	0	0	
bxcsa32	Малый_Набор_Модификации_Брони	A20812	320	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	171	1	1	0	-1	1	0	0	0	
bxcsa33	Средний_Набор_Модификации_Брони	A20812	321	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	172	1	1	0	-1	1	0	0	0	
bxcsa34	Большой_Набор_Модификации_Брони	A20812	322	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	173	1	1	0	-1	1	0	0	0	
bxcsa35	Малый_Набор_Модификации_Брони	A20812	323	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	174	1	1	0	-1	1	0	0	0	
bxcsa36	Средний_Набор_Модификации_Брони	A20812	324	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	175	1	1	0	-1	1	0	0	0	
bxcsa37	Большой_Набор_Модификации_Брони	A20812	325	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	176	1	1	0	-1	1	0	0	0	
bxcsa38	Лунная_Коробка	A20801	354	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	177	1	1	0	-1	1	0	0	0	
bxcsa39	Лунная_Коробка	A20801	354	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	178	1	1	0	-1	1	0	0	0	
bxcsa40	Лунная_Коробка	A20801	354	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	179	1	1	0	-1	1	0	0	0	
bxcsa41	Малый Набор Модификации Мудрости	A20812	317	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	180	1	1	0	-1	1	0	0	0	
bxcsa42	Средний Набор Модификации Мудрости	A20812	318	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	181	1	1	0	-1	1	0	0	0	
bxcsa43	Большой Набор Модификации Мудрости	A20812	319	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	182	1	1	0	-1	1	0	0	0	
bxcsa44	Малый Набор Модификации Мудрости	A20812	320	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	183	1	1	0	-1	1	0	0	0	
bxcsa45	Средний Набор Модификации Мудрости	A20812	321	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	184	1	1	0	-1	1	0	0	0	
bxcsa46	Большой Набор Модификации Мудрости	A20812	322	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	185	1	1	0	-1	1	0	0	0	
bxcsa47	Малый Набор Модификации Мудрости	A20812	323	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	186	1	1	0	-1	1	0	0	0	
bxcsa48	Средний Набор Модификации Мудрости	A20812	324	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	187	1	1	0	-1	1	0	0	0	
bxcsa49	Большой Набор Модификации Мудрости	A20812	325	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	188	1	1	0	-1	1	0	0	0	
bxcsa50	Малый_Набор_Модификации_Тьмы	A20812	317	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	189	1	1	0	-1	1	0	0	0	
bxcsa51	Средний_Набор_Модификации_Тьмы	A20812	318	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	190	1	1	0	-1	1	0	0	0	
bxcsa52	Большой_Набор_Модификации_Тьмы	A20812	319	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	191	1	1	0	-1	1	0	0	0	
bxcsa53	Малый_Набор_Модификации_Тьмы	A20812	320	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	192	1	1	0	-1	1	0	0	0	
bxcsa54	Средний_Набор_Модификации_Тьмы	A20812	321	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	193	1	1	0	-1	1	0	0	0	
bxcsa55	Большой_Набор_Модификации_Тьмы	A20812	322	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	194	1	1	0	-1	1	0	0	0	
bxcsa56	Малый_Набор_Модификации_Тьмы	A20812	323	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	195	1	1	0	-1	1	0	0	0	
bxcsa57	Средний_Набор_Модификации_Тьмы	A20812	324	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	196	1	1	0	-1	1	0	0	0	
bxcsa58	Большой_Набор_Модификации_Тьмы	A20812	325	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	197	1	1	0	-1	1	0	0	0	
bxcsa59	Малый_Набор_Модификации_Милосердия	A20812	317	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	198	1	1	0	-1	1	0	0	0	
bxcsa60	Средний_Набор_Модификации_Милосердия	A20812	318	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	199	1	1	0	-1	1	0	0	0	
bxcsa61	Большой_Набор_Модификации_Милосердия	A20812	319	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	200	1	1	0	-1	1	0	0	0	
bxcsa62	Малый_Набор_Модификации_Милосердия	A20812	320	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	201	1	1	0	-1	1	0	0	0	
bxcsa63	Средний_Набор_Модификации_Милосердия	A20812	321	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	202	1	1	0	-1	1	0	0	0	
bxcsa64	Большой_Набор_Модификации_Милосердия	A20812	322	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	203	1	1	0	-1	1	0	0	0	
bxcsa65	Малый_Набор_Модификации_Милосердия	A20812	323	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	204	1	1	0	-1	1	0	0	0	
bxcsa66	Средний_Набор_Модификации_Милосердия	A20812	324	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	205	1	1	0	-1	1	0	0	0	
bxcsa67	Большой_Набор_Модификации_Милосердия	A20812	325	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	206	1	1	0	-1	1	0	0	0	
bxcsa68	Малый_Набор_Модификации_Грации	A20812	317	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	207	1	1	0	-1	1	0	0	0	
bxcsa69	Средний_Набор_Модификации_Грации	A20812	318	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	208	1	1	0	-1	1	0	0	0	
bxcsa70	Большой_Набор_Модификации_Грации	A20812	319	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	209	1	1	0	-1	1	0	0	0	
bxcsa71	Малый_Набор_Модификации_Грации	A20812	320	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	210	1	1	0	-1	1	0	0	0	
bxcsa72	Средний_Набор_Модификации_Грации	A20812	321	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	211	1	1	0	-1	1	0	0	0	
bxcsa73	Большой_Набор_Модификации_Грации	A20812	322	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	212	1	1	0	-1	1	0	0	0	
bxcsa74	Малый_Набор_Модификации_Грации	A20812	323	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	213	1	1	0	-1	1	0	0	0	
bxcsa75	Средний_Набор_Модификации_Грации	A20812	324	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	214	1	1	0	-1	1	0	0	0	
bxcsa76	Большой_Набор_Модификации_Грации	A20812	325	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	215	1	1	0	-1	1	0	0	0	
bxcsa77	40лвл Коробка Вознаграждения	A20803	355	11111	31	0	0	1	0	0	0	0	100	0	0	0	0	216	1	0	0	-1	40	0	0	0	
bxcsa78	40лвл Коробка Вознаграждения	A20803	356	11111	31	0	0	1	0	0	0	0	100	0	0	0	0	217	1	0	0	-1	40	0	0	0	
bxcsa79	40лвл Коробка Вознаграждения	A20803	357	11111	31	0	0	1	0	0	0	0	100	0	0	0	0	218	1	0	0	-1	40	0	0	0	
bxcsa80	45лвл Коробка Вознаграждения	A20803	358	11111	31	0	0	1	0	0	0	0	100	0	0	0	0	219	1	0	0	-1	45	0	0	0	
bxcsa81	45лвл Коробка Вознаграждения	A20803	359	11111	31	0	0	1	0	0	0	0	100	0	0	0	0	220	1	0	0	-1	45	0	0	0	
bxcsa82	45лвл Коробка Вознаграждения	A20803	360	11111	31	0	0	1	0	0	0	0	100	0	0	0	0	221	1	0	0	-1	45	0	0	0	
bxcsa83	Коробка Праздника Жатвы(??)	A20801	361	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	222	1	1	0	-1	1	0	0	0	
bxcsa84	Коробка Праздника Жатвы(??)	A20801	361	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	223	1	1	0	-1	1	0	0	0	
bxcsa85	Коробка Праздника Жатвы(??)	A20801	361	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	224	1	1	0	-1	1	0	0	0	
bxcsa86	Малый_Набор_Модификации_Хаоса	A20812	317	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	225	1	1	0	-1	1	0	0	0	
bxcsa87	Средний_Набор_Модификации_Хаоса	A20812	318	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	226	1	1	0	-1	1	0	0	0	
bxcsa88	Большой_Набор_Модификации_Хаоса	A20812	319	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	227	1	1	0	-1	1	0	0	0	
bxcsa89	Малый_Набор_Модификации_Хаоса	A20812	320	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	228	1	1	0	-1	1	0	0	0	
bxcsa90	Средний_Набор_Модификации_Хаоса	A20812	321	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	229	1	1	0	-1	1	0	0	0	
bxcsa91	Большой_Набор_Модификации_Хаоса	A20812	322	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	230	1	1	0	-1	1	0	0	0	
bxcsa92	Малый_Набор_Модификации_Хаоса 	A20812	323	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	231	1	1	0	-1	1	0	0	0	
bxcsa93	Средний_Набор_Модификации_Хаоса 	A20812	324	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	232	1	1	0	-1	1	0	0	0	
bxcsa94	Большой_Набор_Модификации_Хаоса 	A20812	325	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	233	1	1	0	-1	1	0	0	0	
bxcsa95	Коробка Дня Основания Кореи(??)	A20801	362	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	234	1	1	0	-1	1	0	0	0	
bxcsa96	Коробка Дня Основания Кореи(??)	A20801	362	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	235	1	1	0	-1	1	0	0	0	
bxcsa97	Коробка Дня Основания Кореи(??)	A20801	362	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	236	1	1	0	-1	1	0	0	0	
bxcsa98	Рождественский Чулок(??)	A20801	363	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	237	1	1	0	-1	1	0	0	0	
bxcsa99	Рождественский Чулок(??)	A20801	363	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	238	1	1	0	-1	1	0	0	0	
bxcsb00	Рождественский Чулок(??)	A20801	363	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	239	1	1	0	-1	1	0	0	0	
bxcsb01	Коробка Стихийного Амулета 	A20812	367	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	240	1	0	0	-1	1	0	0	0	
bxcsb02	Коробка Стихийного Амулета 	A20812	367	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	241	1	0	0	-1	1	0	0	0	
bxcsb03	Коробка Стихийного Амулета 	A20812	367	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	242	1	0	0	-1	1	0	0	0	
bxcsb04	Коробка Стихийного Амулета 	A20812	368	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	243	1	0	0	-1	1	0	0	0	
bxcsb05	Коробка Стихийного Амулета 	A20812	368	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	244	1	0	0	-1	1	0	0	0	
bxcsb06	Коробка Стихийного Амулета 	A20812	368	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	245	1	0	0	-1	1	0	0	0	
bxcsb07	Коробка Стихийного Амулета 	A20812	366	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	246	1	0	0	-1	1	0	0	0	
bxcsb08	Коробка Стихийного Амулета 	A20812	366	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	247	1	0	0	-1	1	0	0	0	
bxcsb09	Коробка Стихийного Амулета 	A20812	366	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	248	1	0	0	-1	1	0	0	0	
bxcsb10	Коробка Стихийного Кольца 	A20812	370	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	249	1	0	0	-1	1	0	0	0	
bxcsb11	Коробка Стихийного Кольца 	A20812	370	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	250	1	0	0	-1	1	0	0	0	
bxcsb12	Коробка Стихийного Кольца 	A20812	370	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	251	1	0	0	-1	1	0	0	0	
bxcsb13	Коробка Стихийного Кольца 	A20812	369	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	252	1	0	0	-1	1	0	0	0	
bxcsb14	Коробка Стихийного Кольца 	A20812	369	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	253	1	0	0	-1	1	0	0	0	
bxcsb15	Коробка Стихийного Кольца 	A20812	369	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	254	1	0	0	-1	1	0	0	0	
bxcsb16	Коробка Стихийного Кольца 	A20812	371	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	255	1	0	0	-1	1	0	0	0	
bxcsb17	Коробка Стихийного Кольца 	A20812	371	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	256	1	0	0	-1	1	0	0	0	
bxcsb18	Коробка Стихийного Кольца 	A20812	371	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	257	1	0	0	-1	1	0	0	0	
bxcsb19	Коробка Чипа с Данными о Генах Геродиан	A20812	378	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	258	1	0	0	-1	1	0	0	0	
bxcsb20	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	259	1	0	0	-1	1	0	0	0	
bxcsb21	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	260	1	0	0	-1	1	0	0	0	
bxcsb22	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	261	1	0	0	-1	1	0	0	0	
bxcsb23	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	262	1	0	0	-1	1	0	0	0	
bxcsb24	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	263	1	0	0	-1	1	0	0	0	
bxcsb25	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	264	1	0	0	-1	1	0	0	0	
bxcsb26	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	265	1	0	0	-1	1	0	0	0	
bxcsb27	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	266	1	0	0	-1	1	0	0	0	
bxcsb28	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	267	1	0	0	-1	1	0	0	0	
bxcsb29	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	268	1	0	0	-1	1	0	0	0	
bxcsb30	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	269	1	0	0	-1	1	0	0	0	
bxcsb31	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	270	1	0	0	-1	1	0	0	0	
bxcsb32	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	271	1	0	0	-1	1	0	0	0	
bxcsb33	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	272	1	0	0	-1	1	0	0	0	
bxcsb34	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	273	1	0	0	-1	1	0	0	0	
bxcsb35	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	274	1	0	0	-1	1	0	0	0	
bxcsb36	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	275	1	0	0	-1	1	0	0	0	
bxcsb37	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	276	1	0	0	-1	1	0	0	0	
bxcsb38	Коробочка с Драгоценностями	A20812	379	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	277	1	0	0	-1	1	0	0	0	
bxcsb39	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	278	1	0	0	-1	1	0	0	0	
bxcsb40	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	279	1	0	0	-1	1	0	0	0	
bxcsb41	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	280	1	0	0	-1	1	0	0	0	
bxcsb42	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	281	1	0	0	-1	1	0	0	0	
bxcsb43	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	282	1	0	0	-1	1	0	0	0	
bxcsb44	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	283	1	0	0	-1	1	0	0	0	
bxcsb45	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	284	1	0	0	-1	1	0	0	0	
bxcsb46	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	285	1	0	0	-1	1	0	0	0	
bxcsb47	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	286	1	0	0	-1	1	0	0	0	
bxcsb48	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	287	1	0	0	-1	1	0	0	0	
bxcsb49	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	288	1	0	0	-1	1	0	0	0	
bxcsb50	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	289	1	0	0	-1	1	0	0	0	
bxcsb51	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	290	1	0	0	-1	1	0	0	0	
bxcsb52	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	291	1	0	0	-1	1	0	0	0	
bxcsb53	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	292	1	0	0	-1	1	0	0	0	
bxcsb54	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	293	1	0	0	-1	1	0	0	0	
bxcsb55	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	294	1	0	0	-1	1	0	0	0	
bxcsb56	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	295	1	0	0	-1	1	0	0	0	
bxcsb57	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	296	1	0	0	-1	1	0	0	0	
bxcsb58	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	297	1	0	0	-1	1	0	0	0	
bxcsb59	Коробка Серьги Голодного Чудовища 	A20812	372	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	298	1	0	0	-1	1	0	0	0	
bxcsb60	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	299	1	0	0	-1	1	0	0	0	
bxcsb61	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	300	1	0	0	-1	1	0	0	0	
bxcsb62	Коробка Серьги Жизни Бешеного Чудовища 	A20812	373	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	301	1	0	0	-1	1	0	0	0	
bxcsb63	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	302	1	0	0	-1	1	0	0	0	
bxcsb64	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	303	1	0	0	-1	1	0	0	0	
bxcsb65	Коробка Серьги Яростного Дикого Животного 	A20812	374	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	304	1	0	0	-1	1	0	0	0	
bxcsb66	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	305	1	0	0	-1	1	0	0	0	
bxcsb67	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	306	1	0	0	-1	1	0	0	0	
bxcsb68	Коробка Серьги Изгнанного Разбойника 	A20812	375	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	307	1	0	0	-1	1	0	0	0	
bxcsb69	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	308	1	0	0	-1	1	0	0	0	
bxcsb70	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	309	1	0	0	-1	1	0	0	0	
bxcsb71	Коробка Серьги Освобожденного Изгнанника 	A20812	376	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	310	1	0	0	-1	1	0	0	0	
bxcsb72	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	311	1	0	0	-1	1	0	0	0	
bxcsb73	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	312	1	0	0	-1	1	0	0	0	
bxcsb74	Коробка Серьги Мертвого Изгнанника 	A20812	377	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	313	1	0	0	-1	1	0	0	0	
bxres01	Коробка Алого Камня	A20812	380	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	317	1	0	0	-1	1	0	0	0	
bxbul01	Коробка Боеприпасов [Тип В 	A20812	379	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	314	1	0	0	-1	1	0	0	0	
bxbul02	Коробка Боеприпасов [Тип В 	A20812	379	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	315	1	0	0	-1	1	0	0	0	
bxbul03	Коробка Боеприпасов [Тип В 	A20812	379	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	316	1	0	0	-1	1	0	0	0	
bxcjh02	Коробка Аксессуаров Прицельного Ускорителя 	A20801	229	11111	31	0	0	10000	0	0	0	0	100	1	1	1	1	318	1	0	0	-1	1	0	0	0	
bxcjh03	Коробка Аксессуаров Кровавого Ускорителя 	A20801	229	11111	31	0	0	10000	0	0	0	0	100	1	1	1	1	319	1	0	0	-1	1	0	0	0	
bxcsc01	Малый_Набор_Модификации_Щита	A20812	317	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	320	1	1	0	-1	1	0	0	0	
bxcsc02	Средний_Набор_Модификации_Щита	A20812	318	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	321	1	1	0	-1	1	0	0	0	
bxcsc03	Большой_Набор_Модификации_Щита	A20812	319	11000	31	0	0	1	0	0	0	0	100	1	1	1	1	322	1	1	0	-1	1	0	0	0	
bxcsc04	Малый_Набор_Модификации_Щита	A20812	320	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	323	1	1	0	-1	1	0	0	0	
bxcsc05	Средний_Набор_Модификации_Щита	A20812	321	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	324	1	1	0	-1	1	0	0	0	
bxcsc06	Большой_Набор_Модификации_Щита	A20812	322	00110	31	0	0	1	0	0	0	0	100	1	1	1	1	325	1	1	0	-1	1	0	0	0	
bxcsc07	Малый_Набор_Модификации_Щита	A20812	323	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	326	1	1	0	-1	1	0	0	0	
bxcsc08	Средний_Набор_Модификации_Щита	A20812	324	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	327	1	1	0	-1	1	0	0	0	
bxcsc09	Большой_Набор_Модификации_Щита	A20812	325	00001	31	0	0	1	0	0	0	0	100	1	1	1	1	328	1	1	0	-1	1	0	0	0	
bxcjh04	Коробка_Изменения_Свойств	A20801	384	11111	31	0	0	1	0	0	0	0	100	1	1	1	1	329	1	1	0	-1	1	0	0	0	
