string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	string[64]	dword	float	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	float	dword	float	float	dword	float	float	dword	float	float	dword	float	float	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
irbud07	1	A3015D	84	Бусина Интелекта 1ч	301	300	84	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	1	6	0,100000001	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirbud07	1	0	1	
irbud08	1	A3015E	85	Статуя Буддиста	301	300	85	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	3	6	0,5	0,5	7	0,5	0,5	9	0,5	0,5	11	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirbud08	1	0	1	
irpre01	1	A3015F	86	Карта Премиума	301	300	86	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	1,5	1,5	6	1,600000024	1,600000024	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre01	1	0	0	
ircsa13	1	A30160	73	Изумруд_Изобилия_[6_часов	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3667	1	2	0,200000003	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa13	1	0	1	
ircsa14	1	A30161	73	Изумруд_Изобилия_[12_часов	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3667	1	2	0,200000003	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa14	1	0	1	
ircsa15	1	A30162	73	Изумруд_Изобилия_[20_часов	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3667	1	2	0,200000003	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa15	1	0	1	
ircsa16	1	A30163	73	Изумруд_Изобилия_[30_часов	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3667	1	2	0,200000003	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa16	1	0	1	
ircsa17	1	A30164	74	Изумруд_Утешения_[6_часов	301	300	74	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3668	1	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa17	1	0	1	
ircsa18	1	A30165	74	Изумруд_Утешения_[12_часов	301	300	74	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3668	1	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa18	1	0	1	
ircsa19	1	A30166	74	Изумруд_Утешения_[20_часов	301	300	74	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3668	1	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa19	1	0	1	
ircsa20	1	A30167	74	Изумруд_Утешения_[30_часов	301	300	74	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3668	1	4	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa20	1	0	1	
irhst01	1	A30168	87	Часть Алтаря	301	300	87	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhst01	0	0	0	
ircry01	1	A30169	88	Кристальная Талика	301	300	88	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircry01	0	0	0	
ircsa21	1	A3016A	73	Изумруд_Изобилия_[18.00-01.00	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	18	420	0	3	3667	1	71	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa21	1	0	1	
ircsa22	1	A3016B	73	Изумруд_Изобилия_[06.00-13.00	301	300	73	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	6	420	0	3	3667	1	71	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa22	1	0	1	
ircsa23	1	A3016C	89	Награда_Картелы	301	300	89	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	3	3666	2	71	0,200000003	1	74	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircsa23	1	0	1	
ircry02	1	A3016D	90	Кристал Пексиона	301	300	90	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tircry02	0	0	0	
irsry01	1	A3016E	91	Отражающий свиток Разработчика	301	300	91	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	0	-1	-1	1	72	0,100000001	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirsry01	1	0	1	
irhst02	1	A3016F	111	Отполированный осколок Алтаря	301	300	111	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhst02	0	0	0	
irhst03	1	A30170	112	Сверкающий осколок Алтаря	301	300	112	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhst03	0	0	0	
irhst04	1	A30171	113	Прозрачный осколок Алтаря	301	300	113	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhst04	0	0	0	
irhst05	1	A30172	114	Говорящий осколок Алтаря	301	300	114	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhst05	0	0	0	
irhst06	1	A30173	115	Иллюзорный осколок Алтаря	301	300	115	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhst06	0	0	0	
irhst07	1	A30174	116	Немой осколок Алтаря	301	300	116	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhst07	0	0	0	
irhst08	1	A30175	117	Стальной осколок Алтаря	301	300	117	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhst08	0	0	0	
irhsm02	1	A30176	118	Отполированный Алтарь	301	300	118	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhsm02	0	0	0	
irhsm03	1	A30177	119	Сверкающий Алтарь	301	300	119	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhsm03	0	0	0	
irhsm04	1	A30178	120	Прозрачный Алтарь	301	300	120	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhsm04	0	0	0	
irhsm05	1	A30179	121	Говорящий Алтарь	301	300	121	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhsm05	0	0	0	
irhsm06	1	A3017A	122	Иллюзорный Алтарь	301	300	122	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhsm06	0	0	0	
irhsm07	1	A3017B	123	Немой Алтарь	301	300	123	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhsm07	0	0	0	
irhsm08	1	A3017C	124	Стальной Алтарь	301	300	124	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirhsm08	0	0	0	
irwav01	1	A3017D	134	Священный Металл	301	300	134	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirwav01	1	0	1	
ircsa24	1	A3017E	92	Медальон Торговли	301	300	92	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3670	1	10	0,02	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa24	0	0	1	
ircsa25	1	A3017F	93	Медальон Общения	301	300	93	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3671	1	11	0,02	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa25	0	0	1	
ircsa26	1	A30180	94	Медальон Прозрения	301	300	94	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3672	1	76	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa26	0	0	1	
ircsa27	1	A30181	95	Медальон Скорости	301	300	95	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa27	0	0	1	
ircsa28	1	A30182	96	Медальон Сделки	301	300	96	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3674	2	10	0,050000001	0,050000001	11	0,050000001	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa28	0	0	1	
ircsa29	1	A30183	97	Медальон Успеха	301	300	97	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3675	1	52	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa29	0	0	1	
ircsa30	1	A30184	98	Медальон Лидера	301	300	98	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa30	0	0	1	
ircsa31	1	A30185	99	Медальон Невежества	301	300	99	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	0	3677	1	79	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa31	0	0	1	
ircsa32	1	A30186	100	Медальон Покровительства	301	300	100	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	1	3678	1	80	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa32	0	0	1	
ircsa33	1	A30187	101	Священный Медальон	301	300	101	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3679	1	77	0,300000012	0,300000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa33	0	0	1	
ircsa34	1	A30188	102	Медальон Регенерации	301	300	102	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3680	1	12	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa34	0	0	1	
ircsa35	1	830189	103	Медальон Согласия	301	300	103	00110	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3681	1	33	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa35	0	0	1	
ircsa36	1	A3018A	104	Генератор Атаки	301	300	104	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	0	3682	1	18	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa36	0	0	1	
ircsa37	1	A3018B	105	Генератор Защиты	301	300	105	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	1	3683	1	24	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa37	0	0	1	
ircsa38	1	A3018C	106	Генератор Раздражения	301	300	106	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3684	1	54	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa38	0	0	1	
ircsa39	1	A3018D	107	Генератор Совершенства	301	300	107	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3685	2	48	7	21	78	10	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa39	0	0	1	
ircsa40	1	73018E	108	Генератор MAU	301	300	108	11000	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3686	2	29	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa40	0	0	1	
ircsa41	1	A3018F	109	Генератор Агрессии	301	300	109	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3687	1	28	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa41	0	0	1	
ircsa42	1	A30190	110	Генератор Спокойствия	301	300	110	11111	-1	-1	-1	0	140000	140000	140000	0	0	0	0	10	-1	-1	0	2	3688	1	28	-5	-5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tircsa42	0	0	1	
irstl01	1	A30191	134	1% утомления во время захвата	301	300	134	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	3	3669	1	81	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirstl01	0	0	1	
irstl02	0	A30192	134	3% утомления во время захвата	301	300	134	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	3	3669	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirstl02	0	0	1	
irstl03	0	A30193	134	5% утомления во время захвата	301	300	134	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	3	3669	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirstl03	0	0	1	
irstl04	0	A30194	134	7% утомления во время захвата	301	300	134	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	3	3669	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirstl04	0	0	1	
irstl05	0	A30195	134	9% утомления во время захвата	301	300	134	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	3	3669	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirstl05	0	0	1	
irchm01	1	A30196	92	Медальон Торговли 	301	300	92	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3670	1	10	0,005	0,025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm01	0	0	1	
irchm02	1	A30197	93	Медальон Общения 	301	300	93	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3671	1	11	0,005	0,025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm02	0	0	1	
irchm03	1	A30198	94	Медальон Прозрения 	301	300	94	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3672	1	76	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm03	0	0	1	
irchm04	1	A30199	95	Медальон Скорости 	301	300	95	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm04	0	0	1	
irchm05	1	A3019A	97	Медальон Успеха 	301	300	97	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3675	1	52	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm05	0	0	1	
irchm06	1	A3019B	98	Медальон Лидера 	301	300	98	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm06	0	0	1	
irchm07	1	A3019C	102	Медальон Регенерации 	301	300	102	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3680	1	12	0,003	0,015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm07	0	0	1	
irchm08	1	A3019D	104	Генератор Атаки 	301	300	104	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	0	3682	1	18	0,02	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm08	0	0	1	
irchm09	1	A3019E	105	Генератор Защиты 	301	300	105	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	1	3683	1	24	0,02	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm09	0	0	1	
irchm10	1	A3019F	106	Генератор Раздражения 	301	300	106	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3684	1	54	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm10	0	0	1	
irchm11	1	A301A0	109	Генератор Агрессии 	301	300	109	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3687	1	28	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm11	0	0	1	
irchm12	1	A301A1	92	Медальон Торговли 	301	300	92	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3670	1	10	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm12	0	0	1	
irchm13	1	A301A2	93	Медальон Общения 	301	300	93	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3671	1	11	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm13	0	0	1	
irchm14	1	A301A3	94	Медальон Прозрения 	301	300	94	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3672	1	76	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm14	0	0	1	
irchm15	1	A301A4	95	Медальон Скорости 	301	300	95	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm15	0	0	1	
irchm16	1	A301A5	97	Медальон Успеха 	301	300	97	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3675	1	52	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm16	0	0	1	
irchm17	1	A301A6	98	Медальон Лидера 	301	300	98	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm17	0	0	1	
irchm18	1	A301A7	102	Медальон Регенерации 	301	300	102	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3680	1	12	0,007	0,021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm18	0	0	1	
irchm19	1	A301A8	104	Генератор Атаки 	301	300	104	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	0	3682	1	18	0,029999999	0,150000006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm19	0	0	1	
irchm20	1	A301A9	105	Генератор Защиты 	301	300	105	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	1	3683	1	24	0,029999999	0,150000006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm20	0	0	1	
irchm21	1	A301AA	106	Генератор Раздражения 	301	300	106	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3684	1	54	0,02	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm21	0	0	1	
irchm22	1	A301AB	109	Генератор Агрессии 	301	300	109	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3687	1	28	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm22	0	0	1	
irchm23	1	A301AC	92	Медальон Торговли 	301	300	92	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3670	1	10	0,02	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm23	0	0	1	
irchm24	1	A301AD	93	Медальон Общения 	301	300	93	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3671	1	11	0,02	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm24	0	0	1	
irchm25	1	A301AE	94	Медальон Прозрения 	301	300	94	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3672	1	76	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm25	0	0	1	
irchm26	1	A301AF	95	Медальон Скорости 	301	300	95	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm26	0	0	1	
irchm27	1	A301B0	97	Медальон Успеха 	301	300	97	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3675	1	52	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm27	0	0	1	
irchm28	1	A301B1	98	Медальон Лидера 	301	300	98	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm28	0	0	1	
irchm29	1	A301B2	102	Медальон Регенерации 	301	300	102	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3680	1	12	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm29	0	0	1	
irchm30	1	A301B3	104	Генератор Атаки 	301	300	104	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	0	3682	1	18	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm30	0	0	1	
irchm31	1	A301B4	105	Генератор Защиты 	301	300	105	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	1	3683	1	24	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm31	0	0	1	
irchm32	1	A301B5	106	Генератор Раздражения 	301	300	106	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3684	1	54	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm32	0	0	1	
irchm33	1	A301B6	109	Генератор Агрессии 	301	300	109	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3687	1	28	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm33	0	0	1	
irqsa01	1	A301B7	125	Печать Картеллы	301	300	125	11111	-1	-1	-1	1	1	1	1	0	0	0	0	-1	-1	-1	0	2	-1	1	2	0,150000006	0,150000006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	1	tirqsa01	0	0	1	
irqsa03	1	A301B8	128	Пропуск в Лабораторию Картеллы	301	300	128	11111	-1	-1	-1	1	1	1	1	0	0	0	0	-1	-1	-1	0	2	-1	1	2	0,5	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirqsa03	0	0	1	
irqsa04	1	A301B9	129	Блокнот Путешественника	301	300	129	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1	-1	-1	0	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirqsa04	0	0	0	
irqsa05	1	A301BA	128	Орден Военной Доблести	301	300	128	11111	-1	-1	-1	1	1	1	1	0	0	0	0	-1	-1	-1	0	2	-1	1	2	0,050000001	0,050000001	8	0,050000001	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	1	tirqsa05	0	0	1	
