clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	res	dword	dword	dword	dword	dword	dword	END
irbud06	Бусина Интелекта 30 мин	A3015C	84	11111	17	0	0	5	0	0	0	0	1	0	1	0	1	100	1	1	1	0	1	6	0	0	0,100000001	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	84	0	
irbud07	Бусина Интелекта 1ч	A3015D	84	11111	17	0	0	5	0	0	0	0	1	0	1	0	1	101	1	1	1	0	1	6	0	0	0,100000001	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	84	0	
irbud08	Статуя Буддиста	A3015E	85	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	102	1	1	1	0	3	6	0	0	0,5	0,5	7	0	0	0,5	0,5	9	0	0	0,5	0,5	11	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	85	0	
irpre01	Карта Премиума	A3015F	86	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	94	1	1	0	0	4	5	0	0	1,5	1,5	6	0	0	1,600000024	1,600000024	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	86	0	
ircsa13	Изумруд_Изобилия_[6_часов	A30160	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	82	1	1	1	0	1	2	0	0	0,200000003	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircsa14	Изумруд_Изобилия_[12_часов	A30161	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	83	1	1	1	0	1	2	0	0	0,200000003	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircsa15	Изумруд_Изобилия_[20_часов	A30162	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	84	1	1	1	0	1	2	0	0	0,200000003	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircsa16	Изумруд_Изобилия_[30_часов	A30163	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	85	1	1	1	0	1	2	0	0	0,200000003	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircsa17	Изумруд_Утешения_[6_часов	A30164	74	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	86	1	1	1	0	1	4	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3668	0	74	0	
ircsa18	Изумруд_Утешения_[12_часов	A30165	74	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	87	1	1	1	0	1	4	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3668	0	74	0	
ircsa19	Изумруд_Утешения_[20_часов	A30166	74	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	88	1	1	1	0	1	4	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3668	0	74	0	
ircsa20	Изумруд_Утешения_[30_часов	A30167	74	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	89	1	1	1	0	1	4	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3668	0	74	0	
irhst01	Часть Алтаря	A30168	87	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	103	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	87	0	
ircry01	Кристальная Талика	A30169	88	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	104	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	88	0	
ircsa21	Изумруд_Изобилия_[18.00-01.00	A3016A	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	105	1	1	1	0	1	71	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircsa22	Изумруд_Изобилия_[06.00-13.00	A3016B	73	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	106	1	1	1	0	1	71	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3667	0	73	0	
ircsa23	Награда_Картелы	A3016C	89	11111	17	0	0	1	0	0	0	0	1000	0	1	0	1	107	1	1	1	0	2	71	0	0	0,200000003	1	74	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3666	0	89	0	
ircry02	Кристал Пексиона	A3016D	90	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	108	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	90	0	
irsry01	Отражающий свиток Разработчика	A3016E	91	11111	17	0	0	1	0	0	0	0	1000	0	0	0	1	109	1	1	1	0	1	72	0	0	0,100000001	0,100000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	91	0	
irhst02	Отполированный осколок Алтаря	A3016F	111	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	110	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	111	0	
irhst03	Сверкающий осколок Алтаря	A30170	112	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	111	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	112	0	
irhst04	Прозрачный осколок Алтаря	A30171	113	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	112	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	113	0	
irhst05	Говорящий осколок Алтаря	A30172	114	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	113	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	114	0	
irhst06	Иллюзорный осколок Алтаря	A30173	115	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	114	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	115	0	
irhst07	Немой осколок Алтаря	A30174	116	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	115	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	116	0	
irhst08	Стальной осколок Алтаря	A30175	117	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	116	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	117	0	
irhsm02	Отполированный Алтарь	A30176	118	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	117	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	118	0	
irhsm03	Сверкающий Алтарь	A30177	119	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	118	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	119	0	
irhsm04	Прозрачный Алтарь	A30178	120	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	119	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	120	0	
irhsm05	Говорящий Алтарь	A30179	121	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	120	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	121	0	
irhsm06	Иллюзорный Алтарь	A3017A	122	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	121	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	122	0	
irhsm07	Немой Алтарь	A3017B	123	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	122	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	123	0	
irhsm08	Стальной Алтарь	A3017C	124	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	123	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	124	0	
irwav01	Священный Металл	A3017D	134	11111	17	0	0	1	0	0	0	0	1000	1	1	1	1	124	1	1	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	134	0	
ircsa24	Медальон Торговли	A3017E	92	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	125	1	0	1	0	1	10	0	0	0,02	0,100000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3670	0	92	0	
ircsa25	Медальон Общения	A3017F	93	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	126	1	0	1	0	1	11	0	0	0,02	0,100000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3671	0	93	0	
ircsa26	Медальон Прозрения	A30180	94	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	127	1	0	1	0	1	76	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3672	0	94	0	
ircsa27	Медальон Скорости	A30181	95	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	128	1	0	1	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
ircsa28	Медальон Сделки	A30182	96	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	129	1	0	1	0	2	10	0	0	0,050000001	0,050000001	11	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3674	0	96	0	
ircsa29	Медальон Успеха	A30183	97	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	130	1	0	1	0	1	52	0	0	1	3	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3675	0	97	0	
ircsa30	Медальон Лидера	A30184	98	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	131	1	0	1	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
ircsa31	Медальон Невежества	A30185	99	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	132	1	0	1	0	1	79	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3677	0	99	0	
ircsa32	Медальон Покровительства	A30186	100	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	133	1	0	1	0	1	80	0	0	1	4	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3678	0	100	0	
ircsa33	Священный Медальон	A30187	101	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	134	1	0	1	0	1	77	0	0	0,300000012	0,300000012	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3679	0	101	0	
ircsa34	Медальон Регенерации	A30188	102	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	135	1	0	1	0	1	12	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
ircsa35	Медальон Согласия	830189	103	00110	17	0	0	140000	0	0	0	0	10	0	0	0	1	136	1	0	1	0	1	33	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3681	0	103	0	
ircsa36	Генератор Атаки	A3018A	104	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	137	1	0	1	0	1	18	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
ircsa37	Генератор Защиты	A3018B	105	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	138	1	0	1	0	1	24	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
ircsa38	Генератор Раздражения	A3018C	106	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	139	1	0	1	0	1	54	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3684	0	106	0	
ircsa39	Генератор Совершенства	A3018D	107	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	140	1	0	1	0	2	48	0	0	7	21	78	0	0	10	30	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3685	0	107	0	
ircsa40	Генератор MAU	73018E	108	11000	17	0	0	140000	0	0	0	0	10	0	0	0	1	141	1	0	1	0	2	29	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3686	0	108	0	
ircsa41	Генератор Агрессии	A3018F	109	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	142	1	0	1	0	1	28	0	0	5	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
ircsa42	Генератор Спокойствия	A30190	110	11111	17	0	0	140000	0	0	0	0	10	0	0	0	1	143	1	0	1	0	1	28	0	0	-5	-5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3688	0	110	0	
irstl01	1% утомления во время захвата	A30191	134	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	177	1	0	1	0	1	81	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3669	0	134	0	
irstl02	3% утомления во время захвата	A30192	134	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	-1	0	0	1	0	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3669	0	134	0	
irstl03	5% утомления во время захвата	A30193	134	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	-1	0	0	1	0	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3669	0	134	0	
irstl04	7% утомления во время захвата	A30194	134	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	-1	0	0	1	0	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3669	0	134	0	
irstl05	9% утомления во время захвата	A30195	134	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	-1	0	0	1	0	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	3669	0	134	0	
irchm01	Медальон Торговли 	A30196	92	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	144	1	0	1	0	1	10	0	0	0,005	0,025	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3670	0	92	0	
irchm02	Медальон Общения 	A30197	93	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	145	1	0	1	0	1	11	0	0	0,005	0,025	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3671	0	93	0	
irchm03	Медальон Прозрения 	A30198	94	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	146	1	0	1	0	1	76	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3672	0	94	0	
irchm04	Медальон Скорости 	A30199	95	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	147	1	0	1	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
irchm05	Медальон Успеха 	A3019A	97	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	148	1	0	1	0	1	52	0	0	1	3	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3675	0	97	0	
irchm06	Медальон Лидера 	A3019B	98	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	149	1	0	1	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
irchm07	Медальон Регенерации 	A3019C	102	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	150	1	0	1	0	1	12	0	0	0,003	0,015	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
irchm08	Генератор Атаки 	A3019D	104	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	151	1	0	1	0	1	18	0	0	0,02	0,100000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
irchm09	Генератор Защиты 	A3019E	105	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	152	1	0	1	0	1	24	0	0	0,02	0,100000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
irchm10	Генератор Раздражения 	A3019F	106	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	153	1	0	1	0	1	54	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3684	0	106	0	
irchm11	Генератор Агрессии 	A301A0	109	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	154	1	0	1	0	1	28	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
irchm12	Медальон Торговли 	A301A1	92	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	155	1	0	1	0	1	10	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3670	0	92	0	
irchm13	Медальон Общения 	A301A2	93	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	156	1	0	1	0	1	11	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3671	0	93	0	
irchm14	Медальон Прозрения 	A301A3	94	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	157	1	0	1	0	1	76	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3672	0	94	0	
irchm15	Медальон Скорости 	A301A4	95	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	158	1	0	1	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
irchm16	Медальон Успеха 	A301A5	97	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	159	1	0	1	0	1	52	0	0	1	3	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3675	0	97	0	
irchm17	Медальон Лидера 	A301A6	98	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	160	1	0	1	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
irchm18	Медальон Регенерации 	A301A7	102	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	161	1	0	1	0	1	12	0	0	0,007	0,021	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
irchm19	Генератор Атаки 	A301A8	104	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	162	1	0	1	0	1	18	0	0	0,029999999	0,150000006	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
irchm20	Генератор Защиты 	A301A9	105	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	163	1	0	1	0	1	24	0	0	0,029999999	0,150000006	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
irchm21	Генератор Раздражения 	A301AA	106	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	164	1	0	1	0	1	54	0	0	0,02	0,100000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3684	0	106	0	
irchm22	Генератор Агрессии 	A301AB	109	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	165	1	0	1	0	1	28	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
irchm23	Медальон Торговли 	A301AC	92	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	166	1	0	1	0	1	10	0	0	0,02	0,100000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3670	0	92	0	
irchm24	Медальон Общения 	A301AD	93	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	167	1	0	1	0	1	11	0	0	0,02	0,100000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3671	0	93	0	
irchm25	Медальон Прозрения 	A301AE	94	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	168	1	0	1	0	1	76	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3672	0	94	0	
irchm26	Медальон Скорости 	A301AF	95	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	169	1	0	1	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
irchm27	Медальон Успеха 	A301B0	97	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	170	1	0	1	0	1	52	0	0	1	3	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3675	0	97	0	
irchm28	Медальон Лидера 	A301B1	98	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	171	1	0	1	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
irchm29	Медальон Регенерации 	A301B2	102	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	172	1	0	1	0	1	12	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
irchm30	Генератор Атаки 	A301B3	104	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	173	1	0	1	0	1	18	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
irchm31	Генератор Защиты 	A301B4	105	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	174	1	0	1	0	1	24	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
irchm32	Генератор Раздражения 	A301B5	106	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	175	1	0	1	0	1	54	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3684	0	106	0	
irchm33	Генератор Агрессии 	A301B6	109	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	176	1	0	1	0	1	28	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
irqsa01	Печать Картеллы	A301B7	125	11111	17	1	0	1	0	0	0	0	-1	0	1	0	0	178	1	0	1	0	1	2	0	0	0,150000006	0,150000006	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	-1	0	125	0	
irqsa03	Пропуск в Лабораторию Картеллы	A301B8	128	11111	17	1	0	1	0	0	0	0	-1	0	0	0	0	179	1	0	1	0	1	2	0	0	0,5	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	-1	0	128	0	
irqsa04	Блокнот Путешественника	A301B9	129	11111	17	0	0	1	0	0	0	0	1	1	1	1	1	180	1	0	0	0	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	-1	0	129	0	
